@relation dataset

@attribute ID numeric
@attribute Time date 'yyyy/MM/dd HH:mm:ss:SSS'
@attribute 'Training round' numeric
@attribute inputs-1 numeric
@attribute inputs-2 numeric
@attribute inputs-3 numeric
@attribute inputs-4 numeric
@attribute inputs-5 numeric
@attribute inputs-6 numeric
@attribute inputs-7 numeric
@attribute inputs-8 numeric
@attribute inputs-9 numeric
@attribute inputs-10 numeric
@attribute inputs-11 numeric
@attribute inputs-12 numeric
@attribute inputs-13 numeric
@attribute inputs-14 numeric
@attribute inputs-15 numeric
@attribute inputs-16 numeric
@attribute inputs-17 numeric
@attribute inputs-18 numeric
@attribute outputs-1 numeric
@attribute outputs-2 numeric
@attribute outputs-3 numeric
@attribute outputs-4 numeric
@attribute outputs-5 numeric
@attribute outputs-6 numeric
@attribute outputs-7 numeric
@attribute outputs-8 numeric
@attribute outputs-9 numeric

@data
800,'2019/02/08 17:36:24:374',5,60.202488,86.268883,57.932728,52.154011,64.973358,42.741165,71.756401,63.899712,20.397392,14.154777,14.511417,13.511303,0.006706,0.021033,0.015419,0.015206,0.001909,0.001689,1.059998,42,0.130001,5,0.06,123.470825,109,3.309998,-1
801,'2019/02/08 17:36:24:441',5,59.396194,93.01046,61.729702,53.055084,67.224426,40.761803,73.932816,68.922493,36.784847,21.058077,21.342821,11.341131,0.000267,0.022181,0.013972,0.021379,0.020288,0.008182,1.059998,42,0.130001,5,0.06,123.470825,109,3.309998,-1
802,'2019/02/08 17:36:24:442',5,59.396194,93.01046,61.729702,53.055084,67.224426,40.761803,73.932816,68.922493,36.784847,21.058077,21.342821,11.341131,0.000267,0.022181,0.013972,0.021379,0.020288,0.008182,1.059998,42,0.130001,5,0.06,123.470825,109,3.309998,-1
803,'2019/02/08 17:36:24:514',5,56.078342,92.376053,60.439873,52.208649,66.511276,39.668285,73.119148,69.241814,40.290646,17.588093,18.078211,37.291286,0.003813,0.023354,0.013846,0.014421,0.018383,0.002658,1.059998,42,0.130001,5,0.06,123.470825,109,3.309998,-1
804,'2019/02/08 17:36:24:515',5,56.078342,92.376053,60.439873,52.208649,66.511276,39.668285,73.119148,69.241814,40.290646,17.588093,18.078211,37.291286,0.003813,0.023354,0.013846,0.014421,0.018383,0.002658,1.059998,42,0.130001,5,0.06,123.470825,109,3.309998,-1
805,'2019/02/08 17:36:24:579',5,55.360592,106.082146,140.405548,156.190933,165.113129,168.72403,75.80378,72.124008,60.377342,53.910656,57.906567,52.009636,0.013366,0.005084,0.008452,0.00482,0.01941,0.004662,1.059998,42,0.130001,5,0.06,123.470825,109,3.309998,-1
806,'2019/02/08 17:36:24:579',5,55.360592,106.082146,140.405548,156.190933,165.113129,168.72403,75.80378,72.124008,60.377342,53.910656,57.906567,52.009636,0.013366,0.005084,0.008452,0.00482,0.01941,0.004662,1.059998,42,0.130001,5,0.06,123.470825,109,3.309998,-1
807,'2019/02/08 17:36:24:642',5,60.30069,108.404572,166.824738,206.727615,212.638184,224.845291,71.972084,66.95224,57.288433,68.552673,71.86113,79.338333,0.01506,0.017038,0.014826,0.00725,0.009422,0.021071,1.059998,42,0.130001,5,0.06,123.470825,109,3.309998,-1
808,'2019/02/08 17:36:24:643',5,60.30069,108.404572,166.824738,206.727615,212.638184,224.845291,71.972084,66.95224,57.288433,68.552673,71.86113,79.338333,0.01506,0.017038,0.014826,0.00725,0.009422,0.021071,1.059998,42,0.130001,5,0.06,123.470825,109,3.309998,-1
809,'2019/02/08 17:36:24:713',5,70.336151,121.539444,189.178452,244.987564,256.203827,252.118988,46.809044,56.803299,69.103004,89.741089,92.455635,106.56263,0.01706,0.023104,0.020141,0.015144,0.016331,0.026979,1.059998,42,0.130001,5,0.06,123.470825,109,3.309998,-1
810,'2019/02/08 17:36:24:713',5,70.336151,121.539444,189.178452,244.987564,256.203827,252.118988,46.809044,56.803299,69.103004,89.741089,92.455635,106.56263,0.01706,0.023104,0.020141,0.015144,0.016331,0.026979,1.059998,42,0.130001,5,0.06,123.470825,109,3.309998,-1
811,'2019/02/08 17:36:24:790',5,69.140022,122.825752,191.127472,221.968124,235.559265,242.50795,69.31855,94.278481,103.265121,123.145386,130.718246,135.781296,0.0252,0.024589,0.017152,0.023124,0.017809,0.02984,1.059998,42,0.130001,5,0.06,123.470825,109,3.309998,-1
812,'2019/02/08 17:36:24:791',5,69.140022,122.825752,191.127472,221.968124,235.559265,242.50795,69.31855,94.278481,103.265121,123.145386,130.718246,135.781296,0.0252,0.024589,0.017152,0.023124,0.017809,0.02984,1.059998,42,0.130001,5,0.06,123.470825,109,3.309998,-1
813,'2019/02/08 17:36:24:856',5,69.074089,125.638809,184.830704,224.553482,239.575775,244.899277,67.006096,95.48793,112.067596,137.776642,146.76474,152.121628,0.027557,0.022348,0.02297,0.025289,0.02266,0.032167,1.059998,42,0.130001,5,0.06,123.470825,109,3.309998,-1
814,'2019/02/08 17:36:24:856',5,69.074089,125.638809,184.830704,224.553482,239.575775,244.899277,67.006096,95.48793,112.067596,137.776642,146.76474,152.121628,0.027557,0.022348,0.02297,0.025289,0.02266,0.032167,1.059998,42,0.130001,5,0.06,123.470825,109,3.309998,-1
815,'2019/02/08 17:36:24:924',5,69.492371,124.374214,172.19809,228.069305,233.640396,244.48114,61.032822,94.086945,113.243858,140.533371,153.674683,155.990417,0.027146,0.020773,0.02683,0.024547,0.024257,0.033895,1.059998,42,0.130001,5,0.06,123.470825,109,3.309998,-1
816,'2019/02/08 17:36:24:924',5,69.492371,124.374214,172.19809,228.069305,233.640396,244.48114,61.032822,94.086945,113.243858,140.533371,153.674683,155.990417,0.027146,0.020773,0.02683,0.024547,0.024257,0.033895,1.059998,42,0.130001,5,0.06,123.470825,109,3.309998,-1
817,'2019/02/08 17:36:24:988',5,67.198616,123.418533,172.689774,229.73642,240.388596,248.379684,60.179459,91.422119,117.463524,141.439896,151.588684,157.869919,0.027953,0.021283,0.029408,0.025784,0.028144,0.031767,1.059998,42,0.130001,5,0.06,123.470825,109,3.309998,-1
818,'2019/02/08 17:36:24:989',5,67.198616,123.418533,172.689774,229.73642,240.388596,248.379684,60.179459,91.422119,117.463524,141.439896,151.588684,157.869919,0.027953,0.021283,0.029408,0.025784,0.028144,0.031767,1.059998,42,0.130001,5,0.06,123.470825,109,3.309998,-1
819,'2019/02/08 17:36:25:056',5,67.3797,124.440285,174.610168,229.226944,237.302811,249.878128,59.269844,90.890144,117.104462,142.570602,152.777267,159.174332,0.028473,0.021368,0.031193,0.026358,0.027935,0.031126,1.059998,42,0.130001,5,0.06,123.470825,109,3.309998,-1
820,'2019/02/08 17:36:25:056',5,67.3797,124.440285,174.610168,229.226944,237.302811,249.878128,59.269844,90.890144,117.104462,142.570602,152.777267,159.174332,0.028473,0.021368,0.031193,0.026358,0.027935,0.031126,1.059998,42,0.130001,5,0.06,123.470825,109,3.309998,-1
821,'2019/02/08 17:36:25:118',5,67.3797,124.440285,174.610168,229.226944,237.302811,249.878128,59.269844,90.890144,117.104462,142.570602,152.777267,159.174332,0.028473,0.021368,0.031193,0.026358,0.027935,0.031126,1.059998,42,0.130001,5,0.06,123.470825,109,3.309998,-1
822,'2019/02/08 17:36:25:118',5,67.3797,124.440285,174.610168,229.226944,237.302811,249.878128,59.269844,90.890144,117.104462,142.570602,152.777267,159.174332,0.028473,0.021368,0.031193,0.026358,0.027935,0.031126,1.059998,42,0.130001,5,0.06,123.470825,109,3.309998,-1
823,'2019/02/08 17:36:25:188',5,70.340508,124.797035,176.77179,230.886673,239.91713,253.749786,60.407906,89.214867,117.126381,143.834351,149.215775,160.222321,0.026504,0.022732,0.033316,0.025285,0.027324,0.033165,1.059998,42,0.130001,5,0.06,123.470825,109,3.309998,-1
824,'2019/02/08 17:36:25:189',5,70.340508,124.797035,176.77179,230.886673,239.91713,253.749786,60.407906,89.214867,117.126381,143.834351,149.215775,160.222321,0.026504,0.022732,0.033316,0.025285,0.027324,0.033165,1.059998,42,0.130001,5,0.06,123.470825,109,3.309998,-1
825,'2019/02/08 17:36:25:256',5,69.217735,124.928131,177.312286,225.36055,238.331024,245.756577,59.540211,90.907829,116.546425,141.476624,148.798798,157.718719,0.027449,0.023323,0.029837,0.026732,0.026087,0.031204,1.059998,42,0.130001,5,0.06,123.470825,109,3.309998,-1
826,'2019/02/08 17:36:25:257',5,69.217735,124.928131,177.312286,225.36055,238.331024,245.756577,59.540211,90.907829,116.546425,141.476624,148.798798,157.718719,0.027449,0.023323,0.029837,0.026732,0.026087,0.031204,1.059998,42,0.130001,5,0.06,123.470825,109,3.309998,-1
827,'2019/02/08 17:36:25:329',5,68.19278,126.058372,178.062698,231.517929,238.568634,252.818359,59.220299,91.287712,117.512474,139.133072,143.587555,156.038895,0.029562,0.022979,0.031334,0.027106,0.025539,0.029501,1.059998,42,0.130001,5,0.06,123.470825,109,3.309998,-1
828,'2019/02/08 17:36:25:329',5,68.19278,126.058372,178.062698,231.517929,238.568634,252.818359,59.220299,91.287712,117.512474,139.133072,143.587555,156.038895,0.029562,0.022979,0.031334,0.027106,0.025539,0.029501,1.059998,42,0.130001,5,0.06,123.470825,109,3.309998,-1
829,'2019/02/08 17:36:25:399',5,68.513298,126.043182,177.95015,230.806473,239.437729,252.398087,59.088257,92.059502,118.832634,138.017059,143.178604,154.338791,0.029206,0.022971,0.031631,0.028284,0.025129,0.028516,1.059998,42,0.130001,5,0.06,123.470825,109,3.309998,-1
830,'2019/02/08 17:36:25:399',5,68.513298,126.043182,177.95015,230.806473,239.437729,252.398087,59.088257,92.059502,118.832634,138.017059,143.178604,154.338791,0.029206,0.022971,0.031631,0.028284,0.025129,0.028516,1.059998,42,0.130001,5,0.06,123.470825,109,3.309998,-1
831,'2019/02/08 17:36:25:471',5,68.955147,125.515877,176.749725,236.706863,240.462799,257.017303,58.294304,90.358284,115.156807,132.421402,135.868179,148.347626,0.028665,0.02272,0.032187,0.027774,0.02388,0.026357,1.059998,42,0.130001,5,0.06,123.470825,109,3.309998,-1
832,'2019/02/08 17:36:25:472',5,68.955147,125.515877,176.749725,236.706863,240.462799,257.017303,58.294304,90.358284,115.156807,132.421402,135.868179,148.347626,0.028665,0.02272,0.032187,0.027774,0.02388,0.026357,1.059998,42,0.130001,5,0.06,123.470825,109,3.309998,-1
833,'2019/02/08 17:36:25:527',5,68.598022,125.169243,176.16655,236.773972,240.31105,258.851013,58.500645,90.386055,114.004387,130.315628,137.398651,144.4048,0.028763,0.022559,0.031799,0.027626,0.023177,0.024473,1.059998,42,0.130001,5,0.06,123.470825,109,3.309998,-1
834,'2019/02/08 17:36:25:528',5,68.598022,125.169243,176.16655,236.773972,240.31105,258.851013,58.500645,90.386055,114.004387,130.315628,137.398651,144.4048,0.028763,0.022559,0.031799,0.027626,0.023177,0.024473,1.059998,42,0.130001,5,0.06,123.470825,109,3.309998,-1
835,'2019/02/08 17:36:25:597',5,68.802452,125.068878,175.266098,232.331741,237.344421,255.027802,58.162178,89.02243,112.696274,124.32309,129.518036,137.828644,0.028472,0.021852,0.029473,0.026691,0.023397,0.020972,1.059998,42,0.130001,5,0.06,123.470825,109,3.309998,-1
836,'2019/02/08 17:36:25:597',5,68.802452,125.068878,175.266098,232.331741,237.344421,255.027802,58.162178,89.02243,112.696274,124.32309,129.518036,137.828644,0.028472,0.021852,0.029473,0.026691,0.023397,0.020972,1.059998,42,0.130001,5,0.06,123.470825,109,3.309998,-1
837,'2019/02/08 17:36:25:670',5,72.002792,124.584045,171.631805,223.848953,236.212418,245.513519,62.450436,91.291992,102.896782,113.875389,122.597939,121.434532,0.02609,0.017956,0.026099,0.023737,0.01791,0.019298,1.059998,42,0.130001,5,0.06,123.470825,109,3.309998,-1
838,'2019/02/08 17:36:25:671',5,72.002792,124.584045,171.631805,223.848953,236.212418,245.513519,62.450436,91.291992,102.896782,113.875389,122.597939,121.434532,0.02609,0.017956,0.026099,0.023737,0.01791,0.019298,1.059998,42,0.130001,5,0.06,123.470825,109,3.309998,-1
839,'2019/02/08 17:36:25:739',5,73.643608,122.294388,182.396729,203.357361,219.21315,220.595016,63.543423,76.2108,87.10582,100.434105,107.439095,107.910828,0.02131,0.021924,0.01304,0.013826,0.018889,0.018986,1.059998,42,0.130001,5,0.06,123.470825,109,3.309998,-1
840,'2019/02/08 17:36:25:739',5,73.643608,122.294388,182.396729,203.357361,219.21315,220.595016,63.543423,76.2108,87.10582,100.434105,107.439095,107.910828,0.02131,0.021924,0.01304,0.013826,0.018889,0.018986,1.059998,42,0.130001,5,0.06,123.470825,109,3.309998,-1
841,'2019/02/08 17:36:25:807',5,75.885635,125.852715,191.393051,212.032669,220.396759,231.324203,66.912651,67.2108,77.643486,84.84079,93.053307,89.767136,0.02079,0.017525,0.009644,0.011954,0.012124,0.017421,1.059998,42,0.130001,5,0.06,123.470825,109,3.309998,-1
842,'2019/02/08 17:36:25:807',5,75.885635,125.852715,191.393051,212.032669,220.396759,231.324203,66.912651,67.2108,77.643486,84.84079,93.053307,89.767136,0.02079,0.017525,0.009644,0.011954,0.012124,0.017421,1.059998,42,0.130001,5,0.06,123.470825,109,3.309998,-1
843,'2019/02/08 17:36:25:877',5,72.383949,113.790848,168.199478,190.186401,201.835632,207.283691,63.404358,65.067062,54.170902,51.068489,53.486622,58.245201,0.012272,0.011833,0.010159,0.006972,0.005831,0.012237,1.059998,42,0.130001,5,0.06,123.470825,109,3.309998,-1
844,'2019/02/08 17:36:25:877',5,72.383949,113.790848,168.199478,190.186401,201.835632,207.283691,63.404358,65.067062,54.170902,51.068489,53.486622,58.245201,0.012272,0.011833,0.010159,0.006972,0.005831,0.012237,1.059998,42,0.130001,5,0.06,123.470825,109,3.309998,-1
845,'2019/02/08 17:36:25:949',5,56.265659,92.691605,103.399101,116.225243,127.463844,113.569809,71.10437,45.481411,25.03211,6.609564,8.245644,9.510003,0.002949,0.005526,0.012012,0.007165,0.005739,0.00605,1.059998,42,0.130001,5,0.06,123.470825,109,3.309998,-1
846,'2019/02/08 17:36:25:949',5,56.265659,92.691605,103.399101,116.225243,127.463844,113.569809,71.10437,45.481411,25.03211,6.609564,8.245644,9.510003,0.002949,0.005526,0.012012,0.007165,0.005739,0.00605,1.059998,42,0.130001,5,0.06,123.470825,109,3.309998,-1
847,'2019/02/08 17:36:26:021',5,58.361763,83.750984,121.741173,135.853577,142.75325,152.762512,67.779564,33.639,36.331264,67.985741,87.422699,84.980171,0.008809,0.001179,0.001848,0.016016,0.008794,0.006991,1.059998,42,0.130001,5,0.06,123.470825,109,3.309998,-1
848,'2019/02/08 17:36:26:021',5,58.361763,83.750984,121.741173,135.853577,142.75325,152.762512,67.779564,33.639,36.331264,67.985741,87.422699,84.980171,0.008809,0.001179,0.001848,0.016016,0.008794,0.006991,1.059998,42,0.130001,5,0.06,123.470825,109,3.309998,-1
849,'2019/02/08 17:36:26:093',5,61.106411,84.306473,117.726028,132.058929,129.81427,142.477005,68.709663,35.53487,37.229309,66.161308,84.270874,80.01667,0.009258,0.001007,0.003774,0.02073,0.006025,0.008276,1.059998,42,0.130001,5,0.06,123.470825,109,3.309998,-1
850,'2019/02/08 17:36:26:093',5,61.106411,84.306473,117.726028,132.058929,129.81427,142.477005,68.709663,35.53487,37.229309,66.161308,84.270874,80.01667,0.009258,0.001007,0.003774,0.02073,0.006025,0.008276,1.059998,42,0.130001,5,0.06,123.470825,109,3.309998,-1
851,'2019/02/08 17:36:26:164',5,61.848076,83.555573,112.852112,128.624374,117.592056,133.866852,68.430878,50.132469,28.702736,32.995506,37.980755,29.950478,0.010315,0.002832,0.000464,0.026327,0.001003,0.001377,1.059998,42,0.130001,5,0.06,123.470825,109,3.309998,-1
852,'2019/02/08 17:36:26:165',5,61.848076,83.555573,112.852112,128.624374,117.592056,133.866852,68.430878,50.132469,28.702736,32.995506,37.980755,29.950478,0.010315,0.002832,0.000464,0.026327,0.001003,0.001377,1.059998,42,0.130001,5,0.06,123.470825,109,3.309998,-1
853,'2019/02/08 17:36:26:238',5,61.803864,86.391632,114.514015,131.012741,133.603958,139.090164,67.11203,53.561325,41.031315,32.525703,30.305147,33.860203,0.009787,0.005441,0.000602,0.027019,0.007408,0.007269,1.059998,42,0.130001,5,0.06,123.470825,109,3.309998,-1
854,'2019/02/08 17:36:26:239',5,61.803864,86.391632,114.514015,131.012741,133.603958,139.090164,67.11203,53.561325,41.031315,32.525703,30.305147,33.860203,0.009787,0.005441,0.000602,0.027019,0.007408,0.007269,1.059998,42,0.130001,5,0.06,123.470825,109,3.309998,-1
855,'2019/02/08 17:36:26:310',5,66.879486,87.205566,117.066467,127.02919,135.592255,137.5354,70.609459,55.203125,39.14859,33.830593,32.744423,24.992094,0.009765,0.005935,0.001191,0.028341,0.006998,0.008954,1.059998,42,0.130001,5,0.06,123.470825,109,3.309998,-1
856,'2019/02/08 17:36:26:310',5,66.879486,87.205566,117.066467,127.02919,135.592255,137.5354,70.609459,55.203125,39.14859,33.830593,32.744423,24.992094,0.009765,0.005935,0.001191,0.028341,0.006998,0.008954,1.059998,42,0.130001,5,0.06,123.470825,109,3.309998,-1
857,'2019/02/08 17:36:26:375',5,67.426956,85.510277,117.011818,132.66069,143.214691,144.953583,70.682938,53.290928,49.093925,36.220177,28.099274,30.068487,0.010447,0.004635,0.000319,0.028696,0.012958,0.011426,1.059998,42,0.130001,5,0.06,123.470825,109,3.309998,-1
858,'2019/02/08 17:36:26:375',5,67.426956,85.510277,117.011818,132.66069,143.214691,144.953583,70.682938,53.290928,49.093925,36.220177,28.099274,30.068487,0.010447,0.004635,0.000319,0.028696,0.012958,0.011426,1.059998,42,0.130001,5,0.06,123.470825,109,3.309998,-1
859,'2019/02/08 17:36:26:442',5,67.279297,82.843277,113.511642,130.195755,129.177689,136.432236,70.701462,51.008644,54.675686,40.732265,42.122608,36.500191,0.012581,0.005355,0.001909,0.028163,0.016408,0.011128,1.059998,42,0.130001,5,0.06,123.470825,109,3.309998,-1
860,'2019/02/08 17:36:26:442',5,67.279297,82.843277,113.511642,130.195755,129.177689,136.432236,70.701462,51.008644,54.675686,40.732265,42.122608,36.500191,0.012581,0.005355,0.001909,0.028163,0.016408,0.011128,1.059998,42,0.130001,5,0.06,123.470825,109,3.309998,-1
861,'2019/02/08 17:36:26:508',5,70.796562,85.548035,115.644371,131.943787,140.620285,139.820435,67.412193,45.96093,50.100433,35.148434,34.599094,34.615795,0.015585,0.008069,0.006534,0.028546,0.015664,0.010002,1.059998,42,0.130001,5,0.06,123.470825,109,3.309998,-1
862,'2019/02/08 17:36:26:509',5,70.796562,85.548035,115.644371,131.943787,140.620285,139.820435,67.412193,45.96093,50.100433,35.148434,34.599094,34.615795,0.015585,0.008069,0.006534,0.028546,0.015664,0.010002,1.059998,42,0.130001,5,0.06,123.470825,109,3.309998,-1
863,'2019/02/08 17:38:06:733',6,132.696335,233.467133,320.318909,342.431946,347.234528,373.18811,122.749062,210.856995,306.920929,313.631683,307.875427,352.244232,0.086769,0.080019,0.049546,0.082651,0.077845,0.032038,-0.114584,376.392944,-0.001378,-0.053015,-0.000636,-189.796753,-3.675202,5.962345,1
864,'2019/02/08 17:38:06:803',6,132.966629,233.801956,320.430695,342.626556,351.585632,371.457703,122.802536,210.47464,306.444641,313.344482,313.330078,351.835632,0.086837,0.079978,0.047972,0.083132,0.078569,0.030659,-0.114584,376.392944,-0.001378,-0.053015,-0.000636,-189.796753,-3.675202,5.962345,1
865,'2019/02/08 17:38:06:868',6,132.919983,232.030334,318.702576,342.765106,349.798065,372.129913,123.500786,210.44339,306.39621,335.462128,347.796875,380.079224,0.085329,0.080028,0.049884,0.083365,0.078867,0.054807,-0.114584,376.392944,-0.001378,-0.053015,-0.000636,-189.796753,-3.675202,5.962345,1
866,'2019/02/08 17:38:06:932',6,132.945404,231.673904,318.382446,342.293701,351.045624,371.678345,123.319008,210.377029,306.631439,337.129578,348.49115,379.614807,0.085022,0.080073,0.049786,0.083457,0.078413,0.05243,-0.114584,376.392944,-0.001378,-0.053015,-0.000636,-189.796753,-3.675202,5.962345,1
867,'2019/02/08 17:38:07:000',6,133.014526,231.555222,318.314026,342.555054,354.881836,371.767639,123.719643,210.28273,306.625244,336.545135,346.403595,379.022064,0.084917,0.080093,0.049803,0.083837,0.078388,0.051128,-0.114584,376.392944,-0.001378,-0.053015,-0.000636,-189.796753,-3.675202,5.962345,1
868,'2019/02/08 17:38:07:060',6,132.766327,231.449341,318.184784,342.602356,352.797638,372.188446,123.441719,210.522614,306.939423,335.706329,345.637939,379.735016,0.085047,0.080096,0.050448,0.084099,0.078456,0.04989,-0.114584,376.392944,-0.001378,-0.053015,-0.000636,-189.796753,-3.675202,5.962345,1
869,'2019/02/08 17:38:07:123',6,132.576752,231.756714,318.478943,341.877045,350.314667,372.096527,123.467598,210.951675,307.415466,335.273346,346.595764,377.247742,0.085542,0.080095,0.049517,0.083973,0.078508,0.046984,-0.114584,376.392944,-0.001378,-0.053015,-0.000636,-189.796753,-3.675202,5.962345,1
870,'2019/02/08 17:38:07:190',6,132.515991,232.056412,318.758972,342.474792,350.683533,371.01239,123.216331,210.713272,307.107635,335.041412,345.658813,379.187195,0.0859,0.080089,0.048484,0.083735,0.078649,0.049098,-0.114584,376.392944,-0.001378,-0.053015,-0.000636,-189.796753,-3.675202,5.962345,1
871,'2019/02/08 17:38:07:256',6,132.437729,231.78978,318.46933,341.848022,351.016968,371.608948,123.120125,210.801361,307.129547,336.054352,346.083649,379.051147,0.085716,0.080084,0.049263,0.083819,0.078998,0.050536,-0.114584,376.392944,-0.001378,-0.053015,-0.000636,-189.796753,-3.675202,5.962345,1
872,'2019/02/08 17:38:07:323',6,132.383347,232.477966,319.145691,342.423859,351.468689,372.435852,122.941177,210.663818,306.935242,334.389038,345.282074,376.424866,0.086372,0.080082,0.049367,0.083739,0.078961,0.0467,-0.114584,376.392944,-0.001378,-0.053015,-0.000636,-189.796753,-3.675202,5.962345,1
873,'2019/02/08 17:38:07:391',6,133.124039,233.136948,319.88797,342.508209,352.305084,373.167267,123.736046,211.346222,307.748932,336.847992,346.402893,377.680786,0.086786,0.080069,0.049151,0.083653,0.078312,0.047652,-0.114584,376.392944,-0.001378,-0.053015,-0.000636,-189.796753,-3.675202,5.962345,1
874,'2019/02/08 17:38:07:457',6,133.481628,233.401474,320.19928,342.654266,355.805878,372.595551,122.907265,211.579361,308.230164,337.136902,346.866455,378.185089,0.086779,0.08008,0.048254,0.084256,0.077521,0.047719,-0.114584,376.392944,-0.001378,-0.053015,-0.000636,-189.796753,-3.675202,5.962345,1
875,'2019/02/08 17:38:07:522',6,133.36235,233.546509,320.437592,342.028137,353.629456,370.979919,123.273224,211.374374,307.959076,337.513092,343.94986,378.190979,0.087083,0.080125,0.046904,0.084044,0.077206,0.04755,-0.114584,376.392944,-0.001378,-0.053015,-0.000636,-189.796753,-3.675202,5.962345,1
876,'2019/02/08 17:38:07:592',6,133.383148,233.726212,320.566101,342.416412,351.19101,374.436707,122.89389,211.634293,308.185822,338.415527,346.808655,378.096039,0.087197,0.080089,0.049658,0.084708,0.077278,0.047925,-0.114584,376.392944,-0.001378,-0.053015,-0.000636,-189.796753,-3.675202,5.962345,1
877,'2019/02/08 17:38:07:667',6,133.453583,233.797714,320.598572,342.472931,352.321564,371.743103,122.927994,211.593231,307.975525,337.281189,346.872925,378.528259,0.087212,0.079989,0.046854,0.084348,0.0773,0.047515,-0.114584,376.392944,-0.001378,-0.053015,-0.000636,-189.796753,-3.675202,5.962345,1
878,'2019/02/08 17:38:07:733',6,133.559723,234.151459,320.861908,342.422913,349.483429,372.050812,122.798157,211.83754,307.999451,337.355499,345.129791,378.436768,0.087391,0.079926,0.046811,0.084718,0.077643,0.04989,-0.114584,376.392944,-0.001378,-0.053015,-0.000636,-189.796753,-3.675202,5.962345,1
879,'2019/02/08 17:38:07:802',6,133.7229,231.87088,318.389313,343.442505,345.621063,372.169373,123.089149,211.599228,307.588287,336.079926,343.36264,378.402008,0.085033,0.079837,0.049148,0.084514,0.077842,0.050521,-0.114584,376.392944,-0.001378,-0.053015,-0.000636,-189.796753,-3.675202,5.962345,1
880,'2019/02/08 17:38:07:870',6,133.745895,231.040573,318.002716,343.59317,349.606812,372.812286,123.127846,211.30661,306.895142,333.810913,344.735809,375.219971,0.084143,0.080254,0.050571,0.08421,0.078688,0.050113,-0.114584,376.392944,-0.001378,-0.053015,-0.000636,-189.796753,-3.675202,5.962345,1
881,'2019/02/08 17:38:07:938',6,133.854889,231.714584,318.309265,342.883942,346.042023,373.235596,122.861504,211.543747,307.109833,333.516754,345.25943,375.292816,0.084574,0.079871,0.050175,0.085369,0.078463,0.0483,-0.114584,376.392944,-0.001378,-0.053015,-0.000636,-189.796753,-3.675202,5.962345,1
882,'2019/02/08 17:38:08:007',6,133.900711,232.013992,318.614502,342.989624,347.608215,372.58313,122.674614,211.06778,306.323486,333.43045,342.793793,373.554413,0.084736,0.079877,0.049419,0.08508,0.078881,0.046306,-0.114584,376.392944,-0.001378,-0.053015,-0.000636,-189.796753,-3.675202,5.962345,1
883,'2019/02/08 17:38:08:080',6,133.965088,230.305893,318.443939,342.668396,352.571472,372.69104,122.43383,210.643661,306.069763,333.013885,342.300598,373.151825,0.082975,0.081433,0.050233,0.085622,0.07816,0.047024,-0.114584,376.392944,-0.001378,-0.053015,-0.000636,-189.796753,-3.675202,5.962345,1
884,'2019/02/08 17:38:08:151',6,134.031601,231.20549,318.125031,342.692993,351.925079,372.284454,122.317039,211.457352,306.916565,332.6427,339.656219,373.316559,0.083719,0.080399,0.050377,0.086818,0.078371,0.044795,-0.114584,376.392944,-0.001378,-0.053015,-0.000636,-189.796753,-3.675202,5.962345,1
885,'2019/02/08 17:38:08:220',6,134.054871,230.355942,317.776245,342.074707,351.721222,370.914337,122.169807,210.304825,305.368652,333.878632,341.943542,372.886017,0.082924,0.080935,0.049797,0.086286,0.078653,0.048942,-0.114584,376.392944,-0.001378,-0.053015,-0.000636,-189.796753,-3.675202,5.962345,1
886,'2019/02/08 17:38:08:288',6,134.183502,229.688309,317.341583,341.961151,349.066528,373.731995,122.243195,210.031143,304.857208,333.140137,341.533691,371.997131,0.082208,0.081245,0.053134,0.086176,0.079386,0.049081,-0.114584,376.392944,-0.001378,-0.053015,-0.000636,-189.796753,-3.675202,5.962345,1
887,'2019/02/08 17:38:08:360',6,134.234589,230.466675,317.031464,342.176971,350.443726,373.053009,122.136032,210.30278,305.456787,332.521118,336.470337,372.009399,0.082991,0.080224,0.052221,0.087804,0.0789,0.048905,-0.114584,376.392944,-0.001378,-0.053015,-0.000636,-189.796753,-3.675202,5.962345,1
888,'2019/02/08 17:38:08:435',6,134.265076,230.597946,316.727905,342.038086,351.581696,373.434784,121.990753,210.74791,305.94928,333.350677,339.78717,372.384766,0.083099,0.079882,0.053536,0.089136,0.078928,0.047984,-0.114584,376.392944,-0.001378,-0.053015,-0.000636,-189.796753,-3.675202,5.962345,1
889,'2019/02/08 17:38:08:520',6,134.34256,230.987076,316.854614,342.470917,351.42038,372.551575,122.007103,210.667969,305.954742,333.824158,339.737488,372.354279,0.083473,0.079685,0.052394,0.089125,0.078433,0.049131,-0.114584,376.392944,-0.001378,-0.053015,-0.000636,-189.796753,-3.675202,5.962345,1
890,'2019/02/08 17:38:08:605',6,134.293594,232.145966,317.836029,342.828094,350.046021,372.875488,122.048767,210.551956,305.659058,333.153503,339.672394,371.991669,0.084596,0.07961,0.051781,0.088514,0.07839,0.04801,-0.114584,376.392944,-0.001378,-0.053015,-0.000636,-189.796753,-3.675202,5.962345,1
