@relation dataset

@attribute ID numeric
@attribute Time date 'yyyy/MM/dd HH:mm:ss:SSS'
@attribute 'Training round' numeric
@attribute inputs-1 numeric
@attribute inputs-2 numeric
@attribute inputs-3 numeric
@attribute inputs-4 numeric
@attribute inputs-5 numeric
@attribute inputs-6 numeric
@attribute inputs-7 numeric
@attribute inputs-8 numeric
@attribute inputs-9 numeric
@attribute inputs-10 numeric
@attribute inputs-11 numeric
@attribute inputs-12 numeric
@attribute inputs-13 numeric
@attribute inputs-14 numeric
@attribute inputs-15 numeric
@attribute inputs-16 numeric
@attribute inputs-17 numeric
@attribute inputs-18 numeric
@attribute outputs-1 numeric
@attribute outputs-2 numeric
@attribute outputs-3 numeric
@attribute outputs-4 numeric
@attribute outputs-5 numeric
@attribute outputs-6 numeric
@attribute outputs-7 numeric
@attribute outputs-8 numeric
@attribute outputs-9 numeric

@data
609,'2019/02/08 17:35:54:870',4,92.151482,126.363411,132.736923,133.942871,129.950287,131.92865,68.424355,69.700829,33.765129,25.906443,22.464251,23.589447,0.010068,0.018284,0.000135,0.042437,0.032279,0.000311,0,306.246429,0,0,0,97.998856,0,3.409999,1
610,'2019/02/08 17:35:54:870',4,92.151482,126.363411,132.736923,133.942871,129.950287,131.92865,68.424355,69.700829,33.765129,25.906443,22.464251,23.589447,0.010068,0.018284,0.000135,0.042437,0.032279,0.000311,0,306.246429,0,0,0,97.998856,0,3.409999,1
611,'2019/02/08 17:35:54:937',4,92.890305,127.082207,135.134384,144.850967,142.150009,143.337738,70.314247,73.508125,34.673252,19.13731,14.982455,13.468555,0.010171,0.019868,0.00563,0.044364,0.032681,0.003115,0,306.246429,0,0,0,97.998856,0,3.409999,1
612,'2019/02/08 17:35:54:937',4,92.890305,127.082207,135.134384,144.850967,142.150009,143.337738,70.314247,73.508125,34.673252,19.13731,14.982455,13.468555,0.010171,0.019868,0.00563,0.044364,0.032681,0.003115,0,306.246429,0,0,0,97.998856,0,3.409999,1
613,'2019/02/08 17:35:55:003',4,87.332497,125.718361,138.044586,148.035248,144.682343,146.483612,72.702263,78.278915,42.28759,29.727875,11.685854,33.446888,0.013874,0.020713,0.005871,0.04682,0.008504,0.003382,0,306.246429,0,0,0,97.998856,0,3.409999,1
614,'2019/02/08 17:35:55:004',4,87.332497,125.718361,138.044586,148.035248,144.682343,146.483612,72.702263,78.278915,42.28759,29.727875,11.685854,33.446888,0.013874,0.020713,0.005871,0.04682,0.008504,0.003382,0,306.246429,0,0,0,97.998856,0,3.409999,1
615,'2019/02/08 17:35:55:072',4,91.604736,129.207794,156.382507,166.028183,188.547531,185.306,74.422775,60.157204,46.57869,40.366112,27.579845,41.215141,0.010642,0.027299,0.015699,0.031439,0.00169,0.007707,0,306.246429,0,0,0,97.998856,0,3.409999,1
616,'2019/02/08 17:35:55:072',4,91.604736,129.207794,156.382507,166.028183,188.547531,185.306,74.422775,60.157204,46.57869,40.366112,27.579845,41.215141,0.010642,0.027299,0.015699,0.031439,0.00169,0.007707,0,306.246429,0,0,0,97.998856,0,3.409999,1
617,'2019/02/08 17:35:55:137',4,92.472992,130.390869,156.595154,163.138641,168.466507,166.898499,72.606216,67.189888,111.299202,129.408203,129.545944,120.168938,0.011279,0.026144,0.005675,0.036034,0.024863,0.00336,0,306.246429,0,0,0,97.998856,0,3.409999,1
618,'2019/02/08 17:35:55:137',4,92.472992,130.390869,156.595154,163.138641,168.466507,166.898499,72.606216,67.189888,111.299202,129.408203,129.545944,120.168938,0.011279,0.026144,0.005675,0.036034,0.024863,0.00336,0,306.246429,0,0,0,97.998856,0,3.409999,1
619,'2019/02/08 17:35:55:205',4,95.944389,133.855804,161.138611,166.093704,174.73912,173.542816,75.221664,79.603989,107.382851,121.701355,124.691544,111.40506,0.011776,0.025741,0.008827,0.037864,0.032864,0.006128,0,306.246429,0,0,0,97.998856,0,3.409999,1
620,'2019/02/08 17:35:55:205',4,95.944389,133.855804,161.138611,166.093704,174.73912,173.542816,75.221664,79.603989,107.382851,121.701355,124.691544,111.40506,0.011776,0.025741,0.008827,0.037864,0.032864,0.006128,0,306.246429,0,0,0,97.998856,0,3.409999,1
621,'2019/02/08 17:35:55:272',4,93.794846,132.675629,162.040146,162.583176,164.660034,171.924454,77.188004,83.425232,79.754097,80.955521,67.745285,67.906021,0.01471,0.02573,0.006408,0.036957,0.005032,0.004776,0,306.246429,0,0,0,97.998856,0,3.409999,1
622,'2019/02/08 17:35:55:272',4,93.794846,132.675629,162.040146,162.583176,164.660034,171.924454,77.188004,83.425232,79.754097,80.955521,67.745285,67.906021,0.01471,0.02573,0.006408,0.036957,0.005032,0.004776,0,306.246429,0,0,0,97.998856,0,3.409999,1
623,'2019/02/08 17:35:55:339',4,92.12178,130.837708,162.902328,165.206909,160.72435,171.839645,74.41246,62.148872,59.51511,73.599701,53.982819,76.420586,0.014442,0.02611,0.006714,0.026934,0.029227,0.009921,0,306.246429,0,0,0,97.998856,0,3.409999,1
624,'2019/02/08 17:35:55:339',4,92.12178,130.837708,162.902328,165.206909,160.72435,171.839645,74.41246,62.148872,59.51511,73.599701,53.982819,76.420586,0.014442,0.02611,0.006714,0.026934,0.029227,0.009921,0,306.246429,0,0,0,97.998856,0,3.409999,1
625,'2019/02/08 17:35:55:404',4,93.885315,129.062271,160.321289,161.493271,163.479156,169.317444,79.225487,59.375587,50.050793,64.483101,45.523228,68.522156,0.012284,0.025582,0.0066,0.019795,0.02854,0.009639,0,306.246429,0,0,0,97.998856,0,3.409999,1
626,'2019/02/08 17:35:55:404',4,93.885315,129.062271,160.321289,161.493271,163.479156,169.317444,79.225487,59.375587,50.050793,64.483101,45.523228,68.522156,0.012284,0.025582,0.0066,0.019795,0.02854,0.009639,0,306.246429,0,0,0,97.998856,0,3.409999,1
627,'2019/02/08 17:35:55:470',4,85.537094,126.968018,148.400711,149.803864,148.1996,147.378616,77.426064,43.444546,15.539612,21.376478,23.011915,20.989079,0.016817,0.025064,0,0.024772,0.017386,0.004221,0,306.246429,0,0,0,97.998856,0,3.409999,1
628,'2019/02/08 17:35:55:471',4,85.537094,126.968018,148.400711,149.803864,148.1996,147.378616,77.426064,43.444546,15.539612,21.376478,23.011915,20.989079,0.016817,0.025064,0,0.024772,0.017386,0.004221,0,306.246429,0,0,0,97.998856,0,3.409999,1
629,'2019/02/08 17:35:55:534',4,86.400833,127.163948,149.159256,150.075256,145.821991,149.799454,76.005119,67.510979,7.234089,22.148027,38.99704,40.377815,0.016501,0.025335,0.000595,0.044755,0.028622,0.026577,0,306.246429,0,0,0,97.998856,0,3.409999,1
630,'2019/02/08 17:35:55:534',4,86.400833,127.163948,149.159256,150.075256,145.821991,149.799454,76.005119,67.510979,7.234089,22.148027,38.99704,40.377815,0.016501,0.025335,0.000595,0.044755,0.028622,0.026577,0,306.246429,0,0,0,97.998856,0,3.409999,1
631,'2019/02/08 17:35:55:599',4,87.372932,126.894783,155.704391,148.959564,145.587326,152.460251,68.112556,64.612244,3.691381,18.327707,30.938154,26.160692,0.016574,0.027753,0.000916,0.04018,0.026721,0.014389,0,306.246429,0,0,0,97.998856,0,3.409999,1
632,'2019/02/08 17:35:55:599',4,87.372932,126.894783,155.704391,148.959564,145.587326,152.460251,68.112556,64.612244,3.691381,18.327707,30.938154,26.160692,0.016574,0.027753,0.000916,0.04018,0.026721,0.014389,0,306.246429,0,0,0,97.998856,0,3.409999,1
633,'2019/02/08 17:35:55:665',4,103.303375,134.925369,154.217422,150.106201,145.315643,152.481308,68.192978,64.478188,19.545813,29.732151,45.236183,43.331562,0.005843,0.02604,0.001665,0.039671,0.017721,0.01032,0,306.246429,0,0,0,97.998856,0,3.409999,1
634,'2019/02/08 17:35:55:666',4,103.303375,134.925369,154.217422,150.106201,145.315643,152.481308,68.192978,64.478188,19.545813,29.732151,45.236183,43.331562,0.005843,0.02604,0.001665,0.039671,0.017721,0.01032,0,306.246429,0,0,0,97.998856,0,3.409999,1
635,'2019/02/08 17:35:55:730',4,92.017845,126.81076,165.228867,161.122147,166.443588,172.876068,70.883972,66.952515,18.490925,28.815176,38.301456,40.277493,0.011888,0.024147,0.012992,0.038575,0.016956,0.009246,0,306.246429,0,0,0,97.998856,0,3.409999,1
636,'2019/02/08 17:35:55:730',4,92.017845,126.81076,165.228867,161.122147,166.443588,172.876068,70.883972,66.952515,18.490925,28.815176,38.301456,40.277493,0.011888,0.024147,0.012992,0.038575,0.016956,0.009246,0,306.246429,0,0,0,97.998856,0,3.409999,1
637,'2019/02/08 17:35:55:790',4,91.883568,126.121849,162.934448,159.518677,171.700027,171.619492,71.440262,68.528648,18.953131,28.509142,36.940491,45.504459,0.0119,0.022245,0.013731,0.038632,0.016778,0.009597,0,306.246429,0,0,0,97.998856,0,3.409999,1
638,'2019/02/08 17:35:55:791',4,91.883568,126.121849,162.934448,159.518677,171.700027,171.619492,71.440262,68.528648,18.953131,28.509142,36.940491,45.504459,0.0119,0.022245,0.013731,0.038632,0.016778,0.009597,0,306.246429,0,0,0,97.998856,0,3.409999,1
639,'2019/02/08 17:35:55:861',4,91.883568,126.121849,162.934448,159.518677,171.700027,171.619492,71.440262,68.528648,18.953131,28.509142,36.940491,45.504459,0.0119,0.022245,0.013731,0.038632,0.016778,0.009597,0,306.246429,0,0,0,97.998856,0,3.409999,1
640,'2019/02/08 17:35:55:862',4,91.883568,126.121849,162.934448,159.518677,171.700027,171.619492,71.440262,68.528648,18.953131,28.509142,36.940491,45.504459,0.0119,0.022245,0.013731,0.038632,0.016778,0.009597,0,306.246429,0,0,0,97.998856,0,3.409999,1
641,'2019/02/08 17:35:55:933',4,103.659424,146.987534,117.168556,109.345543,106.92189,104.145103,67.694,69.00219,16.586653,30.184616,37.297272,39.944862,0.018802,0.012624,0.01062,0.038791,0.017154,0.006109,0,306.246429,0,0,0,97.998856,0,3.409999,1
642,'2019/02/08 17:35:55:934',4,103.659424,146.987534,117.168556,109.345543,106.92189,104.145103,67.694,69.00219,16.586653,30.184616,37.297272,39.944862,0.018802,0.012624,0.01062,0.038791,0.017154,0.006109,0,306.246429,0,0,0,97.998856,0,3.409999,1
643,'2019/02/08 17:35:56:001',4,91.012939,115.367836,114.43148,120.381325,132.337173,122.056122,65.267929,67.082916,25.87476,22.078218,14.52963,31.991293,0.004918,0.012162,0.004446,0.038876,0.009624,0.00508,0,306.246429,0,0,0,97.998856,0,3.409999,1
644,'2019/02/08 17:35:56:001',4,91.012939,115.367836,114.43148,120.381325,132.337173,122.056122,65.267929,67.082916,25.87476,22.078218,14.52963,31.991293,0.004918,0.012162,0.004446,0.038876,0.009624,0.00508,0,306.246429,0,0,0,97.998856,0,3.409999,1
645,'2019/02/08 17:35:56:062',4,76.17981,126.546928,102.508675,110.015541,128.373459,120.872627,64.846687,67.856705,23.635359,20.653305,18.961449,31.411642,0.020344,0.001336,0.011369,0.039023,0.010434,0.005416,0,306.246429,0,0,0,97.998856,0,3.409999,1
646,'2019/02/08 17:35:56:062',4,76.17981,126.546928,102.508675,110.015541,128.373459,120.872627,64.846687,67.856705,23.635359,20.653305,18.961449,31.411642,0.020344,0.001336,0.011369,0.039023,0.010434,0.005416,0,306.246429,0,0,0,97.998856,0,3.409999,1
647,'2019/02/08 17:35:56:131',4,75.632416,126.250671,131.502945,133.285522,144.874512,136.266891,65.484207,68.387131,20.170572,33.235981,30.286316,46.781742,0.021588,0.015824,0.00278,0.039016,0.011564,0.005326,0,306.246429,0,0,0,97.998856,0,3.409999,1
648,'2019/02/08 17:35:56:131',4,75.632416,126.250671,131.502945,133.285522,144.874512,136.266891,65.484207,68.387131,20.170572,33.235981,30.286316,46.781742,0.021588,0.015824,0.00278,0.039016,0.011564,0.005326,0,306.246429,0,0,0,97.998856,0,3.409999,1
649,'2019/02/08 17:35:56:201',4,76.481895,127.825035,110.760139,113.704308,125.439125,121.673141,66.187431,68.746101,22.995834,36.426559,31.370604,54.289879,0.022485,0.001378,0.002745,0.03923,0.009549,0,0,306.246429,0,0,0,97.998856,0,3.409999,1
650,'2019/02/08 17:35:56:201',4,76.481895,127.825035,110.760139,113.704308,125.439125,121.673141,66.187431,68.746101,22.995834,36.426559,31.370604,54.289879,0.022485,0.001378,0.002745,0.03923,0.009549,0,0,306.246429,0,0,0,97.998856,0,3.409999,1
651,'2019/02/08 17:35:56:274',4,79.556381,136.088898,127.530128,131.872711,143.307098,143.992142,62.729424,65.686935,21.224804,22.146097,23.129381,34.828739,0.029271,0.004264,0.006757,0.039091,0.010378,0.005319,0,306.246429,0,0,0,97.998856,0,3.409999,1
652,'2019/02/08 17:35:56:275',4,79.556381,136.088898,127.530128,131.872711,143.307098,143.992142,62.729424,65.686935,21.224804,22.146097,23.129381,34.828739,0.029271,0.004264,0.006757,0.039091,0.010378,0.005319,0,306.246429,0,0,0,97.998856,0,3.409999,1
653,'2019/02/08 17:35:56:337',4,78.277069,134.655914,130.063858,135.29216,146.431137,145.874008,64.914696,68.439857,22.906729,20.63312,16.25346,34.025768,0.030301,0.00475,0.005105,0.039281,0.010429,0.004792,0,306.246429,0,0,0,97.998856,0,3.409999,1
654,'2019/02/08 17:35:56:338',4,78.277069,134.655914,130.063858,135.29216,146.431137,145.874008,64.914696,68.439857,22.906729,20.63312,16.25346,34.025768,0.030301,0.00475,0.005105,0.039281,0.010429,0.004792,0,306.246429,0,0,0,97.998856,0,3.409999,1
655,'2019/02/08 17:35:56:404',4,79.811684,134.899033,136.33905,138.016464,147.795654,151.207352,64.245132,68.79406,25.305031,22.940083,21.795675,33.048679,0.030399,0.007657,0.00526,0.039384,0.009735,0.004626,0,306.246429,0,0,0,97.998856,0,3.409999,1
656,'2019/02/08 17:35:56:405',4,79.811684,134.899033,136.33905,138.016464,147.795654,151.207352,64.245132,68.79406,25.305031,22.940083,21.795675,33.048679,0.030399,0.007657,0.00526,0.039384,0.009735,0.004626,0,306.246429,0,0,0,97.998856,0,3.409999,1
657,'2019/02/08 17:35:56:471',4,79.829491,135.224823,134.334808,139.746155,148.644409,151.348785,65.310707,70.469872,26.493423,23.235128,20.983803,33.494671,0.030921,0.005511,0.006116,0.041339,0.012053,0.008039,0,306.246429,0,0,0,97.998856,0,3.409999,1
658,'2019/02/08 17:35:56:471',4,79.829491,135.224823,134.334808,139.746155,148.644409,151.348785,65.310707,70.469872,26.493423,23.235128,20.983803,33.494671,0.030921,0.005511,0.006116,0.041339,0.012053,0.008039,0,306.246429,0,0,0,97.998856,0,3.409999,1
659,'2019/02/08 17:35:56:537',4,86.315285,142.589294,134.852249,138.60582,145.771988,148.567719,60.38155,62.457104,25.631531,26.225859,20.286505,38.820004,0.032249,0.002204,0.007239,0.039471,0.009524,0.006369,0,306.246429,0,0,0,97.998856,0,3.409999,1
660,'2019/02/08 17:35:56:537',4,86.315285,142.589294,134.852249,138.60582,145.771988,148.567719,60.38155,62.457104,25.631531,26.225859,20.286505,38.820004,0.032249,0.002204,0.007239,0.039471,0.009524,0.006369,0,306.246429,0,0,0,97.998856,0,3.409999,1
661,'2019/02/08 17:35:56:605',4,83.469238,140.184494,129.075043,132.280121,137.582031,144.516327,63.020027,67.061409,27.337002,24.181126,22.738119,34.707695,0.032855,0.00122,0.007145,0.039419,0.009266,0.005858,0,306.246429,0,0,0,97.998856,0,3.409999,1
662,'2019/02/08 17:35:56:605',4,83.469238,140.184494,129.075043,132.280121,137.582031,144.516327,63.020027,67.061409,27.337002,24.181126,22.738119,34.707695,0.032855,0.00122,0.007145,0.039419,0.009266,0.005858,0,306.246429,0,0,0,97.998856,0,3.409999,1
663,'2019/02/08 17:35:56:673',4,83.723167,141.286285,127.439735,130.588257,132.115311,143.097885,63.166023,67.249535,27.519428,24.340761,19.093279,33.413124,0.032828,0.002166,0.007808,0.04004,0.010079,0.0054,0,306.246429,0,0,0,97.998856,0,3.409999,1
664,'2019/02/08 17:35:56:673',4,83.723167,141.286285,127.439735,130.588257,132.115311,143.097885,63.166023,67.249535,27.519428,24.340761,19.093279,33.413124,0.032828,0.002166,0.007808,0.04004,0.010079,0.0054,0,306.246429,0,0,0,97.998856,0,3.409999,1
665,'2019/02/08 17:35:56:740',4,84.043854,142.188843,128.553497,130.195587,139.011765,140.691269,63.654476,67.503357,27.619652,23.923368,15.91059,34.383854,0.032617,0.00144,0.005429,0.039776,0.009788,0.005314,0,306.246429,0,0,0,97.998856,0,3.409999,1
666,'2019/02/08 17:35:56:740',4,84.043854,142.188843,128.553497,130.195587,139.011765,140.691269,63.654476,67.503357,27.619652,23.923368,15.91059,34.383854,0.032617,0.00144,0.005429,0.039776,0.009788,0.005314,0,306.246429,0,0,0,97.998856,0,3.409999,1
667,'2019/02/08 17:35:56:811',4,86.809509,144.0215,132.009308,131.972794,142.068954,144.32959,64.581024,65.762566,26.237326,24.300262,19.343494,33.44215,0.032472,0.000498,0.005275,0.039656,0.0103,0.005731,0,306.246429,0,0,0,97.998856,0,3.409999,1
668,'2019/02/08 17:35:56:811',4,86.809509,144.0215,132.009308,131.972794,142.068954,144.32959,64.581024,65.762566,26.237326,24.300262,19.343494,33.44215,0.032472,0.000498,0.005275,0.039656,0.0103,0.005731,0,306.246429,0,0,0,97.998856,0,3.409999,1
669,'2019/02/08 17:35:56:875',4,88.790184,146.332962,118.862526,119.855019,121.42141,132.494202,64.48674,64.642906,25.428864,41.390877,44.898029,61.593796,0.032697,0.010163,0.007565,0.039718,0.010358,0.000871,0,306.246429,0,0,0,97.998856,0,3.409999,1
670,'2019/02/08 17:35:56:876',4,88.790184,146.332962,118.862526,119.855019,121.42141,132.494202,64.48674,64.642906,25.428864,41.390877,44.898029,61.593796,0.032697,0.010163,0.007565,0.039718,0.010358,0.000871,0,306.246429,0,0,0,97.998856,0,3.409999,1
671,'2019/02/08 17:35:56:942',4,88.524483,146.901642,119.729416,122.380882,123.713455,136.290344,65.151558,65.454025,25.481571,40.127598,34.331478,61.016827,0.032247,0.009185,0.009042,0.039386,0.010078,0.002411,0,306.246429,0,0,0,97.998856,0,3.409999,1
672,'2019/02/08 17:35:56:944',4,88.524483,146.901642,119.729416,122.380882,123.713455,136.290344,65.151558,65.454025,25.481571,40.127598,34.331478,61.016827,0.032247,0.009185,0.009042,0.039386,0.010078,0.002411,0,306.246429,0,0,0,97.998856,0,3.409999,1
673,'2019/02/08 17:35:57:011',4,89.743996,148.210037,131.249512,132.667999,122.460304,148.290634,65.088699,64.827393,24.786751,41.266281,42.374832,62.074554,0.028834,0.000598,0.008574,0.039418,0.010163,0.000584,0,306.246429,0,0,0,97.998856,0,3.409999,1
674,'2019/02/08 17:35:57:011',4,89.743996,148.210037,131.249512,132.667999,122.460304,148.290634,65.088699,64.827393,24.786751,41.266281,42.374832,62.074554,0.028834,0.000598,0.008574,0.039418,0.010163,0.000584,0,306.246429,0,0,0,97.998856,0,3.409999,1
675,'2019/02/08 17:35:57:078',4,88.934967,147.057327,130.342468,132.577881,120.277649,145.591919,65.257141,65.571136,25.292553,40.235222,33.48658,61.150627,0.029142,0.000332,0.007515,0.038978,0.009729,0.001004,0,306.246429,0,0,0,97.998856,0,3.409999,1
676,'2019/02/08 17:35:57:079',4,88.934967,147.057327,130.342468,132.577881,120.277649,145.591919,65.257141,65.571136,25.292553,40.235222,33.48658,61.150627,0.029142,0.000332,0.007515,0.038978,0.009729,0.001004,0,306.246429,0,0,0,97.998856,0,3.409999,1
677,'2019/02/08 17:35:57:146',4,87.88623,145.988007,119.172256,124.090889,112.150475,129.128342,66.358719,67.741959,25.527136,39.516388,38.796932,60.537041,0.028953,0.006291,0.005249,0.040507,0.011391,0.000358,0,306.246429,0,0,0,97.998856,0,3.409999,1
678,'2019/02/08 17:35:57:146',4,87.88623,145.988007,119.172256,124.090889,112.150475,129.128342,66.358719,67.741959,25.527136,39.516388,38.796932,60.537041,0.028953,0.006291,0.005249,0.040507,0.011391,0.000358,0,306.246429,0,0,0,97.998856,0,3.409999,1
679,'2019/02/08 17:35:57:214',4,92.199615,153.500366,132.326141,136.025162,117.025505,129.329483,59.891571,60.706581,24.806723,25.067194,21.358131,37.716866,0.025172,0.003718,0.001035,0.040497,0.012262,0.005564,0,306.246429,0,0,0,97.998856,0,3.409999,1
680,'2019/02/08 17:35:57:214',4,92.199615,153.500366,132.326141,136.025162,117.025505,129.329483,59.891571,60.706581,24.806723,25.067194,21.358131,37.716866,0.025172,0.003718,0.001035,0.040497,0.012262,0.005564,0,306.246429,0,0,0,97.998856,0,3.409999,1
681,'2019/02/08 17:35:57:279',4,89.712112,152.025635,145.852097,148.972412,138.738297,158.957672,60.892082,63.546223,22.962622,23.012119,18.354279,35.201214,0.0302,0.009039,0.008344,0.038494,0.011825,0.006546,0,306.246429,0,0,0,97.998856,0,3.409999,1
682,'2019/02/08 17:35:57:280',4,89.712112,152.025635,145.852097,148.972412,138.738297,158.957672,60.892082,63.546223,22.962622,23.012119,18.354279,35.201214,0.0302,0.009039,0.008344,0.038494,0.011825,0.006546,0,306.246429,0,0,0,97.998856,0,3.409999,1
683,'2019/02/08 17:35:57:345',4,88.033371,151.185104,144.567856,152.191223,145.485031,160.976318,62.911545,67.172676,16.442604,30.601994,34.458534,47.528347,0.029976,0.009184,0.009878,0.03803,0.016156,0.006663,0,306.246429,0,0,0,97.998856,0,3.409999,1
684,'2019/02/08 17:35:57:345',4,88.033371,151.185104,144.567856,152.191223,145.485031,160.976318,62.911545,67.172676,16.442604,30.601994,34.458534,47.528347,0.029976,0.009184,0.009878,0.03803,0.016156,0.006663,0,306.246429,0,0,0,97.998856,0,3.409999,1
685,'2019/02/08 17:35:57:411',4,88.231819,149.216293,166.797684,173.935089,159.725479,185.02388,62.597736,71.455612,13.399536,15.833131,16.221846,15.718155,0.037442,0.01647,0.008917,0.036482,0.016703,0.016933,0,306.246429,0,0,0,97.998856,0,3.409999,1
686,'2019/02/08 17:35:57:411',4,88.231819,149.216293,166.797684,173.935089,159.725479,185.02388,62.597736,71.455612,13.399536,15.833131,16.221846,15.718155,0.037442,0.01647,0.008917,0.036482,0.016703,0.016933,0,306.246429,0,0,0,97.998856,0,3.409999,1
687,'2019/02/08 17:35:57:480',4,87.087975,151.239014,165.571518,179.109772,167.476761,191.742081,62.242779,73.960419,12.465242,14.324513,22.012161,21.951111,0.033843,0.020617,0.014076,0.030658,0.019658,0.009827,0,306.246429,0,0,0,97.998856,0,3.409999,1
688,'2019/02/08 17:35:57:480',4,87.087975,151.239014,165.571518,179.109772,167.476761,191.742081,62.242779,73.960419,12.465242,14.324513,22.012161,21.951111,0.033843,0.020617,0.014076,0.030658,0.019658,0.009827,0,306.246429,0,0,0,97.998856,0,3.409999,1
689,'2019/02/08 17:35:57:543',4,95.517189,158.398849,184.356415,200.634628,188.221725,214.460052,60.926472,95.942841,100.754082,105.285141,99.231087,106.144531,0.036767,0.021072,0.015985,0.004752,0.049349,0.006859,0,306.246429,0,0,0,97.998856,0,3.409999,1
690,'2019/02/08 17:35:57:543',4,95.517189,158.398849,184.356415,200.634628,188.221725,214.460052,60.926472,95.942841,100.754082,105.285141,99.231087,106.144531,0.036767,0.021072,0.015985,0.004752,0.049349,0.006859,0,306.246429,0,0,0,97.998856,0,3.409999,1
691,'2019/02/08 17:35:57:609',4,86.198418,152.542786,195.026489,208.762146,197.553955,223.922287,60.68203,104.721909,119.467651,127.336586,119.737862,140.035309,0.0411,0.030589,0.014448,0.003963,0.040179,0.024675,0,306.246429,0,0,0,97.998856,0,3.409999,1
692,'2019/02/08 17:35:57:610',4,86.198418,152.542786,195.026489,208.762146,197.553955,223.922287,60.68203,104.721909,119.467651,127.336586,119.737862,140.035309,0.0411,0.030589,0.014448,0.003963,0.040179,0.024675,0,306.246429,0,0,0,97.998856,0,3.409999,1
693,'2019/02/08 17:35:57:677',4,102.413467,164.851685,210.204163,223.05777,212.619064,240.668106,70.109474,122.475403,144.385223,157.527893,151.927567,174.432571,0.040266,0.028215,0.016767,0.017172,0.040411,0.031315,0,306.246429,0,0,0,97.998856,0,3.409999,1
694,'2019/02/08 17:35:57:678',4,102.413467,164.851685,210.204163,223.05777,212.619064,240.668106,70.109474,122.475403,144.385223,157.527893,151.927567,174.432571,0.040266,0.028215,0.016767,0.017172,0.040411,0.031315,0,306.246429,0,0,0,97.998856,0,3.409999,1
695,'2019/02/08 17:35:57:740',4,75.920914,145.427872,196.257538,221.519241,223.634155,236.900085,67.664391,138.828842,185.87323,205.995605,202.64296,221.60791,0.046757,0.030356,0.023369,0.030946,0.041804,0.033968,0,306.246429,0,0,0,97.998856,0,3.409999,1
696,'2019/02/08 17:35:57:740',4,75.920914,145.427872,196.257538,221.519241,223.634155,236.900085,67.664391,138.828842,185.87323,205.995605,202.64296,221.60791,0.046757,0.030356,0.023369,0.030946,0.041804,0.033968,0,306.246429,0,0,0,97.998856,0,3.409999,1
697,'2019/02/08 17:35:57:812',4,74.806267,147.673233,219.820694,239.730164,239.659195,256.256592,72.394089,145.833603,218.632462,245.490768,243.379913,262.656372,0.047205,0.042987,0.020989,0.044632,0.053084,0.035683,0,306.246429,0,0,0,97.998856,0,3.409999,1
698,'2019/02/08 17:35:57:812',4,74.806267,147.673233,219.820694,239.730164,239.659195,256.256592,72.394089,145.833603,218.632462,245.490768,243.379913,262.656372,0.047205,0.042987,0.020989,0.044632,0.053084,0.035683,0,306.246429,0,0,0,97.998856,0,3.409999,1
699,'2019/02/08 17:35:57:880',4,102.492165,177.297318,233.645584,248.124512,243.626312,265.198517,76.015335,142.759537,218.984726,238.841461,243.492737,254.545273,0.045862,0.034358,0.018763,0.048001,0.050315,0.021018,0,306.246429,0,0,0,97.998856,0,3.409999,1
700,'2019/02/08 17:35:57:880',4,102.492165,177.297318,233.645584,248.124512,243.626312,265.198517,76.015335,142.759537,218.984726,238.841461,243.492737,254.545273,0.045862,0.034358,0.018763,0.048001,0.050315,0.021018,0,306.246429,0,0,0,97.998856,0,3.409999,1
701,'2019/02/08 17:35:57:944',4,103.788826,171.43692,227.399002,245.382813,248.031448,264.379333,80.314133,145.956558,222.706879,243.061691,248.845627,260.994019,0.040448,0.033086,0.021747,0.048626,0.048771,0.02038,0,306.246429,0,0,0,97.998856,0,3.409999,1
702,'2019/02/08 17:35:57:944',4,103.788826,171.43692,227.399002,245.382813,248.031448,264.379333,80.314133,145.956558,222.706879,243.061691,248.845627,260.994019,0.040448,0.033086,0.021747,0.048626,0.048771,0.02038,0,306.246429,0,0,0,97.998856,0,3.409999,1
703,'2019/02/08 17:35:58:013',4,94.077911,167.495331,222.916748,240.86496,239.476044,259.91568,77.189438,143.336731,209.554993,235.141678,237.632019,250.627914,0.044381,0.032781,0.020801,0.047601,0.042907,0.026115,0,306.246429,0,0,0,97.998856,0,3.409999,1
704,'2019/02/08 17:35:58:013',4,94.077911,167.495331,222.916748,240.86496,239.476044,259.91568,77.189438,143.336731,209.554993,235.141678,237.632019,250.627914,0.044381,0.032781,0.020801,0.047601,0.042907,0.026115,0,306.246429,0,0,0,97.998856,0,3.409999,1
705,'2019/02/08 17:35:58:078',4,77.114738,146.73143,221.720398,241.49086,237.048706,259.580597,73.256866,142.354187,217.638565,237.514435,239.128372,254.803543,0.044047,0.045501,0.021345,0.048168,0.048361,0.021586,0,306.246429,0,0,0,97.998856,0,3.409999,1
706,'2019/02/08 17:35:58:078',4,77.114738,146.73143,221.720398,241.49086,237.048706,259.580597,73.256866,142.354187,217.638565,237.514435,239.128372,254.803543,0.044047,0.045501,0.021345,0.048168,0.048361,0.021586,0,306.246429,0,0,0,97.998856,0,3.409999,1
707,'2019/02/08 17:35:58:144',4,81.304764,148.525009,220.774261,238.791855,239.460419,255.069061,69.537453,140.497192,197.928665,225.958908,232.804153,240.955475,0.043826,0.043602,0.020268,0.047921,0.036848,0.027185,0,306.246429,0,0,0,97.998856,0,3.409999,1
