@relation dataset

@attribute ID numeric
@attribute Time date 'yyyy/MM/dd HH:mm:ss:SSS'
@attribute 'Training round' numeric
@attribute inputs-1 numeric
@attribute inputs-2 numeric
@attribute inputs-3 numeric
@attribute inputs-4 numeric
@attribute inputs-5 numeric
@attribute inputs-6 numeric
@attribute inputs-7 numeric
@attribute inputs-8 numeric
@attribute outputs-1 {0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16}

@data
933,'2019/02/24 18:22:17:381',6,144.5,683.799988,1.1,0,0,0,0,0,4
934,'2019/02/24 18:22:17:432',6,129.399994,644.700012,0,0.5,-8,0,0,0,4
935,'2019/02/24 18:22:17:483',6,115.599998,565.200012,0.5,0,6,0,0,0,4
936,'2019/02/24 18:22:17:533',6,124.5,547.400024,0,0.5,7,0,0,0,4
937,'2019/02/24 18:22:17:585',6,150.699997,501.600006,0,0,1,0,0,0,4
938,'2019/02/24 18:22:17:635',6,167.899994,464.700012,0,1.5,13,0,0,0,4
939,'2019/02/24 18:22:17:686',6,189.600006,425.600006,0.5,0.4,12,0,0,0,4
940,'2019/02/24 18:22:17:737',6,220.800003,402.600006,0.9,0.8,13,0,0,0,4
941,'2019/02/24 18:22:17:787',6,237.199997,389.399994,1,0,-4,0,0,0,4
942,'2019/02/24 18:22:17:839',6,256.799988,381.5,0,0,-4,0,0,0,4
943,'2019/02/24 18:22:17:891',6,270.899994,372.399994,0.1,0,-1,0,0,0,4
944,'2019/02/24 18:22:33:371',7,205.199997,92.199997,963,0,3,0,0,0,5
945,'2019/02/24 18:22:33:421',7,203.199997,90.800003,964,1,4,0,0,0,5
946,'2019/02/24 18:22:33:472',7,205.300003,87.400002,964,0.6,5,0,0,0,5
947,'2019/02/24 18:22:33:523',7,202.899994,87.199997,964,0,9,0,0,0,5
948,'2019/02/24 18:22:33:573',7,204.699997,88.400002,963,0,-13,0,0,0,5
949,'2019/02/24 18:22:33:624',7,203.5,89.5,963.5,0,7,0,0,0,5
950,'2019/02/24 18:22:33:675',7,204.699997,85.699997,964,0.5,-13,0,0,0,5
951,'2019/02/24 18:22:33:726',7,202.5,88.599998,964,0,3,0,0,0,5
952,'2019/02/24 18:22:33:777',7,204.5,90.400002,964,0.4,-3,0,0,0,5
953,'2019/02/24 18:22:33:827',7,206.199997,88.699997,963.599976,0.6,0,0,0,0,5
954,'2019/02/24 18:22:33:879',7,201,88.699997,963.5,0,8,0,0,0,5
955,'2019/02/24 18:22:33:930',7,201.300003,88,964,0.4,-12,0,0,0,5
956,'2019/02/24 18:22:33:980',7,201,92,964,0,-12,0,0,0,5
957,'2019/02/24 18:22:34:030',7,196.899994,94.199997,964,0,5,0,0,0,5
958,'2019/02/24 18:22:34:081',7,195.399994,96.199997,963.900024,0,-6,0,0,0,5
959,'2019/02/24 18:22:34:132',7,194.399994,95.800003,964,0.2,-5,0,0,0,5
960,'2019/02/24 18:22:34:184',7,193,91,963.900024,0,10,0,0,0,5
961,'2019/02/24 18:22:34:236',7,192.100006,93.099998,963,1,9,0,0,0,5
962,'2019/02/24 18:22:34:288',7,196.399994,92.199997,964,1.5,-11,0,0,0,5
963,'2019/02/24 18:22:34:338',7,195.899994,91.099998,964,0.5,5,0,0,0,5
964,'2019/02/24 18:22:34:391',7,193.699997,92.900002,964.200012,0,6,0,0,0,5
965,'2019/02/24 18:22:34:441',7,195.100006,93.699997,964,0,-9,0,0,0,5
966,'2019/02/24 18:22:34:493',7,186.800003,89.800003,963.400024,0,-4,0,0,0,5
967,'2019/02/24 18:22:34:545',7,190,97.900002,964,2,12,0,0,0,5
968,'2019/02/24 18:22:34:596',7,193.399994,131.600006,964,1.2,15,0,0,0,5
969,'2019/02/24 18:22:34:648',7,193.899994,119.800003,963.5,0,-10,0,0,0,5
970,'2019/02/24 18:22:34:700',7,194,111,964,0.2,9,0,0,0,5
971,'2019/02/24 18:22:34:751',7,203.300003,107.199997,963.5,0,3,0,0,0,5
972,'2019/02/24 18:22:34:802',7,198.899994,102.800003,963.5,0,-11,0,0,0,5
973,'2019/02/24 18:22:34:852',7,191.899994,102,963.900024,1,-5,0,0,0,5
974,'2019/02/24 18:22:34:903',7,190.300003,105.199997,964.5,0,11,0,0,0,5
975,'2019/02/24 18:22:34:953',7,192.300003,110.199997,964.200012,0.1,7,0,0,0,5
976,'2019/02/24 18:22:35:004',7,189.100006,111.400002,964,0.5,-13,0,0,0,5
977,'2019/02/24 18:22:35:056',7,188.300003,109.199997,964,1.5,11,0,0,0,5
978,'2019/02/24 18:22:35:107',7,195.5,107.400002,964,0,5,0,0,0,5
979,'2019/02/24 18:22:35:159',7,192.199997,100.800003,964.5,1,-8,0,0,0,5
980,'2019/02/24 18:22:35:210',7,189.5,97.800003,963.5,1.2,-5,0,0,0,5
981,'2019/02/24 18:22:35:261',7,189.5,95.599998,963.900024,0,10,0,0,0,5
982,'2019/02/24 18:22:35:313',7,186.399994,94.599998,964.200012,0.3,-11,0,0,0,5
983,'2019/02/24 18:22:35:365',7,188.899994,96.800003,964.5,1.2,-10,0,0,0,5
984,'2019/02/24 18:22:35:416',7,186.899994,96.800003,964,0,7,0,0,0,5
985,'2019/02/24 18:22:35:468',7,191.800003,95.099998,964.5,0,8,0,0,0,5
986,'2019/02/24 18:22:35:519',7,192.699997,96.599998,964,0.6,-11,0,0,0,5
987,'2019/02/24 18:22:35:570',7,187.699997,94.300003,964,0.5,-7,0,0,0,5
988,'2019/02/24 18:22:35:621',7,188.600006,93.400002,964,1,11,0,0,0,5
989,'2019/02/24 18:22:35:672',7,189,93.5,964.5,0,-10,0,0,0,5
990,'2019/02/24 18:22:35:723',7,187.800003,92.400002,963.5,0.6,-11,0,0,0,5
991,'2019/02/24 18:22:35:774',7,188.300003,97.599998,964.5,0.6,9,0,0,0,5
992,'2019/02/24 18:22:35:825',7,187.399994,97.599998,964,0.8,8,0,0,0,5
993,'2019/02/24 18:22:35:878',7,185.399994,97.800003,964.900024,0,-11,0,0,0,5
994,'2019/02/24 18:22:35:928',7,186.399994,100.800003,964,0,8,0,0,0,5
995,'2019/02/24 18:22:35:979',7,184.600006,101.400002,964.5,0,10,0,0,0,5
996,'2019/02/24 18:22:36:031',7,185.600006,106,965,1,-10,0,0,0,5
997,'2019/02/24 18:22:36:083',7,187.600006,110.400002,964,0.4,3,0,0,0,5
998,'2019/02/24 18:22:36:134',7,188.800003,107.300003,964.5,0,8,0,0,0,5
999,'2019/02/24 18:22:36:186',7,187.600006,103.900002,964,0.5,12,0,0,0,5
1000,'2019/02/24 18:22:36:237',7,188.300003,102.800003,964.400024,1,-11,0,0,0,5
1001,'2019/02/24 18:22:36:290',7,187,101.800003,964.5,0,-6,0,0,0,5
1002,'2019/02/24 18:22:36:341',7,187.5,99.800003,964.5,0,9,0,0,0,5
1003,'2019/02/24 18:22:36:392',7,184.899994,100.800003,964,0,-9,0,0,0,5
1004,'2019/02/24 18:22:36:444',7,185.699997,102.400002,964.400024,0.1,-8,0,0,0,5
1005,'2019/02/24 18:22:36:495',7,188,103.400002,964,0.9,10,0,0,0,5
1006,'2019/02/24 18:22:36:546',7,187.699997,103.5,964.5,0,11,0,0,0,5
1007,'2019/02/24 18:22:36:597',7,187.899994,100.300003,964.5,1,-15,0,0,0,5
1008,'2019/02/24 18:22:36:648',7,187.5,99.400002,964.5,1.2,-11,0,0,0,5
1009,'2019/02/24 18:22:36:699',7,189.399994,96.599998,965,0.5,6,0,0,0,5
1010,'2019/02/24 18:22:36:750',7,185,99.400002,964.5,0.4,-3,0,0,0,5
1011,'2019/02/24 18:22:36:800',7,185.800003,95.699997,964.5,1,-2,0,0,0,5
1012,'2019/02/24 18:22:36:851',7,188.600006,94.599998,964.099976,1,11,0,0,0,5
1013,'2019/02/24 18:22:36:903',7,190.699997,94,964,0,-14,0,0,0,5
1014,'2019/02/24 18:22:36:953',7,191.899994,94.800003,963.400024,0.5,-15,0,0,0,5
1015,'2019/02/24 18:22:37:005',7,192.300003,95.699997,964.5,0,5,0,0,0,5
1016,'2019/02/24 18:22:37:055',7,192.100006,93.199997,964.5,0.4,6,0,0,0,5
1017,'2019/02/24 18:22:37:106',7,188.399994,93.599998,964,0,-6,0,0,0,5
1018,'2019/02/24 18:22:37:156',7,189.899994,93.199997,964,0,-3,0,0,0,5
1019,'2019/02/24 18:22:37:208',7,187.899994,90.599998,964.5,0.6,10,0,0,0,5
1020,'2019/02/24 18:22:37:259',7,190.699997,89.5,964,0,-13,0,0,0,5
1021,'2019/02/24 18:22:37:310',7,188.699997,89.599998,963.5,0,-11,0,0,0,5
1022,'2019/02/24 18:22:37:361',7,194.899994,94.5,964,0.5,-7,0,0,0,5
1023,'2019/02/24 18:22:37:412',7,184,92,963.700012,0,0,0,0,0,5
1024,'2019/02/24 18:22:37:463',7,186.899994,96.199997,964.5,0.6,2,0,0,0,5
1025,'2019/02/24 18:22:37:514',7,185.5,90.400002,964.5,0,11,0,0,0,5
1026,'2019/02/24 18:22:37:566',7,185.5,92,964.5,0.8,9,0,0,0,5
1027,'2019/02/24 18:22:37:617',7,186.800003,88,964,0.1,-12,0,0,0,5
1028,'2019/02/24 18:22:37:669',7,194.5,94.599998,964.5,0.6,-18,0,0,0,5
1029,'2019/02/24 18:22:37:721',7,194.899994,99.099998,964,0.5,-3,0,0,0,5
1030,'2019/02/24 18:22:37:771',7,188.5,95.400002,964.5,0.4,-8,0,0,0,5
1031,'2019/02/24 18:22:37:822',7,185.699997,94.900002,964.5,0,1,0,0,0,5
1032,'2019/02/24 18:22:37:873',7,188.699997,92.800003,965,0,12,0,0,0,5
1033,'2019/02/24 18:22:37:924',7,186.300003,89.099998,965,0.5,9,0,0,0,5
1034,'2019/02/24 18:22:37:976',7,188.899994,85.699997,965,0.5,-11,0,0,0,5
1035,'2019/02/24 18:22:38:027',7,187.600006,87.199997,964,1,6,0,0,0,5
1036,'2019/02/24 18:22:38:078',7,188.199997,85.599998,964,1,6,0,0,0,5
1037,'2019/02/24 18:22:38:130',7,187.399994,85,964,0,-3,0,0,0,5
1038,'2019/02/24 18:22:38:181',7,189.699997,84,964.5,0.6,-4,0,0,0,5
1039,'2019/02/24 18:22:38:231',7,189.300003,82.800003,963.5,0,11,0,0,0,5
1040,'2019/02/24 18:22:38:283',7,193,85.400002,964.5,0.4,-12,0,0,0,5
1041,'2019/02/24 18:22:38:334',7,195.800003,87.300003,965,0.5,-12,0,0,0,5
1042,'2019/02/24 18:22:38:385',7,197.800003,90.599998,964.5,0.6,1,0,0,0,5
1043,'2019/02/24 18:22:38:437',7,195.300003,86.400002,964.5,0.8,4,0,0,0,5
1044,'2019/02/24 18:22:38:487',7,191.100006,85,964.900024,0,-4,0,0,0,5
1045,'2019/02/24 18:22:38:539',7,191.300003,89,965,0,12,0,0,0,5
1046,'2019/02/24 18:22:38:589',7,194.800003,87.400002,964.900024,0,8,0,0,0,5
1047,'2019/02/24 18:22:38:640',7,193.300003,87.800003,964.5,0.8,-12,0,0,0,5
1048,'2019/02/24 18:22:38:692',7,190.199997,88.400002,965,0.6,-10,0,0,0,5
1049,'2019/02/24 18:22:38:743',7,191.5,90.199997,964.099976,0,5,0,0,0,5
1050,'2019/02/24 18:22:38:795',7,192.699997,93.5,964.599976,0.5,-1,0,0,0,5
1051,'2019/02/24 18:22:38:846',7,188.300003,89.199997,964.5,0,-5,0,0,0,5
1052,'2019/02/24 18:22:38:896',7,187,87.199997,965,0,10,0,0,0,5
1053,'2019/02/24 18:22:38:948',7,191.100006,87.199997,965.5,0,13,0,0,0,5
1054,'2019/02/24 18:22:38:999',7,190.300003,85.800003,964.099976,0,8,0,0,0,5
1055,'2019/02/24 18:22:39:050',7,191.5,87.800003,965,0,-11,0,0,0,5
1056,'2019/02/24 18:22:39:101',7,188.199997,88.800003,965,0,11,0,0,0,5
1057,'2019/02/24 18:22:39:153',7,188,87.800003,965,0,-8,0,0,0,5
1058,'2019/02/24 18:22:39:204',7,184.899994,89.400002,965,0,-6,0,0,0,5
1059,'2019/02/24 18:22:39:256',7,187.800003,88.800003,965,1.5,8,0,0,0,5
1060,'2019/02/24 18:22:39:306',7,185.800003,85.900002,965.5,0,6,0,0,0,5
1061,'2019/02/24 18:22:39:358',7,186.600006,87.599998,965.5,0.6,-9,0,0,0,5
1062,'2019/02/24 18:22:39:409',7,186.5,90.400002,964.5,0,-3,0,0,0,5
1063,'2019/02/24 18:22:39:460',7,192.800003,92.599998,965,0,6,0,0,0,5
1064,'2019/02/24 18:22:39:511',7,191.600006,92.800003,965.5,0.6,-6,0,0,0,5
1065,'2019/02/24 18:22:39:563',7,190.199997,89.800003,964.5,0,-8,0,0,0,5
1066,'2019/02/24 18:22:39:614',7,186.699997,88,965.5,2,7,0,0,0,5
1067,'2019/02/24 18:22:39:664',7,186.699997,86.099998,964.5,0,7,0,0,0,5
1068,'2019/02/24 18:22:39:715',7,188.300003,84.599998,964,0,-7,0,0,0,5
1069,'2019/02/24 18:22:39:766',7,187.199997,86.599998,964.900024,0,7,0,0,0,5
1070,'2019/02/24 18:22:39:817',7,186.300003,86,964.5,0,5,0,0,0,5
1071,'2019/02/24 18:22:39:868',7,185.699997,84.800003,964,0.4,-5,0,0,0,5
1072,'2019/02/24 18:22:39:919',7,186.399994,86.300003,965,0.5,-8,0,0,0,5
1073,'2019/02/24 18:22:39:969',7,189.199997,85.599998,965,0.5,4,0,0,0,5
1074,'2019/02/24 18:22:40:020',7,188.5,87.099998,965.5,0,-9,0,0,0,5
1075,'2019/02/24 18:22:40:071',7,189.199997,85.800003,965,0.5,-8,0,0,0,5
1076,'2019/02/24 18:22:40:122',7,184.399994,83.400002,964.5,1.2,10,0,0,0,5
1077,'2019/02/24 18:22:40:173',7,189.5,84.099998,965,0.5,-9,0,0,0,5
1078,'2019/02/24 18:22:40:224',7,191.699997,84.400002,964.5,0,-9,0,0,0,5
1079,'2019/02/24 18:22:40:275',7,188.5,85.400002,965,0.6,7,0,0,0,5
1080,'2019/02/24 18:22:40:326',7,188.199997,87.199997,965,0,4,0,0,0,5
1081,'2019/02/24 18:22:40:378',7,186.600006,86.599998,965,0,-5,0,0,0,5
1082,'2019/02/24 18:22:40:428',7,187.800003,90,965,0.1,8,0,0,0,5
1083,'2019/02/24 18:22:40:479',7,185.5,89.800003,964.5,0.4,11,0,0,0,5
1084,'2019/02/24 18:22:40:530',7,188.399994,91.800003,965.5,0.6,-4,0,0,0,5
1085,'2019/02/24 18:22:40:581',7,187,89.599998,964.900024,0,-10,0,0,0,5
1086,'2019/02/24 18:22:40:632',7,187.399994,91,965.099976,0,4,0,0,0,5
1087,'2019/02/24 18:22:40:683',7,189.100006,89.199997,965,0.5,3,0,0,0,5
1088,'2019/02/24 18:22:40:733',7,190.600006,94.400002,964.5,0.8,-5,0,0,0,5
1089,'2019/02/24 18:22:40:785',7,193.399994,96.099998,965.400024,0.5,2,0,0,0,5
1090,'2019/02/24 18:22:40:837',7,188.100006,90.400002,965,2.5,11,0,0,0,5
1091,'2019/02/24 18:22:40:888',7,193.899994,90.400002,965.5,0.4,-11,0,0,0,5
1092,'2019/02/24 18:22:40:938',7,190.699997,88,965.5,0.8,2,0,0,0,5
1093,'2019/02/24 18:22:40:990',7,192.300003,87.800003,964,1,5,0,0,0,5
1094,'2019/02/24 18:22:41:040',7,192.699997,87.599998,965.5,0,-5,0,0,0,5
1095,'2019/02/24 18:22:41:092',7,190.5,86.599998,965,0,-6,0,0,0,5
1096,'2019/02/24 18:22:41:144',7,190.800003,90,965,0,8,0,0,0,5
1097,'2019/02/24 18:22:41:195',7,190.399994,88.5,965.5,1,6,0,0,0,5
1098,'2019/02/24 18:22:41:245',7,193,87.199997,965,0.5,-10,0,0,0,5
1099,'2019/02/24 18:22:41:296',7,191.600006,86.400002,966.5,0.6,8,0,0,0,5
1100,'2019/02/24 18:22:41:347',7,193.399994,86,965.099976,0,4,0,0,0,5
1101,'2019/02/24 18:22:41:399',7,190.899994,87.400002,965,0,-3,0,0,0,5
1102,'2019/02/24 18:22:41:449',7,192.600006,88.800003,965.5,0.4,-4,0,0,0,5
1103,'2019/02/24 18:22:41:501',7,194.899994,90.699997,965,0,5,0,0,0,5
1104,'2019/02/24 18:22:41:551',7,192.899994,90,965.5,1.2,-5,0,0,0,5
1105,'2019/02/24 18:22:41:603',7,194.300003,87.400002,965.599976,0,-7,0,0,0,5
1106,'2019/02/24 18:22:41:655',7,191.300003,88,965,0,4,0,0,0,5
1107,'2019/02/24 18:22:41:707',7,189.899994,87,965.5,0.4,4,0,0,0,5
1108,'2019/02/24 18:22:41:758',7,190.199997,89.599998,965.900024,0,-3,0,0,0,5
1109,'2019/02/24 18:22:41:809',7,191.300003,90.599998,965.5,0,-5,0,0,0,5
1110,'2019/02/24 18:22:41:860',7,190,91.400002,965.5,0,4,0,0,0,5
1111,'2019/02/24 18:22:41:911',7,189.300003,89.300003,965,0.5,-5,0,0,0,5
1112,'2019/02/24 18:22:41:962',7,190.100006,88.800003,965.5,0,3,0,0,0,5
1113,'2019/02/24 18:22:42:013',7,197.300003,89.199997,965.099976,0,-2,0,0,0,5
1114,'2019/02/24 18:22:42:064',7,193.600006,88.599998,965.599976,0.5,0,0,0,0,5
1115,'2019/02/24 18:22:42:117',7,191.199997,89.599998,965.5,0.6,-3,0,0,0,5
1116,'2019/02/24 18:22:42:169',7,187,91.400002,966,0.1,10,0,0,0,5
1117,'2019/02/24 18:22:56:544',8,153.199997,175.199997,0,963.5,-12,0,0,0,6
1118,'2019/02/24 18:22:56:595',8,148.300003,168.600006,0,963.099976,-2,0,0,0,6
1119,'2019/02/24 18:22:56:646',8,141.800003,155.899994,0.8,962.5,0,0,0,0,6
1120,'2019/02/24 18:22:56:696',8,143.600006,149.199997,0.5,963,8,0,0,0,6
1121,'2019/02/24 18:22:56:747',8,143.399994,144.600006,0,962.5,4,0,0,0,6
1122,'2019/02/24 18:22:56:798',8,144.800003,144.399994,0,963.5,-14,0,0,0,6
1123,'2019/02/24 18:22:56:848',8,144,138.199997,0,962.5,6,0,0,0,6
1124,'2019/02/24 18:22:56:899',8,143.100006,134.600006,0,963,7,0,0,0,6
1125,'2019/02/24 18:22:56:950',8,140.199997,127.599998,0,962.799988,4,0,0,0,6
1126,'2019/02/24 18:22:57:001',8,139,123.599998,0.6,962.5,4,0,0,0,6
1127,'2019/02/24 18:22:57:053',8,130.800003,116.800003,0.5,963.400024,5,0,0,0,6
1128,'2019/02/24 18:22:57:105',8,126.699997,117,0.5,963.599976,-8,0,0,0,6
1129,'2019/02/24 18:22:57:155',8,122.199997,109.900002,0,962.5,-8,0,0,0,6
1130,'2019/02/24 18:22:57:207',8,120,106.699997,1,963,8,0,0,0,6
1131,'2019/02/24 18:22:57:259',8,120.599998,102.699997,0,963,-6,0,0,0,6
1132,'2019/02/24 18:22:57:310',8,122.5,102.300003,0,963.5,-7,0,0,0,6
1133,'2019/02/24 18:22:57:361',8,124,100.800003,0.5,963,8,0,0,0,6
1134,'2019/02/24 18:22:57:411',8,123.400002,98.599998,0.5,963.400024,7,0,0,0,6
1135,'2019/02/24 18:22:57:463',8,123.400002,95.900002,0.5,964,-8,0,0,0,6
1136,'2019/02/24 18:22:57:514',8,124.800003,93.800003,0,963,-8,0,0,0,6
1137,'2019/02/24 18:22:57:565',8,121.199997,92.800003,0.5,963.700012,10,0,0,0,6
1138,'2019/02/24 18:22:57:616',8,125.400002,95.699997,0.4,963.5,0,0,0,0,6
1139,'2019/02/24 18:22:57:667',8,124,91.199997,0.5,963,-8,0,0,0,6
1140,'2019/02/24 18:22:57:717',8,126.599998,89.900002,0.5,963,8,0,0,0,6
1141,'2019/02/24 18:22:57:769',8,128.699997,87.599998,0,963.400024,7,0,0,0,6
1142,'2019/02/24 18:22:57:820',8,132.899994,91.599998,0.5,963.400024,-11,0,0,0,6
1143,'2019/02/24 18:22:57:871',8,127.400002,91.400002,0,964,10,0,0,0,6
1144,'2019/02/24 18:22:57:921',8,126.099998,92.199997,0,964,6,0,0,0,6
1145,'2019/02/24 18:22:57:972',8,125,92.599998,0.5,964,5,0,0,0,6
1146,'2019/02/24 18:22:58:023',8,129.300003,92.199997,0.1,964,3,0,0,0,6
1147,'2019/02/24 18:22:58:074',8,129.199997,89.599998,0.1,964,7,0,0,0,6
1148,'2019/02/24 18:22:58:125',8,126.099998,87.699997,0,963.5,-9,0,0,0,6
1149,'2019/02/24 18:22:58:177',8,128.199997,87.199997,0.5,963.299988,-10,0,0,0,6
1150,'2019/02/24 18:22:58:228',8,126,88.199997,0,963.5,8,0,0,0,6
1151,'2019/02/24 18:22:58:279',8,126.5,88.199997,0.5,964,11,0,0,0,6
1152,'2019/02/24 18:22:58:331',8,128.5,89.300003,0,963.5,-3,0,0,0,6
1153,'2019/02/24 18:22:58:382',8,130.100006,87.900002,0,963.5,9,0,0,0,6
1154,'2019/02/24 18:22:58:433',8,132.600006,90,0,962.900024,6,0,0,0,6
1155,'2019/02/24 18:22:58:485',8,130.800003,88,0,961,-7,0,0,0,6
1156,'2019/02/24 18:22:58:536',8,131.199997,89,0,959,-10,0,0,0,6
1157,'2019/02/24 18:22:58:587',8,141,92.599998,0.5,956.799988,2,0,0,0,6
1158,'2019/02/24 18:22:58:638',8,133.300003,89.099998,0,956,-5,0,0,0,6
1159,'2019/02/24 18:22:58:689',8,130.899994,86.800003,0.5,954.200012,-7,0,0,0,6
1160,'2019/02/24 18:22:58:739',8,137.699997,89.199997,0,954.5,13,0,0,0,6
1161,'2019/02/24 18:22:58:790',8,143.5,88.699997,0,956,3,0,0,0,6
1162,'2019/02/24 18:22:58:840',8,133,89,0.1,957,-10,0,0,0,6
1163,'2019/02/24 18:22:58:891',8,128.399994,89.400002,1,957,6,0,0,0,6
1164,'2019/02/24 18:22:58:942',8,131,89.400002,0.1,957,5,0,0,0,6
1165,'2019/02/24 18:22:58:992',8,129.399994,88.400002,0.5,956.400024,-6,0,0,0,6
1166,'2019/02/24 18:22:59:044',8,124.300003,90.400002,0.5,954.400024,-6,0,0,0,6
1167,'2019/02/24 18:22:59:095',8,123.599998,89.199997,0.5,952.400024,13,0,0,0,6
1168,'2019/02/24 18:22:59:146',8,129.399994,90.599998,0,946.5,-10,0,0,0,6
1169,'2019/02/24 18:22:59:198',8,128.100006,91,0,933.5,-11,0,0,0,6
1170,'2019/02/24 18:22:59:248',8,127.599998,88.900002,0,918,8,0,0,0,6
1171,'2019/02/24 18:22:59:299',8,142.699997,89.599998,0,905.400024,18,0,0,0,6
1172,'2019/02/24 18:22:59:350',8,162.899994,90.599998,0,907.5,-5,0,0,0,6
1173,'2019/02/24 18:22:59:402',8,149.600006,89,0.5,918,4,0,0,0,6
1174,'2019/02/24 18:22:59:453',8,137.199997,91,0.5,934.099976,6,0,0,0,6
1175,'2019/02/24 18:22:59:503',8,131.300003,90.400002,0,939,3,0,0,0,6
1176,'2019/02/24 18:22:59:554',8,142.5,92.699997,0.5,941,7,0,0,0,6
1177,'2019/02/24 18:22:59:606',8,146,97.400002,0,935.200012,-3,0,0,0,6
1178,'2019/02/24 18:22:59:657',8,137.899994,95.699997,0,921.5,-5,0,0,0,6
1179,'2019/02/24 18:22:59:708',8,131.399994,95.400002,0,879.799988,-8,0,0,0,6
1180,'2019/02/24 18:22:59:759',8,127,94.599998,0,857.5,6,0,0,0,6
1181,'2019/02/24 18:22:59:810',8,128.399994,96.699997,0,868.5,6,0,0,0,6
1182,'2019/02/24 18:22:59:862',8,132.899994,99.5,0,904.5,-9,0,0,0,6
1183,'2019/02/24 18:22:59:913',8,131.100006,99.599998,0,929.799988,6,0,0,0,6
1184,'2019/02/24 18:22:59:963',8,135.5,97.400002,0.5,939,9,0,0,0,6
1185,'2019/02/24 18:23:00:015',8,143.800003,94.400002,0.5,940.599976,-8,0,0,0,6
1186,'2019/02/24 18:23:00:066',8,139.600006,94.900002,0,931,-8,0,0,0,6
1187,'2019/02/24 18:23:00:116',8,130.699997,94.800003,0.5,903,7,0,0,0,6
1188,'2019/02/24 18:23:00:167',8,131.199997,98.199997,0.5,863.299988,-10,0,0,0,6
1189,'2019/02/24 18:23:00:218',8,131.100006,99.599998,1.5,847,-8,0,0,0,6
1190,'2019/02/24 18:23:00:270',8,131.800003,102.099998,0,875,4,0,0,0,6
1191,'2019/02/24 18:23:00:320',8,132,102.400002,0.5,920.400024,11,0,0,0,6
1192,'2019/02/24 18:23:00:372',8,131.100006,100.300003,0.1,932.799988,-4,0,0,0,6
1193,'2019/02/24 18:23:00:422',8,146.5,98.599998,0.5,939.200012,-7,0,0,0,6
1194,'2019/02/24 18:23:00:473',8,145.899994,98.400002,0.1,939,4,0,0,0,6
1195,'2019/02/24 18:23:00:524',8,138.600006,98.800003,0.5,935.200012,-8,0,0,0,6
1196,'2019/02/24 18:23:00:575',8,131.600006,98.199997,0.5,920.200012,-6,0,0,0,6
1197,'2019/02/24 18:23:00:626',8,131.399994,99.599998,0,909.799988,4,0,0,0,6
1198,'2019/02/24 18:23:00:677',8,126,99,0,911,-4,0,0,0,6
1199,'2019/02/24 18:23:00:728',8,124.5,103.199997,0,934,-3,0,0,0,6
1200,'2019/02/24 18:23:00:779',8,127.900002,104.199997,0,941.799988,4,0,0,0,6
1201,'2019/02/24 18:23:00:830',8,126.400002,101,0.1,946,9,0,0,0,6
1202,'2019/02/24 18:23:00:880',8,129.699997,96.199997,0,949.5,-3,0,0,0,6
1203,'2019/02/24 18:23:00:932',8,128.600006,94.199997,0,949.400024,4,0,0,0,6
1204,'2019/02/24 18:23:00:983',8,134.399994,95,0,940.599976,5,0,0,0,6
1205,'2019/02/24 18:23:01:035',8,130.800003,95.099998,0,925.5,-8,0,0,0,6
1206,'2019/02/24 18:23:01:087',8,128.600006,97.199997,0.5,897,-5,0,0,0,6
1207,'2019/02/24 18:23:01:138',8,127.5,97.599998,0,894,7,0,0,0,6
1208,'2019/02/24 18:23:01:189',8,133.5,97.400002,1,922.200012,8,0,0,0,6
1209,'2019/02/24 18:23:01:240',8,138.199997,97.199997,0,932.799988,-6,0,0,0,6
1210,'2019/02/24 18:23:01:291',8,135,96.599998,0,936.5,4,0,0,0,6
1211,'2019/02/24 18:23:01:343',8,135.199997,97.599998,0,935,8,0,0,0,6
1212,'2019/02/24 18:23:01:394',8,131.100006,99,0,925,-4,0,0,0,6
1213,'2019/02/24 18:23:01:445',8,128.300003,97.099998,0,900,-5,0,0,0,6
1214,'2019/02/24 18:23:01:496',8,126,94.599998,0,890,4,0,0,0,6
1215,'2019/02/24 18:23:01:547',8,131,97.199997,0.5,897.799988,-9,0,0,0,6
1216,'2019/02/24 18:23:01:598',8,135.199997,98.199997,1.5,926.799988,-6,0,0,0,6
1217,'2019/02/24 18:23:01:650',8,136.899994,94.199997,1,937.200012,3,0,0,0,6
1218,'2019/02/24 18:23:01:701',8,129.699997,93.400002,0,939,7,0,0,0,6
1219,'2019/02/24 18:23:01:751',8,137,95,0,938.5,-10,0,0,0,6
1220,'2019/02/24 18:23:01:802',8,131.5,95.599998,0.5,931.200012,3,0,0,0,6
1221,'2019/02/24 18:23:01:854',8,130.699997,94,0,909.200012,2,0,0,0,6
1222,'2019/02/24 18:23:01:906',8,129.600006,96.300003,0.5,899,-2,0,0,0,6
1223,'2019/02/24 18:23:01:956',8,128.5,96.199997,0.5,912.599976,-5,0,0,0,6
1224,'2019/02/24 18:23:02:008',8,128.399994,101.699997,0,937,-4,0,0,0,6
1225,'2019/02/24 18:23:02:060',8,126.300003,98.400002,0.5,941.599976,4,0,0,0,6
1226,'2019/02/24 18:23:02:112',8,128.5,94.900002,0,944.5,1,0,0,0,6
1227,'2019/02/24 18:23:02:163',8,136.800003,96.599998,0.5,942.799988,-11,0,0,0,6
