@relation dataset

@attribute ID numeric
@attribute Time date 'yyyy/MM/dd HH:mm:ss:SSS'
@attribute 'Training round' numeric
@attribute inputs-1 numeric
@attribute inputs-2 numeric
@attribute inputs-3 numeric
@attribute inputs-4 numeric
@attribute inputs-5 numeric
@attribute giveme-1 numeric
@attribute giveme-2 numeric
@attribute giveme-3 numeric
@attribute giveme-4 numeric
@attribute giveme-5 numeric
@attribute giveme-6 numeric
@attribute giveme-7 numeric

@data
9197,'2019/04/09 19:08:40:610',11,156.899994,18.6,946,936,0,5.049,0,1,0,72.39,100,15
9198,'2019/04/09 19:08:40:610',11,157.600006,18.700001,946,936,0,5.049,0,1,0,72.39,100,15
9199,'2019/04/09 19:08:40:626',11,158.300003,18.700001,946,936,0,5.049,0,1,0,72.39,100,15
9200,'2019/04/09 19:08:40:626',11,159,18.700001,946,936,0,5.049,0,1,0,72.39,100,15
9201,'2019/04/09 19:08:40:626',11,159.600006,18.700001,946,936,0,5.049,0,1,0,72.39,100,15
9202,'2019/04/09 19:08:40:626',11,159.399994,18.6,946,936,0,5.049,0,1,0,72.39,100,15
9203,'2019/04/09 19:08:40:641',11,159.199997,18.5,946,936.099976,0,5.049,0,1,0,72.39,100,15
9204,'2019/04/09 19:08:40:641',11,159,18.5,946,936.200012,0,5.049,0,1,0,72.39,100,15
9205,'2019/04/09 19:08:40:641',11,158.399994,18.5,946,936.299988,0,5.049,0,1,0,72.39,100,15
9206,'2019/04/09 19:08:40:641',11,157.800003,18.5,946,936.400024,0,5.049,0,1,0,72.39,100,15
9207,'2019/04/09 19:08:40:641',11,156,18.5,946,936.5,0,5.049,0,1,0,72.39,100,15
9208,'2019/04/09 19:08:40:655',11,154,18.5,946,936.5,0,5.049,0,1,0,72.39,100,15
9209,'2019/04/09 19:08:40:655',11,152,18.6,946,936.5,0,5.049,0,1,0,72.39,100,15
9210,'2019/04/09 19:08:40:655',11,150,18.700001,946,936.5,0,5.049,0,1,0,72.39,100,15
9211,'2019/04/09 19:08:40:655',11,147.899994,18.799999,946,936.5,0,5.049,0,1,0,72.39,100,15
9212,'2019/04/09 19:08:40:671',11,146.600006,18.799999,946,936.5,0,5.049,0,1,0,72.39,100,15
9213,'2019/04/09 19:08:40:671',11,145.300003,18.799999,946,936.400024,0,5.049,0,1,0,72.39,100,15
9214,'2019/04/09 19:08:40:671',11,144.100006,18.700001,946,936.299988,0,5.049,0,1,0,72.39,100,15
9215,'2019/04/09 19:08:40:686',11,142.899994,18.700001,946,936.200012,0,5.049,0,1,0,72.39,100,15
9216,'2019/04/09 19:08:40:686',11,141.699997,18.700001,946,936.099976,0,5.049,0,1,0,72.39,100,15
9217,'2019/04/09 19:08:40:686',11,141.699997,18.700001,946,936,0,5.049,0,1,0,72.39,100,15
9218,'2019/04/09 19:08:40:686',11,141.600006,18.700001,946,936,0,5.049,0,1,0,72.39,100,15
9219,'2019/04/09 19:08:40:700',11,141.5,18.6,946,936,0,5.049,0,1,0,72.39,100,15
9220,'2019/04/09 19:08:40:700',11,141.399994,18.5,946,936,0,5.049,0,1,0,72.39,100,15
9221,'2019/04/09 19:08:40:700',11,141.399994,18.4,946,936,0,5.049,0,1,0,72.39,100,15
9222,'2019/04/09 19:08:40:700',11,141.699997,18.4,946,936,0,5.049,0,1,0,72.39,100,15
9223,'2019/04/09 19:08:40:715',11,142,18.4,946,936,0.1,5.049,0,1,0,72.39,100,15
9224,'2019/04/09 19:08:40:715',11,142.199997,18.4,946,936.099976,0.2,5.049,0,1,0,72.39,100,15
9225,'2019/04/09 19:08:40:715',11,142.399994,18.4,946,936.200012,0.3,5.049,0,1,0,72.39,100,15
9226,'2019/04/09 19:08:40:715',11,142.600006,18.4,946,936.299988,0.4,5.049,0,1,0,72.39,100,15
9227,'2019/04/09 19:08:40:715',11,142.800003,18.4,946,936.400024,0.5,5.049,0,1,0,72.39,100,15
9228,'2019/04/09 19:08:40:715',11,143.300003,18.4,946,936.5,0.6,5.049,0,1,0,72.39,100,15
9229,'2019/04/09 19:08:40:731',11,143.800003,18.5,946,936.599976,0.6,5.049,0,1,0,72.39,100,15
9230,'2019/04/09 19:08:40:731',11,144.300003,18.6,946,936.599976,0.6,5.049,0,1,0,72.39,100,15
9231,'2019/04/09 19:08:40:731',11,144.800003,18.6,946,936.599976,0.6,5.049,0,1,0,72.39,100,15
9232,'2019/04/09 19:08:40:731',11,145,18.6,946,936.599976,0.6,5.049,0,1,0,72.39,100,15
9233,'2019/04/09 19:08:40:731',11,145.199997,18.6,946,936.599976,0.5,5.049,0,1,0,72.39,100,15
9234,'2019/04/09 19:08:40:731',11,145.300003,18.6,946,936.5,0.4,5.049,0,1,0,72.39,100,15
9235,'2019/04/09 19:08:40:746',11,145.399994,18.6,946,936.400024,0.3,5.049,0,1,0,72.39,100,15
9236,'2019/04/09 19:08:40:746',11,145.5,18.6,946,936.299988,0.2,5.049,0,1,0,72.39,100,15
9237,'2019/04/09 19:08:40:746',11,145.600006,18.6,946,936.200012,0.1,5.049,0,1,0,72.39,100,15
9238,'2019/04/09 19:08:40:746',11,145.199997,18.6,946,936.099976,0,5.049,0,1,0,72.39,100,15
9239,'2019/04/09 19:08:40:760',11,144.800003,18.6,946,936.099976,0,5.049,0,1,0,72.39,100,15
9240,'2019/04/09 19:08:40:776',11,144.399994,18.6,946,936.099976,0,5.049,0,1,0,72.39,100,15
9241,'2019/04/09 19:08:40:776',11,144.199997,18.700001,946,936.099976,0,5.049,0,1,0,72.39,100,15
9242,'2019/04/09 19:08:40:790',11,144,19,946,936.099976,0,5.049,0,1,0,72.39,100,15
9243,'2019/04/09 19:08:40:790',11,143.800003,19.299999,946,936.099976,0,5.049,0,1,0,72.39,100,15
9244,'2019/04/09 19:08:40:790',11,143.699997,19.6,946,936.099976,0,5.049,0,1,0,72.39,100,15
9245,'2019/04/09 19:08:40:790',11,143.699997,19.799999,946,936.099976,0,5.049,0,1,0,72.39,100,15
9246,'2019/04/09 19:08:40:805',11,143.699997,20,946,936.200012,0,5.049,0,1,0,72.39,100,15
9247,'2019/04/09 19:08:40:805',11,143.699997,20.200001,946,936.299988,0,5.049,0,1,0,72.39,100,15
9248,'2019/04/09 19:08:40:805',11,144,20.4,946,936.400024,0,5.049,0,1,0,72.39,100,15
9249,'2019/04/09 19:08:40:806',11,144,20.6,946,936.400024,0,5.049,0,1,0,72.39,100,15
9250,'2019/04/09 19:08:40:820',11,144,20.799999,945.900024,936.5,0,5.049,0,1,0,72.39,100,15
9251,'2019/04/09 19:08:40:820',11,143.800003,20.9,945.799988,936.599976,0,5.049,0,1,0,72.39,100,15
9252,'2019/04/09 19:08:40:820',11,143.600006,20.799999,945.700012,936.700012,0,5.049,0,1,0,72.39,100,15
9253,'2019/04/09 19:08:40:820',11,143.399994,20.700001,945.599976,936.799988,0,5.049,0,1,0,72.39,100,15
9254,'2019/04/09 19:08:40:820',11,143.100006,20.6,945.5,936.900024,0,5.049,0,1,0,72.39,100,15
9255,'2019/04/09 19:08:40:836',11,142.699997,20.5,945.400024,936.900024,0,5.049,0,1,0,72.39,100,15
9256,'2019/04/09 19:08:40:836',11,142.300003,20.4,945.400024,936.799988,0,5.049,0,1,0,72.39,100,15
9257,'2019/04/09 19:08:40:836',11,142,20.299999,945.400024,936.700012,0,5.049,0,1,0,72.39,100,15
9258,'2019/04/09 19:08:40:850',11,141.699997,20.299999,945.400024,936.599976,0,5.049,0,1,0,72.39,100,15
9259,'2019/04/09 19:08:40:850',11,141.699997,20.299999,945.400024,936.5,0,5.049,0,1,0,72.39,100,15
9260,'2019/04/09 19:08:40:850',11,141.699997,20.299999,945.5,936.400024,0,5.049,0,1,0,72.39,100,15
9261,'2019/04/09 19:08:40:850',11,141.5,20.4,945.599976,936.299988,0,5.049,0,1,0,72.39,100,15
9262,'2019/04/09 19:08:40:865',11,141.300003,20.5,945.599976,936.200012,0,5.049,0,1,0,72.39,100,15
9263,'2019/04/09 19:08:40:865',11,141.100006,20.6,945.599976,936.099976,0,5.049,0,1,0,72.39,100,15
9264,'2019/04/09 19:08:40:865',11,141,20.700001,945.599976,936,0,5.049,0,1,0,72.39,100,15
9265,'2019/04/09 19:08:40:866',11,140.5,20.799999,945.599976,936,0,5.049,0,1,0,72.39,100,15
9266,'2019/04/09 19:08:40:881',11,140,20.9,945.599976,936,0,5.049,0,1,0,72.39,100,15
9267,'2019/04/09 19:08:40:881',11,139.399994,21,945.599976,936,0,5.049,0,1,0,72.39,100,15
9268,'2019/04/09 19:08:40:881',11,138.800003,21,945.599976,936,0,5.049,0,1,0,72.39,100,15
9269,'2019/04/09 19:08:40:881',11,138,21,945.599976,936,0,5.049,0,1,0,72.39,100,15
9270,'2019/04/09 19:08:40:896',11,137.199997,21,945.599976,936,0,5.049,0,1,0,72.39,100,15
9271,'2019/04/09 19:08:40:896',11,136.600006,21,945.599976,936,0,5.049,0,1,0,72.39,100,15
9272,'2019/04/09 19:08:40:896',11,135.899994,21,945.700012,936,0,5.049,0,1,0,72.39,100,15
9273,'2019/04/09 19:08:40:910',11,135.199997,21,945.700012,936,0,5.049,0,1,0,72.39,100,15
9274,'2019/04/09 19:08:40:910',11,134.5,21.1,945.700012,936,0,5.049,0,1,0,72.39,100,15
9275,'2019/04/09 19:08:40:910',11,134.199997,21.200001,945.700012,936,0,5.049,0,1,0,72.39,100,15
9276,'2019/04/09 19:08:40:910',11,133.899994,21.299999,945.599976,936,0,5.049,0,1,0,72.39,100,15
9277,'2019/04/09 19:08:40:910',11,133.100006,21.4,945.5,936,0,5.049,0,1,0,72.39,100,15
9278,'2019/04/09 19:08:40:926',11,132.300003,21.5,945.5,936,0,5.049,0,1,0,72.39,100,15
9279,'2019/04/09 19:08:40:926',11,131.699997,21.6,945.5,936,0,5.049,0,1,0,72.39,100,15
9280,'2019/04/09 19:08:40:926',11,131.100006,21.700001,945.5,936,0,5.049,0,1,0,72.39,100,15
9281,'2019/04/09 19:08:40:926',11,129.699997,21.799999,945.5,936,0,5.049,0,1,0,72.39,100,15
9282,'2019/04/09 19:08:40:940',11,128.399994,21.799999,945.5,936,0,5.049,0,1,0,72.39,100,15
9283,'2019/04/09 19:08:40:940',11,127.099998,21.799999,945.599976,936,0,5.049,0,1,0,72.39,100,15
9284,'2019/04/09 19:08:40:940',11,125.800003,21.700001,945.700012,936,0,5.049,0,1,0,72.39,100,15
9285,'2019/04/09 19:08:40:940',11,124.099998,21.6,945.799988,936,0,5.049,0,1,0,72.39,100,15
9286,'2019/04/09 19:08:40:956',11,122.400002,21.5,945.900024,936,0,5.049,0,1,0,72.39,100,15
9287,'2019/04/09 19:08:40:956',11,121.199997,21.4,946,936,0,5.049,0,1,0,72.39,100,15
9288,'2019/04/09 19:08:40:956',11,119.800003,21.299999,946,936,0,5.049,0,1,0,72.39,100,15
9289,'2019/04/09 19:08:40:970',11,118.400002,21.1,946,936,0,5.049,0,1,0,72.39,100,15
9290,'2019/04/09 19:08:40:970',11,117,20.9,946,936,0,5.049,0,1,0,72.39,100,15
9291,'2019/04/09 19:08:40:970',11,116.400002,20.700001,946,936,0,5.049,0,1,0,72.39,100,15
9292,'2019/04/09 19:08:40:970',11,115.300003,20.6,946,936,0,5.049,0,1,0,72.39,100,15
9293,'2019/04/09 19:08:40:986',11,114.199997,20.5,945.900024,936,0,5.049,0,1,0,72.39,100,15
9294,'2019/04/09 19:08:40:986',11,113.099998,20.5,945.799988,936,0,5.049,0,1,0,72.39,100,15
9295,'2019/04/09 19:08:40:986',11,112.400002,20.5,945.700012,936,0,5.049,0,1,0,72.39,100,15
9296,'2019/04/09 19:08:40:986',11,111.699997,20.5,945.599976,936,0,5.049,0,1,0,72.39,100,15
9297,'2019/04/09 19:08:40:987',11,110.599998,20.5,945.5,936,0,5.049,0,1,0,72.39,100,15
9298,'2019/04/09 19:08:41:000',11,109.699997,20.4,945.400024,936,0,5.049,0,1,0,72.39,100,15
9299,'2019/04/09 19:08:41:000',11,108.800003,20.4,945.299988,936,0,5.049,0,1,0,72.39,100,15
9300,'2019/04/09 19:08:41:000',11,107.900002,20.4,945.200012,936,0,5.049,0,1,0,72.39,100,15
9301,'2019/04/09 19:08:41:000',11,106.900002,20.4,945.099976,936,0,5.049,0,1,0,72.39,100,15
9302,'2019/04/09 19:08:41:017',11,106.400002,20.4,945.099976,936,0,5.049,0,1,0,72.39,100,15
9303,'2019/04/09 19:08:41:017',11,105.900002,20.4,945.200012,936,0,5.049,0,1,0,72.39,100,15
9304,'2019/04/09 19:08:41:017',11,105.5,20.299999,945.299988,936,0,5.049,0,1,0,72.39,100,15
9305,'2019/04/09 19:08:41:031',11,105.099998,20.200001,945.299988,936,0,5.049,0,1,0,72.39,100,15
9306,'2019/04/09 19:08:41:031',11,104.699997,20.200001,945.299988,936,0,5.049,0,1,0,72.39,100,15
9307,'2019/04/09 19:08:41:031',11,104.699997,20.200001,945.299988,936,0,5.049,0,1,0,72.39,100,15
9308,'2019/04/09 19:08:41:031',11,104.699997,20.299999,945.299988,936,0,5.049,0,1,0,72.39,100,15
9309,'2019/04/09 19:08:41:031',11,104.599998,20.4,945.299988,936,0,5.049,0,1,0,72.39,100,15
9310,'2019/04/09 19:08:41:045',11,104.5,20.5,945.400024,936,0,5.049,0,1,0,72.39,100,15
9311,'2019/04/09 19:08:41:045',11,104.5,20.6,945.5,936,0,5.049,0,1,0,72.39,100,15
9312,'2019/04/09 19:08:41:046',11,104.5,20.700001,945.5,936,0,5.049,0,1,0,72.39,100,15
9313,'2019/04/09 19:08:41:046',11,104,20.799999,945.5,936,0,5.049,0,1,0,72.39,100,15
9314,'2019/04/09 19:08:41:061',11,103.400002,20.799999,945.5,936,0,5.049,0,1,0,72.39,100,15
9315,'2019/04/09 19:08:41:061',11,102.800003,20.799999,945.599976,936,0,5.049,0,1,0,72.39,100,15
9316,'2019/04/09 19:08:41:061',11,102.199997,20.700001,945.700012,936,0,5.049,0,1,0,72.39,100,15
9317,'2019/04/09 19:08:41:061',11,101.300003,20.6,945.799988,936,0,5.049,0,1,0,72.39,100,15
9318,'2019/04/09 19:08:41:075',11,100.400002,20.5,945.900024,936,0.1,5.049,0,1,0,72.39,100,15
9319,'2019/04/09 19:08:41:075',11,99.599998,20.5,946,936,0.2,5.049,0,1,0,72.39,100,15
9320,'2019/04/09 19:08:41:075',11,98.800003,20.5,946,936,0.3,5.049,0,1,0,72.39,100,15
9321,'2019/04/09 19:08:41:075',11,98,20.5,946,936,0.4,5.049,0,1,0,72.39,100,15
9322,'2019/04/09 19:08:41:092',11,97.199997,20.5,946,936,0.4,5.049,0,1,0,72.39,100,15
9323,'2019/04/09 19:08:41:092',11,96.900002,20.5,946,936,0.4,5.049,0,1,0,72.39,100,15
9324,'2019/04/09 19:08:41:092',11,96.599998,20.6,946,936,0.4,5.049,0,1,0,72.39,100,15
9325,'2019/04/09 19:08:41:092',11,95.800003,20.700001,946,936,0.4,5.049,0,1,0,72.39,100,15
9326,'2019/04/09 19:08:41:105',11,95,20.799999,946,936,0.5,5.049,0,1,0,72.39,100,15
9327,'2019/04/09 19:08:41:105',11,94.5,21.1,946,936,0.6,5.049,0,1,0,72.39,100,15
9328,'2019/04/09 19:08:41:105',11,94,21.4,946,936,0.6,5.049,0,1,0,72.39,100,15
9329,'2019/04/09 19:08:41:105',11,93.5,21.6,946,936,0.6,5.049,0,1,0,72.39,100,15
9330,'2019/04/09 19:08:41:105',11,92.5,21.799999,946,936,0.6,5.049,0,1,0,72.39,100,15
9331,'2019/04/09 19:08:41:122',11,91.5,22,946,936,0.5,5.049,0,1,0,72.39,100,15
9332,'2019/04/09 19:08:41:122',11,90.5,22,946,936,0.5,5.049,0,1,0,72.39,100,15
9333,'2019/04/09 19:08:41:122',11,89.5,22,946,936,0.5,5.049,0,1,0,72.39,100,15
9334,'2019/04/09 19:08:41:123',11,88.5,22,946,936,0.5,5.049,0,1,0,72.39,100,15
9335,'2019/04/09 19:08:41:123',11,87.900002,22,946,936,0.5,5.049,0,1,0,72.39,100,15
9336,'2019/04/09 19:08:41:123',11,87.300003,22,946,936,0.5,5.049,0,1,0,72.39,100,15
9337,'2019/04/09 19:08:41:123',11,86.699997,21.799999,946,936,0.5,5.049,0,1,0,72.39,100,15
9338,'2019/04/09 19:08:41:123',11,86.300003,21.6,946,936,0.5,5.049,0,1,0,72.39,100,15
9339,'2019/04/09 19:08:41:151',11,85.900002,21.4,946,936,0.4,5.049,0,1,0,72.39,100,15
9340,'2019/04/09 19:08:41:151',11,86,21.299999,946,936,0.3,5.049,0,1,0,72.39,100,15
9341,'2019/04/09 19:08:41:151',11,86.099998,21.200001,946,936,0.3,5.049,0,1,0,72.39,100,15
9342,'2019/04/09 19:08:41:151',11,86.199997,21.299999,946,936,0.3,5.049,0,1,0,72.39,100,15
9343,'2019/04/09 19:08:41:151',11,86.400002,21.4,946,936,0.3,5.049,0,1,0,72.39,100,15
9344,'2019/04/09 19:08:41:166',11,86.599998,21.700001,946,936,0.3,5.049,0,1,0,72.39,100,15
9345,'2019/04/09 19:08:41:166',11,86.900002,22,946,936,0.3,5.049,0,1,0,72.39,100,15
9346,'2019/04/09 19:08:41:167',11,87.199997,22.299999,946,936,0.2,5.049,0,1,0,72.39,100,15
9347,'2019/04/09 19:08:41:167',11,87.099998,22.6,946,936,0.1,5.049,0,1,0,72.39,100,15
9348,'2019/04/09 19:08:41:181',11,86.800003,22.9,946,935.900024,0,5.049,0,1,0,72.39,100,15
9349,'2019/04/09 19:08:41:182',11,86.5,23,946,935.799988,0,5.049,0,1,0,72.39,100,15
9350,'2019/04/09 19:08:41:182',11,86.199997,23,946,935.700012,0,5.049,0,1,0,72.39,100,15
9351,'2019/04/09 19:08:41:182',11,85.900002,23,946,935.599976,0,5.049,0,1,0,72.39,100,15
9352,'2019/04/09 19:08:41:182',11,84.699997,23,946,935.5,0,5.049,0,1,0,72.39,100,15
9353,'2019/04/09 19:08:41:198',11,83.400002,23,945.900024,935.400024,0,5.049,0,1,0,72.39,100,15
9354,'2019/04/09 19:08:41:198',11,82.099998,22.799999,945.799988,935.299988,0,5.049,0,1,0,72.39,100,15
9355,'2019/04/09 19:08:41:198',11,80.800003,22.6,945.700012,935.200012,0,5.049,0,1,0,72.39,100,15
9356,'2019/04/09 19:08:41:198',11,79,22.4,945.599976,935.099976,0,5.049,0,1,0,72.39,100,15
9357,'2019/04/09 19:08:41:198',11,77.599998,22.200001,945.5,935,0,5.049,0,1,0,72.39,100,15
9358,'2019/04/09 19:08:41:198',11,76.199997,22,945.400024,935,0,5.049,0,1,0,72.39,100,15
9359,'2019/04/09 19:08:41:198',11,74.699997,22,945.299988,935,0,5.049,0,1,0,72.39,100,15
9360,'2019/04/09 19:08:41:227',11,73.199997,22.200001,945.200012,935,0,5.049,0,1,0,72.39,100,15
9361,'2019/04/09 19:08:41:227',11,71.699997,22.4,945.099976,935,0,5.049,0,1,0,72.39,100,15
9362,'2019/04/09 19:08:41:227',11,71.099998,22.6,945,935,0,5.049,0,1,0,72.39,100,15
9363,'2019/04/09 19:08:41:227',11,70.300003,22.799999,945,935,0,5.049,0,1,0,72.39,100,15
9364,'2019/04/09 19:08:41:240',11,69.5,23,944.900024,935,0,5.049,0,1,0,72.39,100,15
9365,'2019/04/09 19:08:41:240',11,68.699997,23,944.799988,935,0,5.049,0,1,0,72.39,100,15
9366,'2019/04/09 19:08:41:240',11,68.400002,23,944.700012,935,0,5.049,0,1,0,72.39,100,15
9367,'2019/04/09 19:08:41:240',11,68.300003,23,944.599976,935,0,5.049,0,1,0,72.39,100,15
9368,'2019/04/09 19:08:41:256',11,68.199997,23,944.5,935.099976,0,5.049,0,1,0,72.39,100,15
9369,'2019/04/09 19:08:41:256',11,68.199997,23,944.5,935.200012,0,5.049,0,1,0,72.39,100,15
9370,'2019/04/09 19:08:41:256',11,68.199997,22.799999,944.5,935.299988,0,5.049,0,1,0,72.39,100,15
9371,'2019/04/09 19:08:41:256',11,68.599998,22.6,944.5,935.400024,0,5.049,0,1,0,72.39,100,15
9372,'2019/04/09 19:08:41:271',11,69,22.4,944.5,935.400024,0,5.049,0,1,0,72.39,100,15
9373,'2019/04/09 19:08:41:272',11,69.599998,22.299999,944.5,935.400024,0,5.049,0,1,0,72.39,100,15
9374,'2019/04/09 19:08:41:272',11,70.199997,22.200001,944.599976,935.400024,0,5.049,0,1,0,72.39,100,15
9375,'2019/04/09 19:08:41:272',11,70.800003,22.299999,944.700012,935.400024,0,5.049,0,1,0,72.39,100,15
9376,'2019/04/09 19:08:41:272',11,71.5,22.4,944.799988,935.400024,0,5.049,0,1,0,72.39,100,15
9377,'2019/04/09 19:08:41:285',11,72,22.6,944.900024,935.400024,0,5.049,0,1,0,72.39,100,15
9378,'2019/04/09 19:08:41:286',11,72.5,22.799999,945,935.299988,0,5.049,0,1,0,72.39,100,15
9379,'2019/04/09 19:08:41:286',11,73,23,945,935.200012,0,5.049,0,1,0,72.39,100,15
9380,'2019/04/09 19:08:41:286',11,72.900002,23.200001,945,935.099976,0,5.049,0,1,0,72.39,100,15
9381,'2019/04/09 19:08:41:300',11,72.400002,23.299999,945,935,0,5.049,0,1,0,72.39,100,15
9382,'2019/04/09 19:08:41:300',11,71.900002,23.4,945,935,0,5.049,0,1,0,72.39,100,15
9383,'2019/04/09 19:08:41:300',11,71.400002,23.4,945,935,0,5.049,0,1,0,72.39,100,15
9384,'2019/04/09 19:08:41:300',11,70.5,23.4,945,935,0,5.049,0,1,0,72.39,100,15
9385,'2019/04/09 19:08:41:315',11,69.599998,23.4,945,934.900024,0,5.049,0,1,0,72.39,100,15
9386,'2019/04/09 19:08:41:316',11,68.599998,23.4,945,934.799988,0,5.049,0,1,0,72.39,100,15
9387,'2019/04/09 19:08:41:316',11,67.599998,23.299999,945,934.700012,0,5.049,0,1,0,72.39,100,15
9388,'2019/04/09 19:08:41:316',11,66.5,23.200001,945,934.599976,0,5.049,0,1,0,72.39,100,15
9389,'2019/04/09 19:08:41:331',11,65.400002,23.1,945,934.599976,0,5.049,0,1,0,72.39,100,15
9390,'2019/04/09 19:08:41:331',11,64.900002,23.1,945,934.599976,0,5.049,0,1,0,72.39,100,15
9391,'2019/04/09 19:08:41:331',11,64.400002,23.200001,945,934.599976,0,5.049,0,1,0,72.39,100,15
9392,'2019/04/09 19:08:41:331',11,63.900002,23.299999,945,934.599976,0,5.049,0,1,0,72.39,100,15
9393,'2019/04/09 19:08:41:332',11,63.099998,23.4,945,934.599976,0,5.049,0,1,0,72.39,100,15
9394,'2019/04/09 19:08:41:345',11,62.700001,23.5,945.099976,934.599976,0,5.049,0,1,0,72.39,100,15
9395,'2019/04/09 19:08:41:345',11,62.299999,23.700001,945.200012,934.700012,0,5.049,0,1,0,72.39,100,15
9396,'2019/04/09 19:08:41:345',11,61.900002,23.9,945.299988,934.799988,0,5.049,0,1,0,72.39,100,15
9397,'2019/04/09 19:08:41:345',11,61.5,24.1,945.400024,934.900024,0,5.049,0,1,0,72.39,100,15
9398,'2019/04/09 19:08:41:345',11,60.5,24.299999,945.5,935,0,5.049,0,1,0,72.39,100,15
9399,'2019/04/09 19:08:41:361',11,59.5,24.5,945.5,935,0,5.049,0,1,0,72.39,100,15
9400,'2019/04/09 19:08:41:362',11,58.5,24.5,945.5,935,0,5.049,0,1,0,72.39,100,15
9401,'2019/04/09 19:08:41:362',11,57.5,24.5,945.5,935,0,5.049,0,1,0,72.39,100,15
9402,'2019/04/09 19:08:41:362',11,56.5,24.5,945.5,935,0,5.049,0,1,0,72.39,100,15
9403,'2019/04/09 19:08:41:362',11,55.5,24.5,945.5,935,0,5.049,0,1,0,72.39,100,15
9404,'2019/04/09 19:08:41:376',11,54.5,24.5,945.400024,935,0,5.049,0,1,0,72.39,100,15
9405,'2019/04/09 19:08:41:376',11,53.5,24.4,945.299988,935,0,5.049,0,1,0,72.39,100,15
9406,'2019/04/09 19:08:41:376',11,52.299999,24.299999,945.200012,935,0,5.049,0,1,0,72.39,100,15
9407,'2019/04/09 19:08:41:391',11,51.099998,24.200001,945.099976,935.099976,0,5.049,0,1,0,72.39,100,15
9408,'2019/04/09 19:08:41:391',11,50.599998,24.299999,945,935.200012,0,5.049,0,1,0,72.39,100,15
9409,'2019/04/09 19:08:41:391',11,50.099998,24.4,945,935.299988,0,5.049,0,1,0,72.39,100,15
9410,'2019/04/09 19:08:41:391',11,49.599998,24.6,945,935.400024,0,5.049,0,1,0,72.39,100,15
9411,'2019/04/09 19:08:41:391',11,48.799999,24.799999,945,935.5,0,5.049,0,1,0,72.39,100,15
9412,'2019/04/09 19:08:41:405',11,48,25,945,935.599976,0.1,5.049,0,1,0,72.39,100,15
9413,'2019/04/09 19:08:41:405',11,47.5,25.299999,945,935.700012,0.2,5.049,0,1,0,72.39,100,15
9414,'2019/04/09 19:08:41:405',11,47,25.6,945,935.799988,0.3,5.049,0,1,0,72.39,100,15
9415,'2019/04/09 19:08:41:405',11,46.5,25.9,945,935.900024,0.4,5.049,0,1,0,72.39,100,15
9416,'2019/04/09 19:08:41:405',11,45.599998,26.200001,945,936,0.5,5.049,0,1,0,72.39,100,15
9417,'2019/04/09 19:08:41:420',11,44.700001,26.5,945,935.900024,0.6,5.049,0,1,0,72.39,100,15
9418,'2019/04/09 19:08:41:420',11,43.799999,26.4,945,935.799988,0.7,5.049,0,1,0,72.39,100,15
9419,'2019/04/09 19:08:41:421',11,42.900002,26.299999,945,935.700012,0.8,5.049,0,1,0,72.39,100,15
9420,'2019/04/09 19:08:41:421',11,42,26.200001,945,935.599976,0.9,5.049,0,1,0,72.39,100,15
9421,'2019/04/09 19:08:41:421',11,41.099998,26.1,945,935.5,1,5.049,0,1,0,72.39,100,15
9422,'2019/04/09 19:08:41:437',11,40.200001,26,945,935.400024,0.9,5.049,0,1,0,72.39,100,15
9423,'2019/04/09 19:08:41:437',11,39.299999,25.9,945,935.299988,0.8,5.049,0,1,0,72.39,100,15
9424,'2019/04/09 19:08:41:437',11,38.400002,25.799999,945,935.200012,0.7,5.049,0,1,0,72.39,100,15
9425,'2019/04/09 19:08:41:437',11,37.5,25.700001,945,935.099976,0.6,5.049,0,1,0,72.39,100,15
9426,'2019/04/09 19:08:41:437',11,37,25.6,945,935,0.5,5.049,0,1,0,72.39,100,15
9427,'2019/04/09 19:08:41:437',11,36.5,25.5,944.900024,935,0.4,5.049,0,1,0,72.39,100,15
9428,'2019/04/09 19:08:41:437',11,36,25.6,944.799988,935,0.3,5.049,0,1,0,72.39,100,15
9429,'2019/04/09 19:08:41:437',11,35.5,25.700001,944.700012,935,0.2,5.049,0,1,0,72.39,100,15
9430,'2019/04/09 19:08:41:437',11,34.599998,25.799999,944.599976,935,0.1,5.049,0,1,0,72.39,100,15
9431,'2019/04/09 19:08:41:466',11,34,25.9,944.599976,935,0,5.049,0,1,0,72.39,100,15
9432,'2019/04/09 19:08:41:466',11,33.400002,26.200001,944.599976,935,0,5.049,0,1,0,72.39,100,15
9433,'2019/04/09 19:08:41:466',11,32.799999,26.4,944.599976,935,0,5.049,0,1,0,72.39,100,15
9434,'2019/04/09 19:08:41:466',11,32.200001,26.6,944.599976,935,0,5.049,0,1,0,72.39,100,15
9435,'2019/04/09 19:08:41:466',11,31.200001,26.799999,944.599976,935,0,5.049,0,1,0,72.39,100,15
9436,'2019/04/09 19:08:41:481',11,30.4,27,944.599976,934.900024,0,5.049,0,1,0,72.39,100,15
9437,'2019/04/09 19:08:41:481',11,29.6,27,944.700012,934.799988,0,5.049,0,1,0,72.39,100,15
9438,'2019/04/09 19:08:41:481',11,28.799999,27,944.799988,934.700012,0,5.049,0,1,0,72.39,100,15
9439,'2019/04/09 19:08:41:481',11,28,27,944.900024,934.599976,0,5.049,0,1,0,72.39,100,15
