@relation dataset

@attribute ID numeric
@attribute Time date 'yyyy/MM/dd HH:mm:ss:SSS'
@attribute 'Training round' numeric
@attribute inputs-1 numeric
@attribute inputs-2 numeric
@attribute inputs-3 numeric
@attribute outputs-1 numeric
@attribute outputs-2 numeric
@attribute outputs-3 numeric
@attribute outputs-4 numeric
@attribute outputs-5 numeric
@attribute outputs-6 numeric
@attribute outputs-7 numeric
@attribute outputs-8 numeric
@attribute outputs-9 numeric
@attribute outputs-10 numeric

@data
1319,'2018/10/17 13:37:16:227',6,189,1,1,?,?,?,?,?,?,?,?,?,0
1320,'2018/10/17 13:37:16:238',6,189,1,1,?,?,?,?,?,?,?,?,?,0
1321,'2018/10/17 13:37:16:287',6,167,0,0,?,?,?,?,?,?,?,?,?,0
1322,'2018/10/17 13:37:16:288',6,167,0,0,?,?,?,?,?,?,?,?,?,0
1323,'2018/10/17 13:37:16:538',6,151,2,3,?,?,?,?,?,?,?,?,?,0
1324,'2018/10/17 13:37:16:539',6,151,2,3,?,?,?,?,?,?,?,?,?,0
1325,'2018/10/17 13:37:16:595',6,165,3,1,?,?,?,?,?,?,?,?,?,0
1326,'2018/10/17 13:37:16:596',6,165,3,1,?,?,?,?,?,?,?,?,?,0
1327,'2018/10/17 13:37:16:669',6,166,0,0,?,?,?,?,?,?,?,?,?,0
1328,'2018/10/17 13:37:16:669',6,166,0,0,?,?,?,?,?,?,?,?,?,0
1329,'2018/10/17 13:37:16:714',6,175,1,1,?,?,?,?,?,?,?,?,?,0
1330,'2018/10/17 13:37:16:715',6,175,1,1,?,?,?,?,?,?,?,?,?,0
1331,'2018/10/17 13:37:16:768',6,173,0,0,?,?,?,?,?,?,?,?,?,0
1332,'2018/10/17 13:37:16:769',6,173,0,0,?,?,?,?,?,?,?,?,?,0
1333,'2018/10/17 13:37:16:779',6,173,0,0,?,?,?,?,?,?,?,?,?,0
1334,'2018/10/17 13:37:16:829',6,195,0,1,?,?,?,?,?,?,?,?,?,0
1335,'2018/10/17 13:37:16:830',6,195,0,1,?,?,?,?,?,?,?,?,?,0
1336,'2018/10/17 13:37:16:840',6,194,0,0,?,?,?,?,?,?,?,?,?,0
1337,'2018/10/17 13:37:16:882',6,182,1,1,?,?,?,?,?,?,?,?,?,0
1338,'2018/10/17 13:37:16:883',6,182,1,1,?,?,?,?,?,?,?,?,?,0
1339,'2018/10/17 13:37:16:893',6,182,1,1,?,?,?,?,?,?,?,?,?,0
1340,'2018/10/17 13:37:16:903',6,189,0,0,?,?,?,?,?,?,?,?,?,0
1341,'2018/10/17 13:37:17:084',6,138,2,0,?,?,?,?,?,?,?,?,?,0
1342,'2018/10/17 13:37:17:085',6,138,2,0,?,?,?,?,?,?,?,?,?,0
1343,'2018/10/17 13:37:17:246',6,123,2,0,?,?,?,?,?,?,?,?,?,0
1344,'2018/10/17 13:37:17:246',6,123,2,0,?,?,?,?,?,?,?,?,?,0
1345,'2018/10/17 13:37:17:257',6,123,2,0,?,?,?,?,?,?,?,?,?,0
1346,'2018/10/17 13:37:17:267',6,119,2,0,?,?,?,?,?,?,?,?,?,0
1347,'2018/10/17 13:37:17:304',6,124,1,0,?,?,?,?,?,?,?,?,?,0
1348,'2018/10/17 13:37:17:306',6,124,1,0,?,?,?,?,?,?,?,?,?,0
1349,'2018/10/17 13:37:17:316',6,124,1,0,?,?,?,?,?,?,?,?,?,0
1350,'2018/10/17 13:37:17:437',6,171,2,0,?,?,?,?,?,?,?,?,?,0
1351,'2018/10/17 13:37:17:437',6,171,2,0,?,?,?,?,?,?,?,?,?,0
1352,'2018/10/17 13:37:17:482',6,162,0,0,?,?,?,?,?,?,?,?,?,0
1353,'2018/10/17 13:37:17:482',6,162,0,0,?,?,?,?,?,?,?,?,?,0
1354,'2018/10/17 13:37:17:493',6,162,0,0,?,?,?,?,?,?,?,?,?,0
1355,'2018/10/17 13:37:17:779',6,165,3,0,?,?,?,?,?,?,?,?,?,0
1356,'2018/10/17 13:37:17:779',6,165,3,0,?,?,?,?,?,?,?,?,?,0
1357,'2018/10/17 13:37:17:790',6,165,3,0,?,?,?,?,?,?,?,?,?,0
1358,'2018/10/17 13:37:17:800',6,166,0,0,?,?,?,?,?,?,?,?,?,0
1359,'2018/10/17 13:37:17:904',6,137,2,0,?,?,?,?,?,?,?,?,?,0
1360,'2018/10/17 13:37:17:905',6,137,2,0,?,?,?,?,?,?,?,?,?,0
1361,'2018/10/17 13:37:17:974',6,138,0,0,?,?,?,?,?,?,?,?,?,0
1362,'2018/10/17 13:37:17:975',6,138,0,0,?,?,?,?,?,?,?,?,?,0
1363,'2018/10/17 13:37:17:985',6,138,0,0,?,?,?,?,?,?,?,?,?,0
1364,'2018/10/17 13:37:18:026',6,129,1,0,?,?,?,?,?,?,?,?,?,0
1365,'2018/10/17 13:37:18:026',6,129,1,0,?,?,?,?,?,?,?,?,?,0
1366,'2018/10/17 13:37:18:037',6,129,1,0,?,?,?,?,?,?,?,?,?,0
1367,'2018/10/17 13:37:18:084',6,136,1,0,?,?,?,?,?,?,?,?,?,0
1368,'2018/10/17 13:37:18:084',6,136,1,0,?,?,?,?,?,?,?,?,?,0
1369,'2018/10/17 13:37:18:411',6,182,2,1,?,?,?,?,?,?,?,?,?,0
1370,'2018/10/17 13:37:18:411',6,182,2,1,?,?,?,?,?,?,?,?,?,0
1371,'2018/10/17 13:37:18:466',6,188,1,3,?,?,?,?,?,?,?,?,?,0
1372,'2018/10/17 13:37:18:467',6,188,1,3,?,?,?,?,?,?,?,?,?,0
1373,'2018/10/17 13:37:18:478',6,188,1,3,?,?,?,?,?,?,?,?,?,0
1374,'2018/10/17 13:37:18:510',6,238,1,1,?,?,?,?,?,?,?,?,?,0
1375,'2018/10/17 13:37:18:511',6,238,1,1,?,?,?,?,?,?,?,?,?,0
1376,'2018/10/17 13:37:18:521',6,238,1,1,?,?,?,?,?,?,?,?,?,0
1377,'2018/10/17 13:37:18:531',6,242,0,2,?,?,?,?,?,?,?,?,?,0
1378,'2018/10/17 13:37:18:583',6,216,0,0,?,?,?,?,?,?,?,?,?,0
1379,'2018/10/17 13:37:18:583',6,216,0,0,?,?,?,?,?,?,?,?,?,0
1380,'2018/10/17 13:37:18:594',6,216,0,0,?,?,?,?,?,?,?,?,?,0
1381,'2018/10/17 13:37:18:627',6,196,2,0,?,?,?,?,?,?,?,?,?,0
1382,'2018/10/17 13:37:18:627',6,196,2,0,?,?,?,?,?,?,?,?,?,0
1383,'2018/10/17 13:37:18:638',6,203,0,0,?,?,?,?,?,?,?,?,?,0
1384,'2018/10/17 13:37:18:679',6,224,2,2,?,?,?,?,?,?,?,?,?,0
1385,'2018/10/17 13:37:18:680',6,224,2,2,?,?,?,?,?,?,?,?,?,0
1386,'2018/10/17 13:37:18:987',6,148,0,0,?,?,?,?,?,?,?,?,?,0
1387,'2018/10/17 13:37:18:988',6,148,0,0,?,?,?,?,?,?,?,?,?,0
1388,'2018/10/17 13:37:18:998',6,148,0,0,?,?,?,?,?,?,?,?,?,0
1389,'2018/10/17 13:37:19:008',6,148,0,0,?,?,?,?,?,?,?,?,?,0
1390,'2018/10/17 13:37:19:043',6,142,2,0,?,?,?,?,?,?,?,?,?,0
1391,'2018/10/17 13:37:19:043',6,142,2,0,?,?,?,?,?,?,?,?,?,0
1392,'2018/10/17 13:37:19:054',6,142,2,0,?,?,?,?,?,?,?,?,?,0
1393,'2018/10/17 13:37:19:099',6,128,2,0,?,?,?,?,?,?,?,?,?,0
1394,'2018/10/17 13:37:19:099',6,128,2,0,?,?,?,?,?,?,?,?,?,0
1395,'2018/10/17 13:37:19:110',6,128,2,0,?,?,?,?,?,?,?,?,?,0
1396,'2018/10/17 13:37:19:120',6,130,0,0,?,?,?,?,?,?,?,?,?,0
1397,'2018/10/17 13:37:19:178',6,134,2,1,?,?,?,?,?,?,?,?,?,0
1398,'2018/10/17 13:37:19:179',6,134,2,1,?,?,?,?,?,?,?,?,?,0
1399,'2018/10/17 13:37:19:285',6,200,2,0,?,?,?,?,?,?,?,?,?,0
1400,'2018/10/17 13:37:19:286',6,200,2,0,?,?,?,?,?,?,?,?,?,0
1401,'2018/10/17 13:37:19:543',6,151,1,1,?,?,?,?,?,?,?,?,?,0
1402,'2018/10/17 13:37:19:543',6,151,1,1,?,?,?,?,?,?,?,?,?,0
1403,'2018/10/17 13:37:19:603',6,175,3,0,?,?,?,?,?,?,?,?,?,0
1404,'2018/10/17 13:37:19:603',6,175,3,0,?,?,?,?,?,?,?,?,?,0
1405,'2018/10/17 13:37:19:712',6,422,3,1,?,?,?,?,?,?,?,?,?,0
1406,'2018/10/17 13:37:19:712',6,422,3,1,?,?,?,?,?,?,?,?,?,0
1407,'2018/10/17 13:37:19:776',6,582,0,0,?,?,?,?,?,?,?,?,?,0
1408,'2018/10/17 13:37:19:776',6,582,0,0,?,?,?,?,?,?,?,?,?,0
1409,'2018/10/17 13:37:19:885',6,589,0,1,?,?,?,?,?,?,?,?,?,0
1410,'2018/10/17 13:37:19:885',6,589,0,1,?,?,?,?,?,?,?,?,?,0
1411,'2018/10/17 13:37:20:081',6,206,3,0,?,?,?,?,?,?,?,?,?,0
1412,'2018/10/17 13:37:20:081',6,206,3,0,?,?,?,?,?,?,?,?,?,0
1413,'2018/10/17 13:37:20:143',6,180,2,0,?,?,?,?,?,?,?,?,?,0
1414,'2018/10/17 13:37:20:144',6,180,2,0,?,?,?,?,?,?,?,?,?,0
1415,'2018/10/17 13:37:20:207',6,164,4,0,?,?,?,?,?,?,?,?,?,0
1416,'2018/10/17 13:37:20:208',6,164,4,0,?,?,?,?,?,?,?,?,?,0
1417,'2018/10/17 13:37:20:218',6,164,4,0,?,?,?,?,?,?,?,?,?,0
1418,'2018/10/17 13:37:20:228',6,164,4,0,?,?,?,?,?,?,?,?,?,0
1419,'2018/10/17 13:37:20:266',6,193,0,0,?,?,?,?,?,?,?,?,?,0
1420,'2018/10/17 13:37:20:267',6,193,0,0,?,?,?,?,?,?,?,?,?,0
1421,'2018/10/17 13:37:20:363',6,209,2,0,?,?,?,?,?,?,?,?,?,0
1422,'2018/10/17 13:37:20:364',6,209,2,0,?,?,?,?,?,?,?,?,?,0
1423,'2018/10/17 13:37:20:374',6,209,2,0,?,?,?,?,?,?,?,?,?,0
1424,'2018/10/17 13:37:20:384',6,235,0,0,?,?,?,?,?,?,?,?,?,0
1425,'2018/10/17 13:37:20:422',6,311,2,0,?,?,?,?,?,?,?,?,?,0
1426,'2018/10/17 13:37:20:423',6,311,2,0,?,?,?,?,?,?,?,?,?,0
1427,'2018/10/17 13:37:20:479',6,328,1,0,?,?,?,?,?,?,?,?,?,0
1428,'2018/10/17 13:37:20:480',6,328,1,0,?,?,?,?,?,?,?,?,?,0
1429,'2018/10/17 13:37:20:491',6,328,1,0,?,?,?,?,?,?,?,?,?,0
1430,'2018/10/17 13:37:20:784',6,166,0,0,?,?,?,?,?,?,?,?,?,0
1431,'2018/10/17 13:37:20:785',6,166,0,0,?,?,?,?,?,?,?,?,?,0
1432,'2018/10/17 13:37:20:795',6,166,0,0,?,?,?,?,?,?,?,?,?,0
1433,'2018/10/17 13:37:20:904',6,184,2,0,?,?,?,?,?,?,?,?,?,0
1434,'2018/10/17 13:37:20:904',6,184,2,0,?,?,?,?,?,?,?,?,?,0
1435,'2018/10/17 13:37:20:915',6,170,0,0,?,?,?,?,?,?,?,?,?,0
1436,'2018/10/17 13:37:21:091',6,200,1,0,?,?,?,?,?,?,?,?,?,0
1437,'2018/10/17 13:37:21:092',6,200,1,0,?,?,?,?,?,?,?,?,?,0
1438,'2018/10/17 13:37:21:336',6,230,2,0,?,?,?,?,?,?,?,?,?,0
1439,'2018/10/17 13:37:21:337',6,230,2,0,?,?,?,?,?,?,?,?,?,0
1440,'2018/10/17 13:37:21:397',6,239,2,0,?,?,?,?,?,?,?,?,?,0
1441,'2018/10/17 13:37:21:397',6,239,2,0,?,?,?,?,?,?,?,?,?,0
1442,'2018/10/17 13:37:21:440',6,239,1,0,?,?,?,?,?,?,?,?,?,0
1443,'2018/10/17 13:37:21:441',6,239,1,0,?,?,?,?,?,?,?,?,?,0
1444,'2018/10/17 13:37:21:451',6,239,1,0,?,?,?,?,?,?,?,?,?,0
1445,'2018/10/17 13:37:21:521',6,186,2,0,?,?,?,?,?,?,?,?,?,0
1446,'2018/10/17 13:37:21:521',6,186,2,0,?,?,?,?,?,?,?,?,?,0
1447,'2018/10/17 13:37:21:564',6,172,0,1,?,?,?,?,?,?,?,?,?,0
1448,'2018/10/17 13:37:21:565',6,172,0,1,?,?,?,?,?,?,?,?,?,0
1449,'2018/10/17 13:37:21:619',6,166,0,3,?,?,?,?,?,?,?,?,?,0
1450,'2018/10/17 13:37:21:619',6,166,0,3,?,?,?,?,?,?,?,?,?,0
1451,'2018/10/17 13:37:21:629',6,166,0,3,?,?,?,?,?,?,?,?,?,0
1452,'2018/10/17 13:37:21:676',6,170,0,1,?,?,?,?,?,?,?,?,?,0
1453,'2018/10/17 13:37:21:676',6,170,0,1,?,?,?,?,?,?,?,?,?,0
1454,'2018/10/17 13:37:21:927',6,180,1,0,?,?,?,?,?,?,?,?,?,0
1455,'2018/10/17 13:37:21:927',6,180,1,0,?,?,?,?,?,?,?,?,?,0
1456,'2018/10/17 13:37:21:938',6,180,1,0,?,?,?,?,?,?,?,?,?,0
1457,'2018/10/17 13:37:21:997',6,159,0,1,?,?,?,?,?,?,?,?,?,0
1458,'2018/10/17 13:37:21:997',6,159,0,1,?,?,?,?,?,?,?,?,?,0
1459,'2018/10/17 13:37:22:051',6,178,0,0,?,?,?,?,?,?,?,?,?,0
1460,'2018/10/17 13:37:22:051',6,178,0,0,?,?,?,?,?,?,?,?,?,0
1461,'2018/10/17 13:37:22:061',6,178,0,0,?,?,?,?,?,?,?,?,?,0
1462,'2018/10/17 13:37:22:118',6,217,2,1,?,?,?,?,?,?,?,?,?,0
1463,'2018/10/17 13:37:22:118',6,217,2,1,?,?,?,?,?,?,?,?,?,0
1464,'2018/10/17 13:37:22:169',6,221,1,0,?,?,?,?,?,?,?,?,?,0
1465,'2018/10/17 13:37:22:169',6,221,1,0,?,?,?,?,?,?,?,?,?,0
1466,'2018/10/17 13:37:22:181',6,220,0,0,?,?,?,?,?,?,?,?,?,0
1467,'2018/10/17 13:37:22:215',6,207,1,1,?,?,?,?,?,?,?,?,?,0
1468,'2018/10/17 13:37:22:216',6,207,1,1,?,?,?,?,?,?,?,?,?,0
1469,'2018/10/17 13:37:22:226',6,207,1,1,?,?,?,?,?,?,?,?,?,0
1470,'2018/10/17 13:37:22:236',6,201,0,0,?,?,?,?,?,?,?,?,?,0
1471,'2018/10/17 13:37:22:276',6,180,2,0,?,?,?,?,?,?,?,?,?,0
1472,'2018/10/17 13:37:22:277',6,180,2,0,?,?,?,?,?,?,?,?,?,0
1473,'2018/10/17 13:37:22:286',6,180,2,0,?,?,?,?,?,?,?,?,?,0
1474,'2018/10/17 13:37:22:540',6,184,0,0,?,?,?,?,?,?,?,?,?,0
1475,'2018/10/17 13:37:22:540',6,184,0,0,?,?,?,?,?,?,?,?,?,0
1476,'2018/10/17 13:37:22:601',6,161,1,1,?,?,?,?,?,?,?,?,?,0
1477,'2018/10/17 13:37:22:601',6,161,1,1,?,?,?,?,?,?,?,?,?,0
1478,'2018/10/17 13:37:22:638',6,154,4,1,?,?,?,?,?,?,?,?,?,0
1479,'2018/10/17 13:37:22:638',6,154,4,1,?,?,?,?,?,?,?,?,?,0
1480,'2018/10/17 13:37:22:649',6,154,4,1,?,?,?,?,?,?,?,?,?,0
1481,'2018/10/17 13:37:22:704',6,156,1,0,?,?,?,?,?,?,?,?,?,0
1482,'2018/10/17 13:37:22:705',6,156,1,0,?,?,?,?,?,?,?,?,?,0
1483,'2018/10/17 13:37:22:715',6,156,1,0,?,?,?,?,?,?,?,?,?,0
1484,'2018/10/17 13:37:22:772',6,166,0,0,?,?,?,?,?,?,?,?,?,0
1485,'2018/10/17 13:37:22:772',6,166,0,0,?,?,?,?,?,?,?,?,?,0
1486,'2018/10/17 13:37:22:783',6,166,0,0,?,?,?,?,?,?,?,?,?,0
1487,'2018/10/17 13:37:22:793',6,166,0,0,?,?,?,?,?,?,?,?,?,0
1488,'2018/10/17 13:37:22:818',6,163,0,0,?,?,?,?,?,?,?,?,?,0
1489,'2018/10/17 13:37:22:819',6,163,0,0,?,?,?,?,?,?,?,?,?,0
1490,'2018/10/17 13:37:22:875',6,153,0,0,?,?,?,?,?,?,?,?,?,0
1491,'2018/10/17 13:37:22:875',6,153,0,0,?,?,?,?,?,?,?,?,?,0
1492,'2018/10/17 13:37:22:885',6,153,0,0,?,?,?,?,?,?,?,?,?,0
1493,'2018/10/17 13:37:23:077',6,225,1,0,?,?,?,?,?,?,?,?,?,0
1494,'2018/10/17 13:37:23:077',6,225,1,0,?,?,?,?,?,?,?,?,?,0
1495,'2018/10/17 13:37:23:133',6,240,2,3,?,?,?,?,?,?,?,?,?,0
1496,'2018/10/17 13:37:23:134',6,240,2,3,?,?,?,?,?,?,?,?,?,0
1497,'2018/10/17 13:37:23:191',6,202,2,0,?,?,?,?,?,?,?,?,?,0
1498,'2018/10/17 13:37:23:191',6,202,2,0,?,?,?,?,?,?,?,?,?,0
1499,'2018/10/17 13:37:23:202',6,202,2,0,?,?,?,?,?,?,?,?,?,0
1500,'2018/10/17 13:37:23:257',6,167,2,3,?,?,?,?,?,?,?,?,?,0
1501,'2018/10/17 13:37:23:258',6,167,2,3,?,?,?,?,?,?,?,?,?,0
1502,'2018/10/17 13:37:23:267',6,167,2,3,?,?,?,?,?,?,?,?,?,0
1503,'2018/10/17 13:37:23:315',6,196,1,0,?,?,?,?,?,?,?,?,?,0
1504,'2018/10/17 13:37:23:315',6,196,1,0,?,?,?,?,?,?,?,?,?,0
1505,'2018/10/17 13:37:23:325',6,196,1,0,?,?,?,?,?,?,?,?,?,0
1506,'2018/10/17 13:37:23:373',6,221,3,0,?,?,?,?,?,?,?,?,?,0
1507,'2018/10/17 13:37:23:373',6,221,3,0,?,?,?,?,?,?,?,?,?,0
1508,'2018/10/17 13:37:23:432',6,259,2,2,?,?,?,?,?,?,?,?,?,0
1509,'2018/10/17 13:37:23:432',6,259,2,2,?,?,?,?,?,?,?,?,?,0
1510,'2018/10/17 13:37:23:477',6,216,1,1,?,?,?,?,?,?,?,?,?,0
1511,'2018/10/17 13:37:23:477',6,216,1,1,?,?,?,?,?,?,?,?,?,0
1512,'2018/10/17 13:37:23:801',6,164,2,3,?,?,?,?,?,?,?,?,?,0
1513,'2018/10/17 13:37:23:802',6,164,2,3,?,?,?,?,?,?,?,?,?,0
1514,'2018/10/17 13:37:23:861',6,136,1,0,?,?,?,?,?,?,?,?,?,0
1515,'2018/10/17 13:37:23:861',6,136,1,0,?,?,?,?,?,?,?,?,?,0
1516,'2018/10/17 13:37:23:907',6,172,0,0,?,?,?,?,?,?,?,?,?,0
1517,'2018/10/17 13:37:23:907',6,172,0,0,?,?,?,?,?,?,?,?,?,0
1518,'2018/10/17 13:37:23:918',6,178,0,0,?,?,?,?,?,?,?,?,?,0
1519,'2018/10/17 13:37:23:962',6,240,0,0,?,?,?,?,?,?,?,?,?,0
1520,'2018/10/17 13:37:23:962',6,240,0,0,?,?,?,?,?,?,?,?,?,0
1521,'2018/10/17 13:37:23:973',6,230,0,0,?,?,?,?,?,?,?,?,?,0
1522,'2018/10/17 13:37:23:982',6,230,0,0,?,?,?,?,?,?,?,?,?,0
1523,'2018/10/17 13:37:24:016',6,244,1,0,?,?,?,?,?,?,?,?,?,0
1524,'2018/10/17 13:37:24:016',6,244,1,0,?,?,?,?,?,?,?,?,?,0
1525,'2018/10/17 13:37:24:026',6,244,1,0,?,?,?,?,?,?,?,?,?,0
1526,'2018/10/17 13:37:24:081',6,242,1,0,?,?,?,?,?,?,?,?,?,0
1527,'2018/10/17 13:37:24:081',6,242,1,0,?,?,?,?,?,?,?,?,?,0
1528,'2018/10/17 13:37:24:091',6,228,2,0,?,?,?,?,?,?,?,?,?,0
1529,'2018/10/17 13:37:24:333',6,202,0,0,?,?,?,?,?,?,?,?,?,0
1530,'2018/10/17 13:37:24:333',6,202,0,0,?,?,?,?,?,?,?,?,?,0
1531,'2018/10/17 13:37:24:387',6,172,0,0,?,?,?,?,?,?,?,?,?,0
1532,'2018/10/17 13:37:24:387',6,172,0,0,?,?,?,?,?,?,?,?,?,0
1533,'2018/10/17 13:37:24:398',6,172,0,0,?,?,?,?,?,?,?,?,?,0
1534,'2018/10/17 13:37:24:439',6,159,0,0,?,?,?,?,?,?,?,?,?,0
1535,'2018/10/17 13:37:24:440',6,159,0,0,?,?,?,?,?,?,?,?,?,0
1536,'2018/10/17 13:37:24:450',6,156,0,0,?,?,?,?,?,?,?,?,?,0
1537,'2018/10/17 13:37:24:460',6,156,0,0,?,?,?,?,?,?,?,?,?,0
1538,'2018/10/17 13:37:24:502',6,175,4,0,?,?,?,?,?,?,?,?,?,0
1539,'2018/10/17 13:37:24:502',6,175,4,0,?,?,?,?,?,?,?,?,?,0
1540,'2018/10/17 13:37:24:512',6,175,4,0,?,?,?,?,?,?,?,?,?,0
1541,'2018/10/17 13:37:24:567',6,297,3,0,?,?,?,?,?,?,?,?,?,0
1542,'2018/10/17 13:37:24:568',6,297,3,0,?,?,?,?,?,?,?,?,?,0
1543,'2018/10/17 13:37:24:578',6,297,3,0,?,?,?,?,?,?,?,?,?,0
1544,'2018/10/17 13:37:24:624',6,441,2,1,?,?,?,?,?,?,?,?,?,0
1545,'2018/10/17 13:37:24:624',6,441,2,1,?,?,?,?,?,?,?,?,?,0
1546,'2018/10/17 13:37:24:634',6,441,2,1,?,?,?,?,?,?,?,?,?,0
1547,'2018/10/17 13:37:24:671',6,423,1,0,?,?,?,?,?,?,?,?,?,0
1548,'2018/10/17 13:37:24:672',6,423,1,0,?,?,?,?,?,?,?,?,?,0
1549,'2018/10/17 13:37:24:681',6,423,1,0,?,?,?,?,?,?,?,?,?,0
1550,'2018/10/17 13:37:24:931',6,173,0,0,?,?,?,?,?,?,?,?,?,0
1551,'2018/10/17 13:37:24:931',6,173,0,0,?,?,?,?,?,?,?,?,?,0
1552,'2018/10/17 13:37:24:970',6,165,3,3,?,?,?,?,?,?,?,?,?,0
1553,'2018/10/17 13:37:24:970',6,165,3,3,?,?,?,?,?,?,?,?,?,0
1554,'2018/10/17 13:37:24:980',6,165,3,3,?,?,?,?,?,?,?,?,?,0
1555,'2018/10/17 13:37:24:990',6,167,0,0,?,?,?,?,?,?,?,?,?,0
1556,'2018/10/17 13:37:25:106',6,145,1,1,?,?,?,?,?,?,?,?,?,0
1557,'2018/10/17 13:37:25:106',6,145,1,1,?,?,?,?,?,?,?,?,?,0
1558,'2018/10/17 13:37:25:158',6,146,3,1,?,?,?,?,?,?,?,?,?,0
1559,'2018/10/17 13:37:25:159',6,146,3,1,?,?,?,?,?,?,?,?,?,0
1560,'2018/10/17 13:37:25:169',6,146,3,1,?,?,?,?,?,?,?,?,?,0
1561,'2018/10/17 13:37:25:217',6,138,0,0,?,?,?,?,?,?,?,?,?,0
1562,'2018/10/17 13:37:25:217',6,138,0,0,?,?,?,?,?,?,?,?,?,0
1563,'2018/10/17 13:37:25:274',6,126,1,0,?,?,?,?,?,?,?,?,?,0
1564,'2018/10/17 13:37:25:275',6,126,1,0,?,?,?,?,?,?,?,?,?,0
1565,'2018/10/17 13:37:25:521',6,265,1,1,?,?,?,?,?,?,?,?,?,0
1566,'2018/10/17 13:37:25:522',6,265,1,1,?,?,?,?,?,?,?,?,?,0
1567,'2018/10/17 13:37:25:532',6,265,1,1,?,?,?,?,?,?,?,?,?,0
1568,'2018/10/17 13:37:25:608',6,274,0,2,?,?,?,?,?,?,?,?,?,0
1569,'2018/10/17 13:37:25:608',6,274,0,2,?,?,?,?,?,?,?,?,?,0
1570,'2018/10/17 13:37:25:658',6,195,3,0,?,?,?,?,?,?,?,?,?,0
1571,'2018/10/17 13:37:25:658',6,195,3,0,?,?,?,?,?,?,?,?,?,0
1572,'2018/10/17 13:37:25:712',6,184,1,1,?,?,?,?,?,?,?,?,?,0
1573,'2018/10/17 13:37:25:713',6,184,1,1,?,?,?,?,?,?,?,?,?,0
1574,'2018/10/17 13:37:25:723',6,184,1,0,?,?,?,?,?,?,?,?,?,0
1575,'2018/10/17 13:37:25:825',6,401,2,0,?,?,?,?,?,?,?,?,?,0
1576,'2018/10/17 13:37:25:825',6,401,2,0,?,?,?,?,?,?,?,?,?,0
1577,'2018/10/17 13:37:25:870',6,659,3,1,?,?,?,?,?,?,?,?,?,0
1578,'2018/10/17 13:37:25:871',6,659,3,1,?,?,?,?,?,?,?,?,?,0
1579,'2018/10/17 13:37:26:117',6,356,2,2,?,?,?,?,?,?,?,?,?,0
1580,'2018/10/17 13:37:26:118',6,356,2,2,?,?,?,?,?,?,?,?,?,0
1581,'2018/10/17 13:37:26:348',6,195,2,0,?,?,?,?,?,?,?,?,?,0
1582,'2018/10/17 13:37:26:349',6,195,2,0,?,?,?,?,?,?,?,?,?,0
1583,'2018/10/17 13:37:26:475',6,188,3,0,?,?,?,?,?,?,?,?,?,0
1584,'2018/10/17 13:37:26:475',6,188,3,0,?,?,?,?,?,?,?,?,?,0
1585,'2018/10/17 13:37:26:731',6,304,3,0,?,?,?,?,?,?,?,?,?,0
1586,'2018/10/17 13:37:26:731',6,304,3,0,?,?,?,?,?,?,?,?,?,0
1587,'2018/10/17 13:37:26:857',6,202,0,0,?,?,?,?,?,?,?,?,?,0
1588,'2018/10/17 13:37:26:858',6,202,0,0,?,?,?,?,?,?,?,?,?,0
1589,'2018/10/17 13:37:26:909',6,271,1,1,?,?,?,?,?,?,?,?,?,0
1590,'2018/10/17 13:37:26:909',6,271,1,1,?,?,?,?,?,?,?,?,?,0
1591,'2018/10/17 13:37:26:919',6,271,1,1,?,?,?,?,?,?,?,?,?,0
1592,'2018/10/17 13:37:26:968',6,220,0,0,?,?,?,?,?,?,?,?,?,0
1593,'2018/10/17 13:37:26:968',6,220,0,0,?,?,?,?,?,?,?,?,?,0
1594,'2018/10/17 13:37:27:013',6,224,1,2,?,?,?,?,?,?,?,?,?,0
1595,'2018/10/17 13:37:27:014',6,224,1,2,?,?,?,?,?,?,?,?,?,0
1596,'2018/10/17 13:37:27:068',6,265,0,0,?,?,?,?,?,?,?,?,?,0
1597,'2018/10/17 13:37:27:068',6,265,0,0,?,?,?,?,?,?,?,?,?,0
1598,'2018/10/17 13:37:27:079',6,265,0,0,?,?,?,?,?,?,?,?,?,0
1599,'2018/10/17 13:37:27:397',6,297,3,2,?,?,?,?,?,?,?,?,?,0
1600,'2018/10/17 13:37:27:397',6,297,3,2,?,?,?,?,?,?,?,?,?,0
1601,'2018/10/17 13:37:27:499',6,407,1,0,?,?,?,?,?,?,?,?,?,0
1602,'2018/10/17 13:37:27:500',6,407,1,0,?,?,?,?,?,?,?,?,?,0
1603,'2018/10/17 13:37:27:556',6,689,2,0,?,?,?,?,?,?,?,?,?,0
1604,'2018/10/17 13:37:27:556',6,689,2,0,?,?,?,?,?,?,?,?,?,0
1605,'2018/10/17 13:37:27:567',6,689,2,0,?,?,?,?,?,?,?,?,?,0
1606,'2018/10/17 13:37:27:669',6,781,2,0,?,?,?,?,?,?,?,?,?,0
1607,'2018/10/17 13:37:27:669',6,781,2,0,?,?,?,?,?,?,?,?,?,0
1608,'2018/10/17 13:37:27:679',6,781,2,0,?,?,?,?,?,?,?,?,?,0
1609,'2018/10/17 13:37:27:996',6,277,1,0,?,?,?,?,?,?,?,?,?,0
1610,'2018/10/17 13:37:27:996',6,277,1,0,?,?,?,?,?,?,?,?,?,0
