@relation dataset

@attribute ID numeric
@attribute Time date 'yyyy/MM/dd HH:mm:ss:SSS'
@attribute 'Training round' numeric
@attribute inputs-1 numeric
@attribute inputs-2 numeric
@attribute inputs-3 numeric
@attribute outputs-1 numeric
@attribute outputs-2 numeric
@attribute outputs-3 numeric
@attribute outputs-4 numeric
@attribute outputs-5 numeric
@attribute outputs-6 numeric
@attribute outputs-7 numeric
@attribute outputs-8 numeric
@attribute outputs-9 numeric
@attribute outputs-10 numeric

@data
283,'2018/10/17 13:29:17:091',2,556,3,1,?,?,?,?,?,?,?,?,?,?
284,'2018/10/17 13:29:17:100',2,556,3,1,?,?,?,?,?,?,?,?,?,?
285,'2018/10/17 13:29:17:206',2,717,4,0,?,?,?,?,?,?,?,?,?,?
286,'2018/10/17 13:29:17:206',2,717,4,0,?,?,?,?,?,?,?,?,?,?
287,'2018/10/17 13:29:17:319',2,621,3,1,?,?,?,?,?,?,?,?,?,?
288,'2018/10/17 13:29:17:319',2,621,3,1,?,?,?,?,?,?,?,?,?,?
289,'2018/10/17 13:29:17:581',2,505,2,0,?,?,?,?,?,?,?,?,?,?
290,'2018/10/17 13:29:17:581',2,505,2,0,?,?,?,?,?,?,?,?,?,?
291,'2018/10/17 13:29:17:636',2,584,3,0,?,?,?,?,?,?,?,?,?,?
292,'2018/10/17 13:29:17:636',2,584,3,0,?,?,?,?,?,?,?,?,?,?
293,'2018/10/17 13:29:17:757',2,645,1,0,?,?,?,?,?,?,?,?,?,?
294,'2018/10/17 13:29:17:758',2,645,1,0,?,?,?,?,?,?,?,?,?,?
295,'2018/10/17 13:29:17:804',2,669,2,0,?,?,?,?,?,?,?,?,?,?
296,'2018/10/17 13:29:17:805',2,669,2,0,?,?,?,?,?,?,?,?,?,?
297,'2018/10/17 13:29:17:814',2,670,1,0,?,?,?,?,?,?,?,?,?,?
298,'2018/10/17 13:29:17:825',2,670,1,0,?,?,?,?,?,?,?,?,?,?
299,'2018/10/17 13:29:17:859',2,602,3,0,?,?,?,?,?,?,?,?,?,?
300,'2018/10/17 13:29:17:859',2,602,3,0,?,?,?,?,?,?,?,?,?,?
301,'2018/10/17 13:29:17:871',2,602,3,0,?,?,?,?,?,?,?,?,?,?
302,'2018/10/17 13:29:17:920',2,720,2,0,?,?,?,?,?,?,?,?,?,?
303,'2018/10/17 13:29:17:921',2,720,2,0,?,?,?,?,?,?,?,?,?,?
304,'2018/10/17 13:29:17:931',2,809,2,0,?,?,?,?,?,?,?,?,?,?
305,'2018/10/17 13:29:18:116',2,591,4,1,?,?,?,?,?,?,?,?,?,?
306,'2018/10/17 13:29:18:116',2,591,4,1,?,?,?,?,?,?,?,?,?,?
307,'2018/10/17 13:29:18:176',2,550,3,0,?,?,?,?,?,?,?,?,?,?
308,'2018/10/17 13:29:18:177',2,550,3,0,?,?,?,?,?,?,?,?,?,?
309,'2018/10/17 13:29:18:269',2,568,0,0,?,?,?,?,?,?,?,?,?,?
310,'2018/10/17 13:29:18:270',2,568,0,0,?,?,?,?,?,?,?,?,?,?
311,'2018/10/17 13:29:18:279',2,568,0,0,?,?,?,?,?,?,?,?,?,?
312,'2018/10/17 13:29:18:405',2,621,6,0,?,?,?,?,?,?,?,?,?,?
313,'2018/10/17 13:29:18:405',2,621,6,0,?,?,?,?,?,?,?,?,?,?
314,'2018/10/17 13:29:18:468',2,541,5,0,?,?,?,?,?,?,?,?,?,?
315,'2018/10/17 13:29:18:468',2,541,5,0,?,?,?,?,?,?,?,?,?,?
316,'2018/10/17 13:29:18:512',2,666,3,1,?,?,?,?,?,?,?,?,?,?
317,'2018/10/17 13:29:18:512',2,666,3,1,?,?,?,?,?,?,?,?,?,?
318,'2018/10/17 13:29:18:522',2,666,3,1,?,?,?,?,?,?,?,?,?,?
319,'2018/10/17 13:29:18:776',2,561,5,0,?,?,?,?,?,?,?,?,?,?
320,'2018/10/17 13:29:18:777',2,561,5,0,?,?,?,?,?,?,?,?,?,?
321,'2018/10/17 13:29:18:832',2,568,3,0,?,?,?,?,?,?,?,?,?,?
322,'2018/10/17 13:29:18:832',2,568,3,0,?,?,?,?,?,?,?,?,?,?
323,'2018/10/17 13:29:18:842',2,568,3,0,?,?,?,?,?,?,?,?,?,?
324,'2018/10/17 13:29:18:950',2,518,3,1,?,?,?,?,?,?,?,?,?,?
325,'2018/10/17 13:29:18:951',2,518,3,1,?,?,?,?,?,?,?,?,?,?
326,'2018/10/17 13:29:19:004',2,637,3,1,?,?,?,?,?,?,?,?,?,?
327,'2018/10/17 13:29:19:005',2,637,3,1,?,?,?,?,?,?,?,?,?,?
328,'2018/10/17 13:29:19:058',2,598,3,0,?,?,?,?,?,?,?,?,?,?
329,'2018/10/17 13:29:19:058',2,598,3,0,?,?,?,?,?,?,?,?,?,?
330,'2018/10/17 13:29:19:069',2,598,3,0,?,?,?,?,?,?,?,?,?,?
331,'2018/10/17 13:29:19:118',2,580,2,0,?,?,?,?,?,?,?,?,?,?
332,'2018/10/17 13:29:19:119',2,580,2,0,?,?,?,?,?,?,?,?,?,?
333,'2018/10/17 13:29:19:369',2,501,4,2,?,?,?,?,?,?,?,?,?,?
334,'2018/10/17 13:29:19:370',2,501,4,2,?,?,?,?,?,?,?,?,?,?
335,'2018/10/17 13:29:19:600',2,523,3,0,?,?,?,?,?,?,?,?,?,?
336,'2018/10/17 13:29:19:601',2,523,3,0,?,?,?,?,?,?,?,?,?,?
337,'2018/10/17 13:29:19:611',2,523,3,0,?,?,?,?,?,?,?,?,?,?
338,'2018/10/17 13:29:19:658',2,524,4,0,?,?,?,?,?,?,?,?,?,?
339,'2018/10/17 13:29:19:658',2,524,4,0,?,?,?,?,?,?,?,?,?,?
340,'2018/10/17 13:29:19:710',2,573,1,0,?,?,?,?,?,?,?,?,?,?
341,'2018/10/17 13:29:19:711',2,573,1,0,?,?,?,?,?,?,?,?,?,?
342,'2018/10/17 13:29:19:720',2,573,1,0,?,?,?,?,?,?,?,?,?,?
343,'2018/10/17 13:29:20:042',2,573,0,0,?,?,?,?,?,?,?,?,?,?
344,'2018/10/17 13:29:20:042',2,573,0,0,?,?,?,?,?,?,?,?,?,?
345,'2018/10/17 13:29:20:078',2,565,2,1,?,?,?,?,?,?,?,?,?,?
346,'2018/10/17 13:29:20:079',2,565,2,1,?,?,?,?,?,?,?,?,?,?
347,'2018/10/17 13:29:20:088',2,565,2,1,?,?,?,?,?,?,?,?,?,?
348,'2018/10/17 13:29:20:132',2,455,2,0,?,?,?,?,?,?,?,?,?,?
349,'2018/10/17 13:29:20:132',2,455,2,0,?,?,?,?,?,?,?,?,?,?
350,'2018/10/17 13:29:20:142',2,455,2,0,?,?,?,?,?,?,?,?,?,?
351,'2018/10/17 13:29:20:191',2,648,2,0,?,?,?,?,?,?,?,?,?,?
352,'2018/10/17 13:29:20:192',2,648,2,0,?,?,?,?,?,?,?,?,?,?
353,'2018/10/17 13:29:20:202',2,616,2,0,?,?,?,?,?,?,?,?,?,?
354,'2018/10/17 13:29:20:212',2,616,2,0,?,?,?,?,?,?,?,?,?,?
355,'2018/10/17 13:29:20:222',2,616,2,0,?,?,?,?,?,?,?,?,?,?
356,'2018/10/17 13:29:20:265',2,712,3,0,?,?,?,?,?,?,?,?,?,?
357,'2018/10/17 13:29:20:265',2,712,3,0,?,?,?,?,?,?,?,?,?,?
358,'2018/10/17 13:29:20:277',2,712,3,0,?,?,?,?,?,?,?,?,?,?
359,'2018/10/17 13:29:20:314',2,660,6,0,?,?,?,?,?,?,?,?,?,?
360,'2018/10/17 13:29:20:314',2,660,6,0,?,?,?,?,?,?,?,?,?,?
361,'2018/10/17 13:29:20:499',2,561,1,2,?,?,?,?,?,?,?,?,?,?
362,'2018/10/17 13:29:20:500',2,561,1,2,?,?,?,?,?,?,?,?,?,?
363,'2018/10/17 13:29:20:511',2,561,1,2,?,?,?,?,?,?,?,?,?,?
364,'2018/10/17 13:29:20:622',2,688,2,0,?,?,?,?,?,?,?,?,?,?
365,'2018/10/17 13:29:20:623',2,688,2,0,?,?,?,?,?,?,?,?,?,?
366,'2018/10/17 13:29:20:691',2,577,1,0,?,?,?,?,?,?,?,?,?,?
367,'2018/10/17 13:29:20:692',2,577,1,0,?,?,?,?,?,?,?,?,?,?
368,'2018/10/17 13:29:20:703',2,577,1,0,?,?,?,?,?,?,?,?,?,?
369,'2018/10/17 13:29:20:917',2,593,2,3,?,?,?,?,?,?,?,?,?,?
370,'2018/10/17 13:29:20:917',2,593,2,3,?,?,?,?,?,?,?,?,?,?
371,'2018/10/17 13:29:21:162',2,573,5,0,?,?,?,?,?,?,?,?,?,?
372,'2018/10/17 13:29:21:162',2,573,5,0,?,?,?,?,?,?,?,?,?,?
373,'2018/10/17 13:29:21:173',2,573,5,0,?,?,?,?,?,?,?,?,?,?
374,'2018/10/17 13:29:21:279',2,619,5,1,?,?,?,?,?,?,?,?,?,?
375,'2018/10/17 13:29:21:280',2,619,5,1,?,?,?,?,?,?,?,?,?,?
376,'2018/10/17 13:29:21:398',2,570,4,0,?,?,?,?,?,?,?,?,?,?
377,'2018/10/17 13:29:21:398',2,570,4,0,?,?,?,?,?,?,?,?,?,?
378,'2018/10/17 13:29:21:408',2,570,4,0,?,?,?,?,?,?,?,?,?,?
379,'2018/10/17 13:29:21:455',2,611,3,0,?,?,?,?,?,?,?,?,?,?
380,'2018/10/17 13:29:21:455',2,611,3,0,?,?,?,?,?,?,?,?,?,?
381,'2018/10/17 13:29:21:466',2,640,0,1,?,?,?,?,?,?,?,?,?,?
382,'2018/10/17 13:29:21:476',2,640,0,1,?,?,?,?,?,?,?,?,?,?
383,'2018/10/17 13:29:21:517',2,579,2,0,?,?,?,?,?,?,?,?,?,?
384,'2018/10/17 13:29:21:518',2,579,2,0,?,?,?,?,?,?,?,?,?,?
385,'2018/10/17 13:29:21:528',2,558,1,0,?,?,?,?,?,?,?,?,?,?
386,'2018/10/17 13:29:21:709',2,659,2,0,?,?,?,?,?,?,?,?,?,?
387,'2018/10/17 13:29:21:709',2,659,2,0,?,?,?,?,?,?,?,?,?,?
388,'2018/10/17 13:29:21:764',2,708,0,1,?,?,?,?,?,?,?,?,?,?
389,'2018/10/17 13:29:21:764',2,708,0,1,?,?,?,?,?,?,?,?,?,?
390,'2018/10/17 13:29:21:774',2,708,0,1,?,?,?,?,?,?,?,?,?,?
391,'2018/10/17 13:29:21:840',2,689,3,0,?,?,?,?,?,?,?,?,?,?
392,'2018/10/17 13:29:21:841',2,689,3,0,?,?,?,?,?,?,?,?,?,?
393,'2018/10/17 13:29:21:883',2,671,1,3,?,?,?,?,?,?,?,?,?,?
394,'2018/10/17 13:29:21:883',2,671,1,3,?,?,?,?,?,?,?,?,?,?
395,'2018/10/17 13:29:21:893',2,671,1,3,?,?,?,?,?,?,?,?,?,?
396,'2018/10/17 13:29:21:947',2,776,5,0,?,?,?,?,?,?,?,?,?,?
397,'2018/10/17 13:29:21:947',2,776,5,0,?,?,?,?,?,?,?,?,?,?
398,'2018/10/17 13:29:21:958',2,776,5,0,?,?,?,?,?,?,?,?,?,?
399,'2018/10/17 13:29:21:996',2,900,1,0,?,?,?,?,?,?,?,?,?,?
400,'2018/10/17 13:29:21:996',2,900,1,0,?,?,?,?,?,?,?,?,?,?
401,'2018/10/17 13:29:22:007',2,900,1,0,?,?,?,?,?,?,?,?,?,?
402,'2018/10/17 13:29:22:062',2,794,3,0,?,?,?,?,?,?,?,?,?,?
403,'2018/10/17 13:29:22:063',2,794,3,0,?,?,?,?,?,?,?,?,?,?
404,'2018/10/17 13:29:22:112',2,788,2,0,?,?,?,?,?,?,?,?,?,?
405,'2018/10/17 13:29:22:113',2,788,2,0,?,?,?,?,?,?,?,?,?,?
406,'2018/10/17 13:29:22:309',2,706,0,3,?,?,?,?,?,?,?,?,?,?
407,'2018/10/17 13:29:22:310',2,706,0,3,?,?,?,?,?,?,?,?,?,?
408,'2018/10/17 13:29:22:372',2,744,3,0,?,?,?,?,?,?,?,?,?,?
409,'2018/10/17 13:29:22:372',2,744,3,0,?,?,?,?,?,?,?,?,?,?
410,'2018/10/17 13:29:22:411',2,650,1,0,?,?,?,?,?,?,?,?,?,?
411,'2018/10/17 13:29:22:412',2,650,1,0,?,?,?,?,?,?,?,?,?,?
412,'2018/10/17 13:29:22:422',2,719,0,0,?,?,?,?,?,?,?,?,?,?
413,'2018/10/17 13:29:22:484',2,831,3,1,?,?,?,?,?,?,?,?,?,?
414,'2018/10/17 13:29:22:484',2,831,3,1,?,?,?,?,?,?,?,?,?,?
415,'2018/10/17 13:29:22:552',2,845,5,1,?,?,?,?,?,?,?,?,?,?
416,'2018/10/17 13:29:22:552',2,845,5,1,?,?,?,?,?,?,?,?,?,?
417,'2018/10/17 13:29:22:596',2,958,5,1,?,?,?,?,?,?,?,?,?,?
418,'2018/10/17 13:29:22:597',2,958,5,1,?,?,?,?,?,?,?,?,?,?
419,'2018/10/17 13:29:22:654',2,909,5,1,?,?,?,?,?,?,?,?,?,?
420,'2018/10/17 13:29:22:654',2,909,5,1,?,?,?,?,?,?,?,?,?,?
421,'2018/10/17 13:29:22:712',2,858,2,0,?,?,?,?,?,?,?,?,?,?
422,'2018/10/17 13:29:22:713',2,858,2,0,?,?,?,?,?,?,?,?,?,?
423,'2018/10/17 13:29:22:908',2,934,3,0,?,?,?,?,?,?,?,?,?,?
424,'2018/10/17 13:29:22:908',2,934,3,0,?,?,?,?,?,?,?,?,?,?
425,'2018/10/17 13:29:22:959',2,828,3,0,?,?,?,?,?,?,?,?,?,?
426,'2018/10/17 13:29:22:960',2,828,3,0,?,?,?,?,?,?,?,?,?,?
427,'2018/10/17 13:29:22:970',2,828,3,0,?,?,?,?,?,?,?,?,?,?
428,'2018/10/17 13:29:23:025',2,610,3,0,?,?,?,?,?,?,?,?,?,?
429,'2018/10/17 13:29:23:026',2,610,3,0,?,?,?,?,?,?,?,?,?,?
430,'2018/10/17 13:29:23:036',2,610,3,0,?,?,?,?,?,?,?,?,?,?
431,'2018/10/17 13:29:23:094',2,659,2,0,?,?,?,?,?,?,?,?,?,?
432,'2018/10/17 13:29:23:095',2,659,2,0,?,?,?,?,?,?,?,?,?,?
433,'2018/10/17 13:29:23:104',2,659,2,0,?,?,?,?,?,?,?,?,?,?
434,'2018/10/17 13:29:23:200',2,784,3,1,?,?,?,?,?,?,?,?,?,?
435,'2018/10/17 13:29:23:201',2,784,3,1,?,?,?,?,?,?,?,?,?,?
436,'2018/10/17 13:29:23:211',2,781,2,3,?,?,?,?,?,?,?,?,?,?
437,'2018/10/17 13:29:23:252',2,597,3,2,?,?,?,?,?,?,?,?,?,?
438,'2018/10/17 13:29:23:252',2,597,3,2,?,?,?,?,?,?,?,?,?,?
439,'2018/10/17 13:29:23:315',2,597,1,1,?,?,?,?,?,?,?,?,?,?
440,'2018/10/17 13:29:23:316',2,597,1,1,?,?,?,?,?,?,?,?,?,?
441,'2018/10/17 13:29:23:326',2,597,1,1,?,?,?,?,?,?,?,?,?,?
442,'2018/10/17 13:29:23:629',2,658,3,2,?,?,?,?,?,?,?,?,?,?
443,'2018/10/17 13:29:23:629',2,658,3,2,?,?,?,?,?,?,?,?,?,?
444,'2018/10/17 13:29:23:685',2,719,2,0,?,?,?,?,?,?,?,?,?,?
445,'2018/10/17 13:29:23:686',2,719,2,0,?,?,?,?,?,?,?,?,?,?
446,'2018/10/17 13:29:23:742',2,512,2,0,?,?,?,?,?,?,?,?,?,?
447,'2018/10/17 13:29:23:742',2,512,2,0,?,?,?,?,?,?,?,?,?,?
448,'2018/10/17 13:29:23:786',2,503,3,0,?,?,?,?,?,?,?,?,?,?
449,'2018/10/17 13:29:23:786',2,503,3,0,?,?,?,?,?,?,?,?,?,?
450,'2018/10/17 13:29:23:796',2,503,3,0,?,?,?,?,?,?,?,?,?,?
451,'2018/10/17 13:29:23:851',2,443,5,0,?,?,?,?,?,?,?,?,?,?
452,'2018/10/17 13:29:23:852',2,443,5,0,?,?,?,?,?,?,?,?,?,?
453,'2018/10/17 13:29:23:906',2,428,2,0,?,?,?,?,?,?,?,?,?,?
454,'2018/10/17 13:29:23:907',2,428,2,0,?,?,?,?,?,?,?,?,?,?
455,'2018/10/17 13:29:23:917',2,428,2,0,?,?,?,?,?,?,?,?,?,?
456,'2018/10/17 13:29:24:167',2,575,3,0,?,?,?,?,?,?,?,?,?,?
457,'2018/10/17 13:29:24:168',2,575,3,0,?,?,?,?,?,?,?,?,?,?
458,'2018/10/17 13:29:24:239',2,539,0,1,?,?,?,?,?,?,?,?,?,?
459,'2018/10/17 13:29:24:239',2,539,0,1,?,?,?,?,?,?,?,?,?,?
460,'2018/10/17 13:29:24:282',2,520,2,0,?,?,?,?,?,?,?,?,?,?
461,'2018/10/17 13:29:24:282',2,520,2,0,?,?,?,?,?,?,?,?,?,?
462,'2018/10/17 13:29:24:292',2,520,2,0,?,?,?,?,?,?,?,?,?,?
463,'2018/10/17 13:29:24:343',2,423,1,0,?,?,?,?,?,?,?,?,?,?
464,'2018/10/17 13:29:24:344',2,423,1,0,?,?,?,?,?,?,?,?,?,?
465,'2018/10/17 13:29:24:353',2,423,1,0,?,?,?,?,?,?,?,?,?,?
466,'2018/10/17 13:29:24:396',2,497,2,2,?,?,?,?,?,?,?,?,?,?
467,'2018/10/17 13:29:24:397',2,497,2,2,?,?,?,?,?,?,?,?,?,?
468,'2018/10/17 13:29:24:453',2,471,6,0,?,?,?,?,?,?,?,?,?,?
469,'2018/10/17 13:29:24:453',2,471,6,0,?,?,?,?,?,?,?,?,?,?
470,'2018/10/17 13:29:24:505',2,426,2,2,?,?,?,?,?,?,?,?,?,?
471,'2018/10/17 13:29:24:506',2,426,2,2,?,?,?,?,?,?,?,?,?,?
472,'2018/10/17 13:29:24:515',2,426,2,2,?,?,?,?,?,?,?,?,?,?
473,'2018/10/17 13:30:08:114',3,243,2,0,?,?,?,?,?,?,?,?,?,?
474,'2018/10/17 13:30:08:114',3,243,2,0,?,?,?,?,?,?,?,?,?,?
475,'2018/10/17 13:30:08:123',3,243,2,0,?,?,?,?,?,?,?,?,?,?
476,'2018/10/17 13:30:08:410',3,98,2,0,?,?,?,?,?,?,?,?,?,?
477,'2018/10/17 13:30:08:411',3,98,2,0,?,?,?,?,?,?,?,?,?,?
478,'2018/10/17 13:30:08:648',3,306,5,0,?,?,?,?,?,?,?,?,?,?
479,'2018/10/17 13:30:08:649',3,306,5,0,?,?,?,?,?,?,?,?,?,?
480,'2018/10/17 13:30:08:704',3,289,5,0,?,?,?,?,?,?,?,?,?,?
481,'2018/10/17 13:30:08:705',3,289,5,0,?,?,?,?,?,?,?,?,?,?
482,'2018/10/17 13:30:08:715',3,289,5,0,?,?,?,?,?,?,?,?,?,?
483,'2018/10/17 13:30:08:753',3,274,3,0,?,?,?,?,?,?,?,?,?,?
484,'2018/10/17 13:30:08:753',3,274,3,0,?,?,?,?,?,?,?,?,?,?
485,'2018/10/17 13:30:08:825',3,273,2,0,?,?,?,?,?,?,?,?,?,?
486,'2018/10/17 13:30:08:825',3,273,2,0,?,?,?,?,?,?,?,?,?,?
487,'2018/10/17 13:30:08:878',3,236,3,0,?,?,?,?,?,?,?,?,?,?
488,'2018/10/17 13:30:08:879',3,236,3,0,?,?,?,?,?,?,?,?,?,?
489,'2018/10/17 13:30:08:889',3,236,3,0,?,?,?,?,?,?,?,?,?,?
490,'2018/10/17 13:30:08:932',3,192,4,0,?,?,?,?,?,?,?,?,?,?
491,'2018/10/17 13:30:08:932',3,192,4,0,?,?,?,?,?,?,?,?,?,?
492,'2018/10/17 13:30:08:987',3,143,3,3,?,?,?,?,?,?,?,?,?,?
493,'2018/10/17 13:30:08:987',3,143,3,3,?,?,?,?,?,?,?,?,?,?
494,'2018/10/17 13:30:08:998',3,136,1,1,?,?,?,?,?,?,?,?,?,?
495,'2018/10/17 13:30:09:253',3,88,0,0,?,?,?,?,?,?,?,?,?,?
496,'2018/10/17 13:30:09:254',3,88,0,0,?,?,?,?,?,?,?,?,?,?
497,'2018/10/17 13:30:09:265',3,88,0,0,?,?,?,?,?,?,?,?,?,?
498,'2018/10/17 13:30:09:517',3,151,3,0,?,?,?,?,?,?,?,?,?,?
499,'2018/10/17 13:30:09:517',3,151,3,0,?,?,?,?,?,?,?,?,?,?
500,'2018/10/17 13:30:09:602',3,105,3,0,?,?,?,?,?,?,?,?,?,?
501,'2018/10/17 13:30:09:603',3,105,3,0,?,?,?,?,?,?,?,?,?,?
502,'2018/10/17 13:30:09:613',3,100,1,0,?,?,?,?,?,?,?,?,?,?
503,'2018/10/17 13:30:09:683',3,89,3,0,?,?,?,?,?,?,?,?,?,?
504,'2018/10/17 13:30:09:684',3,89,3,0,?,?,?,?,?,?,?,?,?,?
505,'2018/10/17 13:30:09:694',3,89,3,0,?,?,?,?,?,?,?,?,?,?
506,'2018/10/17 13:30:09:753',3,88,4,5,?,?,?,?,?,?,?,?,?,?
507,'2018/10/17 13:30:09:753',3,88,4,5,?,?,?,?,?,?,?,?,?,?
508,'2018/10/17 13:30:09:764',3,88,4,5,?,?,?,?,?,?,?,?,?,?
509,'2018/10/17 13:30:09:795',3,119,1,0,?,?,?,?,?,?,?,?,?,?
510,'2018/10/17 13:30:09:796',3,119,1,0,?,?,?,?,?,?,?,?,?,?
511,'2018/10/17 13:30:09:806',3,119,1,0,?,?,?,?,?,?,?,?,?,?
512,'2018/10/17 13:30:09:816',3,119,1,0,?,?,?,?,?,?,?,?,?,?
513,'2018/10/17 13:30:10:212',3,83,2,1,?,?,?,?,?,?,?,?,?,?
514,'2018/10/17 13:30:10:212',3,83,2,1,?,?,?,?,?,?,?,?,?,?
515,'2018/10/17 13:30:10:222',3,83,2,1,?,?,?,?,?,?,?,?,?,?
516,'2018/10/17 13:30:10:505',3,111,1,0,?,?,?,?,?,?,?,?,?,?
517,'2018/10/17 13:30:10:505',3,111,1,0,?,?,?,?,?,?,?,?,?,?
518,'2018/10/17 13:30:10:559',3,107,3,0,?,?,?,?,?,?,?,?,?,?
519,'2018/10/17 13:30:10:559',3,107,3,0,?,?,?,?,?,?,?,?,?,?
520,'2018/10/17 13:30:10:570',3,107,3,0,?,?,?,?,?,?,?,?,?,?
521,'2018/10/17 13:30:10:595',3,105,3,0,?,?,?,?,?,?,?,?,?,?
522,'2018/10/17 13:30:10:596',3,105,3,0,?,?,?,?,?,?,?,?,?,?
523,'2018/10/17 13:30:10:606',3,105,3,0,?,?,?,?,?,?,?,?,?,?
524,'2018/10/17 13:30:10:616',3,114,7,2,?,?,?,?,?,?,?,?,?,?
525,'2018/10/17 13:30:10:663',3,106,2,0,?,?,?,?,?,?,?,?,?,?
526,'2018/10/17 13:30:10:663',3,106,2,0,?,?,?,?,?,?,?,?,?,?
527,'2018/10/17 13:30:10:674',3,106,2,0,?,?,?,?,?,?,?,?,?,?
528,'2018/10/17 13:30:10:730',3,106,4,1,?,?,?,?,?,?,?,?,?,?
529,'2018/10/17 13:30:10:731',3,106,4,1,?,?,?,?,?,?,?,?,?,?
530,'2018/10/17 13:30:10:907',3,91,0,0,?,?,?,?,?,?,?,?,?,?
531,'2018/10/17 13:30:10:907',3,91,0,0,?,?,?,?,?,?,?,?,?,?
532,'2018/10/17 13:30:10:928',3,101,0,0,?,?,?,?,?,?,?,?,?,?
533,'2018/10/17 13:30:10:929',3,101,0,0,?,?,?,?,?,?,?,?,?,?
534,'2018/10/17 13:30:10:939',3,101,0,0,?,?,?,?,?,?,?,?,?,?
535,'2018/10/17 13:30:10:976',3,106,2,3,?,?,?,?,?,?,?,?,?,?
536,'2018/10/17 13:30:10:976',3,106,2,3,?,?,?,?,?,?,?,?,?,?
537,'2018/10/17 13:30:10:987',3,106,2,3,?,?,?,?,?,?,?,?,?,?
538,'2018/10/17 13:30:11:114',3,103,0,1,?,?,?,?,?,?,?,?,?,?
539,'2018/10/17 13:30:11:114',3,103,0,1,?,?,?,?,?,?,?,?,?,?
540,'2018/10/17 13:30:11:126',3,103,0,1,?,?,?,?,?,?,?,?,?,?
541,'2018/10/17 13:30:11:135',3,103,0,1,?,?,?,?,?,?,?,?,?,?
542,'2018/10/17 13:30:11:162',3,126,3,0,?,?,?,?,?,?,?,?,?,?
543,'2018/10/17 13:30:11:162',3,126,3,0,?,?,?,?,?,?,?,?,?,?
544,'2018/10/17 13:30:11:173',3,126,3,0,?,?,?,?,?,?,?,?,?,?
545,'2018/10/17 13:30:11:221',3,144,3,3,?,?,?,?,?,?,?,?,?,?
546,'2018/10/17 13:30:11:221',3,144,3,3,?,?,?,?,?,?,?,?,?,?
547,'2018/10/17 13:30:11:282',3,143,3,0,?,?,?,?,?,?,?,?,?,?
548,'2018/10/17 13:30:11:282',3,143,3,0,?,?,?,?,?,?,?,?,?,?
549,'2018/10/17 13:30:11:294',3,143,3,0,?,?,?,?,?,?,?,?,?,?
550,'2018/10/17 13:30:11:329',3,114,2,0,?,?,?,?,?,?,?,?,?,?
551,'2018/10/17 13:30:11:330',3,114,2,0,?,?,?,?,?,?,?,?,?,?
552,'2018/10/17 13:30:11:340',3,114,2,0,?,?,?,?,?,?,?,?,?,?
553,'2018/10/17 13:30:11:429',3,87,3,2,?,?,?,?,?,?,?,?,?,?
554,'2018/10/17 13:30:11:430',3,87,3,2,?,?,?,?,?,?,?,?,?,?
555,'2018/10/17 13:30:11:482',3,95,0,3,?,?,?,?,?,?,?,?,?,?
556,'2018/10/17 13:30:11:482',3,95,0,3,?,?,?,?,?,?,?,?,?,?
557,'2018/10/17 13:30:11:548',3,71,0,1,?,?,?,?,?,?,?,?,?,?
558,'2018/10/17 13:30:11:549',3,71,0,1,?,?,?,?,?,?,?,?,?,?
559,'2018/10/17 13:30:11:604',3,86,0,3,?,?,?,?,?,?,?,?,?,?
560,'2018/10/17 13:30:11:604',3,86,0,3,?,?,?,?,?,?,?,?,?,?
561,'2018/10/17 13:30:11:615',3,86,0,3,?,?,?,?,?,?,?,?,?,?
562,'2018/10/17 13:30:11:682',3,90,2,3,?,?,?,?,?,?,?,?,?,?
563,'2018/10/17 13:30:11:682',3,90,2,3,?,?,?,?,?,?,?,?,?,?
564,'2018/10/17 13:30:11:693',3,90,2,3,?,?,?,?,?,?,?,?,?,?
565,'2018/10/17 13:30:11:708',3,98,1,0,?,?,?,?,?,?,?,?,?,?
566,'2018/10/17 13:30:11:713',3,98,1,0,?,?,?,?,?,?,?,?,?,?
567,'2018/10/17 13:30:11:771',3,92,0,0,?,?,?,?,?,?,?,?,?,?
568,'2018/10/17 13:30:11:772',3,92,0,0,?,?,?,?,?,?,?,?,?,?
569,'2018/10/17 13:30:11:825',3,102,1,1,?,?,?,?,?,?,?,?,?,?
570,'2018/10/17 13:30:11:825',3,102,1,1,?,?,?,?,?,?,?,?,?,?
571,'2018/10/17 13:30:11:836',3,102,1,1,?,?,?,?,?,?,?,?,?,?
572,'2018/10/17 13:30:11:860',3,93,3,0,?,?,?,?,?,?,?,?,?,?
573,'2018/10/17 13:30:11:861',3,93,3,0,?,?,?,?,?,?,?,?,?,?
574,'2018/10/17 13:30:11:871',3,93,3,0,?,?,?,?,?,?,?,?,?,?
575,'2018/10/17 13:30:12:005',3,90,1,4,?,?,?,?,?,?,?,?,?,?
576,'2018/10/17 13:30:12:005',3,90,1,4,?,?,?,?,?,?,?,?,?,?
577,'2018/10/17 13:30:12:015',3,90,1,4,?,?,?,?,?,?,?,?,?,?
578,'2018/10/17 13:30:12:102',3,88,3,3,?,?,?,?,?,?,?,?,?,?
579,'2018/10/17 13:30:12:102',3,88,3,3,?,?,?,?,?,?,?,?,?,?
580,'2018/10/17 13:30:12:140',3,84,0,0,?,?,?,?,?,?,?,?,?,?
