@relation dataset

@attribute ID numeric
@attribute Time date 'yyyy/MM/dd HH:mm:ss:SSS'
@attribute 'Training round' numeric
@attribute inputs-1 numeric
@attribute inputs-2 numeric
@attribute inputs-3 numeric
@attribute inputs-4 numeric
@attribute inputs-5 numeric
@attribute inputs-6 numeric
@attribute inputs-7 numeric
@attribute inputs-8 numeric
@attribute inputs-9 numeric
@attribute inputs-10 numeric
@attribute inputs-11 numeric
@attribute inputs-12 numeric
@attribute inputs-13 numeric
@attribute inputs-14 numeric
@attribute inputs-15 numeric
@attribute inputs-16 numeric
@attribute inputs-17 numeric
@attribute inputs-18 numeric
@attribute inputs-19 numeric
@attribute inputs-20 numeric
@attribute inputs-21 numeric
@attribute inputs-22 numeric
@attribute inputs-23 numeric
@attribute inputs-24 numeric
@attribute outputs-1 numeric
@attribute outputs-2 numeric
@attribute outputs-3 numeric
@attribute outputs-4 numeric
@attribute outputs-5 numeric
@attribute outputs-6 numeric
@attribute outputs-7 numeric
@attribute outputs-8 numeric
@attribute outputs-9 numeric

@data
446,'2018/09/21 18:03:00:409',2,926.857788,465.454895,1059.58374,447.873291,1194.63208,443.808899,1244.193359,449.520508,1256.777466,469.490356,1281.475464,453.619812,740.433899,469.703979,614.268127,445.587891,475.518524,421.626556,417.439056,422.663818,378.6922,440.499695,375.037109,426.744995,0.698514,0.444178,0.954708,0.979062,0.361241,0.258201,0.537075,0.225534,0.246366
447,'2018/09/21 18:03:00:477',2,929.427185,464.84845,1064.292603,449.584686,1194.321899,444.317322,1245.015381,450.512207,1265.085449,469.398804,1282.742554,454.475922,743.637207,470.687378,619.038818,445.346558,474.880402,421.372925,417.230499,422.341278,393.1203,437.665161,374.576813,425.040161,0.698514,0.444178,0.954708,0.979062,0.361241,0.258201,0.537075,0.225534,0.246366
448,'2018/09/21 18:03:00:544',2,936.442078,468.16803,1069.973999,450.957001,1196.282471,445.360352,1248.223755,452.072632,1272.720947,472.529144,1285.479736,458.210663,752.100769,470.52066,621.762634,444.846985,483.978882,418.400299,433.201111,419.882629,418.026337,437.13269,392.648926,424.856873,0.698514,0.444178,0.954708,0.979062,0.361241,0.258201,0.537075,0.225534,0.246366
449,'2018/09/21 18:03:00:616',2,939.885315,469.92807,1073.212646,452.421753,1208.113647,447.938354,1257.216797,455.603943,1271.583008,473.417908,1296.831055,457.802643,756.475098,468.657898,627.119446,444.586792,478.924866,417.101349,433.130249,420.128296,402.464294,437.993561,392.63562,422.282349,0.698514,0.444178,0.954708,0.979062,0.361241,0.258201,0.537075,0.225534,0.246366
450,'2018/09/21 18:03:00:686',2,941.90741,470.739899,1074.426636,453.489563,1213.410645,450.616089,1261.400513,458.459412,1268.795288,476.693665,1302.828003,461.92157,759.954102,469.85968,629.783447,444.459045,480.278839,423.516296,435.733124,419.985321,408.023895,436.231781,395.408875,422.282806,0.698514,0.444178,0.954708,0.979062,0.361241,0.258201,0.537075,0.225534,0.246366
451,'2018/09/21 18:03:00:755',2,944.557373,471.334473,1076.708496,455.269928,1204.640381,452.196106,1255.183228,458.178406,1275.102783,479.391571,1293.752686,460.306671,763.244812,471.201263,633.340271,444.610168,478.677094,417.155243,436.448425,419.959656,409.578552,436.077271,396.103912,423.362061,0.698514,0.444178,0.954708,0.979062,0.361241,0.258201,0.537075,0.225534,0.246366
452,'2018/09/21 18:03:00:823',2,945.469727,471.459869,1077.570679,455.635193,1213.590088,453.32074,1260.618408,458.069885,1273.133057,479.031494,1302.847412,461.305908,764.014893,472.015778,633.898682,444.81662,479.379547,417.283875,437.055634,419.888062,403.692169,436.017212,393.573242,422.060883,0.698514,0.444178,0.954708,0.979062,0.361241,0.258201,0.537075,0.225534,0.246366
453,'2018/09/21 18:03:00:902',2,945.489441,472.851074,1075.698975,457.046387,1201.067993,452.02597,1249.456787,456.563965,1273.072998,478.965271,1290.25293,456.467712,764.693481,474.083923,635.549622,446.19931,481.655243,415.43689,439.584595,419.120728,422.70932,433.435028,398.493286,420.712646,0.698514,0.444178,0.954708,0.979062,0.361241,0.258201,0.537075,0.225534,0.246366
454,'2018/09/21 18:03:00:973',2,943.910278,474.706055,1074.189087,458.490967,1192.173828,452.166595,1241.942749,458.554199,1262.601807,479.911133,1281.601929,458.47467,763.99762,476.826294,635.6073,448.865265,482.832977,416.499786,441.4776,420.848358,411.049622,435.005005,401.401031,421.75473,0.698514,0.444178,0.954708,0.979062,0.361241,0.258201,0.537075,0.225534,0.246366
455,'2018/09/21 18:03:01:040',2,940.661011,478.316925,1067.696533,462.089264,1201.618164,458.138916,1242.85498,464.441345,1250.505249,484.063904,1284.117676,469.0401,761.584961,480.08847,634.119873,452.729858,484.120819,424.792877,442.01825,424.913666,415.706299,439.397644,401.266113,427.28421,0.698514,0.444178,0.954708,0.979062,0.361241,0.258201,0.537075,0.225534,0.246366
456,'2018/09/21 18:03:01:109',2,935.168091,482.393372,1062.622437,467.015625,1195.876831,466.154175,1234.955811,471.693787,1243.052246,492.036804,1278.130493,475.544922,758.116943,485.208679,632.712219,458.209839,485.743988,428.17627,440.611847,431.408386,404.530701,446.444946,399.847076,429.39978,0.698514,0.444178,0.954708,0.979062,0.361241,0.258201,0.537075,0.225534,0.246366
457,'2018/09/21 18:03:01:181',2,928.94397,488.210571,1054.019165,473.81308,1179.472656,471.165283,1221.310303,478.209778,1230.332397,496.991638,1263.222412,481.464783,753.830994,490.332977,628.093872,465.348907,484.878693,436.134125,442.31311,438.80896,408.383636,453.764343,402.360107,440.802795,0.698514,0.444178,0.954708,0.979062,0.361241,0.258201,0.537075,0.225534,0.246366
458,'2018/09/21 18:03:01:247',2,921.916809,493.940979,1046.332153,480.026093,1158.639893,477.619446,1203.416016,483.844421,1223.130493,503.44397,1242.69397,484.047241,750.899902,492.603577,629.724548,472.387024,483.470398,444.199921,441.977844,447.69104,411.233673,464.738586,403.533417,450.723602,0.698514,0.444178,0.954708,0.979062,0.361241,0.258201,0.537075,0.225534,0.246366
459,'2018/09/21 18:03:01:314',2,915.58728,499.018066,1040.010986,485.69931,1148.800049,482.466919,1192.648315,489.76712,1209.502563,508.918213,1230.84314,490.070313,745.459717,499.468567,626.39209,479.404419,488.380981,457.670593,435.253723,458.960266,410.701263,473.736694,397.746185,459.523926,0.698514,0.444178,0.954708,0.979062,0.361241,0.258201,0.537075,0.225534,0.246366
460,'2018/09/21 18:03:01:390',2,906.675659,505.297791,1027.278564,490.865845,1136.630493,486.728912,1178.982666,493.792969,1197.740234,515.0578,1215.336914,494.358185,741.820618,506.531738,626.461792,491.38562,499.872559,474.168213,445.598877,473.975891,414.950623,491.742401,408.35614,476.628326,0.698514,0.444178,0.954708,0.979062,0.361241,0.258201,0.537075,0.225534,0.246366
461,'2018/09/21 18:03:01:459',2,902.453369,506.747559,1020.205811,493.360077,1133.233887,488.170074,1174.077393,495.137573,1185.722168,513.87616,1209.500854,497.310181,740.570313,507.282776,625.958557,496.546265,512.410278,484.492798,461.320923,482.391968,427.760468,501.247467,426.031738,486.469391,0.698514,0.444178,0.954708,0.979062,0.361241,0.258201,0.537075,0.225534,0.246366
462,'2018/09/21 18:03:01:524',2,901.226929,506.993683,1017.886047,493.881531,1131.030884,488.665741,1171.248291,495.798828,1183.7146,515.803101,1206.536133,497.383057,739.931458,507.879578,627.989746,497.984924,512.184448,486.269958,461.202332,486.335358,439.182343,503.495361,426.82608,491.7276,0.698514,0.444178,0.954708,0.979062,0.361241,0.258201,0.537075,0.225534,0.246366
463,'2018/09/21 18:03:01:598',2,898.949829,507.752747,1013.074829,495.287659,1125.180786,488.905945,1165.860718,494.535156,1178.993408,514.242798,1200.563843,495.198486,739.905151,510.502747,630.453491,502.449768,512.022461,491.298279,463.386841,492.616943,438.717987,512.775146,429.145264,502.694702,0.698514,0.444178,0.954708,0.979062,0.361241,0.258201,0.537075,0.225534,0.246366
464,'2018/09/21 18:03:01:670',2,899.387329,508.765869,1011.291199,495.718323,1123.155518,489.550903,1165.362427,494.230347,1178.169434,513.08429,1200.362305,497.237549,740.135376,511.798767,632.072632,504.523682,513.609253,494.478821,461.956757,496.059692,454.374756,510.882446,428.022156,501.784119,0.698514,0.444178,0.954708,0.979062,0.361241,0.258201,0.537075,0.225534,0.246366
465,'2018/09/21 18:03:01:741',2,901.442444,509.959869,1012.037231,496.728241,1120.505737,490.295715,1163.958374,495.687378,1179.190796,514.121521,1197.855347,496.654175,742.501526,514.52832,635.870483,506.822693,516.214783,496.658936,464.98407,499.766632,444.670959,515.878662,431.68161,505.042938,0.698514,0.444178,0.954708,0.979062,0.361241,0.258201,0.537075,0.225534,0.246366
466,'2018/09/21 18:03:01:812',2,904.561279,511.759186,1014.993713,497.739136,1120.467773,491.35611,1161.446289,497.244507,1183.088135,516.099182,1193.94043,499.159851,744.712646,515.995728,640.804138,509.311798,517.697632,500.24646,468.278046,503.802094,441.146851,523.490356,434.635498,510.21405,0.698514,0.444178,0.954708,0.979062,0.361241,0.258201,0.537075,0.225534,0.246366
467,'2018/09/21 18:03:01:890',2,908.558594,513.237183,1023.386414,499.567413,1121.06189,493.496887,1163.930298,500.236359,1182.331665,518.494446,1196.887207,499.56311,748.860779,518.227356,652.689758,512.108093,519.723511,502.655212,471.705017,507.25528,449.954163,523.350159,437.640533,511.616547,0.698514,0.444178,0.954708,0.979062,0.361241,0.258201,0.537075,0.225534,0.246366
468,'2018/09/21 18:03:01:963',2,913.151794,514.155762,1028.350098,501.455994,1119.548462,496.83432,1162.754272,504.354645,1179.233398,494.831238,1193.391968,512.157349,756.054932,519.886841,658.50415,513.990051,558.40155,507.311096,510.748688,507.120636,483.847168,522.846191,479.539551,513.353333,0.698514,0.444178,0.954708,0.979062,0.361241,0.258201,0.537075,0.225534,0.246366
469,'2018/09/21 18:03:02:032',2,919.165222,516.600952,1030.617188,503.670807,1121.141479,500.027283,1162.990967,507.438629,1180.107544,497.46759,1191.727539,517.724365,760.77478,520.672729,662.721313,515.229187,560.04541,507.330444,513.353455,506.576935,483.491547,523.117188,481.387512,513.022583,0.698514,0.444178,0.954708,0.979062,0.361241,0.258201,0.537075,0.225534,0.246366
470,'2018/09/21 18:03:02:096',2,922.538879,517.366638,1032.721924,506.420929,1122.842651,502.318176,1165.272949,510.636566,1180.550415,500.774292,1194.46875,520.229797,765.198486,521.522339,664.902954,515.426147,560.743896,506.980286,513.441895,504.969086,483.329468,523.120667,480.826965,511.699707,0.698514,0.444178,0.954708,0.979062,0.361241,0.258201,0.537075,0.225534,0.246366
471,'2018/09/21 18:03:02:174',2,925.362976,518.63269,1034.608398,508.413177,1124.442139,504.637604,1165.631592,513.199402,1175.158325,503.782715,1194.239258,520.941711,768.437378,522.375427,667.547363,515.362305,561.970886,505.642151,516.109558,503.160645,492.455475,518.76947,484.869995,508.015747,0.698514,0.444178,0.954708,0.979062,0.361241,0.258201,0.537075,0.225534,0.246366
472,'2018/09/21 18:03:02:247',2,927.46759,519.169373,1035.565674,510.223267,1130.465942,510.215485,1172.940796,516.917114,1195.571167,515.23877,1202.168945,525.194824,772.167969,522.753906,670.990295,515.451172,563.26532,504.601501,515.975403,502.55899,487.122772,519.977661,483.735291,508.776123,0.698514,0.444178,0.954708,0.979062,0.361241,0.258201,0.537075,0.225534,0.246366
473,'2018/09/21 18:03:02:313',2,929.183594,520.38501,1036.393677,511.221619,1132.279663,511.158325,1173.980347,517.784668,1192.358887,526.903687,1202.723633,526.832214,773.799744,523.31665,672.128296,515.670044,563.585205,504.098511,515.326538,503.264099,500.280365,517.609375,483.833679,509.476624,0.698514,0.444178,0.954708,0.979062,0.361241,0.258201,0.537075,0.225534,0.246366
474,'2018/09/21 18:03:02:384',2,932.613159,521.9823,1040.195801,513.900635,1136.848145,513.213257,1179.300781,520.661499,1208.024292,531.417358,1208.505615,528.218079,779.030579,525.338318,674.895691,516.373047,564.261902,503.769135,515.029358,505.270966,493.719849,520.611206,483.680023,510.919922,0.698514,0.444178,0.954708,0.979062,0.361241,0.258201,0.537075,0.225534,0.246366
475,'2018/09/21 18:03:02:457',2,933.098633,522.059937,1043.582031,515.383362,1146.009277,515.925049,1186.97876,522.385193,1170.881104,505.992645,1217.259888,526.593323,782.567444,527.076172,678.335449,516.802673,565.131287,503.838043,517.907166,505.224609,494.654175,521.320862,486.901398,510.781372,0.698514,0.444178,0.954708,0.979062,0.361241,0.258201,0.537075,0.225534,0.246366
476,'2018/09/21 18:03:02:522',2,939.061523,523.475098,1045.504272,516.324097,1149.047852,516.953369,1191.246826,523.254883,1205.508301,541.37854,1219.741455,529.420532,785.286621,527.936768,680.920715,517.072693,583.978149,505.455475,537.091125,502.973328,515.328613,516.81366,505.615845,507.847046,0.698514,0.444178,0.954708,0.979062,0.361241,0.258201,0.537075,0.225534,0.246366
477,'2018/09/21 18:03:02:589',2,943.9245,524.653198,1049.595825,517.474854,1151.570801,517.607849,1193.914917,523.926697,1210.986206,543.63208,1222.724365,529.634949,789.78125,528.601807,685.126404,517.649414,586.75177,505.34079,540.520386,502.013519,508.947906,517.832397,507.240234,507.20047,0.698514,0.444178,0.954708,0.979062,0.361241,0.258201,0.537075,0.225534,0.246366
478,'2018/09/21 18:03:02:658',2,945.379395,525.268494,1052.130249,518.10907,1157.786621,519.222534,1198.178467,524.895203,1212.690063,542.612244,1228.922974,529.83429,791.421143,529.205566,686.983215,517.818542,587.773132,504.940613,544.029968,501.555298,515.239441,515.728699,510.050049,506.513184,0.698514,0.444178,0.954708,0.979062,0.361241,0.258201,0.537075,0.225534,0.246366
479,'2018/09/21 18:03:02:731',2,946.561768,525.46228,1054.050049,518.629456,1157.900024,519.225403,1198.856934,525.428223,1209.348145,541.62439,1228.961304,529.834412,791.904907,529.265076,687.655396,517.674316,588.662354,504.426147,543.353516,500.645996,515.022888,516.048767,511.1091,505.357178,0.698514,0.444178,0.954708,0.979062,0.361241,0.258201,0.537075,0.225534,0.246366
480,'2018/09/21 18:03:02:802',2,947.791931,525.696167,1055.286621,518.8927,1158.137695,519.572693,1200.340698,526.121704,1212.926758,543.221558,1231.584961,531.034485,792.560791,529.151489,688.200623,517.563782,588.742554,503.456787,543.318787,500.095581,511.664154,515.858887,510.455505,504.903564,0.698514,0.444178,0.954708,0.979062,0.361241,0.258201,0.537075,0.225534,0.246366
481,'2018/09/21 18:03:02:874',2,948.020142,525.696228,1055.67688,519.065857,1158.012817,519.599548,1200.18811,525.918701,1212.133301,542.144531,1231.964111,532.247559,792.454895,528.997131,688.097412,517.243713,587.689575,502.284637,543.410034,499.709137,510.322418,515.073242,511.014893,503.796051,0.698514,0.444178,0.954708,0.979062,0.361241,0.258201,0.537075,0.225534,0.246366
482,'2018/09/21 18:03:02:951',2,946.776855,526.076904,1055.732666,519.764526,1152.419067,520.271423,1195.130737,527.309326,1210.930054,546.293152,1226.397095,532.723572,791.167114,528.714905,686.303711,516.540833,570.505249,500.470337,524.543213,501.151245,506.40741,516.932861,492.205658,507.218689,0.698514,0.444178,0.954708,0.979062,0.361241,0.258201,0.537075,0.225534,0.246366
483,'2018/09/21 18:03:03:015',2,945.309814,525.636597,1055.16687,519.625916,1156.404785,521.985168,1200.038818,528.139526,1211.334839,545.531433,1232.28894,533.313843,787.369263,527.703613,683.079346,515.273682,570.673645,499.623718,524.325195,500.006805,497.430664,516.942444,493.119446,506.943542,0.698514,0.444178,0.954708,0.979062,0.361241,0.258201,0.537075,0.225534,0.246366
484,'2018/09/21 18:03:03:085',2,943.805603,524.922852,1052.835449,519.220459,1154.893433,521.722046,1198.013428,528.017273,1211.295166,546.31189,1229.610962,534.660034,782.574707,525.436462,678.510376,513.213074,565.575989,497.794922,517.905151,497.376373,492.090851,513.325745,485.327942,503.310059,0.698514,0.444178,0.954708,0.979062,0.361241,0.258201,0.537075,0.225534,0.246366
485,'2018/09/21 18:03:03:153',2,940.528625,523.436401,1049.552002,518.767395,1150.013428,520.506348,1194.699829,527.417358,1209.49292,545.982849,1226.685425,534.69751,780.167114,522.982788,676.574219,511.625305,563.009705,495.96167,515.722656,495.77948,483.292542,514.681152,482.560394,503.253601,0.698514,0.444178,0.954708,0.979062,0.361241,0.258201,0.537075,0.225534,0.246366
486,'2018/09/21 18:03:03:227',2,932.690552,516.635071,1042.033081,514.565979,1143.793823,518.366638,1188.10376,524.98822,1206.233154,545.282776,1218.935181,534.884888,768.531982,516.349487,657.21875,505.232178,555.822876,490.631348,506.881409,487.580231,471.225067,504.780334,472.164764,492.627014,0.698514,0.444178,0.954708,0.979062,0.361241,0.258201,0.537075,0.225534,0.246366
487,'2018/09/21 18:03:03:290',2,928.101074,512.906799,1040.779419,510.527771,1141.700562,515.056152,1185.96875,520.772522,1205.039429,541.099548,1218.726563,528.604614,762.350769,513.906067,649.430725,501.661957,545.863953,487.732452,496.219238,482.020538,460.979675,498.095581,460.724091,486.489319,0.698514,0.444178,0.954708,0.979062,0.361241,0.258201,0.537075,0.225534,0.246366
488,'2018/09/21 18:03:03:357',2,922.776245,508.774078,1039.037231,505.417419,1151.058105,511.651367,1194.978394,516.997375,1203.998779,534.803406,1227.02417,524.696289,755.065491,509.468414,640.770752,497.18399,515.9599,484.174194,461.243896,478.771423,428.190033,496.898346,425.216309,483.859192,0.698514,0.444178,0.954708,0.979062,0.361241,0.258201,0.537075,0.225534,0.246366
489,'2018/09/21 18:03:03:422',2,920.431274,507.273987,1037.422974,503.13916,1151.346802,507.81839,1190.980103,513.152649,1206.336304,534.31842,1224.445068,517.880981,752.172485,507.520203,635.18866,494.205414,515.360779,483.090759,436.46875,479.683075,410.792542,497.698608,398.483429,485.954224,0.698514,0.444178,0.954708,0.979062,0.361241,0.258201,0.537075,0.225534,0.246366
490,'2018/09/21 18:03:03:495',2,913.478882,501.56131,1030.541016,495.294708,1128.893066,494.426392,1177.388062,503.529114,1200.100464,525.331604,1210.501099,512.955078,742.294983,501.921814,624.263367,487.248535,475.155487,473.680908,416.106201,472.263489,391.182617,490.348328,377.681763,477.960938,0.698514,0.444178,0.954708,0.979062,0.361241,0.258201,0.537075,0.225534,0.246366
491,'2018/09/21 18:03:03:563',2,909.867615,498.410583,1026.213501,491.806458,1129.871094,493.320068,1177.302002,500.126831,1197.659424,520.428833,1210.497803,508.081146,737.595032,498.740173,618.802002,483.423157,485.518494,467.494354,386.315094,471.950012,374.707916,487.044403,338.865997,484.042358,0.698514,0.444178,0.954708,0.979062,0.361241,0.258201,0.537075,0.225534,0.246366
492,'2018/09/21 18:03:03:636',2,907.163147,494.860138,1022.05957,489.107666,1131.672119,491.417542,1179.358154,498.357239,1197.028687,517.97113,1213.229492,506.741791,733.693359,495.610352,614.270874,480.105865,498.736267,463.976563,384.038269,467.569,374.066864,482.253937,337.626038,478.356079,0.698514,0.444178,0.954708,0.979062,0.361241,0.258201,0.537075,0.225534,0.246366
493,'2018/09/21 18:03:03:705',2,905.72644,492.743622,1016.852417,486.358643,1131.563354,489.697357,1179.325439,497.065369,1199.825806,517.939697,1213.609375,504.450775,731.298279,492.428162,611.255066,476.162842,454.471985,467.682159,383.768555,462.271667,371.189423,479.033386,339.431732,469.006683,0.698514,0.444178,0.954708,0.979062,0.361241,0.258201,0.537075,0.225534,0.246366
494,'2018/09/21 18:03:03:777',2,902.899292,486.578766,1017.890808,484.320923,1121.741943,485.713348,1170.481323,492.682465,1190.99939,483.926086,1202.993408,506.555054,729.629822,489.236176,606.991394,473.377777,448.844574,459.691132,378.608215,458.256683,370.195496,474.00415,333.472717,464.849182,0.698514,0.444178,0.954708,0.979062,0.361241,0.258201,0.537075,0.225534,0.246366
495,'2018/09/21 18:03:03:847',2,902.86499,484.485352,1017.753601,481.996033,1128.869141,484.718689,1178.158447,492.003571,1199.046753,513.410095,1211.343262,503.128235,728.500732,487.112854,604.479614,470.762573,446.724152,455.916992,380.572571,455.309265,353.92511,473.991211,336.697144,461.182892,0.698514,0.444178,0.954708,0.979062,0.361241,0.258201,0.537075,0.225534,0.246366
496,'2018/09/21 18:03:03:918',2,903.170227,483.732758,1018.149414,480.926086,1130.819946,484.287872,1179.163574,491.542633,1200.644043,513.772034,1211.714233,503.684906,728.40094,485.791779,604.916382,469.45993,447.236908,454.716797,376.867371,455.220703,362.213531,471.825775,330.554047,462.617249,0.698514,0.444178,0.954708,0.979062,0.361241,0.258201,0.537075,0.225534,0.246366
497,'2018/09/21 18:03:03:994',2,909.848572,479.830597,1026.419434,478.590424,1139.477783,481.750244,1189.861816,489.320465,1208.152344,479.92926,1223.377808,501.274719,731.249451,482.566406,606.417236,465.479584,453.009216,448.406708,372.655579,452.327179,358.200104,470.15979,324.215607,463.542786,0.698514,0.444178,0.954708,0.979062,0.361241,0.258201,0.537075,0.225534,0.246366
498,'2018/09/21 18:03:04:062',2,914.296387,477.672974,1039.980713,476.17041,1152.764648,481.872498,1201.777832,489.688995,1221.072021,510.0578,1234.980469,499.732788,734.700195,479.681427,609.904114,462.771667,453.545715,445.444946,378.20929,448.189728,369.050201,464.249603,330.746979,457.727051,0.698514,0.444178,0.954708,0.979062,0.361241,0.258201,0.537075,0.225534,0.246366
499,'2018/09/21 18:03:04:128',2,914.629333,477.699768,1043.912842,475.168579,1154.576538,480.661469,1205.184448,487.800079,1226.338867,508.987122,1238.394287,499.410583,737.714783,478.278809,612.759033,459.793427,456.898132,441.976624,379.592102,443.450928,365.444672,459.351715,330.828156,452.93219,0.698514,0.444178,0.954708,0.979062,0.361241,0.258201,0.537075,0.225534,0.246366
500,'2018/09/21 18:03:04:194',2,922.047363,476.202698,1049.551392,474.109314,1159.35144,478.265198,1210.240479,486.394073,1235.310913,509.00354,1244.508301,499.38858,741.310425,477.44278,617.35437,458.172241,459.963379,438.357056,380.063293,440.707642,362.993927,457.604797,331.758118,451.315643,0.698514,0.444178,0.954708,0.979062,0.361241,0.258201,0.537075,0.225534,0.246366
501,'2018/09/21 18:03:04:265',2,929.883301,475.937317,1053.512573,473.375244,1166.836426,478.643951,1218.543945,486.310974,1238.209351,476.55246,1253.439209,499.131714,748.887756,477.675415,620.687256,457.758698,461.571899,436.834259,381.747284,441.345154,372.37204,455.135529,331.35083,453.741882,0.698514,0.444178,0.954708,0.979062,0.361241,0.258201,0.537075,0.225534,0.246366
502,'2018/09/21 18:03:04:335',2,934.743713,475.552612,1058.484741,473.182892,1201.095459,481.738068,1238.129395,488.345428,1247.605957,510.505737,1275.334961,495.313751,753.40741,477.48233,624.361694,457.754364,462.999725,437.100067,382.862396,445.031769,372.637329,461.674072,334.288116,456.294647,0.698514,0.444178,0.954708,0.979062,0.361241,0.258201,0.537075,0.225534,0.246366
503,'2018/09/21 18:03:04:401',2,936.306763,475.124878,1061.020752,472.606384,1201.882324,481.182373,1240.986084,487.334625,1250.079468,506.327576,1277.629028,495.287811,755.568542,477.46347,625.900696,457.708557,463.999969,437.471771,383.25351,446.427063,376.073151,461.226318,334.967621,459.936829,0.698514,0.444178,0.954708,0.979062,0.361241,0.258201,0.537075,0.225534,0.246366
504,'2018/09/21 18:03:04:475',2,938.085327,474.481781,1066.282349,470.584167,1177.332153,472.128204,1229.752441,481.762726,1250.25061,473.785309,1265.587402,494.363556,758.677734,476.534393,626.878906,456.788452,465.23938,437.876343,389.997711,445.672363,379.646851,461.608215,340.206207,457.946686,0.698514,0.444178,0.954708,0.979062,0.361241,0.258201,0.537075,0.225534,0.246366
505,'2018/09/21 18:03:04:546',2,946.412048,471.178131,1071.281738,467.224731,1198.220459,471.041229,1248.306763,479.895447,1268.3302,503.032043,1284.901611,488.950745,762.25061,474.988464,629.743347,454.781189,463.234253,439.227509,387.136292,443.893341,377.322205,459.588928,334.726868,459.214996,0.698514,0.444178,0.954708,0.979062,0.361241,0.258201,0.537075,0.225534,0.246366
506,'2018/09/21 18:03:04:614',2,948.538513,469.676941,1074.442261,465.699738,1204.586548,470.614777,1255.92688,479.401489,1268.108276,499.060333,1293.234375,488.895416,763.039063,473.311615,627.773682,453.184021,461.449738,438.338654,382.72998,441.58252,374.395813,456.543152,332.311005,454.391846,0.698514,0.444178,0.954708,0.979062,0.361241,0.258201,0.537075,0.225534,0.246366
507,'2018/09/21 18:03:04:683',2,950.407288,468.011902,1075.39856,464.346222,1207.839355,469.596649,1259.051392,479.143829,1273.840332,500.354614,1296.342896,488.86853,761.768738,472.246613,627.101013,452.243652,457.258423,436.948425,378.940826,440.261414,362.511261,459.360992,328.816376,451.947388,0.698514,0.444178,0.954708,0.979062,0.361241,0.258201,0.537075,0.225534,0.246366
508,'2018/09/21 18:03:04:754',2,950.529724,465.617798,1075.885254,463.34729,1209.921387,468.59671,1262.23291,479.118164,1274.605713,500.569427,1300.037476,489.112183,759.87854,469.888611,623.571533,450.636688,451.251556,435.388641,372.190247,436.705444,357.976196,455.466278,320.314545,448.989288,0.698514,0.444178,0.954708,0.979062,0.361241,0.258201,0.537075,0.225534,0.246366
509,'2018/09/21 18:03:04:821',2,950.050659,464.057678,1075.468628,462.09903,1216.504883,469.661407,1268.504517,480.657379,1278.724976,503.586548,1309.161011,492.033081,755.931641,467.400055,617.895752,447.757141,442.363464,431.984741,361.87619,433.238678,345.785767,451.638367,311.30072,446.191162,0.698514,0.444178,0.954708,0.979062,0.361241,0.258201,0.537075,0.225534,0.246366
510,'2018/09/21 18:03:04:891',2,947.242981,461.102722,1075.754028,461.207977,1203.188965,468.831268,1257.379761,476.267792,1280.974731,499.825989,1294.860229,490.254974,748.830994,464.352509,608.163452,442.458557,440.679138,424.930878,374.27301,423.067291,338.026611,446.529602,326.307312,432.749481,0.698514,0.444178,0.954708,0.979062,0.361241,0.258201,0.537075,0.225534,0.246366
511,'2018/09/21 18:03:04:954',2,944.727173,458.677643,1072.993286,457.457825,1203.696899,467.252563,1258.921265,473.594879,1278.871582,495.734436,1297.729858,485.216919,744.725586,462.64328,592.245239,435.75708,425.413361,415.723511,338.891388,418.624634,309.071838,439.040131,285.51123,429.767517,0.698514,0.444178,0.954708,0.979062,0.361241,0.258201,0.537075,0.225534,0.246366
512,'2018/09/21 18:03:05:030',2,935.719849,448.870361,1067.91687,446.240448,1219.234009,462.863007,1260.325317,468.313354,1270.595947,489.056305,1300.253784,483.037323,728.420776,451.014008,572.925781,425.479156,412.382904,405.634705,340.711639,399.069305,314.405731,420.668732,288.108307,406.517822,0.698514,0.444178,0.954708,0.979062,0.361241,0.258201,0.537075,0.225534,0.246366
513,'2018/09/21 18:03:05:094',2,927.925293,435.577667,1063.475952,435.854401,1218.542603,454.557739,1257.880005,459.937927,1272.30188,486.235291,1298.020752,473.72226,714.154114,439.581299,561.98114,417.032379,358.992767,393.425964,302.238586,390.41626,315.414124,402.735291,245.391693,398.860168,0.698514,0.444178,0.954708,0.979062,0.361241,0.258201,0.537075,0.225534,0.246366
514,'2018/09/21 18:03:05:159',2,917.515808,420.465149,1061.980103,424.349762,1215.899048,445.805634,1256.752197,449.641846,1270.164551,474.486145,1299.269409,466.534363,701.197876,427.485779,546.048767,403.170166,387.001831,383.587555,310.859558,374.658142,282.740326,356.048065,250.976166,379.132599,0.698514,0.444178,0.954708,0.979062,0.361241,0.258201,0.537075,0.225534,0.246366
515,'2018/09/21 18:03:05:224',2,912.286316,415.178345,1059.234375,415.446442,1214.384155,435.871338,1256.078857,439.785645,1264.837036,461.648804,1298.689941,454.414612,693.089783,421.217224,539.530396,395.895203,384.078247,374.993774,319.021759,360.172852,312.214935,338.298584,252.896942,360.043152,0.698514,0.444178,0.954708,0.979062,0.361241,0.258201,0.537075,0.225534,0.246366
