@relation dataset

@attribute ID numeric
@attribute Time date 'yyyy/MM/dd HH:mm:ss:SSS'
@attribute 'Training round' numeric
@attribute inputs-1 numeric
@attribute inputs-2 numeric
@attribute inputs-3 numeric
@attribute inputs-4 numeric
@attribute inputs-5 numeric
@attribute inputs-6 numeric
@attribute inputs-7 numeric
@attribute inputs-8 numeric
@attribute inputs-9 numeric
@attribute inputs-10 numeric
@attribute inputs-11 numeric
@attribute inputs-12 numeric
@attribute inputs-13 numeric
@attribute inputs-14 numeric
@attribute inputs-15 numeric
@attribute inputs-16 numeric
@attribute inputs-17 numeric
@attribute inputs-18 numeric
@attribute inputs-19 numeric
@attribute inputs-20 numeric
@attribute inputs-21 numeric
@attribute inputs-22 numeric
@attribute inputs-23 numeric
@attribute inputs-24 numeric
@attribute outputs-1 numeric
@attribute outputs-2 numeric
@attribute outputs-3 numeric
@attribute outputs-4 numeric
@attribute outputs-5 numeric
@attribute outputs-6 numeric
@attribute outputs-7 numeric
@attribute outputs-8 numeric
@attribute outputs-9 numeric

@data
260,'2018/09/21 18:01:41:584',1,953.049622,479.909271,973.015259,624.823608,982.826843,768.256958,975.431885,801.298096,963.459351,815.434021,975.18573,848.126465,770.599121,482.563812,737.64801,630.02771,714.028015,778.691772,714.175171,812.358887,743.26886,813.7995,708.046692,857.34375,0.73,0.26,0.09,0.911821,0.937332,1975.533203,0.329043,0.425327,0.908304
261,'2018/09/21 18:01:41:652',1,939.505127,480.404633,959.72937,624.400146,970.760925,764.602295,963.363403,796.298279,945.396912,793.798279,964.173828,838.174805,755.558044,483.138733,725.375305,627.596863,705.377136,779.521057,704.983337,815.160095,736.372864,818.305542,698.882996,860.479858,0.73,0.26,0.09,0.911821,0.937332,1975.533203,0.329043,0.425327,0.908304
262,'2018/09/21 18:01:41:720',1,935.693665,480.406982,957.27533,624.083374,968.337952,764.151733,961.331543,796.312622,936.637878,804.636536,964.038452,842.250305,752.017761,483.474579,722.575684,627.507874,702.495361,779.48114,702.875793,815.579834,734.65918,819.039307,696.222107,860.558594,0.73,0.26,0.09,0.911821,0.937332,1975.533203,0.329043,0.425327,0.908304
263,'2018/09/21 18:01:41:794',1,928.872375,480.611206,952.802856,624.328735,967.146423,748.200073,960.794495,794.486511,937.690796,806.49762,967.611816,842.21167,744.854187,484.671875,716.481384,627.978516,696.769653,778.892578,697.938843,817.933228,729.044067,816.307373,693.094971,860.700745,0.73,0.26,0.09,0.911821,0.937332,1975.533203,0.329043,0.425327,0.908304
264,'2018/09/21 18:01:41:869',1,927.707336,480.849792,952.264648,626.299805,969.843811,745.549927,965.872314,794.693726,939.055908,795.661621,973.883179,844.776367,742.409363,485.911255,715.335693,628.419067,695.527649,777.208984,698.093628,818.136475,726.972473,820.597534,693.326355,860.404236,0.73,0.26,0.09,0.911821,0.937332,1975.533203,0.329043,0.425327,0.908304
265,'2018/09/21 18:01:41:935',1,926.539063,480.89801,952.510681,626.464844,975.0354,744.739502,974.124451,793.476074,948.505493,800.315125,981.877808,840.672791,741.93634,487.298584,715.60376,631.901672,695.880615,775.460693,699.811401,820.277161,728.200989,816.910522,695.444031,861.223877,0.73,0.26,0.09,0.911821,0.937332,1975.533203,0.329043,0.425327,0.908304
266,'2018/09/21 18:01:42:002',1,926.898804,481.164276,955.269287,626.564636,981.028809,744.596741,980.788696,793.287659,954.767456,801.34668,990.601196,842.641418,742.755737,488.382324,718.292664,632.154663,699.617432,780.806763,703.854675,822.553345,730.860779,818.130859,696.890259,862.43158,0.73,0.26,0.09,0.911821,0.937332,1975.533203,0.329043,0.425327,0.908304
267,'2018/09/21 18:01:42:076',1,930.953918,481.494598,960.702393,625.856201,987.802551,742.661377,988.727661,791.821716,961.570618,794.304565,999.216492,840.831421,746.346313,489.410797,724.170288,632.900635,705.380859,783.572327,710.648743,824.442627,736.705994,817.131897,707.940857,867.552124,0.73,0.26,0.09,0.911821,0.937332,1975.533203,0.329043,0.425327,0.908304
268,'2018/09/21 18:01:42:145',1,937.859741,482.455688,969.368042,625.257263,998.393677,735.431152,999.483459,784.692322,972.274475,788.602234,1011.285156,834.54303,754.906616,491.151947,733.584473,634.695374,711.920471,782.451416,718.416565,825.200867,743.944885,809.851135,715.168274,867.810425,0.73,0.26,0.09,0.911821,0.937332,1975.533203,0.329043,0.425327,0.908304
269,'2018/09/21 18:01:42:216',1,952.260986,483.455627,981.739502,625.88324,1010.654114,739.328369,1011.133789,787.771729,984.3255,795.871826,1021.372864,835.855652,769.202148,494.135437,746.762085,640.677734,726.062927,769.591553,728.694824,818.728821,752.862732,823.184387,722.621643,867.623474,0.73,0.26,0.09,0.911821,0.937332,1975.533203,0.329043,0.425327,0.908304
270,'2018/09/21 18:01:42:293',1,977.354004,484.841919,1006.340576,627.14563,1027.64917,739.516968,1028.898926,786.669128,1003.329346,804.765747,1041.251343,834.951782,793.800537,496.6474,771.521606,643.881836,747.123413,768.409058,752.065186,816.785583,776.213196,815.022278,746.516174,865.705627,0.73,0.26,0.09,0.911821,0.937332,1975.533203,0.329043,0.425327,0.908304
271,'2018/09/21 18:01:42:373',1,984.3526,485.934143,1020.016541,630.820618,1047.887329,748.726563,1048.012573,795.791931,1021.868225,800.12085,1055.648438,843.529907,807.570984,496.835205,784.571655,644.586609,762.614563,773.073975,766.344421,822.567627,790.020325,823.110046,759.613037,870.018066,0.73,0.26,0.09,0.911821,0.937332,1975.533203,0.329043,0.425327,0.908304
272,'2018/09/21 18:01:42:441',1,992.602783,488.118286,1026.669067,633.047913,1056.068359,755.500244,1063.081299,802.050781,1042.921875,810.783081,1066.354614,848.403809,814.893311,497.721832,791.030762,645.917664,768.2453,782.146667,768.933838,825.966553,793.534058,826.492249,763.622925,870.864868,0.73,0.26,0.09,0.911821,0.937332,1975.533203,0.329043,0.425327,0.908304
273,'2018/09/21 18:01:42:509',1,993.314575,488.481689,1027.967407,634.16748,1059.927612,774.550842,1063.62915,805.237061,1041.345703,807.104004,1070.221558,848.691406,815.990906,498.012512,791.568787,645.832214,768.16217,783.179504,764.247437,825.515869,791.499329,824.100342,761.731445,873.081787,0.73,0.26,0.09,0.911821,0.937332,1975.533203,0.329043,0.425327,0.908304
274,'2018/09/21 18:01:42:584',1,990.602539,489.574036,1024.658447,636.822632,1055.241211,773.144653,1055.381592,808.300781,1033.526978,808.388794,1065.897217,847.529419,813.276489,498.953278,784.885986,647.113892,759.331787,784.051086,750.236023,822.762939,780.442383,820.662903,741.220032,869.334351,0.73,0.26,0.09,0.911821,0.937332,1975.533203,0.329043,0.425327,0.908304
275,'2018/09/21 18:01:42:658',1,976.848938,493.1073,1009.198181,641.235413,1042.723877,774.221497,1035.794678,813.150879,1016.503967,820.641357,1045.833252,859.429199,796.816711,502.963898,766.204773,650.042786,736.597412,783.538757,726.702148,826.171875,757.336609,825.240784,717.802673,872.767578,0.73,0.26,0.09,0.911821,0.937332,1975.533203,0.329043,0.425327,0.908304
276,'2018/09/21 18:01:42:734',1,930.942139,501.729034,969.03064,648.978699,1005.046204,773.981445,998.171265,816.373962,979.860962,828.213989,1007.721008,864.043701,756.154175,509.258301,728.352417,655.398804,697.777466,781.857056,685.738281,832.039063,715.098816,830.185608,674.959656,877.897461,0.73,0.26,0.09,0.911821,0.937332,1975.533203,0.329043,0.425327,0.908304
277,'2018/09/21 18:01:42:801',1,902.748718,499.568665,934.190125,648.219177,961.817871,770.236755,964.146118,815.846863,944.564209,824.722473,976.68457,862.678406,727.933105,511.514526,696.389832,657.017822,672.215942,780.013672,656.793091,830.071472,685.642883,830.172363,643.403564,877.251831,0.73,0.26,0.09,0.911821,0.937332,1975.533203,0.329043,0.425327,0.908304
278,'2018/09/21 18:01:42:875',1,875.828247,496.462158,899.998352,643.455933,928.282654,765.521301,931.013672,812.862305,911.149353,817.628662,945.207825,857.123962,697.508484,508.409729,665.79541,655.902466,637.414734,784.891663,626.260254,828.924377,656.451843,825.621033,623.337036,877.312378,0.73,0.26,0.09,0.911821,0.937332,1975.533203,0.329043,0.425327,0.908304
279,'2018/09/21 18:01:42:945',1,854.54425,493.992157,874.737854,639.653992,903.629761,746.915527,902.057129,794.904663,883.774536,800.55304,920.779968,841.247925,675.002075,504.415405,639.625732,652.274475,611.083984,779.791077,601.967346,822.72821,633.748962,810.498535,611.26532,876.495667,0.73,0.26,0.09,0.911821,0.937332,1975.533203,0.329043,0.425327,0.908304
280,'2018/09/21 18:01:43:014',1,833.763794,490.210693,857.930786,636.66803,881.21936,744.417603,876.474609,791.56427,856.960388,796.726318,891.181213,837.217407,653.585632,498.460693,617.713989,646.552979,586.089905,775.913757,578.088989,819.454834,610.857422,816.401001,571.658203,860.329224,0.73,0.26,0.09,0.911821,0.937332,1975.533203,0.329043,0.425327,0.908304
281,'2018/09/21 18:01:43:085',1,822.122559,487.96637,843.990906,632.449646,861.402893,745.18811,856.152039,792.911865,835.694336,790.826782,865.891235,839.048523,642.290894,496.070496,603.246277,642.010803,569.139282,768.005249,556.078003,813.286987,590.280884,816.075562,550.884644,857.431091,0.73,0.26,0.09,0.911821,0.937332,1975.533203,0.329043,0.425327,0.908304
282,'2018/09/21 18:01:43:151',1,814.081299,487.589935,830.450684,629.767883,848.027649,749.255493,837.60675,794.918274,818.838379,803.808289,840.494019,844.529358,631.429443,495.731628,591.751892,640.488892,554.555542,768.532349,539.367798,814.161377,576.399048,811.575562,535.730896,858.010071,0.73,0.26,0.09,0.911821,0.937332,1975.533203,0.329043,0.425327,0.908304
283,'2018/09/21 18:01:43:220',1,800.459045,487.261597,822.013428,629.022461,834.294189,755.735474,823.672058,796.446289,804.19574,798.074097,825.024109,844.316406,621.779785,495.098572,582.11322,637.968872,547.002747,769.990967,533.357971,815.704224,570.013916,827.757568,531.035461,858.949829,0.73,0.26,0.09,0.911821,0.937332,1975.533203,0.329043,0.425327,0.908304
284,'2018/09/21 18:01:43:288',1,793.662109,487.050781,814.054688,627.817627,826.595886,756.343689,814.65686,795.832275,795.7276,810.538696,812.839233,844.593628,615.489014,494.918091,576.477478,636.847656,542.332642,771.624146,531.961182,816.612976,565.121582,838.260498,528.983704,859.885498,0.73,0.26,0.09,0.911821,0.937332,1975.533203,0.329043,0.425327,0.908304
285,'2018/09/21 18:01:43:360',1,784.676514,486.629333,805.418396,627.015747,816.563538,756.946167,804.489746,795.64209,783.648987,790.824768,803.238586,843.891724,609.568237,495.823822,571.865112,637.56958,539.470947,774.740784,536.633728,817.656921,565.310242,808.705078,531.024536,857.485229,0.73,0.26,0.09,0.911821,0.937332,1975.533203,0.329043,0.425327,0.908304
286,'2018/09/21 18:01:43:435',1,780.911865,486.487946,800.905945,626.833923,809.264771,756.257446,798.129028,794.825256,776.065186,805.965027,798.221313,841.616211,606.731567,495.924133,569.701355,637.122864,538.741028,778.460449,539.159302,816.251099,567.124573,805.539429,531.755371,855.129272,0.73,0.26,0.09,0.911821,0.937332,1975.533203,0.329043,0.425327,0.908304
287,'2018/09/21 18:01:43:499',1,777.851501,487.005859,797.759888,626.741028,806.185974,756.604614,794.391541,794.519348,772.563477,793.185669,794.888,841.904968,605.5625,496.369598,568.578918,637.150146,538.66394,779.845337,539.558105,814.926208,568.34613,800.957092,536.731018,856.974915,0.73,0.26,0.09,0.911821,0.937332,1975.533203,0.329043,0.425327,0.908304
288,'2018/09/21 18:01:43:570',1,775.241333,487.2229,795.911499,626.667725,804.881775,754.612488,794.249634,794.914185,773.104858,793.053711,794.143127,841.067932,603.450806,497.15451,566.636963,637.257324,538.702332,786.373413,539.75824,816.450623,569.477966,797.522949,535.596069,856.924377,0.73,0.26,0.09,0.911821,0.937332,1975.533203,0.329043,0.425327,0.908304
289,'2018/09/21 18:01:43:640',1,774.298157,487.29425,795.356201,626.71759,804.643921,754.530151,794.675964,794.591064,770.393311,801.688354,795.099792,840.96759,602.892578,497.434265,566.008118,637.110107,538.597778,786.333252,538.911194,816.529541,566.478638,831.099182,530.738159,855.302856,0.73,0.26,0.09,0.911821,0.937332,1975.533203,0.329043,0.425327,0.908304
290,'2018/09/21 18:01:43:708',1,773.135193,487.158875,795.28363,626.692139,804.634644,754.460938,795.065308,793.940002,772.56311,797.536865,795.563782,839.632446,602.222778,498.112915,565.582031,637.144775,538.472656,786.490234,537.888306,818.362,566.617065,822.25415,537.664185,863.801331,0.73,0.26,0.09,0.911821,0.937332,1975.533203,0.329043,0.425327,0.908304
291,'2018/09/21 18:01:43:781',1,772.840881,487.103424,795.302002,626.710327,804.57489,755.786682,796.832336,792.665405,772.613342,792.988037,797.831665,837.383118,600.92334,499.076935,565.209717,637.69989,538.352539,786.674133,537.259949,820.016602,566.623047,822.846191,529.091553,863.218201,0.73,0.26,0.09,0.911821,0.937332,1975.533203,0.329043,0.425327,0.908304
292,'2018/09/21 18:01:43:853',1,772.521545,487.22998,797.22937,627.314941,807.665283,755.422485,801.635071,792.560608,773.523865,801.136353,805.035278,838.290344,599.702637,500.242462,565.440369,639.210632,538.420959,786.858093,538.476501,825.040283,566.673218,825.083618,533.490112,868.75354,0.73,0.26,0.09,0.911821,0.937332,1975.533203,0.329043,0.425327,0.908304
293,'2018/09/21 18:01:43:913',1,772.670532,487.562561,798.688416,628.002014,809.622131,757.916199,804.18042,792.741516,777.145813,795.829834,807.908569,838.647339,599.53772,500.979401,565.853516,639.846069,538.666565,787.11731,539.420959,826.577271,566.58783,824.666016,533.658813,869.281311,0.73,0.26,0.09,0.911821,0.937332,1975.533203,0.329043,0.425327,0.908304
294,'2018/09/21 18:01:43:983',1,773.055969,487.768402,803.344666,629.533752,820.539001,762.038818,816.548096,794.65332,790.013489,799.63562,820.532898,842.97113,601.457336,502.740906,569.967529,641.719543,541.256897,783.313477,542.32312,830.026306,566.96521,827.418335,535.510742,876.633057,0.73,0.26,0.09,0.911821,0.937332,1975.533203,0.329043,0.425327,0.908304
295,'2018/09/21 18:01:44:050',1,781.97998,489.877502,809.851807,631.970947,830.731018,750.244141,827.786011,794.989685,802.806152,794.979797,832.627197,843.973633,606.036011,504.046906,577.335205,641.517822,547.940918,780.268738,548.956055,827.797241,567.82312,818.467468,540.269653,873.618286,0.73,0.26,0.09,0.911821,0.937332,1975.533203,0.329043,0.425327,0.908304
296,'2018/09/21 18:01:44:118',1,789.949768,489.968567,818.662354,634.045532,840.527039,747.337219,840.550293,793.301819,815.922546,804.514771,846.138,842.047424,615.481567,504.970184,585.36853,643.61084,555.572021,778.794922,558.633606,826.36853,577.378174,813.377319,554.183228,873.345398,0.73,0.26,0.09,0.911821,0.937332,1975.533203,0.329043,0.425327,0.908304
297,'2018/09/21 18:01:44:186',1,800.674805,490.428375,829.378662,633.499268,854.148804,746.486206,855.642761,793.362549,831.122803,803.730896,865.031616,840.233337,624.264404,505.470947,594.314697,645.125488,565.002991,776.806274,568.564026,822.833618,592.574707,820.612305,562.930603,867.112122,0.73,0.26,0.09,0.911821,0.937332,1975.533203,0.329043,0.425327,0.908304
298,'2018/09/21 18:01:44:253',1,816.895203,491.223694,844.428467,633.622314,867.535767,745.248169,869.503174,791.103943,843.716553,797.643799,880.712524,837.288452,635.945068,505.140045,607.781189,645.789917,576.807739,777.361511,580.564453,823.712402,603.162292,841.410889,574.590881,869.362915,0.73,0.26,0.09,0.911821,0.937332,1975.533203,0.329043,0.425327,0.908304
299,'2018/09/21 18:01:44:320',1,838.888306,491.137939,863.72998,635.431885,885.706665,745.245605,886.588135,791.803711,860.843628,795.932556,894.478821,841.048157,663.648987,506.308899,624.839294,646.497742,592.186035,781.242188,593.971313,827.890747,619.163269,831.928711,590.208557,872.943115,0.73,0.26,0.09,0.911821,0.937332,1975.533203,0.329043,0.425327,0.908304
300,'2018/09/21 18:01:44:392',1,849.468811,490.778748,884.511841,634.628784,908.61792,743.889404,908.955078,790.900635,880.994812,784.579163,918.004028,840.138062,676.011292,505.202576,647.875977,645.056213,613.238586,775.251465,610.780701,824.058655,642.005859,821.526672,605.581421,871.223755,0.73,0.26,0.09,0.911821,0.937332,1975.533203,0.329043,0.425327,0.908304
301,'2018/09/21 18:01:44:464',1,881.79187,490.834412,917.024658,632.910156,941.300598,748.5802,940.858032,795.640503,912.744263,790.012329,947.343323,843.429077,708.797302,504.230377,681.31488,645.7948,649.661987,775.911072,651.283997,823.408264,673.546997,833.635132,646.846741,870.348755,0.73,0.26,0.09,0.911821,0.937332,1975.533203,0.329043,0.425327,0.908304
302,'2018/09/21 18:01:44:533',1,901.804932,489.803894,933.832214,632.569153,960.070801,763.267639,958.192993,801.145264,929.331055,803.964783,965.135681,845.716736,724.374023,503.205658,703.212524,646.706055,674.328308,775.146912,678.50293,822.111572,699.846619,832.89447,673.361938,868.97998,0.73,0.26,0.09,0.911821,0.937332,1975.533203,0.329043,0.425327,0.908304
303,'2018/09/21 18:01:44:601',1,913.488159,487.800964,947.151978,631.064148,969.438599,762.875183,969.934937,800.411743,941.095886,801.027344,976.751282,844.101746,738.194885,500.81131,718.020264,645.161926,691.909607,783.683228,695.132935,821.061523,715.861633,829.363892,685.34967,863.52948,0.73,0.26,0.09,0.911821,0.937332,1975.533203,0.329043,0.425327,0.908304
304,'2018/09/21 18:01:44:676',1,926.490906,486.824371,956.568542,629.946411,976.865173,762.643799,977.028381,799.987427,948.962646,805.269348,982.885681,843.599121,749.2948,498.173035,729.504822,638.576782,698.39502,782.872925,705.448792,817.629578,729.849487,797.599731,697.623657,857.709961,0.73,0.26,0.09,0.911821,0.937332,1975.533203,0.329043,0.425327,0.908304
305,'2018/09/21 18:01:44:748',1,933.221069,486.827393,962.014526,629.826172,981.146545,762.828125,981.10553,800.53479,952.890137,800.486328,984.662415,846.009644,757.307312,498.061401,732.507629,637.485901,705.854065,782.915283,712.240845,814.203064,736.020935,820.808777,706.689331,854.073608,0.73,0.26,0.09,0.911821,0.937332,1975.533203,0.329043,0.425327,0.908304
306,'2018/09/21 18:01:44:814',1,935.275452,487.570862,963.724792,630.1427,982.727478,762.769897,982.195496,802.323914,952.901794,793.098938,984.188843,849.97406,760.403625,498.045807,733.36615,637.047119,709.507263,779.987244,713.357544,814.737244,739.511353,804.789978,706.913513,853.940247,0.73,0.26,0.09,0.911821,0.937332,1975.533203,0.329043,0.425327,0.908304
307,'2018/09/21 18:01:44:891',1,935.698975,488.742004,964.598938,630.570435,983.669678,762.753296,980.398376,803.803528,955.299622,798.904175,982.444458,849.938416,765.016296,497.735901,734.460693,636.932312,712.007202,779.228577,715.262207,816.948059,744.658081,804.73761,708.798462,858.843506,0.73,0.26,0.09,0.911821,0.937332,1975.533203,0.329043,0.425327,0.908304
308,'2018/09/21 18:01:44:963',1,942.586975,491.26767,966.449463,631.88385,982.669678,764.053406,977.567383,799.009705,953.495117,801.442688,981.440857,842.025513,768.374451,497.27417,737.061401,635.405273,713.361206,778.73999,714.985229,819.043213,743.067322,820.329224,711.895447,862.697205,0.73,0.26,0.09,0.911821,0.937332,1975.533203,0.329043,0.425327,0.908304
309,'2018/09/21 18:01:45:025',1,945.599854,492.012909,968.157227,632.640259,985.130249,753.864258,979.709778,798.052795,955.204468,807.817749,982.818298,840.848267,770.699036,497.555054,739.304565,634.190979,714.111938,778.278809,715.947327,818.527344,747.001831,801.758911,713.272827,862.316772,0.73,0.26,0.09,0.911821,0.937332,1975.533203,0.329043,0.425327,0.908304
310,'2018/09/21 18:01:45:096',1,955.684692,492.778229,977.374084,632.497314,997.495178,745.677124,996.191345,792.741455,969.93988,796.815308,1003.43396,839.568115,784.639832,498.654938,748.598633,633.013184,722.796326,774.223511,724.558228,816.435059,752.645813,811.29541,721.073853,857.301453,0.73,0.26,0.09,0.911821,0.937332,1975.533203,0.329043,0.425327,0.908304
311,'2018/09/21 18:01:45:165',1,967.743042,494.020508,988.369263,631.740173,1016.132446,738.519531,1015.090088,785.564941,990.069885,786.815674,1025.917847,832.664917,795.874146,500.414307,758.460876,632.725525,733.857544,771.734436,736.192383,809.813843,760.718628,810.568298,734.892578,854.159058,0.73,0.26,0.09,0.911821,0.937332,1975.533203,0.329043,0.425327,0.908304
312,'2018/09/21 18:01:45:237',1,973.098816,494.944824,994.760132,632.194946,1019.56189,738.204956,1019.510681,784.411255,992.450134,787.289063,1034.809937,832.538513,802.59021,501.159607,765.230286,631.875427,739.65686,771.503601,741.980164,809.517883,766.925781,803.106812,742.015564,853.88269,0.73,0.26,0.09,0.911821,0.937332,1975.533203,0.329043,0.425327,0.908304
313,'2018/09/21 18:01:45:309',1,996.215698,498.643494,1018.652527,637.07196,1045.376343,740.955261,1046.121704,786.708069,1021.345459,791.699158,1061.571167,832.91864,822.703613,502.908142,791.85199,631.216797,761.684998,771.828735,765.524597,809.773804,789.760864,808.566162,763.07605,855.304871,0.73,0.26,0.09,0.911821,0.937332,1975.533203,0.329043,0.425327,0.908304
314,'2018/09/21 18:01:45:385',1,1018.307556,499.906921,1040.265381,639.81897,1065.349854,743.303955,1066.907471,788.137329,1040.532227,792.508423,1081.282227,835.320374,850.283386,504.720886,814.67865,633.016235,783.897949,777.067139,786.683777,813.64093,808.887695,819.646362,782.885376,856.216431,0.73,0.26,0.09,0.911821,0.937332,1975.533203,0.329043,0.425327,0.908304
315,'2018/09/21 18:01:45:461',1,1047.851318,505.331482,1070.689819,640.947937,1097.818604,742.623352,1098.649292,789.796631,1072.432495,789.88208,1113.181396,834.443665,879.735474,506.858459,849.353088,644.627625,824.910339,784.289185,828.632446,818.303345,851.565247,815.254089,829.259888,865.759216,0.73,0.26,0.09,0.911821,0.937332,1975.533203,0.329043,0.425327,0.908304
316,'2018/09/21 18:01:45:524',1,1060.745605,508.433746,1089.333862,647.613586,1120.070557,748.825317,1121.479492,796.303223,1095.037354,796.568726,1135.594971,840.816284,891.304565,508.246277,870.928162,649.289368,850.594788,789.097717,857.969604,822.321777,878.7547,833.383911,849.531494,865.576355,0.73,0.26,0.09,0.911821,0.937332,1975.533203,0.329043,0.425327,0.908304
317,'2018/09/21 18:01:45:596',1,1082.98877,511.398132,1106.352783,650.656006,1135.276733,752.538574,1139.111084,799.894531,1113.209961,805.821167,1156.759766,843.330933,919.158936,511.919556,889.408508,655.312805,881.402954,770.683411,879.261597,817.432617,901.687561,823.172729,870.643494,859.706177,0.73,0.26,0.09,0.911821,0.937332,1975.533203,0.329043,0.425327,0.908304
318,'2018/09/21 18:01:45:667',1,1097.196289,510.821686,1119.621704,651.0047,1152.273804,772.076294,1155.32605,814.077576,1128.182373,821.160828,1163.645508,857.257751,933.845459,510.762085,910.262268,639.866699,889.727722,775.666016,891.739624,815.542725,916.254639,806.265381,881.414063,853.846497,0.73,0.26,0.09,0.911821,0.937332,1975.533203,0.329043,0.425327,0.908304
319,'2018/09/21 18:01:45:741',1,1112.300537,509.924255,1131.628052,651.438843,1160.883423,770.710083,1164.193604,812.304626,1136.110474,812.9151,1172.47583,856.63269,945.097717,509.492279,915.02124,638.594543,897.414856,772.787231,900.116089,813.068787,923.012817,806.859863,889.213501,848.735352,0.73,0.26,0.09,0.911821,0.937332,1975.533203,0.329043,0.425327,0.908304
320,'2018/09/21 18:01:45:809',1,1117.988403,509.716614,1139.402832,650.707092,1167.233521,773.618225,1172.639526,815.130127,1144.230713,817.15741,1178.206787,859.369751,957.065491,508.753815,921.787048,637.399292,903.700195,770.934326,909.435791,808.996094,931.830139,808.838013,900.705139,848.801147,0.73,0.26,0.09,0.911821,0.937332,1975.533203,0.329043,0.425327,0.908304
321,'2018/09/21 18:01:45:881',1,1123.849976,509.297302,1145.799927,649.929321,1174.833008,772.838013,1178.947632,816.306335,1150.691895,816.390991,1179.185791,860.406555,963.869568,507.412994,929.008301,636.720459,909.73761,772.59845,917.019958,805.770508,940.789185,794.213867,911.652466,844.978333,0.73,0.26,0.09,0.911821,0.937332,1975.533203,0.329043,0.425327,0.908304
322,'2018/09/21 18:01:45:952',1,1126.704712,509.865967,1150.271484,650.073853,1179.078613,771.12915,1181.054443,815.238037,1153.282471,811.558655,1180.453979,860.746094,969.521606,506.884521,933.806396,636.160522,924.775879,779.099731,926.885071,806.255127,949.575134,820.425293,919.572632,848.268982,0.73,0.26,0.09,0.911821,0.937332,1975.533203,0.329043,0.425327,0.908304
323,'2018/09/21 18:01:46:020',1,1135.496948,511.080322,1152.011963,651.761597,1180.041382,771.716614,1180.505371,815.199036,1155.338867,806.626709,1180.865723,861.581299,973.178955,506.285034,936.195251,635.892212,925.408508,778.514038,928.682495,804.753967,955.083923,795.159851,924.238525,843.436218,0.73,0.26,0.09,0.911821,0.937332,1975.533203,0.329043,0.425327,0.908304
324,'2018/09/21 18:01:46:090',1,1137.87854,511.158691,1154.106812,651.823608,1181.745239,776.028076,1177.724121,819.866516,1156.747803,821.559387,1179.285156,861.569885,976.812439,506.28949,938.477173,635.507568,926.373779,777.727356,929.296387,804.570129,957.589722,791.476318,927.047241,843.581177,0.73,0.26,0.09,0.911821,0.937332,1975.533203,0.329043,0.425327,0.908304
325,'2018/09/21 18:01:46:157',1,1140.509399,512.291931,1155.830811,653.043091,1182.096802,778.842834,1173.271118,821.718323,1155.376953,809.515076,1174.379883,860.521973,980.07605,505.991486,940.806946,635.234741,927.994263,775.761292,930.140991,802.421082,958.355713,792.796021,924.2099,842.394043,0.73,0.26,0.09,0.911821,0.937332,1975.533203,0.329043,0.425327,0.908304
326,'2018/09/21 18:01:46:229',1,1141.609741,512.336426,1156.465088,653.159973,1176.488403,768.760132,1170.89856,813.082947,1151.514282,815.371094,1171.52356,856.250122,981.671753,506.188293,942.453247,635.275635,929.133606,778.530579,931.410522,804.232727,957.556396,801.204468,925.937134,842.17395,0.73,0.26,0.09,0.911821,0.937332,1975.533203,0.329043,0.425327,0.908304
327,'2018/09/21 18:01:46:296',1,1143.005859,512.031738,1157.457397,651.237061,1176.657593,772.58374,1170.435791,816.226868,1150.552124,800.1521,1171.155518,856.332092,983.291443,506.02948,944.140991,635.099487,929.436951,778.692383,932.98877,804.629639,958.469849,796.600952,926.063904,843.986572,0.73,0.26,0.09,0.911821,0.937332,1975.533203,0.329043,0.425327,0.908304
328,'2018/09/21 18:01:46:369',1,1144.591919,512.238464,1158.403809,652.334351,1176.919556,774.617615,1171.233276,818.432495,1149.274292,822.201416,1170.795044,861.236328,984.112305,506.115051,945.026245,635.035156,929.991211,775.930054,933.627197,803.041016,958.420776,795.587769,930.736633,841.056458,0.73,0.26,0.09,0.911821,0.937332,1975.533203,0.329043,0.425327,0.908304
329,'2018/09/21 18:01:46:445',1,1145.37207,512.465454,1158.676392,653.464539,1177.031982,775.026917,1171.570679,818.749329,1149.564331,819.781372,1174.800293,861.746582,984.488647,505.697327,945.220276,634.840637,929.357727,776.692139,929.007202,803.279175,956.719543,797.741943,924.688843,841.192505,0.73,0.26,0.09,0.911821,0.937332,1975.533203,0.329043,0.425327,0.908304
330,'2018/09/21 18:01:46:512',1,1145.568237,512.969482,1158.094849,654.213623,1177.093018,772.705627,1171.051147,818.104248,1150.24707,823.112549,1174.749023,863.279236,984.411621,505.662354,944.063171,634.290466,924.268066,776.700928,921.668091,803.292175,949.350037,797.185547,915.613647,842.696167,0.73,0.26,0.09,0.911821,0.937332,1975.533203,0.329043,0.425327,0.908304
331,'2018/09/21 18:01:46:584',1,1138.59314,512.192383,1156.622925,653.327026,1175.994019,772.419128,1167.602051,816.615784,1147.442993,810.556946,1170.293823,862.919922,979.503418,506.324097,942.536011,634.135559,917.645325,775.912231,914.891479,802.877869,941.542419,802.853149,902.948914,839.574341,0.73,0.26,0.09,0.911821,0.937332,1975.533203,0.329043,0.425327,0.908304
