@relation dataset

@attribute ID numeric
@attribute Time date 'yyyy/MM/dd HH:mm:ss:SSS'
@attribute 'Training round' numeric
@attribute inputs-1 numeric
@attribute inputs-2 numeric
@attribute inputs-3 numeric
@attribute inputs-4 numeric
@attribute inputs-5 numeric
@attribute inputs-6 numeric
@attribute inputs-7 numeric
@attribute inputs-8 numeric
@attribute outputs-1 {0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16}

@data
5153,'2019/02/24 20:56:18:095',23,362.5,825.200012,917.5,939.400024,-17,-37,0,-1,13
5154,'2019/02/24 20:56:18:145',23,363.200012,828,918,940.200012,-6,0,0,0,13
5155,'2019/02/24 20:56:18:196',23,365.399994,827.200012,918,940.400024,-10,0,0,-1,13
5156,'2019/02/24 20:56:18:248',23,354.899994,821.200012,918.099976,940,0,0,-1,0,13
5157,'2019/02/24 20:56:18:299',23,356.200012,819.200012,917.900024,940,-8,-38,-1,0,13
5158,'2019/02/24 20:56:18:351',23,354.700012,811.200012,920.5,941.599976,-3,0,0,0,13
5159,'2019/02/24 20:56:18:402',23,359.200012,821.299988,921.5,941.400024,-11,-35,0,-1,13
5160,'2019/02/24 20:56:18:452',23,362.200012,819.599976,922.799988,942,-10,-28,0,0,13
5161,'2019/02/24 20:56:18:503',23,365.200012,826.799988,924.5,939.799988,-14,0,0,-2,13
5162,'2019/02/24 20:56:18:554',23,356,824,924,942,-4,-6,0,-2,13
5163,'2019/02/24 20:56:18:605',23,353.600006,824.599976,924.5,941.599976,0,-8,0,0,13
5164,'2019/02/24 20:56:18:657',23,356.200012,820.400024,923.5,941,-5,-32,0,0,13
5165,'2019/02/24 20:56:18:707',23,354.399994,815.400024,923.900024,942.200012,-6,-38,0,-2,13
5166,'2019/02/24 20:56:18:759',23,361.700012,826.799988,924.5,942,-15,-28,0,0,13
5167,'2019/02/24 20:56:18:811',23,362,819.299988,925.5,942,-13,-35,0,0,13
5168,'2019/02/24 20:56:18:862',23,365.100006,827.599976,925.5,941.200012,-10,0,0,0,13
5169,'2019/02/24 20:56:18:914',23,359.399994,817.400024,925.5,941.400024,0,-8,-1,-1,13
5170,'2019/02/24 20:56:18:965',23,367.5,824.200012,927.5,942.599976,-10,0,-1,0,13
5171,'2019/02/24 20:56:19:017',23,360.799988,810,927,942.5,-4,-38,0,0,13
5172,'2019/02/24 20:56:19:067',23,364,810.099976,928.099976,942,-8,-33,-1,0,13
5173,'2019/02/24 20:56:19:117',23,373.5,812.799988,929,942.5,-11,-36,0,0,13
5174,'2019/02/24 20:56:19:168',23,371.299988,818.400024,928.5,942,-15,-8,0,0,13
5175,'2019/02/24 20:56:19:220',23,367.799988,819.299988,928.5,943,-14,-5,-1,0,13
5176,'2019/02/24 20:56:19:271',23,360.5,815,928.5,943,-2,-6,0,0,13
5177,'2019/02/24 20:56:19:322',23,360.399994,811.400024,928,942.900024,0,-7,0,0,13
5178,'2019/02/24 20:56:19:374',23,357.5,811.599976,927.5,943.599976,-2,0,-1,0,13
5179,'2019/02/24 20:56:19:425',23,361.5,818.700012,929,943.5,-1,-35,0,-1,13
5180,'2019/02/24 20:56:19:476',23,367.799988,820.599976,928.099976,942,-16,-34,-1,0,13
5181,'2019/02/24 20:56:19:528',23,364.299988,820.5,927,941.599976,-12,-8,0,-2,13
5182,'2019/02/24 20:56:19:580',23,367.399994,821.799988,927.5,942.799988,-13,0,-1,0,13
5183,'2019/02/24 20:56:19:631',23,367.299988,825.400024,928,943.5,-19,0,0,0,13
5184,'2019/02/24 20:56:19:682',23,360.399994,813.799988,928,942,-6,-4,0,-2,13
5185,'2019/02/24 20:56:19:733',23,361.799988,808,928.5,944.200012,-7,0,0,0,13
5186,'2019/02/24 20:56:19:784',23,371.600006,819.200012,929,943.099976,-11,-29,0,-1,13
5187,'2019/02/24 20:56:19:835',23,366.799988,818.5,929,944,-15,-37,0,-2,13
5188,'2019/02/24 20:56:19:887',23,366.899994,821.5,930.400024,944,-11,-6,0,-2,13
5189,'2019/02/24 20:56:19:939',23,371.399994,829.599976,930,944.400024,-22,0,0,-1,13
5190,'2019/02/24 20:56:19:990',23,363.100006,820,930.5,944.400024,0,-5,-1,-1,13
5191,'2019/02/24 20:56:20:041',23,360.399994,823.5,930,944.5,-6,-5,0,0,13
5192,'2019/02/24 20:56:20:093',23,361.299988,816.799988,931.5,945.400024,-7,-30,0,-1,13
5193,'2019/02/24 20:56:20:144',23,364.200012,818.799988,932,945.400024,-14,-32,0,-1,13
5194,'2019/02/24 20:56:20:196',23,364.399994,820.099976,931.5,945.400024,-14,-28,0,0,13
5195,'2019/02/24 20:56:20:247',23,369.899994,832.599976,932,944.799988,-19,0,0,-2,13
5196,'2019/02/24 20:56:20:297',23,362.799988,825,932,945,-12,-6,-2,0,13
5197,'2019/02/24 20:56:20:349',23,360.200012,823,931,943.5,-2,-6,0,-1,13
5198,'2019/02/24 20:56:20:400',23,360,822.599976,930.5,945.400024,-4,-6,-1,-1,13
5199,'2019/02/24 20:56:20:452',23,360.399994,816.400024,930.5,943.400024,-2,0,0,-1,13
5200,'2019/02/24 20:56:20:503',23,363.299988,823.400024,930,944.200012,-16,-29,0,0,13
5201,'2019/02/24 20:56:20:555',23,361.299988,827,930.5,943.599976,-17,-25,0,0,13
5202,'2019/02/24 20:56:20:606',23,365.799988,828.200012,930.5,944.400024,-14,0,0,-1,13
5203,'2019/02/24 20:56:20:658',23,366.399994,825.599976,930.5,944.400024,-14,0,-1,-1,13
5204,'2019/02/24 20:56:20:709',23,359.100006,818.400024,931,944.900024,-3,-4,0,0,13
5205,'2019/02/24 20:56:20:761',23,359.5,819.900024,931,944.5,-7,-4,0,0,13
5206,'2019/02/24 20:56:20:812',23,361.5,813.299988,930,944.5,-9,-27,0,-1,13
5207,'2019/02/24 20:56:20:863',23,363.600006,818.799988,931,943.5,-15,-27,0,-1,13
5208,'2019/02/24 20:56:20:914',23,365.399994,820.099976,931.5,944,-10,-26,-1,0,13
5209,'2019/02/24 20:56:20:966',23,365.899994,824,930.5,942.400024,-14,0,0,-1,13
5210,'2019/02/24 20:56:21:018',23,362.200012,826.900024,930,943.5,-8,-3,0,-1,13
5211,'2019/02/24 20:56:21:068',23,361.399994,820.799988,930.200012,942.599976,-13,0,-2,-1,13
5212,'2019/02/24 20:56:21:119',23,362.700012,819.400024,930.5,942.799988,-12,0,-1,-2,13
5213,'2019/02/24 20:56:21:170',23,363,812,929,944.400024,-7,0,-2,-1,13
5214,'2019/02/24 20:56:21:222',23,364.200012,822,929.5,943.400024,-15,-19,-1,-1,13
5215,'2019/02/24 20:56:21:273',23,363.899994,818.200012,929.5,944.599976,-10,-27,0,0,13
5216,'2019/02/24 20:56:21:325',23,361.899994,822.099976,929.900024,943,-11,-6,-2,0,13
5217,'2019/02/24 20:56:21:376',23,362.100006,825.200012,928.599976,944,-11,0,-1,0,13
5218,'2019/02/24 20:56:21:427',23,359.600006,820.099976,928.599976,942.5,-12,0,-1,0,13
5219,'2019/02/24 20:56:21:478',23,361.5,813.400024,928.5,943.799988,-10,0,-1,-2,13
5220,'2019/02/24 20:56:21:530',23,359,815.900024,929,943.5,-6,-23,0,0,13
5221,'2019/02/24 20:56:21:582',23,364,820,929.200012,944,-11,-24,-2,0,13
5222,'2019/02/24 20:56:21:633',23,374.600006,823.700012,929,943.5,-10,-5,0,-1,13
5223,'2019/02/24 20:56:21:685',23,365.799988,825.5,930.400024,944,-12,-2,0,-2,13
5224,'2019/02/24 20:56:21:736',23,366,828.599976,931,944,-14,-2,0,0,13
5225,'2019/02/24 20:56:21:787',23,363.799988,829.200012,931.5,945,-13,-3,-1,0,13
5226,'2019/02/24 20:56:21:839',23,365.600006,823,932,944.5,-14,-16,0,0,13
5227,'2019/02/24 20:56:21:891',23,366.5,828.799988,931.5,944.599976,-14,0,0,0,13
5228,'2019/02/24 20:56:21:942',23,366.200012,831.200012,930.5,944.400024,-9,-17,-1,-1,13
5229,'2019/02/24 20:56:21:993',23,364.200012,826.599976,932.900024,945,-8,-29,0,0,13
5230,'2019/02/24 20:56:22:045',23,365.799988,830.200012,933,945,-10,-3,0,0,13
5231,'2019/02/24 20:56:22:097',23,362.899994,826.200012,932,944.599976,-14,0,-2,0,13
5232,'2019/02/24 20:56:22:148',23,363.299988,823.799988,931,945,-12,0,-2,0,13
5233,'2019/02/24 20:56:22:199',23,367.299988,818.799988,930.5,944.400024,-16,0,-1,-1,13
5234,'2019/02/24 20:56:22:250',23,362.399994,818.200012,930,944,-8,-28,0,0,13
5235,'2019/02/24 20:56:22:301',23,365.700012,826.200012,930,944,-13,-19,0,0,13
5236,'2019/02/24 20:56:22:353',23,365.799988,824.799988,929,943.5,-14,-25,0,-1,13
5237,'2019/02/24 20:56:22:404',23,364.100006,825.599976,930.5,944,-5,0,-1,0,13
5238,'2019/02/24 20:56:22:455',23,365.799988,832.700012,928.5,943,-14,0,-1,0,13
5239,'2019/02/24 20:56:22:507',23,362.200012,820.799988,930,944.099976,-10,-3,0,-1,13
5240,'2019/02/24 20:56:22:559',23,373.100006,809.799988,929.5,944.799988,-18,-12,0,-2,13
5241,'2019/02/24 20:56:22:611',23,367.700012,801.799988,931,944.5,-17,-36,0,-1,13
5242,'2019/02/24 20:56:22:662',23,370.799988,832.799988,931,945.5,-10,-46,0,-1,13
5243,'2019/02/24 20:56:22:713',23,373.299988,795,930.799988,944.200012,-14,-57,0,-2,13
5244,'2019/02/24 20:56:22:765',23,368,820.400024,930.5,945.400024,-8,0,-1,-1,13
5245,'2019/02/24 20:56:22:816',23,362.299988,878.900024,930,944,-5,0,0,-2,13
5246,'2019/02/24 20:56:22:867',23,360.100006,767.599976,930,944.799988,-15,-26,0,-2,13
5247,'2019/02/24 20:56:22:919',23,359.299988,559.400024,927.5,943.799988,-15,-14,0,-2,13
5248,'2019/02/24 20:56:22:970',23,363.600006,483.5,927.5,944,-12,-47,-1,0,13
5249,'2019/02/24 20:56:23:021',23,368.5,439.600006,926.200012,943,0,-25,-1,0,13
5250,'2019/02/24 20:56:23:072',23,372.299988,425.100006,923.5,942,-11,-17,-1,0,13
5251,'2019/02/24 20:56:23:123',23,368.299988,426.399994,921.5,941.400024,-5,-4,-1,-1,13
5252,'2019/02/24 20:56:23:175',23,363,385.100006,920,940.5,-4,-7,0,0,13
5253,'2019/02/24 20:56:23:227',23,358.799988,403.799988,918.5,940.599976,-11,-28,0,0,13
5254,'2019/02/24 20:56:23:278',23,373.399994,347.600006,917.5,939,-20,-18,-1,0,13
5255,'2019/02/24 20:56:23:329',23,382.100006,299.100006,917.599976,940,-21,-19,0,0,13
5256,'2019/02/24 20:56:23:381',23,377.5,292,915.5,938.799988,-3,0,0,-2,13
5257,'2019/02/24 20:56:23:433',23,373.299988,302.700012,915.5,939,-7,-13,-1,0,13
5258,'2019/02/24 20:56:23:484',23,364.5,298,915.099976,939,-5,-22,-1,0,13
5259,'2019/02/24 20:56:23:536',23,363.399994,257.799988,913.099976,938,-6,-17,-1,0,13
5260,'2019/02/24 20:56:23:588',23,359.799988,244.399994,912.5,938.599976,-11,-14,0,0,13
5261,'2019/02/24 20:56:23:640',23,364,236.199997,914,938,-14,-11,0,0,13
5262,'2019/02/24 20:56:23:692',23,368,225.600006,913.5,937.099976,-16,-1,0,-1,13
5263,'2019/02/24 20:56:23:744',23,368.600006,211.600006,912.5,937.599976,-8,0,0,0,13
5264,'2019/02/24 20:56:23:796',23,373.700012,209.399994,913,938.200012,-1,0,-2,0,13
5265,'2019/02/24 20:56:39:159',24,385.600006,183.399994,957.5,910.799988,0,0,0,0,14
5266,'2019/02/24 20:56:39:210',24,456.899994,182.5,958.599976,910.5,0,0,-1,-1,14
5267,'2019/02/24 20:56:39:261',24,468.200012,177.399994,958.5,911.799988,-46,0,0,-2,14
5268,'2019/02/24 20:56:39:313',24,611.799988,181.399994,959,912.5,-41,-13,0,0,14
5269,'2019/02/24 20:56:39:363',24,844.799988,180.399994,958.5,912.599976,-120,-9,-1,0,14
5270,'2019/02/24 20:56:39:413',24,892.900024,183.399994,959,913.799988,-25,0,0,0,14
5271,'2019/02/24 20:56:39:465',24,890.099976,182.199997,959.5,913.400024,0,0,-1,-1,14
5272,'2019/02/24 20:56:39:516',24,896.200012,182.100006,959.5,912,-44,0,-1,0,14
5273,'2019/02/24 20:56:39:568',24,807.799988,174.800003,960,913.599976,-64,0,0,0,14
5274,'2019/02/24 20:56:39:619',24,980.599976,173.800003,959.5,913.400024,-1,0,0,-1,14
5275,'2019/02/24 20:56:39:670',24,980.5,177.399994,959,914.5,-1,-8,0,-3,14
5276,'2019/02/24 20:56:39:720',24,980.099976,178.5,959.200012,914.299988,0,-9,-1,-1,14
5277,'2019/02/24 20:56:39:771',24,980.099976,181.800003,959,913.799988,-1,0,-1,0,14
5278,'2019/02/24 20:56:39:823',24,980.599976,175.899994,959.799988,913.900024,-1,-1,0,0,14
5279,'2019/02/24 20:56:39:873',24,980.5,179,958.700012,913.799988,-1,0,-1,0,14
5280,'2019/02/24 20:56:39:925',24,899.900024,175.800003,959.5,913.799988,-51,0,-1,0,14
5281,'2019/02/24 20:56:39:976',24,951.299988,176.399994,959.099976,913,-77,-10,-1,0,14
5282,'2019/02/24 20:56:40:028',24,893,178.399994,959,913,0,-13,0,-2,14
5283,'2019/02/24 20:56:40:079',24,973.400024,179,959,914.200012,0,0,0,0,14
5284,'2019/02/24 20:56:40:130',24,977.099976,179.100006,959.5,915.200012,-29,0,-1,0,14
5285,'2019/02/24 20:56:40:182',24,966.200012,174.399994,959,914,-17,0,0,0,14
5286,'2019/02/24 20:56:40:233',24,980.099976,181.800003,960,914.700012,0,0,0,-1,14
5287,'2019/02/24 20:56:40:284',24,960.099976,177,960.099976,914,-49,-10,-1,0,14
5288,'2019/02/24 20:56:40:335',24,972,178,959.400024,913,0,-12,0,0,14
5289,'2019/02/24 20:56:40:387',24,871.400024,175.699997,959.5,913,-56,-10,-1,0,14
5290,'2019/02/24 20:56:40:438',24,827.700012,180.699997,959.5,912,-77,-1,0,0,14
5291,'2019/02/24 20:56:40:490',24,912.700012,180.399994,958.900024,911,0,0,0,0,14
5292,'2019/02/24 20:56:40:541',24,980.200012,177,959,911.099976,-1,0,0,-1,14
5293,'2019/02/24 20:56:40:592',24,980,177.199997,959.599976,910.599976,0,0,-1,0,14
5294,'2019/02/24 20:56:40:643',24,980.099976,177.600006,959.599976,911,0,-11,-1,0,14
5295,'2019/02/24 20:56:40:695',24,980,173.300003,959.5,912,0,-13,-1,0,14
5296,'2019/02/24 20:56:40:745',24,980.5,176.899994,959.599976,913,0,-13,-1,0,14
5297,'2019/02/24 20:56:40:797',24,980,177.699997,959.599976,916,0,-4,0,0,14
5298,'2019/02/24 20:56:40:848',24,980.5,181.300003,960.400024,917,-1,0,-1,0,14
5299,'2019/02/24 20:56:40:900',24,980.5,176.100006,959.900024,917,-1,0,-1,0,14
5300,'2019/02/24 20:56:40:950',24,980.099976,176.5,959.5,918.200012,0,-2,0,0,14
5301,'2019/02/24 20:56:41:001',24,980.5,173.5,960,916.599976,0,-12,0,-2,14
5302,'2019/02/24 20:56:41:052',24,980.900024,175.399994,960.400024,917.599976,-1,-12,-1,0,14
5303,'2019/02/24 20:56:41:105',24,980,176.100006,959.599976,917.400024,0,-9,-1,-1,14
5304,'2019/02/24 20:56:41:156',24,968.599976,177.199997,960.5,919.400024,-54,0,-1,-1,14
5305,'2019/02/24 20:56:41:207',24,980.900024,179.899994,960.5,918.200012,-1,0,-1,-3,14
5306,'2019/02/24 20:56:41:259',24,958,176.100006,960.5,919,-8,-1,0,0,14
5307,'2019/02/24 20:56:41:310',24,945.099976,176.899994,960,919.700012,-17,0,0,-4,14
5308,'2019/02/24 20:56:41:361',24,980,179.300003,960.799988,920.400024,0,-6,0,0,14
5309,'2019/02/24 20:56:41:412',24,936.700012,179.199997,960.099976,921,-96,-10,-1,0,14
5310,'2019/02/24 20:56:41:464',24,950,177.199997,961,921,-27,-10,0,0,14
5311,'2019/02/24 20:56:41:516',24,980.5,175.800003,960,920,-1,-2,0,-4,14
5312,'2019/02/24 20:56:41:566',24,979.900024,177.300003,960.400024,919,-1,0,-2,0,14
5313,'2019/02/24 20:56:41:617',24,967.299988,177.199997,961.900024,922,-34,-2,0,0,14
5314,'2019/02/24 20:56:41:668',24,979,175,961,921.799988,-15,-7,0,0,14
5315,'2019/02/24 20:56:41:719',24,969.5,174,961.799988,921,0,-5,0,0,14
5316,'2019/02/24 20:56:41:769',24,980,174.300003,960.700012,922.599976,0,-5,-1,0,14
5317,'2019/02/24 20:56:41:821',24,980.099976,172.899994,961.5,921.799988,0,-7,-1,-2,14
5318,'2019/02/24 20:56:41:872',24,981,176,960.599976,921.200012,0,-2,-1,-3,14
5319,'2019/02/24 20:56:41:923',24,980.5,174.100006,961.099976,921.799988,0,-3,-1,0,14
5320,'2019/02/24 20:56:41:975',24,980.900024,176.399994,962,922.299988,-1,-3,0,-1,14
5321,'2019/02/24 20:56:42:025',24,980.599976,173.800003,961.5,922.200012,-1,0,0,0,14
5322,'2019/02/24 20:56:42:076',24,980,177.399994,962,924.799988,0,-9,0,-3,14
5323,'2019/02/24 20:56:42:128',24,980.099976,176.300003,961.799988,925.099976,0,-6,0,-1,14
5324,'2019/02/24 20:56:42:179',24,980.5,173.100006,961.599976,925.799988,-1,-7,-1,0,14
5325,'2019/02/24 20:56:42:230',24,979.5,173.800003,961.200012,927.599976,0,-3,-2,-1,14
5326,'2019/02/24 20:56:42:281',24,980.400024,174.800003,961,928.799988,0,-1,0,0,14
5327,'2019/02/24 20:56:42:331',24,980.099976,175.199997,961.599976,931,0,-2,-1,0,14
5328,'2019/02/24 20:56:42:382',24,980.900024,174.600006,962.5,932.099976,-1,-9,0,-1,14
5329,'2019/02/24 20:56:42:433',24,980.900024,174,961.799988,933.900024,-1,-7,0,0,14
5330,'2019/02/24 20:56:42:485',24,980,172.199997,961.400024,934.700012,0,-5,-1,-2,14
5331,'2019/02/24 20:56:42:537',24,980,170.300003,961.5,935.5,0,-2,-1,-1,14
5332,'2019/02/24 20:56:42:588',24,980,170.399994,961.5,935.900024,0,0,-1,-1,14
5333,'2019/02/24 20:56:42:639',24,980.799988,169.100006,961.700012,936,0,-5,-1,0,14
5334,'2019/02/24 20:56:42:690',24,980.599976,168.399994,961,936,-1,-5,0,0,14
5335,'2019/02/24 20:56:42:740',24,979.599976,166.199997,961,937.200012,0,-5,0,-1,14
5336,'2019/02/24 20:56:42:791',24,980.5,169.699997,960.700012,936,-1,-5,-1,0,14
5337,'2019/02/24 20:56:42:842',24,980.900024,172.600006,961.200012,937.400024,0,-5,-1,0,14
5338,'2019/02/24 20:56:42:893',24,980.599976,170.800003,962.5,936.400024,-1,0,0,-1,14
5339,'2019/02/24 20:56:42:943',24,980,168.5,962,937.299988,0,-3,0,-3,14
5340,'2019/02/24 20:56:42:993',24,980,165.699997,962.5,937,0,-1,-1,0,14
5341,'2019/02/24 20:56:43:045',24,980,164.899994,961.799988,939.200012,0,-7,-3,-1,14
5342,'2019/02/24 20:56:43:096',24,980.099976,163.899994,961.200012,939.599976,-1,-9,-1,-1,14
5343,'2019/02/24 20:56:43:147',24,980.900024,162.800003,962.5,938.599976,-1,-7,-1,0,14
5344,'2019/02/24 20:56:43:198',24,980.299988,164.600006,962,938.599976,-1,0,0,-1,14
5345,'2019/02/24 20:56:43:250',24,956.5,164.199997,960.5,939,0,-2,-1,0,14
5346,'2019/02/24 20:56:43:301',24,980,165.800003,961.599976,938.400024,0,-2,-1,-3,14
5347,'2019/02/24 20:56:43:353',24,980.599976,166.199997,961,939,-1,-2,0,0,14
5348,'2019/02/24 20:56:43:403',24,980.400024,164.800003,961.799988,939,-1,-9,-1,0,14
5349,'2019/02/24 20:56:43:453',24,979.900024,164,962,939.5,-1,-8,0,0,14
5350,'2019/02/24 20:56:43:505',24,980.099976,162,962.400024,938,0,-6,-1,0,14
5351,'2019/02/24 20:56:43:555',24,941.099976,165.300003,961,938.5,-13,-3,0,0,14
5352,'2019/02/24 20:56:58:373',25,298.200012,334.5,896,953,-17,-20,0,-2,15
5353,'2019/02/24 20:56:58:424',25,292.399994,357.600006,896,952.700012,-14,-1,-2,0,15
5354,'2019/02/24 20:56:58:474',25,287.700012,357.100006,895.5,953,-17,-30,-1,0,15
5355,'2019/02/24 20:56:58:526',25,282,347.5,896.5,952,0,0,0,0,15
5356,'2019/02/24 20:56:58:576',25,292,344.600006,894,952.5,0,-34,0,-1,15
5357,'2019/02/24 20:56:58:627',25,307,415.600006,894,953,-16,-31,0,0,15
5358,'2019/02/24 20:56:58:679',25,302.5,430.5,893,953.5,-5,-23,0,-1,15
5359,'2019/02/24 20:56:58:730',25,311.299988,438.100006,893,953.5,-14,-1,0,-3,15
5360,'2019/02/24 20:56:58:781',25,293.100006,533.599976,894.5,953.400024,-12,0,0,-1,15
5361,'2019/02/24 20:56:58:832',25,277.700012,513.400024,894.5,953.599976,0,0,-1,-2,15
5362,'2019/02/24 20:56:58:883',25,280.299988,432.799988,896,953.5,0,-34,0,-1,15
5363,'2019/02/24 20:56:58:934',25,283.5,516.599976,897.5,954,0,-90,0,0,15
5364,'2019/02/24 20:56:58:986',25,280.700012,526.700012,897,954.5,0,-15,0,0,15
5365,'2019/02/24 20:56:59:037',25,287.5,507.700012,900.5,953,-8,-14,0,0,15
5366,'2019/02/24 20:56:59:087',25,313.700012,525.599976,900.5,954.400024,-17,0,0,-1,15
5367,'2019/02/24 20:56:59:139',25,313.799988,639.400024,902,953.099976,-12,-24,0,-1,15
5368,'2019/02/24 20:56:59:190',25,294.799988,638.400024,903,954.400024,-2,-13,0,0,15
5369,'2019/02/24 20:56:59:242',25,300.100006,751,903.5,955,0,0,-1,0,15
5370,'2019/02/24 20:56:59:293',25,297.600006,820.099976,904.799988,953.900024,-6,-66,0,0,15
5371,'2019/02/24 20:56:59:344',25,313.600006,876.299988,906.5,954,0,-3,0,0,15
5372,'2019/02/24 20:56:59:395',25,294.200012,954.799988,905.5,954.400024,-12,-13,0,-1,15
5373,'2019/02/24 20:56:59:447',25,294.700012,979.5,906,954,-9,-1,-2,0,15
5374,'2019/02/24 20:56:59:499',25,292.600006,979.5,905,955,-16,-1,0,-2,15
5375,'2019/02/24 20:56:59:550',25,280.899994,979.099976,906.400024,953.5,-5,-1,0,0,15
5376,'2019/02/24 20:56:59:600',25,272.399994,979.599976,904.5,954.200012,0,-1,0,0,15
5377,'2019/02/24 20:56:59:652',25,271.5,979.599976,905.400024,955,-7,0,0,0,15
5378,'2019/02/24 20:56:59:703',25,268,899.900024,904,955,0,-31,0,-2,15
5379,'2019/02/24 20:56:59:753',25,267.899994,875.200012,903.200012,955,-5,-25,-2,0,15
5380,'2019/02/24 20:56:59:805',25,268.5,750.599976,901.5,955,-3,-82,0,0,15
5381,'2019/02/24 20:56:59:857',25,271.100006,649.5,899,954.799988,-7,-79,0,0,15
5382,'2019/02/24 20:56:59:908',25,272.200012,979.599976,899.5,955.599976,0,-1,-1,0,15
5383,'2019/02/24 20:56:59:959',25,284.799988,923,898.5,955.200012,-11,-40,-1,0,15
5384,'2019/02/24 20:57:00:011',25,273.200012,830.400024,896.599976,954.400024,-1,-112,-1,-1,15
5385,'2019/02/24 20:57:00:063',25,272.899994,627.400024,895.5,954.799988,-1,0,-1,-2,15
5386,'2019/02/24 20:57:00:115',25,276.700012,675.599976,897,954.400024,-14,0,-2,-1,15
5387,'2019/02/24 20:57:00:165',25,278.5,740.700012,897.400024,956,-7,0,0,-2,15
5388,'2019/02/24 20:57:00:216',25,278.299988,835,897,954.5,-9,0,0,-1,15
5389,'2019/02/24 20:57:00:267',25,278.200012,858,897.5,953.799988,-2,0,-1,-2,15
5390,'2019/02/24 20:57:00:319',25,267.899994,750.400024,898.5,954.400024,0,0,0,-1,15
5391,'2019/02/24 20:57:00:369',25,267.100006,635,898.5,954.400024,-2,-30,-3,-1,15
5392,'2019/02/24 20:57:00:420',25,263,593,898.5,954.400024,0,0,-1,-1,15
5393,'2019/02/24 20:57:00:471',25,267.100006,485.799988,898,953.400024,-3,-43,-2,-1,15
5394,'2019/02/24 20:57:00:522',25,265,430.200012,897.5,954.599976,-9,0,0,0,15
5395,'2019/02/24 20:57:00:574',25,269.399994,422.799988,895.5,954.799988,-8,-33,0,-2,15
5396,'2019/02/24 20:57:00:626',25,272.399994,407.600006,896,954.400024,0,0,-4,-1,15
5397,'2019/02/24 20:57:00:676',25,275.899994,424.600006,895.799988,953.5,-1,-31,-2,0,15
5398,'2019/02/24 20:57:00:728',25,269.399994,480.399994,897.099976,955,-4,0,-1,0,15
5399,'2019/02/24 20:57:00:779',25,272.799988,516.200012,897.5,955.599976,0,-32,-1,0,15
5400,'2019/02/24 20:57:00:830',25,266.100006,532.799988,896,954.400024,-9,-18,-2,-1,15
5401,'2019/02/24 20:57:00:881',25,265.899994,505.399994,897.799988,954.5,-7,-45,0,-1,15
5402,'2019/02/24 20:57:00:932',25,271.100006,437.700012,897,954.5,-6,-45,0,-1,15
5403,'2019/02/24 20:57:00:984',25,270,501.299988,898.5,955,-12,0,-1,0,15
5404,'2019/02/24 20:57:01:035',25,266.700012,500.200012,897.900024,955,-13,-51,0,0,15
5405,'2019/02/24 20:57:01:087',25,265.899994,484.399994,898.5,955.599976,0,-9,-1,0,15
5406,'2019/02/24 20:57:01:139',25,266.200012,611.599976,899.900024,954,-7,0,0,0,15
5407,'2019/02/24 20:57:01:190',25,251.800003,703.599976,902,955,-1,-6,-2,0,15
5408,'2019/02/24 20:57:01:241',25,258.899994,661.299988,901,953,-8,0,0,0,15
5409,'2019/02/24 20:57:01:292',25,264,532.799988,902.5,954.599976,-11,-3,0,0,15
5410,'2019/02/24 20:57:01:343',25,259.100006,547,902,954,-11,-22,0,0,15
5411,'2019/02/24 20:57:01:395',25,255.600006,579.400024,902.5,954.599976,-6,-34,0,0,15
5412,'2019/02/24 20:57:01:446',25,254.199997,587.599976,900.5,954.299988,0,0,-1,-1,15
5413,'2019/02/24 20:57:01:497',25,280.899994,609.599976,900.5,953.200012,-2,-56,-1,0,15
5414,'2019/02/24 20:57:01:548',25,280.5,577.400024,902.599976,953.700012,-13,-32,0,-1,15
5415,'2019/02/24 20:57:01:600',25,267,540.200012,904.5,952.599976,-12,-22,-1,0,15
5416,'2019/02/24 20:57:01:651',25,287.799988,569.200012,903.5,953.200012,-15,0,0,0,15
5417,'2019/02/24 20:57:01:702',25,278.799988,597.5,902,953.5,-6,-45,0,0,15
5418,'2019/02/24 20:57:01:754',25,277.700012,631.599976,905,953.5,-11,-36,0,0,15
5419,'2019/02/24 20:57:01:804',25,264.600006,621.799988,904,952,0,-26,-2,0,15
5420,'2019/02/24 20:57:01:855',25,253.600006,641,904,953,-4,-5,-2,0,15
5421,'2019/02/24 20:57:01:905',25,252.5,659.5,903.900024,953,-9,-49,0,0,15
5422,'2019/02/24 20:57:01:957',25,255.199997,737.599976,903.5,952,-5,-26,-1,0,15
5423,'2019/02/24 20:57:02:008',25,263.5,737,904.5,952.599976,-18,0,0,0,15
5424,'2019/02/24 20:57:02:059',25,262.200012,927,903.099976,953,-8,-36,-1,0,15
5425,'2019/02/24 20:57:02:110',25,263,979.599976,904.5,952.799988,-5,-1,0,-2,15
5426,'2019/02/24 20:57:02:161',25,259,979,904.400024,953.400024,0,0,0,0,15
5427,'2019/02/24 20:57:02:212',25,272.799988,979.299988,904.799988,952.5,-10,-1,-1,-2,15
5428,'2019/02/24 20:57:02:264',25,267.799988,979.700012,905.299988,953.5,-7,-1,0,0,15
5429,'2019/02/24 20:57:02:315',25,280.899994,979.599976,906,954.599976,-7,-1,0,0,15
