@relation dataset

@attribute ID numeric
@attribute Time date 'yyyy/MM/dd HH:mm:ss:SSS'
@attribute 'Training round' numeric
@attribute inputs-1 numeric
@attribute inputs-2 numeric
@attribute inputs-3 numeric
@attribute inputs-4 numeric
@attribute inputs-5 numeric
@attribute inputs-6 numeric
@attribute inputs-7 numeric
@attribute inputs-8 numeric
@attribute outputs-1 {0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16}

@data
3745,'2019/02/24 20:51:52:345',16,980.900024,226.199997,968.900024,0.5,-1,-8,0,-1,6
3746,'2019/02/24 20:51:52:397',16,944.799988,220.600006,969,0,-68,-12,0,0,6
3747,'2019/02/24 20:51:52:448',16,980,219.100006,968.599976,1.5,0,-9,-2,0,6
3748,'2019/02/24 20:51:52:499',16,955.299988,217.699997,970,1,0,-3,0,-2,6
3749,'2019/02/24 20:51:52:550',16,980.5,216,967.900024,0,0,-6,-1,0,6
3750,'2019/02/24 20:51:52:600',16,980.5,216.899994,970,1.5,-1,-2,0,-3,6
3751,'2019/02/24 20:51:52:652',16,980.599976,221,969.5,0,-1,-5,0,0,6
3752,'2019/02/24 20:51:52:703',16,980.5,225.600006,969.700012,0,-1,-5,-1,0,6
3753,'2019/02/24 20:51:52:753',16,980.5,224.399994,970,1,-1,-8,0,-2,6
3754,'2019/02/24 20:51:52:805',16,980.400024,220,969,0.6,0,-5,0,-3,6
3755,'2019/02/24 20:51:52:857',16,980.599976,218.100006,969.400024,2,0,-3,0,0,6
3756,'2019/02/24 20:51:52:908',16,980.900024,219.600006,969,0.4,-1,-5,0,-1,6
3757,'2019/02/24 20:51:52:960',16,958.099976,221.5,970,1,0,0,0,-2,6
3758,'2019/02/24 20:51:53:011',16,976.599976,223.800003,968.700012,0,-39,0,-3,0,6
3759,'2019/02/24 20:51:53:062',16,980.5,225.800003,969.599976,0,-1,-5,-1,0,6
3760,'2019/02/24 20:51:53:114',16,980,224.800003,969.599976,1.9,0,-8,-1,0,6
3761,'2019/02/24 20:51:53:165',16,980.900024,219.300003,969.599976,0,0,-3,-1,0,6
3762,'2019/02/24 20:51:53:217',16,980.200012,221.399994,969,0.3,-1,-3,0,-1,6
3763,'2019/02/24 20:51:53:268',16,980.400024,220,969,1.6,-1,0,-2,-4,6
3764,'2019/02/24 20:51:53:319',16,979.599976,223,969.200012,0,-5,-3,-1,0,6
3765,'2019/02/24 20:51:53:371',16,953.5,219.100006,970,1,-83,-2,0,0,6
3766,'2019/02/24 20:51:53:423',16,931.700012,220.800003,969.900024,0.8,0,-4,0,0,6
3767,'2019/02/24 20:51:53:475',16,980.400024,219.300003,969.400024,0,-1,-3,0,0,6
3768,'2019/02/24 20:51:53:525',16,979.900024,218.600006,969.5,1.2,-8,-6,0,0,6
3769,'2019/02/24 20:51:53:576',16,942.700012,215.199997,968.5,0.8,-68,0,-1,-2,6
3770,'2019/02/24 20:51:53:628',16,885.5,213.699997,969.5,0,0,-3,-1,0,6
3771,'2019/02/24 20:51:53:680',16,980.5,213.899994,969.5,0,-1,0,0,0,6
3772,'2019/02/24 20:51:53:731',16,876.799988,215.300003,970,0.5,-125,0,0,0,6
3773,'2019/02/24 20:51:53:783',16,816.900024,213.800003,969.900024,1.2,-101,-9,0,-2,6
3774,'2019/02/24 20:51:53:834',16,928.599976,215.199997,969.400024,0,0,-1,-2,0,6
3775,'2019/02/24 20:51:53:886',16,980.599976,215,970,0,-1,-3,0,0,6
3776,'2019/02/24 20:51:53:937',16,980.599976,217.800003,970,0,-1,0,0,0,6
3777,'2019/02/24 20:51:53:989',16,980.099976,222.699997,969.200012,0,0,-3,-1,0,6
3778,'2019/02/24 20:51:54:040',16,980.599976,222.399994,970,0,-1,-3,0,0,6
3779,'2019/02/24 20:51:54:091',16,979.700012,215.199997,969.200012,0.2,-1,-4,-1,-2,6
3780,'2019/02/24 20:51:54:142',16,980.799988,216.300003,969.700012,0,0,-5,0,0,6
3781,'2019/02/24 20:51:54:193',16,980.200012,216.399994,969.700012,0,-1,-2,0,0,6
3782,'2019/02/24 20:51:54:244',16,980.099976,218.199997,968.599976,0,0,-4,-1,0,6
3783,'2019/02/24 20:51:54:295',16,965.900024,216.600006,969.5,0,-25,0,-1,0,6
3784,'2019/02/24 20:51:54:346',16,980.5,219.800003,970,0,-1,-1,0,0,6
3785,'2019/02/24 20:51:54:397',16,980.099976,219.800003,970.200012,0,-1,-3,-1,0,6
3786,'2019/02/24 20:51:54:449',16,980.5,221.5,970.200012,0,-1,-3,-1,0,6
3787,'2019/02/24 20:51:54:499',16,980.5,218.800003,969.900024,0.6,-1,-1,0,-1,6
3788,'2019/02/24 20:51:54:550',16,981,218,970.400024,0,0,-2,0,0,6
3789,'2019/02/24 20:51:54:601',16,980.5,220.5,970,0.5,-1,-1,0,-1,6
3790,'2019/02/24 20:51:54:652',16,980.599976,223.800003,970.099976,0,-1,-3,-1,0,6
3791,'2019/02/24 20:51:54:702',16,980.599976,220.800003,969.700012,0,-1,-4,0,0,6
3792,'2019/02/24 20:51:54:754',16,980,225.600006,969.700012,2,0,-4,-1,-2,6
3793,'2019/02/24 20:51:54:806',16,980.799988,226.300003,970.400024,1,0,0,0,0,6
3794,'2019/02/24 20:51:54:857',16,980.400024,227.600006,970,0.9,-1,-2,0,0,6
3795,'2019/02/24 20:51:54:909',16,980.5,225.800003,969.200012,0.9,-1,0,-2,0,6
3796,'2019/02/24 20:51:54:960',16,980.599976,228.600006,969.599976,0.5,0,-1,-1,0,6
3797,'2019/02/24 20:51:55:011',16,980.5,225.800003,969.799988,0,-1,-4,0,0,6
3798,'2019/02/24 20:51:55:062',16,981,223.300003,970,0,0,-3,0,0,6
3799,'2019/02/24 20:51:55:112',16,936,221.199997,969.900024,0,-92,-4,0,0,6
3800,'2019/02/24 20:51:55:163',16,972.900024,221.600006,969.099976,0.2,0,0,-1,-1,6
3801,'2019/02/24 20:51:55:214',16,980.5,217.899994,970,0,-1,-1,0,0,6
3802,'2019/02/24 20:51:55:265',16,980.799988,220.600006,970,1,-1,-2,0,0,6
3803,'2019/02/24 20:51:55:316',16,980.599976,221.5,969.599976,1,0,-3,-1,-2,6
3804,'2019/02/24 20:51:55:367',16,964.299988,221.600006,970,0,-31,-2,-2,0,6
3805,'2019/02/24 20:51:55:418',16,949.099976,222.600006,969.200012,1,0,-3,-2,0,6
3806,'2019/02/24 20:51:55:470',16,980,221.100006,970.200012,1,-2,-1,-2,-2,6
3807,'2019/02/24 20:51:55:521',16,980.400024,221.399994,969.5,0.5,-1,-2,-1,-1,6
3808,'2019/02/24 20:51:55:573',16,980,221,969.799988,0.5,0,0,0,0,6
3809,'2019/02/24 20:51:55:624',16,980,225.899994,969.200012,1,0,-2,-1,-2,6
3810,'2019/02/24 20:51:55:674',16,981,224.800003,969.599976,0.9,0,-2,-1,0,6
3811,'2019/02/24 20:51:55:726',16,980.5,224.300003,970.5,1,-1,0,0,0,6
3812,'2019/02/24 20:51:55:778',16,980.599976,221.399994,969.099976,1.2,-1,-2,-1,-2,6
3813,'2019/02/24 20:51:55:829',16,972.5,221.199997,970,0.5,-79,-4,0,0,6
3814,'2019/02/24 20:51:55:880',16,839.299988,218.800003,970,1,-26,-4,0,-2,6
3815,'2019/02/24 20:51:55:931',16,884.099976,218.399994,969.5,0,-47,-1,0,0,6
3816,'2019/02/24 20:51:55:982',16,783.700012,218.399994,969.5,0,0,-1,0,0,6
3817,'2019/02/24 20:51:56:032',16,976.5,218.399994,969.5,0.6,-42,0,0,0,6
3818,'2019/02/24 20:51:56:083',16,907.099976,216.800003,968.5,0,0,-2,0,0,6
3819,'2019/02/24 20:51:56:135',16,843.700012,220.600006,969.5,0,-71,-2,-1,0,6
3820,'2019/02/24 20:51:56:185',16,803.799988,226,970.299988,0,-9,0,0,0,6
3821,'2019/02/24 20:51:56:235',16,980.900024,225,970,0,-1,-4,0,0,6
3822,'2019/02/24 20:51:56:287',16,864.900024,221.600006,970,1.2,-107,-1,0,-3,6
3823,'2019/02/24 20:51:56:339',16,794.400024,223,970,0,-51,-3,0,0,6
3824,'2019/02/24 20:51:56:390',16,894.299988,221.800003,970.799988,1,-69,0,0,-2,6
3825,'2019/02/24 20:51:56:442',16,917.599976,226.5,970,0,0,-3,0,0,6
3826,'2019/02/24 20:51:56:494',16,980,222.199997,969.700012,0,0,-4,0,0,6
3827,'2019/02/24 20:51:56:545',16,980.599976,219.800003,969.5,0.4,-1,-3,0,-1,6
3828,'2019/02/24 20:51:56:596',16,980.5,217.600006,969.599976,0,-1,-1,-1,0,6
3829,'2019/02/24 20:51:56:648',16,979.200012,218.699997,969.5,0.6,-8,0,0,0,6
3830,'2019/02/24 20:51:56:700',16,827,218.800003,968.5,0.8,0,0,0,-2,6
3831,'2019/02/24 20:51:56:751',16,819.599976,222.800003,969.900024,1.5,-98,0,0,0,6
3832,'2019/02/24 20:51:56:802',16,823.099976,222.699997,969.5,0,-109,-3,-1,0,6
3833,'2019/02/24 20:51:56:853',16,796.799988,223.399994,970,0.5,-42,-2,0,-1,6
3834,'2019/02/24 20:51:56:904',16,723.200012,220.600006,970,0,-23,-4,0,0,6
3835,'2019/02/24 20:51:56:955',16,830.700012,221.600006,970,1.6,0,-1,0,-4,6
3836,'2019/02/24 20:51:57:006',16,928.5,219.5,969.5,0,-103,-3,-1,0,6
3837,'2019/02/24 20:51:57:056',16,899.599976,215.5,970.200012,1,-114,-2,-2,0,6
3838,'2019/02/24 20:51:57:108',16,873.799988,221.600006,969.5,2.6,0,-1,-1,0,6
3839,'2019/02/24 20:51:57:160',16,892.5,220.899994,969.5,0,-80,-3,0,0,6
3840,'2019/02/24 20:51:57:211',16,816,218.199997,969,0,-68,-4,0,0,6
3841,'2019/02/24 20:51:57:262',16,637.299988,217.800003,970,1.9,-74,-3,0,0,6
3842,'2019/02/24 20:51:57:312',16,766.900024,219,969,1,-43,0,0,-2,6
3843,'2019/02/24 20:51:57:363',16,720,217.300003,969.5,0,-6,0,-1,0,6
3844,'2019/02/24 20:51:57:414',16,723,215.199997,969.5,0.8,-54,0,-1,-2,6
3845,'2019/02/24 20:51:57:465',16,790.400024,218.199997,969,2,-48,-1,0,-2,6
3846,'2019/02/24 20:51:57:516',16,771.900024,220.100006,969,0.5,0,-3,0,-1,6
3847,'2019/02/24 20:51:57:568',16,950.799988,218.399994,969.5,0.5,0,-2,-1,-1,6
3848,'2019/02/24 20:51:57:619',16,978.599976,219.399994,969.5,0.6,-17,0,0,0,6
3849,'2019/02/24 20:51:57:670',16,962,219.399994,968.799988,2,0,-1,0,0,6
3850,'2019/02/24 20:51:57:722',16,811.5,221.399994,969.099976,0,-68,-1,-1,0,6
3851,'2019/02/24 20:51:57:774',16,856,221.600006,968.900024,1,-58,-1,0,-2,6
3852,'2019/02/24 20:51:57:825',16,906.299988,223.199997,969.900024,0.6,-32,-1,0,-1,6
3853,'2019/02/24 20:51:57:877',16,821.299988,220.899994,970,0.5,0,-3,0,-1,6
3854,'2019/02/24 20:51:57:928',16,909.700012,223.600006,969.400024,0,0,-1,-1,0,6
3855,'2019/02/24 20:51:57:980',16,883.5,221.5,969.5,0,-53,-6,-1,0,6
3856,'2019/02/24 20:51:58:032',16,823.799988,220.399994,969.900024,0,-111,0,0,0,6
3857,'2019/02/24 20:51:58:083',16,901.400024,219.399994,969.5,1,-80,-1,-1,0,6
3858,'2019/02/24 20:51:58:134',16,780.799988,220.5,969.799988,0.1,-14,0,0,-1,6
3859,'2019/02/24 20:51:58:185',16,755.799988,219.800003,969,0.4,-45,0,0,-4,6
3860,'2019/02/24 20:51:58:236',16,878,222.300003,969.400024,1,0,-4,0,0,6
3861,'2019/02/24 20:51:58:287',16,980,223.699997,969.400024,0,0,-4,-1,0,6
3862,'2019/02/24 20:51:58:337',16,980.599976,220.699997,969.200012,0,-1,-8,-1,0,6
3863,'2019/02/24 20:51:58:389',16,980.5,220.800003,968.5,0,-1,0,-1,0,6
3864,'2019/02/24 20:51:58:440',16,980.5,219.5,969,1.5,-1,-1,0,0,6
3865,'2019/02/24 20:51:58:492',16,980,218.699997,969.799988,0,0,0,-1,0,6
3866,'2019/02/24 20:51:58:544',16,980.599976,218.100006,969.599976,0.5,0,-4,-1,0,6
3867,'2019/02/24 20:51:58:595',16,980.400024,213.399994,969.5,0.8,-1,0,-1,-2,6
3868,'2019/02/24 20:51:58:646',16,980.5,216.5,969.799988,0,-1,-5,0,0,6
3869,'2019/02/24 20:51:58:697',16,980.5,219.800003,969.5,0,-1,-6,0,0,6
3870,'2019/02/24 20:51:58:748',16,967.799988,219.800003,969,0.3,-26,0,0,-1,6
3871,'2019/02/24 20:51:58:800',16,980.599976,221.100006,970.200012,0,-1,0,0,0,6
3872,'2019/02/24 20:51:58:851',16,980.5,223.600006,970,1,-1,-3,0,-2,6
3873,'2019/02/24 20:51:58:902',16,980,221.100006,969.599976,0,0,-10,-2,0,6
3874,'2019/02/24 20:51:58:952',16,980.099976,219.199997,969.900024,0.5,0,-2,0,-1,6
3875,'2019/02/24 20:51:59:003',16,980.599976,220.199997,969.599976,1.5,0,-9,-1,0,6
3876,'2019/02/24 20:51:59:055',16,980.599976,218.399994,969.700012,0,-1,-8,0,0,6
3877,'2019/02/24 20:51:59:106',16,975.799988,216.699997,969,0,-46,0,0,0,6
3878,'2019/02/24 20:51:59:157',16,809.099976,218.600006,970,0.2,-119,0,0,-2,6
3879,'2019/02/24 20:51:59:209',16,716.200012,220,969.5,0,0,-2,-1,0,6
3880,'2019/02/24 20:51:59:260',16,726.700012,216.5,969.400024,2,-90,-5,0,0,6
3881,'2019/02/24 20:51:59:312',16,828.900024,217.399994,970,1.2,-2,0,-2,0,6
3882,'2019/02/24 20:51:59:362',16,868.900024,219.600006,968.799988,0,-116,-7,0,0,6
3883,'2019/02/24 20:51:59:414',16,828.599976,217.600006,969.200012,0,-56,-1,-2,0,6
3884,'2019/02/24 20:51:59:465',16,726.799988,222.399994,969,0.5,-1,0,0,0,6
3885,'2019/02/24 20:51:59:516',16,755.400024,219.100006,970,1,-64,-1,0,-2,6
3886,'2019/02/24 20:51:59:567',16,753.299988,218.300003,969.5,0,-59,-1,0,0,6
3887,'2019/02/24 20:51:59:619',16,731.599976,217.199997,970,0.4,-67,0,0,-1,6
3888,'2019/02/24 20:51:59:671',16,683.799988,220.800003,969.5,0,-91,-3,-1,0,6
3889,'2019/02/24 20:51:59:723',16,980.599976,223.100006,969.799988,0.2,-1,-8,0,-2,6
3890,'2019/02/24 20:51:59:774',16,932.200012,222.600006,970,0,-89,0,0,0,6
3891,'2019/02/24 20:51:59:826',16,853.099976,220.199997,969,0.5,-67,-4,0,-1,6
3892,'2019/02/24 20:51:59:878',16,875.099976,222.199997,969.5,1.2,-40,-2,-1,0,6
3893,'2019/02/24 20:51:59:929',16,852.5,217,969,0.1,-61,-1,0,-1,6
3894,'2019/02/24 20:51:59:981',16,908.400024,218.800003,969.5,0.4,0,0,0,-1,6
3895,'2019/02/24 20:52:00:031',16,849.900024,214,968.5,0.6,-140,0,0,0,6
3896,'2019/02/24 20:52:00:082',16,926.299988,218.899994,969,0.5,-57,-11,0,-1,6
3897,'2019/02/24 20:52:00:133',16,798.5,218.199997,970,0,0,0,0,0,6
3898,'2019/02/24 20:52:00:185',16,979.299988,215.5,969,0.4,-7,-3,-2,-1,6
3899,'2019/02/24 20:52:00:236',16,930.700012,213.800003,969.799988,0,-110,0,0,0,6
3900,'2019/02/24 20:52:00:287',16,643.099976,215.899994,969.5,0,-5,-2,0,0,6
3901,'2019/02/24 20:52:00:339',16,925.099976,218.199997,969,0,-79,-6,0,0,6
3902,'2019/02/24 20:52:00:390',16,936.400024,219.399994,969.5,1.2,-148,-14,0,0,6
3903,'2019/02/24 20:52:00:441',16,824.200012,219.199997,970.5,2.2,-94,-7,0,0,6
3904,'2019/02/24 20:52:00:492',16,865.599976,220.199997,969,1,-32,-2,0,-2,6
3905,'2019/02/24 20:52:00:543',16,654.799988,218.100006,970,0,-59,-1,0,0,6
3906,'2019/02/24 20:52:00:594',16,752.799988,216.300003,970,0,-24,-1,0,0,6
3907,'2019/02/24 20:52:29:441',17,297.799988,181.899994,969.5,0,-4,0,0,0,7
3908,'2019/02/24 20:52:29:492',17,300.600006,168,970,0,-6,-3,0,0,7
3909,'2019/02/24 20:52:29:544',17,296.399994,153.300003,970.5,0,-6,-13,-1,0,7
3910,'2019/02/24 20:52:29:595',17,308.399994,172.199997,970.5,1.6,-8,0,0,0,7
3911,'2019/02/24 20:52:29:647',17,307.100006,213.800003,970,0.6,-3,0,0,0,7
3912,'2019/02/24 20:52:29:699',17,307,249.899994,970,2,-14,0,0,-4,7
3913,'2019/02/24 20:52:29:751',17,305.100006,298.399994,969.099976,0,-1,-5,-1,0,7
3914,'2019/02/24 20:52:29:802',17,311.200012,404.799988,969.5,0,-2,0,0,0,7
3915,'2019/02/24 20:52:29:854',17,311.299988,434,969.5,0.6,-7,0,-1,0,7
3916,'2019/02/24 20:52:29:906',17,309.5,437.600006,970.5,0,-4,-21,-1,0,7
3917,'2019/02/24 20:52:29:958',17,314.700012,467.299988,969,2,-6,0,0,-2,7
3918,'2019/02/24 20:52:30:010',17,321.399994,414.200012,969,0.8,-6,-64,0,-2,7
3919,'2019/02/24 20:52:30:062',17,319.299988,440.200012,970.5,0,-9,-36,0,0,7
3920,'2019/02/24 20:52:30:113',17,314.299988,382.200012,969.5,1.8,0,0,0,0,7
3921,'2019/02/24 20:52:30:164',17,316.299988,460.399994,969,0,-9,0,0,0,7
3922,'2019/02/24 20:52:30:216',17,305.700012,476.200012,970,0.5,-3,0,0,-1,7
3923,'2019/02/24 20:52:30:266',17,312.5,390.5,970,0,0,-45,0,0,7
3924,'2019/02/24 20:52:30:317',17,305.899994,320.200012,969.5,0.8,-4,-27,-1,-2,7
3925,'2019/02/24 20:52:30:368',17,318.200012,361.200012,970,0.6,-15,0,0,0,7
3926,'2019/02/24 20:52:30:420',17,316.600006,331.200012,969.5,0.6,-8,-32,0,0,7
3927,'2019/02/24 20:52:30:471',17,312.299988,275.799988,969.299988,0,-6,-8,-3,0,7
3928,'2019/02/24 20:52:30:522',17,306.100006,293.299988,969.5,2,-7,0,0,0,7
3929,'2019/02/24 20:52:30:573',17,303.399994,362.200012,970,0,-15,-5,0,0,7
3930,'2019/02/24 20:52:30:625',17,301.399994,379.799988,970,1,-4,0,0,-2,7
3931,'2019/02/24 20:52:30:675',17,296.799988,377.600006,970,0.4,-5,0,-2,-1,7
3932,'2019/02/24 20:52:30:727',17,299.299988,364.200012,970,0.2,-7,-32,0,-2,7
3933,'2019/02/24 20:52:30:778',17,296.700012,472,970.5,0.7,-4,-50,-1,0,7
3934,'2019/02/24 20:52:30:830',17,292.700012,408.200012,970,0,-1,-19,0,0,7
3935,'2019/02/24 20:52:30:881',17,297.5,455.200012,969.5,1,-1,0,0,0,7
3936,'2019/02/24 20:52:30:933',17,309.899994,577.599976,970,0.3,-6,-45,0,-3,7
3937,'2019/02/24 20:52:30:984',17,306.799988,641.400024,970.5,0,-11,-22,-1,0,7
3938,'2019/02/24 20:52:31:035',17,305.399994,610,970,0.5,-6,-20,0,-1,7
3939,'2019/02/24 20:52:31:087',17,317.899994,605,970,0.5,-5,-89,0,-1,7
3940,'2019/02/24 20:52:31:138',17,311.799988,514.700012,970.5,0,-10,-51,-1,0,7
3941,'2019/02/24 20:52:31:189',17,303.799988,422.200012,970,0,-6,-21,0,0,7
3942,'2019/02/24 20:52:31:239',17,293.600006,544.799988,969.900024,0,0,0,0,0,7
3943,'2019/02/24 20:52:31:290',17,289.5,572.599976,970,1,-5,-1,0,0,7
3944,'2019/02/24 20:52:31:341',17,287.799988,594.599976,970.5,1,-7,-12,-1,0,7
3945,'2019/02/24 20:52:31:393',17,287,601.299988,969.900024,1,0,-55,-1,0,7
3946,'2019/02/24 20:52:31:444',17,295.100006,595.900024,970.5,0,-3,-34,0,0,7
3947,'2019/02/24 20:52:31:495',17,296.200012,537.5,970.5,0,-6,-47,-1,0,7
3948,'2019/02/24 20:52:31:546',17,299.399994,565.799988,970,0.1,-6,0,0,-1,7
3949,'2019/02/24 20:52:31:598',17,294.700012,525,970,0.6,-2,-26,0,-1,7
3950,'2019/02/24 20:52:31:649',17,297.5,489.5,970,1.5,-7,-23,0,-3,7
3951,'2019/02/24 20:52:31:700',17,293.799988,588.900024,971,0,-1,-5,0,0,7
3952,'2019/02/24 20:52:31:752',17,293.899994,584.099976,970.5,1.8,-1,0,-1,0,7
3953,'2019/02/24 20:52:31:803',17,293.899994,587.099976,970,1,-7,-71,0,-2,7
3954,'2019/02/24 20:52:31:855',17,290.100006,548.5,969.5,0,-5,-41,-1,0,7
3955,'2019/02/24 20:52:31:906',17,293.399994,633.400024,970,0,-7,-81,0,0,7
3956,'2019/02/24 20:52:31:957',17,291.899994,558.200012,969.5,0,-9,-2,-1,0,7
3957,'2019/02/24 20:52:32:009',17,284.899994,621.599976,969.5,2.6,0,0,0,0,7
3958,'2019/02/24 20:52:32:059',17,284.5,616.799988,969.900024,0,-3,-14,0,0,7
3959,'2019/02/24 20:52:32:109',17,286.399994,508.600006,969.5,1.2,-1,-56,-1,-3,7
3960,'2019/02/24 20:52:32:161',17,289.200012,406.5,970,0.5,-5,-61,0,0,7
3961,'2019/02/24 20:52:32:212',17,291.200012,495.200012,969.900024,0,-4,0,0,0,7
3962,'2019/02/24 20:52:32:263',17,296.700012,531.400024,969.400024,0.6,0,0,0,0,7
3963,'2019/02/24 20:52:32:313',17,300.5,940.400024,969.5,0,-5,-15,-1,0,7
3964,'2019/02/24 20:52:32:365',17,298.700012,795.5,970.5,0,-4,-119,-1,0,7
3965,'2019/02/24 20:52:32:416',17,292.399994,650.200012,969.5,1.2,-4,-7,0,-3,7
3966,'2019/02/24 20:52:32:468',17,290.700012,661.900024,970.5,0,-2,-45,0,0,7
3967,'2019/02/24 20:52:32:519',17,292.600006,670.400024,970,0,-5,-32,0,0,7
3968,'2019/02/24 20:52:32:571',17,306.700012,591,970.400024,0,0,-30,0,0,7
3969,'2019/02/24 20:52:32:622',17,315.5,566.599976,970,1,-3,-44,0,-2,7
3970,'2019/02/24 20:52:32:674',17,309.5,548.700012,970.400024,0.2,0,-25,0,-2,7
3971,'2019/02/24 20:52:32:726',17,304.5,479.200012,970.5,0,-6,-18,0,0,7
3972,'2019/02/24 20:52:32:778',17,300.299988,437,971,1,-5,-20,0,-2,7
3973,'2019/02/24 20:52:32:829',17,320.299988,526.799988,970.5,0,-9,-53,-1,0,7
3974,'2019/02/24 20:52:32:880',17,317,466.200012,970,0,-6,-49,0,0,7
3975,'2019/02/24 20:52:32:932',17,321,482.399994,969.5,0,0,-12,0,0,7
3976,'2019/02/24 20:52:32:982',17,322.5,490.399994,970.5,2.4,-2,-14,-1,0,7
3977,'2019/02/24 20:52:33:033',17,317.600006,425.399994,970,1.5,0,-2,0,0,7
3978,'2019/02/24 20:52:33:085',17,320.600006,377.700012,970,2,-6,-27,0,-2,7
3979,'2019/02/24 20:52:33:135',17,321.700012,437.200012,970.200012,0,-4,-8,-2,0,7
3980,'2019/02/24 20:52:33:187',17,322.799988,452.399994,970,0.5,-6,-40,0,-1,7
3981,'2019/02/24 20:52:33:238',17,313.100006,544.599976,970.5,1.2,-4,-21,0,0,7
3982,'2019/02/24 20:52:33:289',17,327.399994,600,970.900024,0,0,-36,0,0,7
3983,'2019/02/24 20:52:33:341',17,325,620,970,0.5,0,-18,0,-1,7
3984,'2019/02/24 20:52:33:393',17,338.100006,569.5,970,0,-8,-33,0,0,7
3985,'2019/02/24 20:52:33:443',17,346,742.200012,970.5,0,-16,-21,-3,0,7
3986,'2019/02/24 20:52:33:494',17,340.600006,889.799988,971,0.2,-13,-49,0,-2,7
3987,'2019/02/24 20:52:33:545',17,340.700012,979.599976,970.900024,0,-8,-1,0,0,7
3988,'2019/02/24 20:52:33:596',17,333.5,979.799988,970.099976,0.6,-2,0,-1,-1,7
3989,'2019/02/24 20:52:33:647',17,333.100006,979.200012,970.099976,0.4,0,-1,-1,0,7
3990,'2019/02/24 20:52:33:698',17,330,979.700012,970.599976,0,-9,0,-1,0,7
3991,'2019/02/24 20:52:33:750',17,339.200012,945,970.099976,0,-14,-79,-1,0,7
3992,'2019/02/24 20:52:33:801',17,330.799988,825.599976,970.5,0.6,-13,-36,0,0,7
3993,'2019/02/24 20:52:33:852',17,325.299988,796.799988,970.5,0,0,0,-1,0,7
3994,'2019/02/24 20:52:33:902',17,349.5,857.299988,970,1.5,-17,0,0,-1,7
3995,'2019/02/24 20:52:33:954',17,330.799988,880.200012,970,0,-8,-45,0,0,7
3996,'2019/02/24 20:52:34:006',17,342.899994,776.5,970.5,1,-9,-48,-1,0,7
3997,'2019/02/24 20:52:34:056',17,324.799988,704.799988,969.900024,1,-3,-56,0,-2,7
3998,'2019/02/24 20:52:34:107',17,341.399994,673.700012,969.5,0,-14,-9,0,0,7
3999,'2019/02/24 20:52:34:159',17,324.200012,642.900024,970,0.5,-8,-16,0,0,7
4000,'2019/02/24 20:52:34:211',17,324.5,621.799988,969.900024,0,-10,-57,0,0,7
4001,'2019/02/24 20:52:34:263',17,325.299988,573,968.599976,0,-13,-66,-1,0,7
4002,'2019/02/24 20:52:34:314',17,320,561.5,969,0.5,-6,-31,0,0,7
4003,'2019/02/24 20:52:34:366',17,324.200012,511.5,970,1,0,-19,0,-2,7
4004,'2019/02/24 20:52:34:417',17,320.600006,527.200012,969,0,-10,0,0,0,7
4005,'2019/02/24 20:52:34:468',17,310.100006,509,969.099976,0,-6,-58,-1,0,7
4006,'2019/02/24 20:52:34:519',17,311.299988,499.399994,970,0,-6,-36,0,0,7
4007,'2019/02/24 20:52:34:570',17,304.700012,459,969,1,-7,-2,0,0,7
4008,'2019/02/24 20:52:34:621',17,300.200012,443.399994,969,1,-16,-30,0,0,7
4009,'2019/02/24 20:52:34:673',17,309.200012,408.799988,969,0,-6,-20,0,0,7
4010,'2019/02/24 20:52:34:723',17,306.100006,346,969,0.5,-3,-15,0,-1,7
4011,'2019/02/24 20:52:34:774',17,288.600006,324.200012,969,0,0,-17,0,0,7
4012,'2019/02/24 20:52:34:825',17,300.799988,377,968.5,0.6,-6,0,0,0,7
4013,'2019/02/24 20:52:34:875',17,305.700012,410,970,0,-3,0,0,0,7
4014,'2019/02/24 20:52:34:927',17,300.600006,399,970,1.8,-12,-20,0,0,7
4015,'2019/02/24 20:52:34:979',17,299.799988,404.399994,969.5,0.4,-9,0,0,-1,7
4016,'2019/02/24 20:52:35:030',17,295.799988,387,970.900024,0,-4,-51,0,0,7
4017,'2019/02/24 20:52:35:081',17,297.299988,352.799988,970.5,0.3,0,0,0,-1,7
4018,'2019/02/24 20:52:35:133',17,292.200012,323.200012,970.900024,0,0,-19,0,0,7
4019,'2019/02/24 20:52:35:184',17,305.299988,392.799988,971,0.6,-4,0,0,0,7
4020,'2019/02/24 20:52:35:235',17,295.700012,465.200012,970,0.8,-10,0,0,-2,7
4021,'2019/02/24 20:52:35:287',17,307.100006,604.200012,970.5,1.4,-5,-2,0,-1,7
4022,'2019/02/24 20:52:35:339',17,301.600006,544.799988,970.5,0,-10,-48,-1,0,7
4023,'2019/02/24 20:52:35:389',17,307.200012,538.599976,971.5,0.6,-3,0,-1,0,7
4024,'2019/02/24 20:52:35:440',17,303.200012,527.599976,970.5,1.2,-5,-21,0,0,7
4025,'2019/02/24 20:52:35:491',17,292.600006,530.299988,971.5,0,-2,0,-1,0,7
4026,'2019/02/24 20:52:35:542',17,294.299988,599.200012,970.5,1.2,-3,0,-1,0,7
4027,'2019/02/24 20:52:35:594',17,297.600006,545.599976,971,0,-8,-30,0,0,7
