@relation dataset

@attribute ID numeric
@attribute Time date 'yyyy/MM/dd HH:mm:ss:SSS'
@attribute 'Training round' numeric
@attribute inputs-1 numeric
@attribute inputs-2 numeric
@attribute inputs-3 numeric
@attribute inputs-4 numeric
@attribute outputs-1 {0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16}

@data
996,'2019/02/23 14:26:27:829',9,40,979,0,857,7
997,'2019/02/23 14:26:27:830',9,40,979,0,857,7
998,'2019/02/23 14:26:27:839',9,40,979,0,857,7
999,'2019/02/23 14:26:27:850',9,40,979,0,857,7
1000,'2019/02/23 14:26:27:859',9,40,979,0,857,7
1001,'2019/02/23 14:26:28:063',9,22,978,0,926,7
1002,'2019/02/23 14:26:28:063',9,22,978,0,926,7
1003,'2019/02/23 14:26:28:073',9,22,978,0,926,7
1004,'2019/02/23 14:26:28:082',9,22,978,0,926,7
1005,'2019/02/23 14:26:28:094',9,22,978,0,926,7
1006,'2019/02/23 14:26:28:262',9,110,435,0,935,7
1007,'2019/02/23 14:26:28:262',9,110,435,0,935,7
1008,'2019/02/23 14:26:28:272',9,110,435,0,935,7
1009,'2019/02/23 14:26:28:282',9,110,435,0,935,7
1010,'2019/02/23 14:26:28:292',9,110,435,0,935,7
1011,'2019/02/23 14:26:28:927',9,979,452,0,931,7
1012,'2019/02/23 14:26:28:928',9,979,452,0,931,7
1013,'2019/02/23 14:26:28:938',9,979,452,0,931,7
1014,'2019/02/23 14:26:28:948',9,979,452,0,931,7
1015,'2019/02/23 14:26:28:959',9,979,452,0,931,7
1016,'2019/02/23 14:26:29:426',9,370,194,1,931,7
1017,'2019/02/23 14:26:29:426',9,370,194,1,931,7
1018,'2019/02/23 14:26:29:437',9,370,194,1,931,7
1019,'2019/02/23 14:26:29:447',9,370,194,1,931,7
1020,'2019/02/23 14:26:29:457',9,370,194,1,931,7
1021,'2019/02/23 14:26:30:324',9,214,106,1,932,7
1022,'2019/02/23 14:26:30:325',9,214,106,1,932,7
1023,'2019/02/23 14:26:30:334',9,214,106,1,932,7
1024,'2019/02/23 14:26:30:345',9,214,106,1,932,7
1025,'2019/02/23 14:26:30:355',9,214,106,1,932,7
1026,'2019/02/23 14:26:30:491',9,767,98,0,707,7
1027,'2019/02/23 14:26:30:492',9,767,98,0,707,7
1028,'2019/02/23 14:26:30:501',9,767,98,0,707,7
1029,'2019/02/23 14:26:30:511',9,767,98,0,707,7
1030,'2019/02/23 14:26:30:521',9,767,98,0,707,7
1031,'2019/02/23 14:26:30:624',9,623,75,0,933,7
1032,'2019/02/23 14:26:30:624',9,623,75,0,933,7
1033,'2019/02/23 14:26:30:635',9,623,75,0,933,7
1034,'2019/02/23 14:26:30:645',9,623,75,0,933,7
1035,'2019/02/23 14:26:30:655',9,623,75,0,933,7
1036,'2019/02/23 14:26:30:824',9,849,139,0,955,7
1037,'2019/02/23 14:26:30:824',9,849,139,0,955,7
1038,'2019/02/23 14:26:30:834',9,849,139,0,955,7
1039,'2019/02/23 14:26:30:844',9,849,139,0,955,7
1040,'2019/02/23 14:26:30:855',9,849,139,0,955,7
1041,'2019/02/23 14:26:31:489',9,505,347,0,936,7
1042,'2019/02/23 14:26:31:490',9,505,347,0,936,7
1043,'2019/02/23 14:26:31:499',9,505,347,0,936,7
1044,'2019/02/23 14:26:31:510',9,505,347,0,936,7
1045,'2019/02/23 14:26:31:520',9,505,347,0,936,7
1046,'2019/02/23 14:26:31:722',9,508,96,0,940,7
1047,'2019/02/23 14:26:31:723',9,508,96,0,940,7
1048,'2019/02/23 14:26:31:732',9,508,96,0,940,7
1049,'2019/02/23 14:26:31:743',9,508,96,0,940,7
1050,'2019/02/23 14:26:31:753',9,508,96,0,940,7
1051,'2019/02/23 14:26:32:154',9,454,121,0,939,7
1052,'2019/02/23 14:26:32:155',9,454,121,0,939,7
1053,'2019/02/23 14:26:32:164',9,454,121,0,939,7
1054,'2019/02/23 14:26:32:175',9,454,121,0,939,7
1055,'2019/02/23 14:26:32:184',9,454,121,0,939,7
1056,'2019/02/23 14:26:32:354',9,730,101,0,939,7
1057,'2019/02/23 14:26:32:355',9,730,101,0,939,7
1058,'2019/02/23 14:26:32:364',9,730,101,0,939,7
1059,'2019/02/23 14:26:32:374',9,730,101,0,939,7
1060,'2019/02/23 14:26:32:385',9,730,101,0,939,7
1061,'2019/02/23 14:26:33:285',9,207,115,0,948,7
1062,'2019/02/23 14:26:33:286',9,207,115,0,948,7
1063,'2019/02/23 14:26:33:296',9,207,115,0,948,7
1064,'2019/02/23 14:26:33:306',9,207,115,0,948,7
1065,'2019/02/23 14:26:33:316',9,207,115,0,948,7
1066,'2019/02/23 14:26:33:452',9,128,85,0,948,7
1067,'2019/02/23 14:26:33:453',9,128,85,0,948,7
1068,'2019/02/23 14:26:33:462',9,128,85,0,948,7
1069,'2019/02/23 14:26:33:473',9,128,85,0,948,7
1070,'2019/02/23 14:26:33:482',9,128,85,0,948,7
1071,'2019/02/23 14:26:33:951',9,106,106,0,943,7
1072,'2019/02/23 14:26:33:951',9,106,106,0,943,7
1073,'2019/02/23 14:26:33:960',9,106,106,0,943,7
1074,'2019/02/23 14:26:33:971',9,106,106,0,943,7
1075,'2019/02/23 14:26:33:981',9,106,106,0,943,7
1076,'2019/02/23 14:27:09:580',10,60,140,908,0,8
1077,'2019/02/23 14:27:09:581',10,60,140,908,0,8
1078,'2019/02/23 14:27:09:590',10,60,140,908,0,8
1079,'2019/02/23 14:27:09:601',10,60,140,908,0,8
1080,'2019/02/23 14:27:09:611',10,60,140,908,0,8
1081,'2019/02/23 14:27:09:813',10,77,245,902,0,8
1082,'2019/02/23 14:27:09:813',10,77,245,902,0,8
1083,'2019/02/23 14:27:09:823',10,77,245,902,0,8
1084,'2019/02/23 14:27:09:834',10,77,245,902,0,8
1085,'2019/02/23 14:27:09:845',10,77,245,902,0,8
1086,'2019/02/23 14:27:10:212',10,76,534,903,0,8
1087,'2019/02/23 14:27:10:213',10,76,534,903,0,8
1088,'2019/02/23 14:27:10:223',10,76,534,903,0,8
1089,'2019/02/23 14:27:10:233',10,76,534,903,0,8
1090,'2019/02/23 14:27:10:243',10,76,534,903,0,8
1091,'2019/02/23 14:27:10:445',10,67,745,906,0,8
1092,'2019/02/23 14:27:10:446',10,67,745,906,0,8
1093,'2019/02/23 14:27:10:455',10,67,745,906,0,8
1094,'2019/02/23 14:27:10:465',10,67,745,906,0,8
1095,'2019/02/23 14:27:10:476',10,67,745,906,0,8
1096,'2019/02/23 14:27:10:678',10,86,252,895,0,8
1097,'2019/02/23 14:27:10:679',10,86,252,895,0,8
1098,'2019/02/23 14:27:10:688',10,86,252,895,0,8
1099,'2019/02/23 14:27:10:699',10,86,252,895,0,8
1100,'2019/02/23 14:27:10:709',10,86,252,895,0,8
1101,'2019/02/23 14:27:10:911',10,71,192,883,0,8
1102,'2019/02/23 14:27:10:912',10,71,192,883,0,8
1103,'2019/02/23 14:27:10:921',10,71,192,883,0,8
1104,'2019/02/23 14:27:10:932',10,71,192,883,0,8
1105,'2019/02/23 14:27:10:941',10,71,192,883,0,8
1106,'2019/02/23 14:27:11:144',10,75,390,888,0,8
1107,'2019/02/23 14:27:11:144',10,75,390,888,0,8
1108,'2019/02/23 14:27:11:154',10,75,390,888,0,8
1109,'2019/02/23 14:27:11:163',10,75,390,888,0,8
1110,'2019/02/23 14:27:11:174',10,75,390,888,0,8
1111,'2019/02/23 14:27:11:376',10,67,753,891,0,8
1112,'2019/02/23 14:27:11:377',10,67,753,891,0,8
1113,'2019/02/23 14:27:11:386',10,67,753,891,0,8
1114,'2019/02/23 14:27:11:397',10,67,753,891,0,8
1115,'2019/02/23 14:27:11:407',10,67,753,891,0,8
1116,'2019/02/23 14:27:11:609',10,67,630,893,1,8
1117,'2019/02/23 14:27:11:610',10,67,630,893,1,8
1118,'2019/02/23 14:27:11:619',10,67,630,893,1,8
1119,'2019/02/23 14:27:11:631',10,67,630,893,1,8
1120,'2019/02/23 14:27:11:640',10,67,630,893,1,8
1121,'2019/02/23 14:27:11:842',10,70,314,897,0,8
1122,'2019/02/23 14:27:11:842',10,70,314,897,0,8
1123,'2019/02/23 14:27:11:853',10,70,314,897,0,8
1124,'2019/02/23 14:27:11:863',10,70,314,897,0,8
1125,'2019/02/23 14:27:11:873',10,70,314,897,0,8
1126,'2019/02/23 14:27:12:075',10,66,256,892,0,8
1127,'2019/02/23 14:27:12:076',10,66,256,892,0,8
1128,'2019/02/23 14:27:12:086',10,66,256,892,0,8
1129,'2019/02/23 14:27:12:096',10,66,256,892,0,8
1130,'2019/02/23 14:27:12:105',10,66,256,892,0,8
1131,'2019/02/23 14:27:12:308',10,70,705,894,0,8
1132,'2019/02/23 14:27:12:309',10,70,705,894,0,8
1133,'2019/02/23 14:27:12:319',10,70,705,894,0,8
1134,'2019/02/23 14:27:12:328',10,70,705,894,0,8
1135,'2019/02/23 14:27:12:339',10,70,705,894,0,8
1136,'2019/02/23 14:27:12:541',10,72,978,895,0,8
1137,'2019/02/23 14:27:12:542',10,72,978,895,0,8
1138,'2019/02/23 14:27:12:551',10,72,978,895,0,8
1139,'2019/02/23 14:27:12:562',10,72,978,895,0,8
1140,'2019/02/23 14:27:12:572',10,72,978,895,0,8
1141,'2019/02/23 14:27:12:773',10,71,979,896,0,8
1142,'2019/02/23 14:27:12:774',10,71,979,896,0,8
1143,'2019/02/23 14:27:12:783',10,71,979,896,0,8
1144,'2019/02/23 14:27:12:794',10,71,979,896,0,8
1145,'2019/02/23 14:27:12:804',10,71,979,896,0,8
1146,'2019/02/23 14:27:13:007',10,65,747,896,0,8
1147,'2019/02/23 14:27:13:007',10,65,747,896,0,8
1148,'2019/02/23 14:27:13:017',10,65,747,896,0,8
1149,'2019/02/23 14:27:13:027',10,65,747,896,0,8
1150,'2019/02/23 14:27:13:038',10,65,747,896,0,8
1151,'2019/02/23 14:27:13:240',10,70,534,900,0,8
1152,'2019/02/23 14:27:13:240',10,70,534,900,0,8
1153,'2019/02/23 14:27:13:249',10,70,534,900,0,8
1154,'2019/02/23 14:27:13:260',10,70,534,900,0,8
1155,'2019/02/23 14:27:13:269',10,70,534,900,0,8
1156,'2019/02/23 14:27:13:473',10,71,640,894,0,8
1157,'2019/02/23 14:27:13:474',10,71,640,894,0,8
1158,'2019/02/23 14:27:13:483',10,71,640,894,0,8
1159,'2019/02/23 14:27:13:494',10,71,640,894,0,8
1160,'2019/02/23 14:27:13:503',10,71,640,894,0,8
1161,'2019/02/23 14:27:13:705',10,75,799,890,1,8
1162,'2019/02/23 14:27:13:706',10,75,799,890,1,8
1163,'2019/02/23 14:27:13:715',10,75,799,890,1,8
1164,'2019/02/23 14:27:13:726',10,75,799,890,1,8
1165,'2019/02/23 14:27:13:736',10,75,799,890,1,8
1166,'2019/02/23 14:27:13:939',10,71,974,891,0,8
1167,'2019/02/23 14:27:13:939',10,71,974,891,0,8
1168,'2019/02/23 14:27:13:949',10,71,974,891,0,8
1169,'2019/02/23 14:27:13:959',10,71,974,891,0,8
1170,'2019/02/23 14:27:13:968',10,71,974,891,0,8
1171,'2019/02/23 14:27:14:171',10,66,889,892,0,8
1172,'2019/02/23 14:27:14:172',10,66,889,892,0,8
1173,'2019/02/23 14:27:14:181',10,66,889,892,0,8
1174,'2019/02/23 14:27:14:192',10,66,889,892,0,8
1175,'2019/02/23 14:27:14:201',10,66,889,892,0,8
1176,'2019/02/23 14:27:14:404',10,66,667,896,0,8
1177,'2019/02/23 14:27:14:405',10,66,667,896,0,8
1178,'2019/02/23 14:27:14:414',10,66,667,896,0,8
1179,'2019/02/23 14:27:14:424',10,66,667,896,0,8
1180,'2019/02/23 14:27:14:434',10,66,667,896,0,8
1181,'2019/02/23 14:27:14:637',10,68,670,897,0,8
1182,'2019/02/23 14:27:14:638',10,68,670,897,0,8
1183,'2019/02/23 14:27:14:647',10,68,670,897,0,8
1184,'2019/02/23 14:27:14:657',10,68,670,897,0,8
1185,'2019/02/23 14:27:14:668',10,68,670,897,0,8
1186,'2019/02/23 14:27:14:870',10,72,769,897,0,8
1187,'2019/02/23 14:27:14:870',10,72,769,897,0,8
1188,'2019/02/23 14:27:14:881',10,72,769,897,0,8
1189,'2019/02/23 14:27:14:891',10,72,769,897,0,8
1190,'2019/02/23 14:27:14:901',10,72,769,897,0,8
1191,'2019/02/23 14:27:15:102',10,67,630,900,0,8
1192,'2019/02/23 14:27:15:103',10,67,630,900,0,8
1193,'2019/02/23 14:27:15:113',10,67,630,900,0,8
1194,'2019/02/23 14:27:15:123',10,67,630,900,0,8
1195,'2019/02/23 14:27:15:133',10,67,630,900,0,8
1196,'2019/02/23 14:27:15:335',10,59,277,896,0,8
1197,'2019/02/23 14:27:15:336',10,59,277,896,0,8
1198,'2019/02/23 14:27:15:346',10,59,277,896,0,8
1199,'2019/02/23 14:27:15:356',10,59,277,896,0,8
1200,'2019/02/23 14:27:15:366',10,59,277,896,0,8
1201,'2019/02/23 14:27:15:568',10,63,249,879,1,8
1202,'2019/02/23 14:27:15:569',10,63,249,879,1,8
1203,'2019/02/23 14:27:15:578',10,63,249,879,1,8
1204,'2019/02/23 14:27:15:588',10,63,249,879,1,8
1205,'2019/02/23 14:27:15:598',10,63,249,879,1,8
1206,'2019/02/23 14:27:15:801',10,79,128,874,0,8
1207,'2019/02/23 14:27:15:802',10,79,128,874,0,8
1208,'2019/02/23 14:27:15:811',10,79,128,874,0,8
1209,'2019/02/23 14:27:15:821',10,79,128,874,0,8
1210,'2019/02/23 14:27:15:831',10,79,128,874,0,8
1211,'2019/02/23 14:27:45:044',11,116,57,724,0,9
1212,'2019/02/23 14:27:45:045',11,116,57,724,0,9
1213,'2019/02/23 14:27:45:054',11,116,57,724,0,9
1214,'2019/02/23 14:27:45:065',11,116,57,724,0,9
1215,'2019/02/23 14:27:45:074',11,116,57,724,0,9
1216,'2019/02/23 14:27:45:243',11,124,68,867,0,9
1217,'2019/02/23 14:27:45:244',11,124,68,867,0,9
1218,'2019/02/23 14:27:45:253',11,124,68,867,0,9
1219,'2019/02/23 14:27:45:264',11,124,68,867,0,9
1220,'2019/02/23 14:27:45:273',11,124,68,867,0,9
1221,'2019/02/23 14:27:45:443',11,99,68,892,0,9
1222,'2019/02/23 14:27:45:444',11,99,68,892,0,9
1223,'2019/02/23 14:27:45:454',11,99,68,892,0,9
1224,'2019/02/23 14:27:45:463',11,99,68,892,0,9
1225,'2019/02/23 14:27:45:474',11,99,68,892,0,9
1226,'2019/02/23 14:27:45:775',11,96,65,719,0,9
1227,'2019/02/23 14:27:45:776',11,96,65,719,0,9
1228,'2019/02/23 14:27:45:785',11,96,65,719,0,9
1229,'2019/02/23 14:27:45:796',11,96,65,719,0,9
1230,'2019/02/23 14:27:45:805',11,96,65,719,0,9
1231,'2019/02/23 14:27:46:042',11,102,64,788,0,9
1232,'2019/02/23 14:27:46:042',11,102,64,788,0,9
1233,'2019/02/23 14:27:46:053',11,102,64,788,0,9
1234,'2019/02/23 14:27:46:063',11,102,64,788,0,9
1235,'2019/02/23 14:27:46:073',11,102,64,788,0,9
1236,'2019/02/23 14:27:46:640',11,29,65,820,0,9
1237,'2019/02/23 14:27:46:641',11,29,65,820,0,9
1238,'2019/02/23 14:27:46:650',11,29,65,820,0,9
1239,'2019/02/23 14:27:46:661',11,29,65,820,0,9
1240,'2019/02/23 14:27:46:672',11,29,65,820,0,9
1241,'2019/02/23 14:27:47:073',11,156,64,853,1,9
1242,'2019/02/23 14:27:47:073',11,156,64,853,1,9
1243,'2019/02/23 14:27:47:084',11,156,64,853,1,9
1244,'2019/02/23 14:27:47:094',11,156,64,853,1,9
1245,'2019/02/23 14:27:47:104',11,156,64,853,1,9
1246,'2019/02/23 14:27:47:306',11,206,60,854,0,9
1247,'2019/02/23 14:27:47:307',11,206,60,854,0,9
1248,'2019/02/23 14:27:47:316',11,206,60,854,0,9
1249,'2019/02/23 14:27:47:326',11,206,60,854,0,9
1250,'2019/02/23 14:27:47:336',11,206,60,854,0,9
1251,'2019/02/23 14:27:47:538',11,228,63,851,0,9
1252,'2019/02/23 14:27:47:539',11,228,63,851,0,9
1253,'2019/02/23 14:27:47:549',11,228,63,851,0,9
1254,'2019/02/23 14:27:47:559',11,228,63,851,0,9
1255,'2019/02/23 14:27:47:569',11,228,63,851,0,9
1256,'2019/02/23 14:27:47:771',11,241,64,859,0,9
1257,'2019/02/23 14:27:47:772',11,241,64,859,0,9
1258,'2019/02/23 14:27:47:781',11,241,64,859,0,9
1259,'2019/02/23 14:27:47:791',11,241,64,859,0,9
1260,'2019/02/23 14:27:47:801',11,241,64,859,0,9
1261,'2019/02/23 14:27:48:004',11,218,64,881,0,9
1262,'2019/02/23 14:27:48:005',11,218,64,881,0,9
1263,'2019/02/23 14:27:48:014',11,218,64,881,0,9
1264,'2019/02/23 14:27:48:024',11,218,64,881,0,9
1265,'2019/02/23 14:27:48:035',11,218,64,881,0,9
1266,'2019/02/23 14:27:48:237',11,232,63,892,0,9
1267,'2019/02/23 14:27:48:237',11,232,63,892,0,9
1268,'2019/02/23 14:27:48:247',11,232,63,892,0,9
1269,'2019/02/23 14:27:48:258',11,232,63,892,0,9
1270,'2019/02/23 14:27:48:268',11,232,63,892,0,9
1271,'2019/02/23 14:27:48:470',11,253,62,889,0,9
1272,'2019/02/23 14:27:48:470',11,253,62,889,0,9
1273,'2019/02/23 14:27:48:480',11,253,62,889,0,9
1274,'2019/02/23 14:27:48:491',11,253,62,889,0,9
1275,'2019/02/23 14:27:48:501',11,253,62,889,0,9
1276,'2019/02/23 14:27:48:703',11,302,68,876,0,9
1277,'2019/02/23 14:27:48:703',11,302,68,876,0,9
1278,'2019/02/23 14:27:48:713',11,302,68,876,0,9
1279,'2019/02/23 14:27:48:723',11,302,68,876,0,9
1280,'2019/02/23 14:27:48:734',11,302,68,876,0,9
1281,'2019/02/23 14:27:48:936',11,176,57,853,0,9
1282,'2019/02/23 14:27:48:937',11,176,57,853,0,9
1283,'2019/02/23 14:27:48:946',11,176,57,853,0,9
1284,'2019/02/23 14:27:48:957',11,176,57,853,0,9
1285,'2019/02/23 14:27:48:967',11,176,57,853,0,9
1286,'2019/02/23 14:27:49:168',11,252,52,780,0,9
1287,'2019/02/23 14:27:49:169',11,252,52,780,0,9
1288,'2019/02/23 14:27:49:179',11,252,52,780,0,9
1289,'2019/02/23 14:27:49:190',11,252,52,780,0,9
1290,'2019/02/23 14:27:49:200',11,252,52,780,0,9
1291,'2019/02/23 14:27:49:402',11,242,70,798,2,9
1292,'2019/02/23 14:27:49:402',11,242,70,798,2,9
1293,'2019/02/23 14:27:49:412',11,242,70,798,2,9
1294,'2019/02/23 14:27:49:422',11,242,70,798,2,9
1295,'2019/02/23 14:27:49:431',11,242,70,798,2,9
1296,'2019/02/23 14:27:49:767',11,195,67,859,0,9
1297,'2019/02/23 14:27:49:768',11,195,67,859,0,9
1298,'2019/02/23 14:27:49:777',11,195,67,859,0,9
1299,'2019/02/23 14:27:49:787',11,195,67,859,0,9
1300,'2019/02/23 14:27:49:798',11,195,67,859,0,9
1301,'2019/02/23 14:27:50:000',11,118,69,839,0,9
1302,'2019/02/23 14:27:50:000',11,118,69,839,0,9
1303,'2019/02/23 14:27:50:010',11,118,69,839,0,9
1304,'2019/02/23 14:27:50:021',11,118,69,839,0,9
1305,'2019/02/23 14:27:50:031',11,118,69,839,0,9
1306,'2019/02/23 14:27:50:901',11,144,70,839,0,9
1307,'2019/02/23 14:27:50:901',11,144,70,839,0,9
1308,'2019/02/23 14:27:50:912',11,144,70,839,0,9
1309,'2019/02/23 14:27:50:922',11,144,70,839,0,9
1310,'2019/02/23 14:27:51:131',11,124,69,866,0,9
1311,'2019/02/23 14:27:51:132',11,124,69,866,0,9
1312,'2019/02/23 14:27:51:142',11,124,69,866,0,9
1313,'2019/02/23 14:27:51:151',11,124,69,866,0,9
1314,'2019/02/23 14:27:51:161',11,124,69,866,0,9
1315,'2019/02/23 14:27:51:364',11,67,66,867,0,9
1316,'2019/02/23 14:27:51:365',11,67,66,867,0,9
1317,'2019/02/23 14:27:51:375',11,67,66,867,0,9
1318,'2019/02/23 14:27:51:384',11,67,66,867,0,9
1319,'2019/02/23 14:27:51:395',11,67,66,867,0,9
1320,'2019/02/23 14:27:51:863',11,85,60,854,0,9
1321,'2019/02/23 14:27:51:864',11,85,60,854,0,9
1322,'2019/02/23 14:27:51:873',11,85,60,854,0,9
1323,'2019/02/23 14:27:51:884',11,85,60,854,0,9
1324,'2019/02/23 14:27:51:893',11,85,60,854,0,9
1325,'2019/02/23 14:27:52:096',11,89,65,871,0,9
1326,'2019/02/23 14:27:52:097',11,89,65,871,0,9
1327,'2019/02/23 14:27:52:106',11,89,65,871,0,9
1328,'2019/02/23 14:27:52:116',11,89,65,871,0,9
1329,'2019/02/23 14:27:52:127',11,89,65,871,0,9
1330,'2019/02/23 14:27:52:396',11,128,67,875,0,9
1331,'2019/02/23 14:27:52:396',11,128,67,875,0,9
1332,'2019/02/23 14:27:52:406',11,128,67,875,0,9
1333,'2019/02/23 14:27:52:416',11,128,67,875,0,9
1334,'2019/02/23 14:27:52:425',11,128,67,875,0,9
1335,'2019/02/23 14:27:52:828',11,93,60,843,0,9
1336,'2019/02/23 14:27:52:829',11,93,60,843,0,9
1337,'2019/02/23 14:27:52:838',11,93,60,843,0,9
1338,'2019/02/23 14:27:52:848',11,93,60,843,0,9
1339,'2019/02/23 14:27:52:859',11,93,60,843,0,9
1340,'2019/02/23 14:27:53:061',11,217,61,817,0,9
1341,'2019/02/23 14:27:53:062',11,217,61,817,0,9
1342,'2019/02/23 14:27:53:071',11,217,61,817,0,9
1343,'2019/02/23 14:27:53:081',11,217,61,817,0,9
1344,'2019/02/23 14:27:53:091',11,217,61,817,0,9
1345,'2019/02/23 14:27:53:294',11,119,65,879,0,9
1346,'2019/02/23 14:27:53:294',11,119,65,879,0,9
1347,'2019/02/23 14:27:53:304',11,119,65,879,0,9
1348,'2019/02/23 14:27:53:315',11,119,65,879,0,9
1349,'2019/02/23 14:27:53:325',11,119,65,879,0,9
1350,'2019/02/23 14:27:55:123',11,189,61,713,0,9
1351,'2019/02/23 14:27:55:124',11,189,61,713,0,9
1352,'2019/02/23 14:27:55:134',11,189,61,713,0,9
1353,'2019/02/23 14:27:55:143',11,189,61,713,0,9
1354,'2019/02/23 14:27:55:154',11,189,61,713,0,9
1355,'2019/02/23 14:27:55:356',11,232,73,779,0,9
1356,'2019/02/23 14:27:55:357',11,232,73,779,0,9
1357,'2019/02/23 14:27:55:366',11,232,73,779,0,9
1358,'2019/02/23 14:27:55:377',11,232,73,779,0,9
1359,'2019/02/23 14:27:55:387',11,232,73,779,0,9
1360,'2019/02/23 14:27:55:590',11,201,71,809,0,9
1361,'2019/02/23 14:27:55:590',11,201,71,809,0,9
1362,'2019/02/23 14:27:55:599',11,201,71,809,0,9
1363,'2019/02/23 14:27:55:609',11,201,71,809,0,9
1364,'2019/02/23 14:27:55:620',11,201,71,809,0,9
1365,'2019/02/23 14:27:55:822',11,205,68,810,1,9
1366,'2019/02/23 14:27:55:822',11,205,68,810,1,9
1367,'2019/02/23 14:27:55:832',11,205,68,810,1,9
1368,'2019/02/23 14:27:55:842',11,205,68,810,1,9
1369,'2019/02/23 14:27:55:853',11,205,68,810,1,9
1370,'2019/02/23 14:27:56:055',11,137,65,868,0,9
1371,'2019/02/23 14:27:56:056',11,137,65,868,0,9
1372,'2019/02/23 14:27:56:065',11,137,65,868,0,9
1373,'2019/02/23 14:27:56:076',11,137,65,868,0,9
1374,'2019/02/23 14:27:56:086',11,137,65,868,0,9
1375,'2019/02/23 14:27:56:155',11,98,67,873,0,9
1376,'2019/02/23 14:27:56:155',11,98,67,873,0,9
1377,'2019/02/23 14:27:56:164',11,98,67,873,0,9
1378,'2019/02/23 14:27:56:175',11,98,67,873,0,9
1379,'2019/02/23 14:27:56:185',11,98,67,873,0,9
1380,'2019/02/23 14:27:57:486',11,495,66,795,0,9
1381,'2019/02/23 14:27:57:486',11,495,66,795,0,9
1382,'2019/02/23 14:27:57:496',11,495,66,795,0,9
1383,'2019/02/23 14:27:57:507',11,495,66,795,0,9
1384,'2019/02/23 14:27:57:516',11,495,66,795,0,9
1385,'2019/02/23 14:27:57:718',11,339,66,828,0,9
1386,'2019/02/23 14:27:57:719',11,339,66,828,0,9
1387,'2019/02/23 14:27:57:728',11,339,66,828,0,9
1388,'2019/02/23 14:27:57:739',11,339,66,828,0,9
1389,'2019/02/23 14:27:57:749',11,339,66,828,0,9
1390,'2019/02/23 14:27:57:951',11,253,64,869,1,9
1391,'2019/02/23 14:27:57:952',11,253,64,869,1,9
1392,'2019/02/23 14:27:57:961',11,253,64,869,1,9
1393,'2019/02/23 14:27:57:972',11,253,64,869,1,9
1394,'2019/02/23 14:27:57:983',11,253,64,869,1,9
1395,'2019/02/23 14:27:58:184',11,221,61,879,0,9
1396,'2019/02/23 14:27:58:185',11,221,61,879,0,9
1397,'2019/02/23 14:27:58:194',11,221,61,879,0,9
1398,'2019/02/23 14:27:58:205',11,221,61,879,0,9
1399,'2019/02/23 14:27:58:214',11,221,61,879,0,9
1400,'2019/02/23 14:27:58:417',11,180,57,837,0,9
1401,'2019/02/23 14:27:58:418',11,180,57,837,0,9
1402,'2019/02/23 14:27:58:428',11,180,57,837,0,9
1403,'2019/02/23 14:27:58:437',11,180,57,837,0,9
1404,'2019/02/23 14:27:58:448',11,180,57,837,0,9
1405,'2019/02/23 14:27:58:650',11,261,59,870,0,9
1406,'2019/02/23 14:27:58:651',11,261,59,870,0,9
1407,'2019/02/23 14:27:58:660',11,261,59,870,0,9
1408,'2019/02/23 14:27:58:671',11,261,59,870,0,9
1409,'2019/02/23 14:27:58:680',11,261,59,870,0,9
1410,'2019/02/23 14:27:58:883',11,184,65,901,0,9
1411,'2019/02/23 14:27:58:883',11,184,65,901,0,9
1412,'2019/02/23 14:27:58:893',11,184,65,901,0,9
1413,'2019/02/23 14:27:58:903',11,184,65,901,0,9
1414,'2019/02/23 14:27:58:913',11,184,65,901,0,9
1415,'2019/02/23 14:27:59:115',11,148,62,910,0,9
1416,'2019/02/23 14:27:59:116',11,148,62,910,0,9
1417,'2019/02/23 14:27:59:126',11,148,62,910,0,9
1418,'2019/02/23 14:27:59:136',11,148,62,910,0,9
1419,'2019/02/23 14:27:59:147',11,148,62,910,0,9
1420,'2019/02/23 14:27:59:348',11,184,56,912,1,9
1421,'2019/02/23 14:27:59:349',11,184,56,912,1,9
1422,'2019/02/23 14:27:59:359',11,184,56,912,1,9
1423,'2019/02/23 14:27:59:370',11,184,56,912,1,9
1424,'2019/02/23 14:27:59:380',11,184,56,912,1,9
1425,'2019/02/23 14:28:19:309',12,224,442,824,0,10
1426,'2019/02/23 14:28:19:309',12,224,442,824,0,10
1427,'2019/02/23 14:28:19:320',12,224,442,824,0,10
1428,'2019/02/23 14:28:19:330',12,224,442,824,0,10
1429,'2019/02/23 14:28:19:340',12,224,442,824,0,10
1430,'2019/02/23 14:28:19:808',12,193,398,388,0,10
1431,'2019/02/23 14:28:19:809',12,193,398,388,0,10
1432,'2019/02/23 14:28:19:818',12,193,398,388,0,10
1433,'2019/02/23 14:28:19:828',12,193,398,388,0,10
1434,'2019/02/23 14:28:19:838',12,193,398,388,0,10
1435,'2019/02/23 14:28:20:307',12,256,927,513,0,10
1436,'2019/02/23 14:28:20:308',12,256,927,513,0,10
1437,'2019/02/23 14:28:20:317',12,256,927,513,0,10
1438,'2019/02/23 14:28:20:328',12,256,927,513,0,10
1439,'2019/02/23 14:28:20:337',12,256,927,513,0,10
1440,'2019/02/23 14:28:20:806',12,384,207,558,0,10
1441,'2019/02/23 14:28:20:806',12,384,207,558,0,10
