@relation dataset

@attribute ID numeric
@attribute Time date 'yyyy/MM/dd HH:mm:ss:SSS'
@attribute 'Training round' numeric
@attribute inputs-1 numeric
@attribute inputs-2 numeric
@attribute inputs-3 numeric
@attribute inputs-4 numeric
@attribute outputs-1 {0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16}

@data
445,'2019/02/23 14:22:48:705',4,130,66,0,948,4
446,'2019/02/23 14:22:48:907',4,128,70,0,947,4
447,'2019/02/23 14:22:48:908',4,128,70,0,947,4
448,'2019/02/23 14:22:48:918',4,128,70,0,947,4
449,'2019/02/23 14:22:48:927',4,128,70,0,947,4
450,'2019/02/23 14:22:48:938',4,128,70,0,947,4
451,'2019/02/23 14:22:49:141',4,130,71,0,947,4
452,'2019/02/23 14:22:49:141',4,130,71,0,947,4
453,'2019/02/23 14:22:49:151',4,130,71,0,947,4
454,'2019/02/23 14:22:49:161',4,130,71,0,947,4
455,'2019/02/23 14:22:49:171',4,130,71,0,947,4
456,'2019/02/23 14:22:49:373',4,129,67,0,945,4
457,'2019/02/23 14:22:49:373',4,129,67,0,945,4
458,'2019/02/23 14:22:49:383',4,129,67,0,945,4
459,'2019/02/23 14:22:49:394',4,129,67,0,945,4
460,'2019/02/23 14:22:49:404',4,129,67,0,945,4
461,'2019/02/23 14:22:49:606',4,129,69,0,945,4
462,'2019/02/23 14:22:49:607',4,129,69,0,945,4
463,'2019/02/23 14:22:49:616',4,129,69,0,945,4
464,'2019/02/23 14:22:49:627',4,129,69,0,945,4
465,'2019/02/23 14:22:49:638',4,129,69,0,945,4
466,'2019/02/23 14:22:49:839',4,128,72,0,944,4
467,'2019/02/23 14:22:49:840',4,128,72,0,944,4
468,'2019/02/23 14:22:49:849',4,128,72,0,944,4
469,'2019/02/23 14:22:49:860',4,128,72,0,944,4
470,'2019/02/23 14:22:49:870',4,128,72,0,944,4
471,'2019/02/23 14:22:57:391',5,131,71,945,0,5
472,'2019/02/23 14:22:57:392',5,131,71,945,0,5
473,'2019/02/23 14:22:57:401',5,131,71,945,0,5
474,'2019/02/23 14:22:57:412',5,131,71,945,0,5
475,'2019/02/23 14:22:57:421',5,131,71,945,0,5
476,'2019/02/23 14:22:57:623',5,134,72,940,0,5
477,'2019/02/23 14:22:57:624',5,134,72,940,0,5
478,'2019/02/23 14:22:57:633',5,134,72,940,0,5
479,'2019/02/23 14:22:57:644',5,134,72,940,0,5
480,'2019/02/23 14:22:57:655',5,134,72,940,0,5
481,'2019/02/23 14:22:57:856',5,130,69,950,0,5
482,'2019/02/23 14:22:57:857',5,130,69,950,0,5
483,'2019/02/23 14:22:57:867',5,130,69,950,0,5
484,'2019/02/23 14:22:57:877',5,130,69,950,0,5
485,'2019/02/23 14:22:57:887',5,130,69,950,0,5
486,'2019/02/23 14:22:58:089',5,133,73,953,0,5
487,'2019/02/23 14:22:58:089',5,133,73,953,0,5
488,'2019/02/23 14:22:58:099',5,133,73,953,0,5
489,'2019/02/23 14:22:58:110',5,133,73,953,0,5
490,'2019/02/23 14:22:58:120',5,133,73,953,0,5
491,'2019/02/23 14:22:58:322',5,131,68,955,0,5
492,'2019/02/23 14:22:58:323',5,131,68,955,0,5
493,'2019/02/23 14:22:58:332',5,131,68,955,0,5
494,'2019/02/23 14:22:58:343',5,131,68,955,0,5
495,'2019/02/23 14:22:58:353',5,131,68,955,0,5
496,'2019/02/23 14:22:58:555',5,127,66,956,0,5
497,'2019/02/23 14:22:58:556',5,127,66,956,0,5
498,'2019/02/23 14:22:58:565',5,127,66,956,0,5
499,'2019/02/23 14:22:58:575',5,127,66,956,0,5
500,'2019/02/23 14:22:58:586',5,127,66,956,0,5
501,'2019/02/23 14:22:58:788',5,132,72,958,0,5
502,'2019/02/23 14:22:58:789',5,132,72,958,0,5
503,'2019/02/23 14:22:58:798',5,132,72,958,0,5
504,'2019/02/23 14:22:58:809',5,132,72,958,0,5
505,'2019/02/23 14:22:58:818',5,132,72,958,0,5
506,'2019/02/23 14:22:59:021',5,131,64,957,0,5
507,'2019/02/23 14:22:59:022',5,131,64,957,0,5
508,'2019/02/23 14:22:59:031',5,131,64,957,0,5
509,'2019/02/23 14:22:59:041',5,131,64,957,0,5
510,'2019/02/23 14:22:59:051',5,131,64,957,0,5
511,'2019/02/23 14:22:59:254',5,131,64,955,0,5
512,'2019/02/23 14:22:59:255',5,131,64,955,0,5
513,'2019/02/23 14:22:59:264',5,131,64,955,0,5
514,'2019/02/23 14:22:59:275',5,131,64,955,0,5
515,'2019/02/23 14:22:59:285',5,131,64,955,0,5
516,'2019/02/23 14:22:59:487',5,133,69,954,0,5
517,'2019/02/23 14:22:59:487',5,133,69,954,0,5
518,'2019/02/23 14:22:59:497',5,133,69,954,0,5
519,'2019/02/23 14:22:59:507',5,133,69,954,0,5
520,'2019/02/23 14:22:59:517',5,133,69,954,0,5
521,'2019/02/23 14:22:59:719',5,129,68,954,0,5
522,'2019/02/23 14:22:59:720',5,129,68,954,0,5
523,'2019/02/23 14:22:59:729',5,129,68,954,0,5
524,'2019/02/23 14:22:59:740',5,129,68,954,0,5
525,'2019/02/23 14:22:59:750',5,129,68,954,0,5
526,'2019/02/23 14:22:59:952',5,130,65,954,0,5
527,'2019/02/23 14:22:59:953',5,130,65,954,0,5
528,'2019/02/23 14:22:59:962',5,130,65,954,0,5
529,'2019/02/23 14:22:59:974',5,130,65,954,0,5
530,'2019/02/23 14:22:59:983',5,130,65,954,0,5
531,'2019/02/23 14:23:00:185',5,135,66,953,0,5
532,'2019/02/23 14:23:00:186',5,135,66,953,0,5
533,'2019/02/23 14:23:00:196',5,135,66,953,0,5
534,'2019/02/23 14:23:00:206',5,135,66,953,0,5
535,'2019/02/23 14:23:00:216',5,135,66,953,0,5
536,'2019/02/23 14:23:00:417',5,131,66,953,0,5
537,'2019/02/23 14:23:00:418',5,131,66,953,0,5
538,'2019/02/23 14:23:00:428',5,131,66,953,0,5
539,'2019/02/23 14:23:00:438',5,131,66,953,0,5
540,'2019/02/23 14:23:00:448',5,131,66,953,0,5
541,'2019/02/23 14:23:00:651',5,131,66,952,0,5
542,'2019/02/23 14:23:00:652',5,131,66,952,0,5
543,'2019/02/23 14:23:00:661',5,131,66,952,0,5
544,'2019/02/23 14:23:00:672',5,131,66,952,0,5
545,'2019/02/23 14:23:00:682',5,131,66,952,0,5
546,'2019/02/23 14:23:00:884',5,135,72,952,0,5
547,'2019/02/23 14:23:00:885',5,135,72,952,0,5
548,'2019/02/23 14:23:00:894',5,135,72,952,0,5
549,'2019/02/23 14:23:00:904',5,135,72,952,0,5
550,'2019/02/23 14:23:00:914',5,135,72,952,0,5
551,'2019/02/23 14:23:01:116',5,133,67,953,0,5
552,'2019/02/23 14:23:01:117',5,133,67,953,0,5
553,'2019/02/23 14:23:01:127',5,133,67,953,0,5
554,'2019/02/23 14:23:01:137',5,133,67,953,0,5
555,'2019/02/23 14:23:01:146',5,133,67,953,0,5
556,'2019/02/23 14:23:01:349',5,131,69,954,0,5
557,'2019/02/23 14:23:01:350',5,131,69,954,0,5
558,'2019/02/23 14:23:01:359',5,131,69,954,0,5
559,'2019/02/23 14:23:01:369',5,131,69,954,0,5
560,'2019/02/23 14:23:01:380',5,131,69,954,0,5
561,'2019/02/23 14:23:01:582',5,131,72,955,0,5
562,'2019/02/23 14:23:01:582',5,131,72,955,0,5
563,'2019/02/23 14:23:01:593',5,131,72,955,0,5
564,'2019/02/23 14:23:01:603',5,131,72,955,0,5
565,'2019/02/23 14:23:01:612',5,131,72,955,0,5
566,'2019/02/23 14:23:01:815',5,133,70,954,0,5
567,'2019/02/23 14:23:01:816',5,133,70,954,0,5
568,'2019/02/23 14:23:01:825',5,133,70,954,0,5
569,'2019/02/23 14:23:01:836',5,133,70,954,0,5
570,'2019/02/23 14:23:01:846',5,133,70,954,0,5
571,'2019/02/23 14:23:02:048',5,133,69,954,0,5
572,'2019/02/23 14:23:02:048',5,133,69,954,0,5
573,'2019/02/23 14:23:02:058',5,133,69,954,0,5
574,'2019/02/23 14:23:02:068',5,133,69,954,0,5
575,'2019/02/23 14:23:02:079',5,133,69,954,0,5
576,'2019/02/23 14:23:02:280',5,127,68,954,0,5
577,'2019/02/23 14:23:02:281',5,127,68,954,0,5
578,'2019/02/23 14:23:02:290',5,127,68,954,0,5
579,'2019/02/23 14:23:02:300',5,127,68,954,0,5
580,'2019/02/23 14:23:02:311',5,127,68,954,0,5
581,'2019/02/23 14:23:02:513',5,129,69,954,0,5
582,'2019/02/23 14:23:02:514',5,129,69,954,0,5
583,'2019/02/23 14:23:02:523',5,129,69,954,0,5
584,'2019/02/23 14:23:02:533',5,129,69,954,0,5
585,'2019/02/23 14:23:02:544',5,129,69,954,0,5
676,'2019/02/23 14:23:45:496',7,104,258,0,899,5
677,'2019/02/23 14:23:45:496',7,104,258,0,899,5
678,'2019/02/23 14:23:45:506',7,104,258,0,899,5
679,'2019/02/23 14:23:45:517',7,104,258,0,899,5
680,'2019/02/23 14:23:45:526',7,104,258,0,899,5
681,'2019/02/23 14:23:45:994',7,110,221,0,916,5
682,'2019/02/23 14:23:45:994',7,110,221,0,916,5
683,'2019/02/23 14:23:46:005',7,110,221,0,916,5
684,'2019/02/23 14:23:46:015',7,110,221,0,916,5
685,'2019/02/23 14:23:46:025',7,110,221,0,916,5
686,'2019/02/23 14:23:46:493',7,107,218,0,916,5
687,'2019/02/23 14:23:46:494',7,107,218,0,916,5
688,'2019/02/23 14:23:46:503',7,107,218,0,916,5
689,'2019/02/23 14:23:46:514',7,107,218,0,916,5
690,'2019/02/23 14:23:46:523',7,107,218,0,916,5
691,'2019/02/23 14:23:46:726',7,102,213,1,913,5
692,'2019/02/23 14:23:46:727',7,102,213,1,913,5
693,'2019/02/23 14:23:46:736',7,102,213,1,913,5
694,'2019/02/23 14:23:46:747',7,102,213,1,913,5
695,'2019/02/23 14:23:46:757',7,102,213,1,913,5
696,'2019/02/23 14:23:47:226',7,109,292,0,810,5
697,'2019/02/23 14:23:47:226',7,109,292,0,810,5
698,'2019/02/23 14:23:47:236',7,109,292,0,810,5
699,'2019/02/23 14:23:47:246',7,109,292,0,810,5
700,'2019/02/23 14:23:47:256',7,109,292,0,810,5
701,'2019/02/23 14:23:47:724',7,106,289,0,833,5
702,'2019/02/23 14:23:47:724',7,106,289,0,833,5
703,'2019/02/23 14:23:47:734',7,106,289,0,833,5
704,'2019/02/23 14:23:47:745',7,106,289,0,833,5
705,'2019/02/23 14:23:47:755',7,106,289,0,833,5
706,'2019/02/23 14:23:48:224',7,107,267,0,863,5
707,'2019/02/23 14:23:48:224',7,107,267,0,863,5
708,'2019/02/23 14:23:48:234',7,107,267,0,863,5
709,'2019/02/23 14:23:48:244',7,107,267,0,863,5
710,'2019/02/23 14:23:48:255',7,107,267,0,863,5
711,'2019/02/23 14:23:48:723',7,106,279,0,869,5
712,'2019/02/23 14:23:48:723',7,106,279,0,869,5
713,'2019/02/23 14:23:48:732',7,106,279,0,869,5
714,'2019/02/23 14:23:48:742',7,106,279,0,869,5
715,'2019/02/23 14:23:48:753',7,106,279,0,869,5
716,'2019/02/23 14:23:49:222',7,106,252,0,873,5
717,'2019/02/23 14:23:49:222',7,106,252,0,873,5
718,'2019/02/23 14:23:49:232',7,106,252,0,873,5
719,'2019/02/23 14:23:49:240',7,106,252,0,873,5
720,'2019/02/23 14:23:49:251',7,106,252,0,873,5
721,'2019/02/23 14:23:49:720',7,106,197,0,873,5
722,'2019/02/23 14:23:49:720',7,106,197,0,873,5
723,'2019/02/23 14:23:49:731',7,106,197,0,873,5
724,'2019/02/23 14:23:49:741',7,106,197,0,873,5
725,'2019/02/23 14:23:49:751',7,106,197,0,873,5
726,'2019/02/23 14:23:50:220',7,104,196,0,874,5
727,'2019/02/23 14:23:50:220',7,104,196,0,874,5
728,'2019/02/23 14:23:50:229',7,104,196,0,874,5
729,'2019/02/23 14:23:50:240',7,104,196,0,874,5
730,'2019/02/23 14:23:50:249',7,104,196,0,874,5
731,'2019/02/23 14:23:50:718',7,106,176,0,876,5
732,'2019/02/23 14:23:50:719',7,106,176,0,876,5
733,'2019/02/23 14:23:50:729',7,106,176,0,876,5
734,'2019/02/23 14:23:50:740',7,106,176,0,876,5
735,'2019/02/23 14:23:50:750',7,106,176,0,876,5
736,'2019/02/23 14:23:51:217',7,109,136,0,875,5
737,'2019/02/23 14:23:51:217',7,109,136,0,875,5
738,'2019/02/23 14:23:51:227',7,109,136,0,875,5
739,'2019/02/23 14:23:51:238',7,109,136,0,875,5
740,'2019/02/23 14:23:51:248',7,109,136,0,875,5
741,'2019/02/23 14:23:51:716',7,104,124,0,875,5
742,'2019/02/23 14:23:51:717',7,104,124,0,875,5
743,'2019/02/23 14:23:51:727',7,104,124,0,875,5
744,'2019/02/23 14:23:51:737',7,104,124,0,875,5
745,'2019/02/23 14:23:51:746',7,104,124,0,875,5
746,'2019/02/23 14:23:52:215',7,106,425,0,876,5
747,'2019/02/23 14:23:52:216',7,106,425,0,876,5
748,'2019/02/23 14:23:52:226',7,106,425,0,876,5
749,'2019/02/23 14:23:52:236',7,106,425,0,876,5
750,'2019/02/23 14:23:52:246',7,106,425,0,876,5
751,'2019/02/23 14:23:52:714',7,108,813,0,878,5
752,'2019/02/23 14:23:52:715',7,108,813,0,878,5
753,'2019/02/23 14:23:52:724',7,108,813,0,878,5
754,'2019/02/23 14:23:52:736',7,108,813,0,878,5
755,'2019/02/23 14:23:52:745',7,108,813,0,878,5
756,'2019/02/23 14:23:53:214',7,109,397,0,878,5
757,'2019/02/23 14:23:53:214',7,109,397,0,878,5
758,'2019/02/23 14:23:53:224',7,109,397,0,878,5
759,'2019/02/23 14:23:53:235',7,109,397,0,878,5
760,'2019/02/23 14:23:53:244',7,109,397,0,878,5
761,'2019/02/23 14:23:53:712',7,108,235,0,916,5
762,'2019/02/23 14:23:53:713',7,108,235,0,916,5
763,'2019/02/23 14:23:53:722',7,108,235,0,916,5
764,'2019/02/23 14:23:53:733',7,108,235,0,916,5
765,'2019/02/23 14:23:53:742',7,108,235,0,916,5
766,'2019/02/23 14:23:54:211',7,108,190,0,930,5
767,'2019/02/23 14:23:54:212',7,108,190,0,930,5
768,'2019/02/23 14:23:54:221',7,108,190,0,930,5
769,'2019/02/23 14:23:54:232',7,108,190,0,930,5
770,'2019/02/23 14:23:54:241',7,108,190,0,930,5
771,'2019/02/23 14:23:54:711',7,109,194,0,919,5
772,'2019/02/23 14:23:54:711',7,109,194,0,919,5
773,'2019/02/23 14:23:54:721',7,109,194,0,919,5
774,'2019/02/23 14:23:54:731',7,109,194,0,919,5
775,'2019/02/23 14:23:54:742',7,109,194,0,919,5
776,'2019/02/23 14:23:55:209',7,103,148,0,916,5
777,'2019/02/23 14:23:55:210',7,103,148,0,916,5
778,'2019/02/23 14:23:55:219',7,103,148,0,916,5
779,'2019/02/23 14:23:55:230',7,103,148,0,916,5
780,'2019/02/23 14:23:55:240',7,103,148,0,916,5
781,'2019/02/23 14:24:06:653',8,270,75,0,918,6
782,'2019/02/23 14:24:06:654',8,270,75,0,918,6
783,'2019/02/23 14:24:06:664',8,270,75,0,918,6
784,'2019/02/23 14:24:06:674',8,270,75,0,918,6
785,'2019/02/23 14:24:06:684',8,270,75,0,918,6
786,'2019/02/23 14:24:06:886',8,244,70,0,917,6
787,'2019/02/23 14:24:06:886',8,244,70,0,917,6
788,'2019/02/23 14:24:06:897',8,244,70,0,917,6
789,'2019/02/23 14:24:06:907',8,244,70,0,917,6
790,'2019/02/23 14:24:06:918',8,244,70,0,917,6
791,'2019/02/23 14:24:07:119',8,269,65,0,917,6
792,'2019/02/23 14:24:07:119',8,269,65,0,917,6
793,'2019/02/23 14:24:07:129',8,269,65,0,917,6
794,'2019/02/23 14:24:07:140',8,269,65,0,917,6
795,'2019/02/23 14:24:07:150',8,269,65,0,917,6
796,'2019/02/23 14:24:07:352',8,216,71,0,918,6
797,'2019/02/23 14:24:07:352',8,216,71,0,918,6
798,'2019/02/23 14:24:07:361',8,216,71,0,918,6
799,'2019/02/23 14:24:07:372',8,216,71,0,918,6
800,'2019/02/23 14:24:07:383',8,216,71,0,918,6
801,'2019/02/23 14:24:07:585',8,210,64,0,921,6
802,'2019/02/23 14:24:07:586',8,210,64,0,921,6
803,'2019/02/23 14:24:07:595',8,210,64,0,921,6
804,'2019/02/23 14:24:07:606',8,210,64,0,921,6
805,'2019/02/23 14:24:07:616',8,210,64,0,921,6
806,'2019/02/23 14:24:07:818',8,240,70,0,924,6
807,'2019/02/23 14:24:07:818',8,240,70,0,924,6
808,'2019/02/23 14:24:07:827',8,240,70,0,924,6
809,'2019/02/23 14:24:07:839',8,240,70,0,924,6
810,'2019/02/23 14:24:07:849',8,240,70,0,924,6
811,'2019/02/23 14:24:08:051',8,222,65,0,923,6
812,'2019/02/23 14:24:08:052',8,222,65,0,923,6
813,'2019/02/23 14:24:08:061',8,222,65,0,923,6
814,'2019/02/23 14:24:08:072',8,222,65,0,923,6
815,'2019/02/23 14:24:08:081',8,222,65,0,923,6
816,'2019/02/23 14:24:08:283',8,192,66,0,925,6
817,'2019/02/23 14:24:08:284',8,192,66,0,925,6
818,'2019/02/23 14:24:08:293',8,192,66,0,925,6
819,'2019/02/23 14:24:08:304',8,192,66,0,925,6
820,'2019/02/23 14:24:08:314',8,192,66,0,925,6
821,'2019/02/23 14:24:08:516',8,224,71,0,926,6
822,'2019/02/23 14:24:08:517',8,224,71,0,926,6
823,'2019/02/23 14:24:08:526',8,224,71,0,926,6
824,'2019/02/23 14:24:08:538',8,224,71,0,926,6
825,'2019/02/23 14:24:08:547',8,224,71,0,926,6
826,'2019/02/23 14:24:08:749',8,240,71,0,925,6
827,'2019/02/23 14:24:08:750',8,240,71,0,925,6
828,'2019/02/23 14:24:08:759',8,240,71,0,925,6
829,'2019/02/23 14:24:08:770',8,240,71,0,925,6
830,'2019/02/23 14:24:08:779',8,240,71,0,925,6
831,'2019/02/23 14:24:08:982',8,174,71,0,926,6
832,'2019/02/23 14:24:08:983',8,174,71,0,926,6
833,'2019/02/23 14:24:08:992',8,174,71,0,926,6
834,'2019/02/23 14:24:09:002',8,174,71,0,926,6
835,'2019/02/23 14:24:09:013',8,174,71,0,926,6
836,'2019/02/23 14:24:09:215',8,246,73,0,925,6
837,'2019/02/23 14:24:09:216',8,246,73,0,925,6
838,'2019/02/23 14:24:09:225',8,246,73,0,925,6
839,'2019/02/23 14:24:09:236',8,246,73,0,925,6
840,'2019/02/23 14:24:09:246',8,246,73,0,925,6
841,'2019/02/23 14:24:09:447',8,229,67,0,927,6
842,'2019/02/23 14:24:09:448',8,229,67,0,927,6
843,'2019/02/23 14:24:09:457',8,229,67,0,927,6
844,'2019/02/23 14:24:09:469',8,229,67,0,927,6
845,'2019/02/23 14:24:09:479',8,229,67,0,927,6
846,'2019/02/23 14:24:09:681',8,299,65,0,927,6
847,'2019/02/23 14:24:09:681',8,299,65,0,927,6
848,'2019/02/23 14:24:09:691',8,299,65,0,927,6
849,'2019/02/23 14:24:09:701',8,299,65,0,927,6
850,'2019/02/23 14:24:09:710',8,299,65,0,927,6
851,'2019/02/23 14:24:09:914',8,226,71,0,924,6
852,'2019/02/23 14:24:09:914',8,226,71,0,924,6
853,'2019/02/23 14:24:09:923',8,226,71,0,924,6
854,'2019/02/23 14:24:09:934',8,226,71,0,924,6
855,'2019/02/23 14:24:09:945',8,226,71,0,924,6
856,'2019/02/23 14:24:10:146',8,240,67,0,926,6
857,'2019/02/23 14:24:10:147',8,240,67,0,926,6
858,'2019/02/23 14:24:10:156',8,240,67,0,926,6
859,'2019/02/23 14:24:10:167',8,240,67,0,926,6
860,'2019/02/23 14:24:10:177',8,240,67,0,926,6
861,'2019/02/23 14:24:10:380',8,187,66,0,928,6
862,'2019/02/23 14:24:10:380',8,187,66,0,928,6
863,'2019/02/23 14:24:10:389',8,187,66,0,928,6
864,'2019/02/23 14:24:10:401',8,187,66,0,928,6
865,'2019/02/23 14:24:10:411',8,187,66,0,928,6
866,'2019/02/23 14:24:10:612',8,185,70,0,930,6
867,'2019/02/23 14:24:10:613',8,185,70,0,930,6
868,'2019/02/23 14:24:10:623',8,185,70,0,930,6
869,'2019/02/23 14:24:10:632',8,185,70,0,930,6
870,'2019/02/23 14:24:10:642',8,185,70,0,930,6
871,'2019/02/23 14:24:10:845',8,240,77,0,940,6
872,'2019/02/23 14:24:10:846',8,240,77,0,940,6
873,'2019/02/23 14:24:10:855',8,240,77,0,940,6
874,'2019/02/23 14:24:10:866',8,240,77,0,940,6
875,'2019/02/23 14:24:10:876',8,240,77,0,940,6
876,'2019/02/23 14:24:11:078',8,217,71,0,947,6
877,'2019/02/23 14:24:11:078',8,217,71,0,947,6
878,'2019/02/23 14:24:11:089',8,217,71,0,947,6
879,'2019/02/23 14:24:11:099',8,217,71,0,947,6
880,'2019/02/23 14:24:11:109',8,217,71,0,947,6
881,'2019/02/23 14:24:11:311',8,192,73,0,944,6
882,'2019/02/23 14:24:11:312',8,192,73,0,944,6
883,'2019/02/23 14:24:11:321',8,192,73,0,944,6
884,'2019/02/23 14:24:11:331',8,192,73,0,944,6
885,'2019/02/23 14:24:11:342',8,192,73,0,944,6
886,'2019/02/23 14:24:11:544',8,247,67,0,942,6
887,'2019/02/23 14:24:11:545',8,247,67,0,942,6
888,'2019/02/23 14:24:11:554',8,247,67,0,942,6
889,'2019/02/23 14:24:11:565',8,247,67,0,942,6
890,'2019/02/23 14:24:11:574',8,247,67,0,942,6
891,'2019/02/23 14:24:11:777',8,186,67,0,943,6
892,'2019/02/23 14:24:11:777',8,186,67,0,943,6
893,'2019/02/23 14:24:11:786',8,186,67,0,943,6
894,'2019/02/23 14:24:11:798',8,186,67,0,943,6
895,'2019/02/23 14:24:11:807',8,186,67,0,943,6
896,'2019/02/23 14:24:12:010',8,183,67,0,945,6
897,'2019/02/23 14:24:12:010',8,183,67,0,945,6
898,'2019/02/23 14:24:12:020',8,183,67,0,945,6
899,'2019/02/23 14:24:12:031',8,183,67,0,945,6
900,'2019/02/23 14:24:12:041',8,183,67,0,945,6
901,'2019/02/23 14:24:12:242',8,229,65,0,946,6
902,'2019/02/23 14:24:12:243',8,229,65,0,946,6
903,'2019/02/23 14:24:12:252',8,229,65,0,946,6
904,'2019/02/23 14:24:12:262',8,229,65,0,946,6
905,'2019/02/23 14:24:12:273',8,229,65,0,946,6
906,'2019/02/23 14:24:12:475',8,171,76,0,944,6
907,'2019/02/23 14:24:12:476',8,171,76,0,944,6
908,'2019/02/23 14:24:12:485',8,171,76,0,944,6
909,'2019/02/23 14:24:12:496',8,171,76,0,944,6
910,'2019/02/23 14:24:12:506',8,171,76,0,944,6
911,'2019/02/23 14:24:12:708',8,181,69,0,944,6
912,'2019/02/23 14:24:12:708',8,181,69,0,944,6
913,'2019/02/23 14:24:12:718',8,181,69,0,944,6
914,'2019/02/23 14:24:12:729',8,181,69,0,944,6
915,'2019/02/23 14:24:12:739',8,181,69,0,944,6
916,'2019/02/23 14:26:21:475',9,177,194,0,955,7
917,'2019/02/23 14:26:21:476',9,177,194,0,955,7
918,'2019/02/23 14:26:21:485',9,177,194,0,955,7
919,'2019/02/23 14:26:21:496',9,177,194,0,955,7
920,'2019/02/23 14:26:21:506',9,177,194,0,955,7
921,'2019/02/23 14:26:21:841',9,217,84,0,956,7
922,'2019/02/23 14:26:21:842',9,217,84,0,956,7
923,'2019/02/23 14:26:21:852',9,217,84,0,956,7
924,'2019/02/23 14:26:21:862',9,217,84,0,956,7
925,'2019/02/23 14:26:21:872',9,217,84,0,956,7
926,'2019/02/23 14:26:22:041',9,133,207,0,956,7
927,'2019/02/23 14:26:22:041',9,133,207,0,956,7
928,'2019/02/23 14:26:22:052',9,133,207,0,956,7
929,'2019/02/23 14:26:22:062',9,133,207,0,956,7
930,'2019/02/23 14:26:22:071',9,133,207,0,956,7
931,'2019/02/23 14:26:22:274',9,160,99,0,956,7
932,'2019/02/23 14:26:22:275',9,160,99,0,956,7
933,'2019/02/23 14:26:22:284',9,160,99,0,956,7
934,'2019/02/23 14:26:22:294',9,160,99,0,956,7
935,'2019/02/23 14:26:22:305',9,160,99,0,956,7
936,'2019/02/23 14:26:22:506',9,143,79,0,961,7
937,'2019/02/23 14:26:22:507',9,143,79,0,961,7
938,'2019/02/23 14:26:22:517',9,143,79,0,961,7
939,'2019/02/23 14:26:22:526',9,143,79,0,961,7
940,'2019/02/23 14:26:22:536',9,143,79,0,961,7
941,'2019/02/23 14:26:22:707',9,135,226,0,964,7
942,'2019/02/23 14:26:22:707',9,135,226,0,964,7
943,'2019/02/23 14:26:22:717',9,135,226,0,964,7
944,'2019/02/23 14:26:22:728',9,135,226,0,964,7
945,'2019/02/23 14:26:22:738',9,135,226,0,964,7
946,'2019/02/23 14:26:23:205',9,373,797,0,942,7
947,'2019/02/23 14:26:23:206',9,373,797,0,942,7
948,'2019/02/23 14:26:23:216',9,373,797,0,942,7
949,'2019/02/23 14:26:23:226',9,373,797,0,942,7
950,'2019/02/23 14:26:23:236',9,373,797,0,942,7
951,'2019/02/23 14:26:23:705',9,306,223,0,951,7
952,'2019/02/23 14:26:23:705',9,306,223,0,951,7
953,'2019/02/23 14:26:23:715',9,306,223,0,951,7
954,'2019/02/23 14:26:23:725',9,306,223,0,951,7
955,'2019/02/23 14:26:23:736',9,306,223,0,951,7
956,'2019/02/23 14:26:24:204',9,149,173,0,947,7
957,'2019/02/23 14:26:24:204',9,149,173,0,947,7
958,'2019/02/23 14:26:24:214',9,149,173,0,947,7
959,'2019/02/23 14:26:24:225',9,149,173,0,947,7
960,'2019/02/23 14:26:24:234',9,149,173,0,947,7
961,'2019/02/23 14:26:24:703',9,175,318,0,956,7
962,'2019/02/23 14:26:24:703',9,175,318,0,956,7
963,'2019/02/23 14:26:24:714',9,175,318,0,956,7
964,'2019/02/23 14:26:24:724',9,175,318,0,956,7
965,'2019/02/23 14:26:24:734',9,175,318,0,956,7
966,'2019/02/23 14:26:25:202',9,299,119,0,926,7
967,'2019/02/23 14:26:25:202',9,299,119,0,926,7
968,'2019/02/23 14:26:25:213',9,299,119,0,926,7
969,'2019/02/23 14:26:25:223',9,299,119,0,926,7
970,'2019/02/23 14:26:25:233',9,299,119,0,926,7
971,'2019/02/23 14:26:25:701',9,179,640,0,955,7
972,'2019/02/23 14:26:25:702',9,179,640,0,955,7
973,'2019/02/23 14:26:25:711',9,179,640,0,955,7
974,'2019/02/23 14:26:25:722',9,179,640,0,955,7
975,'2019/02/23 14:26:25:731',9,179,640,0,955,7
976,'2019/02/23 14:26:26:199',9,284,331,0,947,7
977,'2019/02/23 14:26:26:200',9,284,331,0,947,7
978,'2019/02/23 14:26:26:209',9,284,331,0,947,7
979,'2019/02/23 14:26:26:220',9,284,331,0,947,7
980,'2019/02/23 14:26:26:230',9,284,331,0,947,7
981,'2019/02/23 14:26:26:698',9,692,716,0,961,7
982,'2019/02/23 14:26:26:699',9,692,716,0,961,7
983,'2019/02/23 14:26:26:709',9,692,716,0,961,7
984,'2019/02/23 14:26:26:720',9,692,716,0,961,7
985,'2019/02/23 14:26:26:729',9,692,716,0,961,7
986,'2019/02/23 14:26:27:197',9,224,979,0,933,7
987,'2019/02/23 14:26:27:198',9,224,979,0,933,7
988,'2019/02/23 14:26:27:208',9,224,979,0,933,7
989,'2019/02/23 14:26:27:218',9,224,979,0,933,7
990,'2019/02/23 14:26:27:228',9,224,979,0,933,7
991,'2019/02/23 14:26:27:596',9,78,979,0,932,7
992,'2019/02/23 14:26:27:597',9,78,979,0,932,7
993,'2019/02/23 14:26:27:606',9,78,979,0,932,7
994,'2019/02/23 14:26:27:618',9,78,979,0,932,7
995,'2019/02/23 14:26:27:626',9,78,979,0,932,7
