@relation dataset

@attribute ID numeric
@attribute Time date 'yyyy/MM/dd HH:mm:ss:SSS'
@attribute 'Training round' numeric
@attribute inputs-1 numeric
@attribute inputs-2 numeric
@attribute inputs-3 numeric
@attribute inputs-4 numeric
@attribute inputs-5 numeric
@attribute giveme-1 numeric
@attribute giveme-2 numeric
@attribute giveme-3 numeric
@attribute giveme-4 numeric
@attribute giveme-5 numeric
@attribute giveme-6 numeric
@attribute giveme-7 numeric
@attribute giveme-8 numeric
@attribute giveme-9 numeric
@attribute giveme-10 numeric

@data
7283,'2019/04/11 20:45:42:648',6,28,77.900002,790.599976,892.599976,790.700012,50,?,?,?,?,?,?,?,?,?
7284,'2019/04/11 20:45:42:648',6,28,77.599998,792.400024,892.799988,790,50,?,?,?,?,?,?,?,?,?
7285,'2019/04/11 20:45:42:648',6,28,77.300003,794.200012,893,789.599976,50,?,?,?,?,?,?,?,?,?
7286,'2019/04/11 20:45:42:648',6,28.5,77,794.5,893.200012,789.200012,50,?,?,?,?,?,?,?,?,?
7287,'2019/04/11 20:45:42:676',6,29,77.5,794.799988,893.400024,787.400024,50,?,?,?,?,?,?,?,?,?
7288,'2019/04/11 20:45:42:676',6,29.5,78,795.400024,893.599976,785.599976,50,?,?,?,?,?,?,?,?,?
7289,'2019/04/11 20:45:42:676',6,30,79,796,893.799988,783.799988,50,?,?,?,?,?,?,?,?,?
7290,'2019/04/11 20:45:42:676',6,30.4,80,796.599976,894,782.400024,50,?,?,?,?,?,?,?,?,?
7291,'2019/04/11 20:45:42:690',6,30.799999,81,797.200012,894,780.599976,50,?,?,?,?,?,?,?,?,?
7292,'2019/04/11 20:45:42:690',6,31.200001,82,797.5,894.200012,778.799988,50,?,?,?,?,?,?,?,?,?
7293,'2019/04/11 20:45:42:690',6,31.6,82.5,798,894.400024,777,50,?,?,?,?,?,?,?,?,?
7294,'2019/04/11 20:45:42:690',6,32,83.699997,798.5,894.599976,775.200012,50,?,?,?,?,?,?,?,?,?
7295,'2019/04/11 20:45:42:690',6,32.400002,84.900002,799,894.799988,773.400024,50,?,?,?,?,?,?,?,?,?
7296,'2019/04/11 20:45:42:690',6,32.299999,86.099998,799.5,895,771.599976,50,?,?,?,?,?,?,?,?,?
7297,'2019/04/11 20:45:42:690',6,32.400002,87.300003,800,895.200012,771.200012,50,?,?,?,?,?,?,?,?,?
7298,'2019/04/11 20:45:42:705',6,32.5,88.5,800.200012,895.400024,770.900024,50,?,?,?,?,?,?,?,?,?
7299,'2019/04/11 20:45:42:705',6,32.599998,89.199997,800.299988,895.599976,770.599976,50,?,?,?,?,?,?,?,?,?
7300,'2019/04/11 20:45:42:705',6,32.799999,91,800.400024,895.799988,770.299988,50,?,?,?,?,?,?,?,?,?
7301,'2019/04/11 20:45:42:705',6,33,92.800003,800.5,896,770.400024,50,?,?,?,?,?,?,?,?,?
7302,'2019/04/11 20:45:42:705',6,33.200001,94.599998,800.599976,896,770.5,50,?,?,?,?,?,?,?,?,?
7303,'2019/04/11 20:45:42:705',6,34.700001,96.400002,800.5,896,770.599976,50,?,?,?,?,?,?,?,?,?
7304,'2019/04/11 20:45:42:721',6,36.200001,97.5,800.400024,896,770.900024,50,?,?,?,?,?,?,?,?,?
7305,'2019/04/11 20:45:42:722',6,37.700001,98.599998,800.299988,896.099976,771.200012,50,?,?,?,?,?,?,?,?,?
7306,'2019/04/11 20:45:42:722',6,39.200001,99.699997,800.400024,896.200012,771.5,50,?,?,?,?,?,?,?,?,?
7307,'2019/04/11 20:45:42:722',6,40.5,99.699997,800.5,896.299988,771.799988,50,?,?,?,?,?,?,?,?,?
7308,'2019/04/11 20:45:42:722',6,41.799999,99.699997,800.599976,896.400024,772,50,?,?,?,?,?,?,?,?,?
7309,'2019/04/11 20:45:42:722',6,43.099998,99.699997,800.799988,896.5,772.200012,50,?,?,?,?,?,?,?,?,?
7310,'2019/04/11 20:45:42:722',6,45.700001,98.599998,801,896.599976,772.400024,50,?,?,?,?,?,?,?,?,?
7311,'2019/04/11 20:45:42:735',6,48.299999,97.5,801.200012,896.700012,772.400024,50,?,?,?,?,?,?,?,?,?
7312,'2019/04/11 20:45:42:735',6,50.900002,95.099998,801.400024,896.799988,772.400024,50,?,?,?,?,?,?,?,?,?
7313,'2019/04/11 20:45:42:735',6,52.200001,92.699997,801.599976,896.900024,772.400024,50,?,?,?,?,?,?,?,?,?
7314,'2019/04/11 20:45:42:735',6,53.5,90.300003,801.799988,897,772.200012,50,?,?,?,?,?,?,?,?,?
7315,'2019/04/11 20:45:42:735',6,55.700001,87.900002,802,897,772,50,?,?,?,?,?,?,?,?,?
7316,'2019/04/11 20:45:42:751',6,57.900002,85.5,802,897,771.200012,50,?,?,?,?,?,?,?,?,?
7317,'2019/04/11 20:45:42:751',6,60.099998,84.199997,802.299988,897,770.400024,50,?,?,?,?,?,?,?,?,?
7318,'2019/04/11 20:45:42:751',6,62.299999,82.099998,802.599976,897,769.599976,50,?,?,?,?,?,?,?,?,?
7319,'2019/04/11 20:45:42:751',6,64.5,80,802.900024,897,768.799988,50,?,?,?,?,?,?,?,?,?
7320,'2019/04/11 20:45:42:751',6,65.400002,77.900002,803.200012,897,768,50,?,?,?,?,?,?,?,?,?
7321,'2019/04/11 20:45:42:751',6,67.300003,75.800003,803.5,897,767.400024,50,?,?,?,?,?,?,?,?,?
7322,'2019/04/11 20:45:42:765',6,69.199997,75,803.799988,897,766.299988,50,?,?,?,?,?,?,?,?,?
7323,'2019/04/11 20:45:42:765',6,71.099998,74.199997,804.099976,897.099976,765.200012,50,?,?,?,?,?,?,?,?,?
7324,'2019/04/11 20:45:42:765',6,73,73.400002,805,897.200012,764.099976,50,?,?,?,?,?,?,?,?,?
7325,'2019/04/11 20:45:42:765',6,74,73,805.900024,897.299988,763,50,?,?,?,?,?,?,?,?,?
7326,'2019/04/11 20:45:42:765',6,75,72.599998,806.799988,897.400024,762.5,50,?,?,?,?,?,?,?,?,?
7327,'2019/04/11 20:45:42:765',6,76,72.199997,807.400024,897.5,762,50,?,?,?,?,?,?,?,?,?
7328,'2019/04/11 20:45:42:765',6,78.400002,72.599998,808,897.599976,761.5,50,?,?,?,?,?,?,?,?,?
7329,'2019/04/11 20:45:42:781',6,80.800003,73,808.599976,897.700012,760.5,50,?,?,?,?,?,?,?,?,?
7330,'2019/04/11 20:45:42:781',6,83.199997,73.400002,809.200012,897.900024,759.5,50,?,?,?,?,?,?,?,?,?
7331,'2019/04/11 20:45:42:781',6,84.599998,73.800003,810.099976,898.099976,758.5,50,?,?,?,?,?,?,?,?,?
7332,'2019/04/11 20:45:42:781',6,86,76.400002,811,898.299988,758,50,?,?,?,?,?,?,?,?,?
7333,'2019/04/11 20:45:42:781',6,87.400002,79,811.900024,898.400024,757.5,50,?,?,?,?,?,?,?,?,?
7334,'2019/04/11 20:45:42:781',6,88.800003,81.599998,812.200012,898.5,757,50,?,?,?,?,?,?,?,?,?
7335,'2019/04/11 20:45:42:781',6,91.5,83.800003,812.5,898.599976,756.5,50,?,?,?,?,?,?,?,?,?
7336,'2019/04/11 20:45:42:796',6,94.199997,86,812.799988,898.700012,755.700012,50,?,?,?,?,?,?,?,?,?
7337,'2019/04/11 20:45:42:796',6,96.900002,88.199997,813.099976,898.700012,754.900024,50,?,?,?,?,?,?,?,?,?
7338,'2019/04/11 20:45:42:797',6,98.199997,90.400002,813.700012,898.700012,754.099976,50,?,?,?,?,?,?,?,?,?
7339,'2019/04/11 20:45:42:797',6,99.5,93.099998,814.299988,898.700012,753.799988,50,?,?,?,?,?,?,?,?,?
7340,'2019/04/11 20:45:42:797',6,100.800003,95.800003,814.900024,898.599976,753.5,50,?,?,?,?,?,?,?,?,?
7341,'2019/04/11 20:45:42:797',6,102.099998,98.5,815.200012,898.5,753.200012,50,?,?,?,?,?,?,?,?,?
7342,'2019/04/11 20:45:42:797',6,104.400002,99,815.5,898.400024,752.900024,50,?,?,?,?,?,?,?,?,?
7343,'2019/04/11 20:45:42:810',6,106.699997,99.5,815.799988,898.299988,751.900024,50,?,?,?,?,?,?,?,?,?
7344,'2019/04/11 20:45:42:810',6,109,100,816.099976,898.400024,750.900024,50,?,?,?,?,?,?,?,?,?
7345,'2019/04/11 20:45:42:810',6,110,100.5,816.700012,898.5,749.900024,50,?,?,?,?,?,?,?,?,?
7346,'2019/04/11 20:45:42:810',6,111,100.699997,817.299988,898.599976,749.200012,50,?,?,?,?,?,?,?,?,?
7347,'2019/04/11 20:45:42:810',6,112,100.900002,817.900024,898.799988,748.5,50,?,?,?,?,?,?,?,?,?
7348,'2019/04/11 20:45:42:810',6,113,101.099998,818.200012,899,747.799988,50,?,?,?,?,?,?,?,?,?
7349,'2019/04/11 20:45:42:810',6,114.900002,100.800003,818.5,899.200012,747.099976,50,?,?,?,?,?,?,?,?,?
7350,'2019/04/11 20:45:42:825',6,116.800003,100.5,818.799988,899.400024,746.5,50,?,?,?,?,?,?,?,?,?
7351,'2019/04/11 20:45:42:825',6,118.699997,100.199997,819.099976,899.5,745.900024,50,?,?,?,?,?,?,?,?,?
7352,'2019/04/11 20:45:42:825',6,119.599998,99.900002,819.799988,899.599976,745.299988,50,?,?,?,?,?,?,?,?,?
7353,'2019/04/11 20:45:42:825',6,120.5,98.400002,820.5,899.700012,745.400024,50,?,?,?,?,?,?,?,?,?
7354,'2019/04/11 20:45:42:825',6,121.400002,96.900002,821.200012,899.599976,745.5,50,?,?,?,?,?,?,?,?,?
7355,'2019/04/11 20:45:42:825',6,122.300003,95.400002,821.599976,899.5,745.599976,50,?,?,?,?,?,?,?,?,?
7356,'2019/04/11 20:45:42:825',6,124.800003,94.199997,822,899.400024,745.700012,50,?,?,?,?,?,?,?,?,?
7357,'2019/04/11 20:45:42:839',6,127.300003,93,822.400024,899.299988,745.5,50,?,?,?,?,?,?,?,?,?
7358,'2019/04/11 20:45:42:839',6,129.800003,91.800003,822.799988,899.299988,745.299988,50,?,?,?,?,?,?,?,?,?
7359,'2019/04/11 20:45:42:839',6,131.399994,92.400002,823.200012,899.299988,745.099976,50,?,?,?,?,?,?,?,?,?
7360,'2019/04/11 20:45:42:839',6,133,93,823.599976,899.299988,744.799988,50,?,?,?,?,?,?,?,?,?
7361,'2019/04/11 20:45:42:839',6,134.600006,93.599998,824,899.400024,744.5,50,?,?,?,?,?,?,?,?,?
7362,'2019/04/11 20:45:42:839',6,137.699997,94.199997,824,899.5,744.200012,50,?,?,?,?,?,?,?,?,?
7363,'2019/04/11 20:45:42:854',6,140.800003,96,824,899.799988,743.900024,50,?,?,?,?,?,?,?,?,?
7364,'2019/04/11 20:45:42:854',6,143.899994,97.800003,824.400024,900.099976,743.599976,50,?,?,?,?,?,?,?,?,?
7365,'2019/04/11 20:45:42:854',6,147,99.300003,824.799988,900.400024,743.299988,50,?,?,?,?,?,?,?,?,?
7366,'2019/04/11 20:45:42:854',6,148.5,100.800003,825.200012,900.700012,743,50,?,?,?,?,?,?,?,?,?
7367,'2019/04/11 20:45:42:854',6,150,102.300003,825.599976,901,743,50,?,?,?,?,?,?,?,?,?
7368,'2019/04/11 20:45:42:854',6,152.399994,103.800003,826,901.200012,743,50,?,?,?,?,?,?,?,?,?
7369,'2019/04/11 20:45:42:869',6,154.800003,103.5,826.400024,901.400024,742.900024,50,?,?,?,?,?,?,?,?,?
7370,'2019/04/11 20:45:42:869',6,157.199997,103.199997,826.799988,901.5,742.799988,50,?,?,?,?,?,?,?,?,?
7371,'2019/04/11 20:45:42:869',6,159.600006,102.900002,827.299988,901.599976,742.700012,50,?,?,?,?,?,?,?,?,?
7372,'2019/04/11 20:45:42:869',6,160.5,101.099998,827.799988,901.700012,742.599976,50,?,?,?,?,?,?,?,?,?
7373,'2019/04/11 20:45:42:869',6,161.399994,99.300003,828.299988,901.599976,742.5,50,?,?,?,?,?,?,?,?,?
7374,'2019/04/11 20:45:42:869',6,162.300003,97.5,828.400024,901.5,742.400024,50,?,?,?,?,?,?,?,?,?
7375,'2019/04/11 20:45:42:869',6,164.199997,96,828.5,901.400024,742.299988,50,?,?,?,?,?,?,?,?,?
7376,'2019/04/11 20:45:42:886',6,166.100006,94.5,828.599976,901.299988,742,50,?,?,?,?,?,?,?,?,?
7377,'2019/04/11 20:45:42:887',6,168,93,828.700012,901.299988,741.700012,50,?,?,?,?,?,?,?,?,?
7378,'2019/04/11 20:45:42:887',6,169,91.800003,828.799988,901.299988,741.400024,50,?,?,?,?,?,?,?,?,?
7379,'2019/04/11 20:45:42:887',6,170,90.599998,828.900024,901.299988,741.200012,50,?,?,?,?,?,?,?,?,?
7380,'2019/04/11 20:45:42:887',6,171,89.400002,829,901.400024,741,50,?,?,?,?,?,?,?,?,?
7381,'2019/04/11 20:45:42:887',6,173.300003,88.199997,829,901.5,740.799988,50,?,?,?,?,?,?,?,?,?
7382,'2019/04/11 20:45:42:901',6,175.600006,88.5,829,901.599976,740.200012,50,?,?,?,?,?,?,?,?,?
7383,'2019/04/11 20:45:42:902',6,177.899994,88.800003,829,901.599976,739.599976,50,?,?,?,?,?,?,?,?,?
7384,'2019/04/11 20:45:42:902',6,180.199997,89.099998,828.799988,901.599976,739,50,?,?,?,?,?,?,?,?,?
7385,'2019/04/11 20:45:42:902',6,181.5,89.300003,828.599976,901.599976,738.400024,50,?,?,?,?,?,?,?,?,?
7386,'2019/04/11 20:45:42:902',6,182.800003,89.5,828.400024,901.599976,738,50,?,?,?,?,?,?,?,?,?
7387,'2019/04/11 20:45:42:902',6,184.100006,89.699997,828.200012,901.5,737.599976,50,?,?,?,?,?,?,?,?,?
7388,'2019/04/11 20:45:42:902',6,185.899994,89.599998,828,901.400024,737.200012,50,?,?,?,?,?,?,?,?,?
7389,'2019/04/11 20:45:42:915',6,187.699997,89.5,827.799988,901.299988,736.200012,50,?,?,?,?,?,?,?,?,?
7390,'2019/04/11 20:45:42:915',6,189.5,89.400002,827.599976,901.400024,735.200012,50,?,?,?,?,?,?,?,?,?
7391,'2019/04/11 20:45:42:915',6,190,90.099998,827.400024,901.5,734.200012,50,?,?,?,?,?,?,?,?,?
7392,'2019/04/11 20:45:42:915',6,190.5,90.800003,827.200012,901.599976,733.599976,50,?,?,?,?,?,?,?,?,?
7393,'2019/04/11 20:45:42:915',6,191,91.5,827,901.799988,733,50,?,?,?,?,?,?,?,?,?
7394,'2019/04/11 20:45:42:915',6,191.800003,92.199997,827,902,732.400024,50,?,?,?,?,?,?,?,?,?
7395,'2019/04/11 20:45:42:931',6,192.600006,93,827,902.200012,731.700012,50,?,?,?,?,?,?,?,?,?
7396,'2019/04/11 20:45:42:931',6,193.399994,94.5,827,902.400024,731,50,?,?,?,?,?,?,?,?,?
7397,'2019/04/11 20:45:42:931',6,194.199997,96,827,902.599976,730.299988,50,?,?,?,?,?,?,?,?,?
7398,'2019/04/11 20:45:42:931',6,194.5,97.5,827,902.799988,729.599976,50,?,?,?,?,?,?,?,?,?
7399,'2019/04/11 20:45:42:945',6,194.800003,99,827,903,729.099976,50,?,?,?,?,?,?,?,?,?
7400,'2019/04/11 20:45:42:945',6,195.100006,100.5,827,902.900024,728.599976,50,?,?,?,?,?,?,?,?,?
7401,'2019/04/11 20:45:42:945',6,195.399994,99.699997,827,902.799988,728.099976,50,?,?,?,?,?,?,?,?,?
7402,'2019/04/11 20:45:42:945',6,195.699997,98.900002,827,902.700012,727.599976,50,?,?,?,?,?,?,?,?,?
7403,'2019/04/11 20:45:42:945',6,195.899994,98.099998,827,902.599976,727.099976,50,?,?,?,?,?,?,?,?,?
7404,'2019/04/11 20:45:42:961',6,195.800003,97.300003,827,902.5,726.400024,50,?,?,?,?,?,?,?,?,?
7405,'2019/04/11 20:45:42:961',6,195.699997,96.5,827,902.5,725.799988,50,?,?,?,?,?,?,?,?,?
7406,'2019/04/11 20:45:42:961',6,195.600006,95,827,902.5,725.200012,50,?,?,?,?,?,?,?,?,?
7407,'2019/04/11 20:45:42:961',6,195.5,93.5,827,902.5,724.599976,50,?,?,?,?,?,?,?,?,?
7408,'2019/04/11 20:45:42:961',6,194.600006,92,827,902.5,724,50,?,?,?,?,?,?,?,?,?
7409,'2019/04/11 20:45:42:975',6,193.699997,90.5,827,902.700012,723.799988,50,?,?,?,?,?,?,?,?,?
7410,'2019/04/11 20:45:42:975',6,192.800003,89,827.099976,903,723.599976,50,?,?,?,?,?,?,?,?,?
7411,'2019/04/11 20:45:42:975',6,191.899994,88.099998,827.200012,903.299988,723.400024,50,?,?,?,?,?,?,?,?,?
7412,'2019/04/11 20:45:42:975',6,191,87.199997,827.299988,903.599976,723.200012,50,?,?,?,?,?,?,?,?,?
7413,'2019/04/11 20:45:42:975',6,190.199997,86.300003,827.400024,903.900024,723,50,?,?,?,?,?,?,?,?,?
7414,'2019/04/11 20:45:42:975',6,188.100006,85.400002,827.5,904.200012,723,50,?,?,?,?,?,?,?,?,?
7415,'2019/04/11 20:45:42:992',6,186,84.5,827.599976,904.400024,722.900024,50,?,?,?,?,?,?,?,?,?
7416,'2019/04/11 20:45:42:992',6,183.899994,83.599998,827.700012,904.5,722.799988,50,?,?,?,?,?,?,?,?,?
7417,'2019/04/11 20:45:42:992',6,181.800003,82.699997,828,904.599976,722.700012,50,?,?,?,?,?,?,?,?,?
7418,'2019/04/11 20:45:42:992',6,180.5,82.099998,828.299988,904.700012,722.599976,50,?,?,?,?,?,?,?,?,?
7419,'2019/04/11 20:45:42:992',6,179.199997,81.5,828.599976,904.599976,722.5,50,?,?,?,?,?,?,?,?,?
7420,'2019/04/11 20:45:42:992',6,177.899994,80.900002,828.799988,904.5,722.400024,50,?,?,?,?,?,?,?,?,?
7421,'2019/04/11 20:45:42:992',6,175.300003,81.199997,829,904.400024,722.299988,50,?,?,?,?,?,?,?,?,?
7422,'2019/04/11 20:45:43:006',6,172.699997,81.5,829.200012,904.299988,722,50,?,?,?,?,?,?,?,?,?
7423,'2019/04/11 20:45:43:006',6,170.100006,81.800003,829.400024,904.400024,721.700012,50,?,?,?,?,?,?,?,?,?
7424,'2019/04/11 20:45:43:006',6,168.800003,82.099998,829.5,904.5,721.400024,50,?,?,?,?,?,?,?,?,?
7425,'2019/04/11 20:45:43:006',6,167.5,83.5,829.599976,904.599976,721.200012,50,?,?,?,?,?,?,?,?,?
7426,'2019/04/11 20:45:43:006',6,166.199997,84.900002,829.700012,904.799988,721,50,?,?,?,?,?,?,?,?,?
7427,'2019/04/11 20:45:43:006',6,164.899994,86.300003,829.599976,905,720.799988,50,?,?,?,?,?,?,?,?,?
7428,'2019/04/11 20:45:43:007',6,162.399994,87.400002,829.5,905.200012,720.599976,50,?,?,?,?,?,?,?,?,?
7429,'2019/04/11 20:45:43:020',6,159.899994,88.5,829.400024,905.400024,720.099976,50,?,?,?,?,?,?,?,?,?
7430,'2019/04/11 20:45:43:020',6,157.399994,89.599998,829.299988,905.5,719.599976,50,?,?,?,?,?,?,?,?,?
7431,'2019/04/11 20:45:43:020',6,156.199997,90.5,829.200012,905.599976,719.099976,50,?,?,?,?,?,?,?,?,?
7432,'2019/04/11 20:45:43:020',6,155,91.400002,829.099976,905.700012,718.799988,50,?,?,?,?,?,?,?,?,?
7433,'2019/04/11 20:45:43:020',6,153.800003,92.300003,829,905.599976,718.5,50,?,?,?,?,?,?,?,?,?
7434,'2019/04/11 20:45:43:020',6,151.300003,93.199997,829,905.5,718.200012,50,?,?,?,?,?,?,?,?,?
7435,'2019/04/11 20:45:43:037',6,148.800003,93,829,905.400024,717.700012,50,?,?,?,?,?,?,?,?,?
7436,'2019/04/11 20:45:43:037',6,146.300003,92.800003,829,905.5,717.200012,50,?,?,?,?,?,?,?,?,?
7437,'2019/04/11 20:45:43:037',6,143.800003,92.599998,829.099976,905.599976,716.700012,50,?,?,?,?,?,?,?,?,?
7438,'2019/04/11 20:45:43:037',6,142.5,91.199997,829.200012,905.700012,716.200012,50,?,?,?,?,?,?,?,?,?
7439,'2019/04/11 20:45:43:037',6,141.199997,89.800003,829.299988,905.799988,716,50,?,?,?,?,?,?,?,?,?
7440,'2019/04/11 20:45:43:037',6,139.899994,88.400002,829.400024,906,715.799988,50,?,?,?,?,?,?,?,?,?
7441,'2019/04/11 20:45:43:037',6,136.699997,87.199997,829.5,906.200012,715.599976,50,?,?,?,?,?,?,?,?,?
7442,'2019/04/11 20:45:43:050',6,133.5,86,829.599976,906.400024,715.599976,50,?,?,?,?,?,?,?,?,?
7443,'2019/04/11 20:45:43:050',6,130.300003,84.800003,829.700012,906.5,715.599976,50,?,?,?,?,?,?,?,?,?
7444,'2019/04/11 20:45:43:050',6,128.399994,83.599998,829.599976,906.599976,715.599976,50,?,?,?,?,?,?,?,?,?
7445,'2019/04/11 20:45:43:050',6,126.5,82.400002,829.5,906.700012,715.799988,50,?,?,?,?,?,?,?,?,?
7446,'2019/04/11 20:45:43:051',6,124.599998,81.199997,829.400024,906.599976,716,50,?,?,?,?,?,?,?,?,?
7447,'2019/04/11 20:45:43:051',6,121.099998,80,829.200012,906.5,716.200012,50,?,?,?,?,?,?,?,?,?
7448,'2019/04/11 20:45:43:066',6,117.599998,80,829,906.400024,716.799988,50,?,?,?,?,?,?,?,?,?
7449,'2019/04/11 20:45:43:066',6,114.099998,80,828.900024,906.299988,717.400024,50,?,?,?,?,?,?,?,?,?
7450,'2019/04/11 20:45:43:066',6,110.599998,79,828.799988,906.200012,718,50,?,?,?,?,?,?,?,?,?
7451,'2019/04/11 20:45:43:068',6,109,78,828.700012,906.099976,718.599976,50,?,?,?,?,?,?,?,?,?
7452,'2019/04/11 20:45:43:068',6,107.400002,77,828.599976,906,719,50,?,?,?,?,?,?,?,?,?
7453,'2019/04/11 20:45:43:068',6,104.900002,76,828.5,906,719.400024,50,?,?,?,?,?,?,?,?,?
7454,'2019/04/11 20:45:43:080',6,102.400002,75,828.599976,906,720.099976,50,?,?,?,?,?,?,?,?,?
7455,'2019/04/11 20:45:43:080',6,99.900002,74,828.5,906,720.799988,50,?,?,?,?,?,?,?,?,?
7456,'2019/04/11 20:45:43:080',6,97.400002,72.900002,828.400024,906,721.5,50,?,?,?,?,?,?,?,?,?
7457,'2019/04/11 20:45:43:080',6,96.5,71.800003,828.299988,906,722.200012,50,?,?,?,?,?,?,?,?,?
7458,'2019/04/11 20:45:43:080',6,95.599998,70.699997,828.200012,906,722.5,50,?,?,?,?,?,?,?,?,?
7459,'2019/04/11 20:45:43:080',6,93.900002,69.599998,828,906,722.799988,50,?,?,?,?,?,?,?,?,?
7460,'2019/04/11 20:45:43:096',6,92.199997,69.5,827.400024,906,723.099976,50,?,?,?,?,?,?,?,?,?
7461,'2019/04/11 20:45:43:096',6,90.5,70.400002,826.799988,906,723.400024,50,?,?,?,?,?,?,?,?,?
7462,'2019/04/11 20:45:43:096',6,88.800003,71.300003,826.200012,906,723.700012,50,?,?,?,?,?,?,?,?,?
7463,'2019/04/11 20:45:43:096',6,88,72.199997,825.599976,906,724,50,?,?,?,?,?,?,?,?,?
7464,'2019/04/11 20:45:43:096',6,86.199997,73.099998,825,906,724,50,?,?,?,?,?,?,?,?,?
7465,'2019/04/11 20:45:43:112',6,84.400002,74,824.599976,906,724.099976,50,?,?,?,?,?,?,?,?,?
7466,'2019/04/11 20:45:43:112',6,82.599998,75,824,906,724.200012,50,?,?,?,?,?,?,?,?,?
7467,'2019/04/11 20:45:43:113',6,80.800003,77.400002,823.400024,906,724.299988,50,?,?,?,?,?,?,?,?,?
7468,'2019/04/11 20:45:43:113',6,79,79.800003,822.799988,906,724.400024,50,?,?,?,?,?,?,?,?,?
7469,'2019/04/11 20:45:43:113',6,78,82.199997,822.200012,906,724.5,50,?,?,?,?,?,?,?,?,?
7470,'2019/04/11 20:45:43:113',6,75.800003,84.599998,822,906,724.599976,50,?,?,?,?,?,?,?,?,?
7471,'2019/04/11 20:45:43:125',6,73.599998,86,821.799988,906,724.900024,50,?,?,?,?,?,?,?,?,?
7472,'2019/04/11 20:45:43:125',6,71.400002,87.400002,821.599976,905.900024,725.200012,50,?,?,?,?,?,?,?,?,?
7473,'2019/04/11 20:45:43:125',6,69.199997,88.800003,821.299988,905.799988,725.5,50,?,?,?,?,?,?,?,?,?
7474,'2019/04/11 20:45:43:125',6,68,90.599998,821,905.700012,725.799988,50,?,?,?,?,?,?,?,?,?
7475,'2019/04/11 20:45:43:125',6,66.800003,92.400002,820.700012,905.599976,726,50,?,?,?,?,?,?,?,?,?
7476,'2019/04/11 20:45:43:125',6,65.599998,94.199997,820.599976,905.5,726.200012,50,?,?,?,?,?,?,?,?,?
7477,'2019/04/11 20:45:43:125',6,64,94.599998,820.5,905.400024,726.400024,50,?,?,?,?,?,?,?,?,?
7478,'2019/04/11 20:45:43:142',6,62.400002,95,820.400024,905.400024,726.599976,50,?,?,?,?,?,?,?,?,?
7479,'2019/04/11 20:45:43:142',6,60.799999,95.400002,819.900024,905.400024,726.799988,50,?,?,?,?,?,?,?,?,?
7480,'2019/04/11 20:45:43:142',6,60.400002,95.5,819.400024,905.400024,727,50,?,?,?,?,?,?,?,?,?
7481,'2019/04/11 20:45:43:142',6,60,95.599998,818.900024,905.400024,727,50,?,?,?,?,?,?,?,?,?
7482,'2019/04/11 20:45:43:142',6,59.599998,95.699997,818.400024,905.5,727,50,?,?,?,?,?,?,?,?,?
7483,'2019/04/11 20:45:43:142',6,58.599998,95.800003,818,905.599976,727,50,?,?,?,?,?,?,?,?,?
7484,'2019/04/11 20:45:43:155',6,57.599998,95.5,817.599976,905.700012,727.599976,50,?,?,?,?,?,?,?,?,?
7485,'2019/04/11 20:45:43:155',6,56.599998,95.199997,817,905.799988,728.200012,50,?,?,?,?,?,?,?,?,?
7486,'2019/04/11 20:45:43:155',6,55.599998,93.800003,816.400024,905.900024,728.799988,50,?,?,?,?,?,?,?,?,?
7487,'2019/04/11 20:45:43:155',6,55,92.400002,815.799988,906,729.400024,50,?,?,?,?,?,?,?,?,?
7488,'2019/04/11 20:45:43:155',6,54.400002,91,815.200012,906,730,50,?,?,?,?,?,?,?,?,?
7489,'2019/04/11 20:45:43:155',6,53.200001,89.599998,815,906,730.599976,50,?,?,?,?,?,?,?,?,?
7490,'2019/04/11 20:45:43:171',6,52,88.5,814.799988,906,731.799988,50,?,?,?,?,?,?,?,?,?
7491,'2019/04/11 20:45:43:171',6,50.799999,87.400002,814.599976,905.900024,733,50,?,?,?,?,?,?,?,?,?
7492,'2019/04/11 20:45:43:171',6,49.599998,86.300003,814.200012,905.799988,734.200012,50,?,?,?,?,?,?,?,?,?
7493,'2019/04/11 20:45:43:171',6,49,84.900002,813.799988,905.700012,735.400024,50,?,?,?,?,?,?,?,?,?
7494,'2019/04/11 20:45:43:171',6,48.400002,83.5,813.400024,905.599976,736,50,?,?,?,?,?,?,?,?,?
7495,'2019/04/11 20:45:43:171',6,47.799999,82.099998,813.200012,905.5,736.599976,50,?,?,?,?,?,?,?,?,?
7496,'2019/04/11 20:45:43:171',6,46.799999,81.800003,813,905.400024,737.200012,50,?,?,?,?,?,?,?,?,?
7497,'2019/04/11 20:45:43:185',6,45.799999,81.5,812.799988,905.299988,738.099976,50,?,?,?,?,?,?,?,?,?
7498,'2019/04/11 20:45:43:185',6,44.799999,81.199997,812.599976,905.099976,739,50,?,?,?,?,?,?,?,?,?
7499,'2019/04/11 20:45:43:185',6,44.400002,80.900002,811.799988,904.900024,739.900024,50,?,?,?,?,?,?,?,?,?
7500,'2019/04/11 20:45:43:185',6,44,80.699997,811,904.700012,740.200012,50,?,?,?,?,?,?,?,?,?
7501,'2019/04/11 20:45:43:185',6,43.599998,80.5,810.200012,904.599976,740.5,50,?,?,?,?,?,?,?,?,?
7502,'2019/04/11 20:45:43:185',6,43.200001,80.300003,809.599976,904.5,740.799988,50,?,?,?,?,?,?,?,?,?
