@relation dataset

@attribute ID numeric
@attribute Time date 'yyyy/MM/dd HH:mm:ss:SSS'
@attribute 'Training round' numeric
@attribute inputs-1 numeric
@attribute inputs-2 numeric
@attribute inputs-3 numeric
@attribute inputs-4 numeric
@attribute inputs-5 numeric
@attribute giveme-1 numeric
@attribute giveme-2 numeric
@attribute giveme-3 numeric
@attribute giveme-4 numeric
@attribute giveme-5 numeric
@attribute giveme-6 numeric
@attribute giveme-7 numeric
@attribute giveme-8 numeric
@attribute giveme-9 numeric
@attribute giveme-10 numeric

@data
1337,'2019/04/11 20:43:54:029',2,345.399994,110.5,936,256.399994,682.400024,100,?,?,?,?,?,?,?,?,?
1338,'2019/04/11 20:43:54:029',2,338.399994,112.599998,936,256.200012,685.400024,100,?,?,?,?,?,?,?,?,?
1339,'2019/04/11 20:43:54:029',2,331.399994,114.699997,935.900024,256,688.400024,100,?,?,?,?,?,?,?,?,?
1340,'2019/04/11 20:43:54:029',2,328,118.199997,935.799988,255.800003,691.400024,100,?,?,?,?,?,?,?,?,?
1341,'2019/04/11 20:43:54:029',2,324.600006,121.699997,935.700012,255.600006,693.5,100,?,?,?,?,?,?,?,?,?
1342,'2019/04/11 20:43:54:029',2,321.200012,125.199997,935.599976,255.5,695.599976,100,?,?,?,?,?,?,?,?,?
1343,'2019/04/11 20:43:54:029',2,314,126.599998,935.5,255.399994,697.700012,100,?,?,?,?,?,?,?,?,?
1344,'2019/04/11 20:43:54:045',2,306.799988,128,935.400024,255.300003,700.599976,100,?,?,?,?,?,?,?,?,?
1345,'2019/04/11 20:43:54:045',2,299.600006,129.399994,935.400024,255.199997,703.5,100,?,?,?,?,?,?,?,?,?
1346,'2019/04/11 20:43:54:046',2,295.799988,131.300003,935.400024,255.100006,706.400024,100,?,?,?,?,?,?,?,?,?
1347,'2019/04/11 20:43:54:046',2,292,133.199997,935.400024,255,707.200012,100,?,?,?,?,?,?,?,?,?
1348,'2019/04/11 20:43:54:046',2,288.200012,135.100006,935.400024,255,708,100,?,?,?,?,?,?,?,?,?
1349,'2019/04/11 20:43:54:046',2,280.799988,137,935.5,255,708.799988,100,?,?,?,?,?,?,?,?,?
1350,'2019/04/11 20:43:54:062',2,273.399994,137.5,935.599976,254.899994,709.599976,100,?,?,?,?,?,?,?,?,?
1351,'2019/04/11 20:43:54:062',2,266,138.5,935.700012,254.800003,710.400024,100,?,?,?,?,?,?,?,?,?
1352,'2019/04/11 20:43:54:062',2,258.600006,139.5,935.799988,254.699997,711.200012,100,?,?,?,?,?,?,?,?,?
1353,'2019/04/11 20:43:54:062',2,255,140.5,935.900024,254.600006,712,100,?,?,?,?,?,?,?,?,?
1354,'2019/04/11 20:43:54:062',2,248.399994,141.5,936,254.5,712,100,?,?,?,?,?,?,?,?,?
1355,'2019/04/11 20:43:54:075',2,241.800003,142.5,936,254.399994,712.299988,100,?,?,?,?,?,?,?,?,?
1356,'2019/04/11 20:43:54:075',2,235.199997,143,936,254.399994,712.599976,100,?,?,?,?,?,?,?,?,?
1357,'2019/04/11 20:43:54:075',2,228.600006,143.5,935.900024,254.399994,712.900024,100,?,?,?,?,?,?,?,?,?
1358,'2019/04/11 20:43:54:075',2,222,142.600006,935.799988,254.399994,713.200012,100,?,?,?,?,?,?,?,?,?
1359,'2019/04/11 20:43:54:075',2,219,141.699997,935.700012,254.399994,713.5,100,?,?,?,?,?,?,?,?,?
1360,'2019/04/11 20:43:54:075',2,216,140.800003,935.599976,254.5,713.799988,100,?,?,?,?,?,?,?,?,?
1361,'2019/04/11 20:43:54:076',2,210.399994,139.399994,935.5,254.600006,714.099976,100,?,?,?,?,?,?,?,?,?
1362,'2019/04/11 20:43:54:090',2,204.800003,138,935.400024,254.699997,714.5,100,?,?,?,?,?,?,?,?,?
1363,'2019/04/11 20:43:54:090',2,199.199997,136.600006,935.299988,254.699997,714.900024,100,?,?,?,?,?,?,?,?,?
1364,'2019/04/11 20:43:54:090',2,196.600006,134,935.200012,254.699997,715.299988,100,?,?,?,?,?,?,?,?,?
1365,'2019/04/11 20:43:54:090',2,194,131.399994,935.099976,254.699997,715.400024,100,?,?,?,?,?,?,?,?,?
1366,'2019/04/11 20:43:54:090',2,191.399994,128.800003,935,254.600006,715.5,100,?,?,?,?,?,?,?,?,?
1367,'2019/04/11 20:43:54:090',2,187.100006,126.199997,935,254.5,715.599976,100,?,?,?,?,?,?,?,?,?
1368,'2019/04/11 20:43:54:105',2,182.800003,125,935,254.399994,715.200012,100,?,?,?,?,?,?,?,?,?
1369,'2019/04/11 20:43:54:105',2,178.5,123.800003,935,252.899994,714.799988,100,?,?,?,?,?,?,?,?,?
1370,'2019/04/11 20:43:54:105',2,174.199997,120.800003,935,251.399994,714.400024,100,?,?,?,?,?,?,?,?,?
1371,'2019/04/11 20:43:54:105',2,172.5,117.800003,935,249.899994,714,100,?,?,?,?,?,?,?,?,?
1372,'2019/04/11 20:43:54:105',2,170.800003,114.800003,935,248.399994,713.5,100,?,?,?,?,?,?,?,?,?
1373,'2019/04/11 20:43:54:105',2,167.899994,111.800003,935,247,713,100,?,?,?,?,?,?,?,?,?
1374,'2019/04/11 20:43:54:121',2,165,110,935,245.600006,712.700012,100,?,?,?,?,?,?,?,?,?
1375,'2019/04/11 20:43:54:121',2,162.100006,108.199997,935,244.300003,712.400024,100,?,?,?,?,?,?,?,?,?
1376,'2019/04/11 20:43:54:121',2,159.199997,106.400002,935.099976,243,712.099976,100,?,?,?,?,?,?,?,?,?
1377,'2019/04/11 20:43:54:122',2,158,103.099998,935.200012,241.699997,711.799988,100,?,?,?,?,?,?,?,?,?
1378,'2019/04/11 20:43:54:122',2,156.800003,99.800003,935.299988,240.399994,712,100,?,?,?,?,?,?,?,?,?
1379,'2019/04/11 20:43:54:122',2,155.600006,96.5,935.400024,240.5,712.200012,100,?,?,?,?,?,?,?,?,?
1380,'2019/04/11 20:43:54:122',2,153.5,95,935.5,240.600006,712.400024,100,?,?,?,?,?,?,?,?,?
1381,'2019/04/11 20:43:54:137',2,151.399994,93.5,935.599976,240.699997,712.900024,100,?,?,?,?,?,?,?,?,?
1382,'2019/04/11 20:43:54:138',2,149.300003,92,935.700012,240.600006,713.400024,100,?,?,?,?,?,?,?,?,?
1383,'2019/04/11 20:43:54:138',2,148.399994,90.5,935.900024,240.5,713.900024,100,?,?,?,?,?,?,?,?,?
1384,'2019/04/11 20:43:54:138',2,147.5,88.800003,936.099976,240.399994,714.200012,100,?,?,?,?,?,?,?,?,?
1385,'2019/04/11 20:43:54:138',2,146.600006,87.099998,936.299988,240.199997,714.5,100,?,?,?,?,?,?,?,?,?
1386,'2019/04/11 20:43:54:138',2,145.699997,85.400002,936.400024,240,714.799988,100,?,?,?,?,?,?,?,?,?
1387,'2019/04/11 20:43:54:138',2,144.5,85.199997,936.5,239.800003,715.099976,100,?,?,?,?,?,?,?,?,?
1388,'2019/04/11 20:43:54:150',2,143.300003,85,936.599976,239.600006,716.5,100,?,?,?,?,?,?,?,?,?
1389,'2019/04/11 20:43:54:150',2,142.100006,84.800003,936.700012,239.5,717.900024,100,?,?,?,?,?,?,?,?,?
1390,'2019/04/11 20:43:54:150',2,141.800003,84.199997,936.799988,239.399994,719.299988,100,?,?,?,?,?,?,?,?,?
1391,'2019/04/11 20:43:54:150',2,141.5,83.599998,936.900024,239.300003,720.400024,100,?,?,?,?,?,?,?,?,?
1392,'2019/04/11 20:43:54:150',2,141.199997,83,937,239.399994,721.5,100,?,?,?,?,?,?,?,?,?
1393,'2019/04/11 20:43:54:150',2,141.100006,82.400002,937,239.5,722.599976,100,?,?,?,?,?,?,?,?,?
1394,'2019/04/11 20:43:54:165',2,141,82,937,239.600006,723.900024,100,?,?,?,?,?,?,?,?,?
1395,'2019/04/11 20:43:54:165',2,140.899994,81.599998,937,239.600006,725.200012,100,?,?,?,?,?,?,?,?,?
1396,'2019/04/11 20:43:54:165',2,140.800003,80.199997,937,239.600006,726.5,100,?,?,?,?,?,?,?,?,?
1397,'2019/04/11 20:43:54:165',2,141,78.800003,937,239.600006,727.799988,100,?,?,?,?,?,?,?,?,?
1398,'2019/04/11 20:43:54:165',2,141.199997,77.400002,937,239.600006,728,100,?,?,?,?,?,?,?,?,?
1399,'2019/04/11 20:43:54:165',2,141.100006,76,937,239.5,728.200012,100,?,?,?,?,?,?,?,?,?
1400,'2019/04/11 20:43:54:180',2,141,75,937,239.399994,728.200012,100,?,?,?,?,?,?,?,?,?
1401,'2019/04/11 20:43:54:180',2,140.899994,74,937,239.5,728.200012,100,?,?,?,?,?,?,?,?,?
1402,'2019/04/11 20:43:54:180',2,140.800003,73,936.900024,239.600006,728.200012,100,?,?,?,?,?,?,?,?,?
1403,'2019/04/11 20:43:54:181',2,140.5,71.199997,936.799988,239.699997,728.200012,100,?,?,?,?,?,?,?,?,?
1404,'2019/04/11 20:43:54:181',2,140.199997,69.400002,936.700012,239.800003,728,100,?,?,?,?,?,?,?,?,?
1405,'2019/04/11 20:43:54:181',2,139.899994,67.599998,936.599976,240,727.799988,100,?,?,?,?,?,?,?,?,?
1406,'2019/04/11 20:43:54:181',2,138.399994,66.800003,936.5,240.199997,727.599976,100,?,?,?,?,?,?,?,?,?
1407,'2019/04/11 20:43:54:195',2,136.899994,66,936.400024,240.399994,727.700012,100,?,?,?,?,?,?,?,?,?
1408,'2019/04/11 20:43:54:195',2,135.399994,65.199997,936.400024,240.600006,727.799988,100,?,?,?,?,?,?,?,?,?
1409,'2019/04/11 20:43:54:195',2,134.199997,63.700001,936.400024,240.800003,727.900024,100,?,?,?,?,?,?,?,?,?
1410,'2019/04/11 20:43:54:195',2,133,62.200001,936.400024,241,728.200012,100,?,?,?,?,?,?,?,?,?
1411,'2019/04/11 20:43:54:195',2,131.800003,60.700001,936.400024,241,728.5,100,?,?,?,?,?,?,?,?,?
1412,'2019/04/11 20:43:54:195',2,129.5,59.200001,936.5,241,728.799988,100,?,?,?,?,?,?,?,?,?
1413,'2019/04/11 20:43:54:210',2,127.199997,58.5,936.599976,241,728.900024,100,?,?,?,?,?,?,?,?,?
1414,'2019/04/11 20:43:54:210',2,124.900002,57.799999,936.599976,241,729,100,?,?,?,?,?,?,?,?,?
1415,'2019/04/11 20:43:54:211',2,122.599998,56.799999,936.599976,241,729.099976,100,?,?,?,?,?,?,?,?,?
1416,'2019/04/11 20:43:54:211',2,121.5,55.799999,936.599976,241,729.200012,100,?,?,?,?,?,?,?,?,?
1417,'2019/04/11 20:43:54:211',2,120.400002,54.799999,936.599976,241,729,100,?,?,?,?,?,?,?,?,?
1418,'2019/04/11 20:43:54:211',2,118.400002,53.799999,936.5,241,728.799988,100,?,?,?,?,?,?,?,?,?
1419,'2019/04/11 20:43:54:227',2,116.400002,53.5,936.400024,241,728,100,?,?,?,?,?,?,?,?,?
1420,'2019/04/11 20:43:54:227',2,114.400002,53.200001,936.299988,240.899994,727.200012,100,?,?,?,?,?,?,?,?,?
1421,'2019/04/11 20:43:54:227',2,112.400002,52.900002,936.099976,240.800003,726.400024,100,?,?,?,?,?,?,?,?,?
1422,'2019/04/11 20:43:54:228',2,111.5,53.799999,935.900024,240.699997,725.599976,100,?,?,?,?,?,?,?,?,?
1423,'2019/04/11 20:43:54:228',2,110.599998,54.700001,935.700012,240.600006,725,100,?,?,?,?,?,?,?,?,?
1424,'2019/04/11 20:43:54:228',2,109.699997,55.599998,935.599976,240.5,724.400024,100,?,?,?,?,?,?,?,?,?
1425,'2019/04/11 20:43:54:228',2,108.300003,56.799999,935.5,240.399994,723.799988,100,?,?,?,?,?,?,?,?,?
1426,'2019/04/11 20:43:54:242',2,106.900002,58,935.400024,240.300003,723.299988,100,?,?,?,?,?,?,?,?,?
1427,'2019/04/11 20:43:54:242',2,105.5,59.200001,935.299988,240.300003,722.799988,100,?,?,?,?,?,?,?,?,?
1428,'2019/04/11 20:43:54:242',2,105,60.400002,935.400024,240.300003,722.299988,100,?,?,?,?,?,?,?,?,?
1429,'2019/04/11 20:43:54:243',2,104.5,61.099998,935.5,240.300003,722.400024,100,?,?,?,?,?,?,?,?,?
1430,'2019/04/11 20:43:54:243',2,104,61.799999,935.599976,240.399994,722.5,100,?,?,?,?,?,?,?,?,?
1431,'2019/04/11 20:43:54:243',2,103.800003,62.5,935.799988,240.5,722.599976,100,?,?,?,?,?,?,?,?,?
1432,'2019/04/11 20:43:54:255',2,103.599998,62,936,240.600006,723,100,?,?,?,?,?,?,?,?,?
1433,'2019/04/11 20:43:54:255',2,103.400002,61.5,936.200012,240.600006,723.400024,100,?,?,?,?,?,?,?,?,?
1434,'2019/04/11 20:43:54:255',2,103.199997,61,936.299988,240.600006,723.799988,100,?,?,?,?,?,?,?,?,?
1435,'2019/04/11 20:43:54:255',2,103.5,60.799999,936.400024,240.600006,724.200012,100,?,?,?,?,?,?,?,?,?
1436,'2019/04/11 20:43:54:255',2,103.800003,60.599998,936.5,240.600006,724.5,100,?,?,?,?,?,?,?,?,?
1437,'2019/04/11 20:43:54:255',2,104.099998,60.400002,936.599976,240.5,724.799988,100,?,?,?,?,?,?,?,?,?
1438,'2019/04/11 20:43:54:255',2,105,60.200001,936.5,240.399994,725.099976,100,?,?,?,?,?,?,?,?,?
1439,'2019/04/11 20:43:54:271',2,105.900002,60.5,936.400024,240.300003,725.299988,100,?,?,?,?,?,?,?,?,?
1440,'2019/04/11 20:43:54:271',2,106.800003,61.900002,936.299988,240.199997,725.5,100,?,?,?,?,?,?,?,?,?
1441,'2019/04/11 20:43:54:271',2,107.400002,63.299999,936.200012,240.100006,725.700012,100,?,?,?,?,?,?,?,?,?
1442,'2019/04/11 20:43:54:271',2,108,64.699997,936.099976,240,725.599976,100,?,?,?,?,?,?,?,?,?
1443,'2019/04/11 20:43:54:271',2,109.5,66.099998,936,240,725.5,100,?,?,?,?,?,?,?,?,?
1444,'2019/04/11 20:43:54:285',2,111,67.5,936,240,725,100,?,?,?,?,?,?,?,?,?
1445,'2019/04/11 20:43:54:285',2,112.5,70.900002,936,240,724.5,100,?,?,?,?,?,?,?,?,?
1446,'2019/04/11 20:43:54:285',2,114,74.300003,936,240,724,100,?,?,?,?,?,?,?,?,?
1447,'2019/04/11 20:43:54:285',2,115.5,77.699997,936,240,723.5,100,?,?,?,?,?,?,?,?,?
1448,'2019/04/11 20:43:54:285',2,116.800003,81.099998,936,240,723,100,?,?,?,?,?,?,?,?,?
1449,'2019/04/11 20:43:54:301',2,118.099998,84.5,936,240,722.200012,100,?,?,?,?,?,?,?,?,?
1450,'2019/04/11 20:43:54:301',2,119.400002,86.800003,936.099976,240,721.400024,100,?,?,?,?,?,?,?,?,?
1451,'2019/04/11 20:43:54:301',2,120.699997,91,936.200012,240,720.599976,100,?,?,?,?,?,?,?,?,?
1452,'2019/04/11 20:43:54:301',2,122,95.199997,936.299988,240,719.799988,100,?,?,?,?,?,?,?,?,?
1453,'2019/04/11 20:43:54:301',2,122.099998,99.400002,936.400024,240,719,100,?,?,?,?,?,?,?,?,?
1454,'2019/04/11 20:43:54:315',2,122.199997,103.599998,936.5,240,718.200012,100,?,?,?,?,?,?,?,?,?
1455,'2019/04/11 20:43:54:315',2,122.300003,107.5,936.599976,240,717.400024,100,?,?,?,?,?,?,?,?,?
1456,'2019/04/11 20:43:54:315',2,122.400002,111.400002,936.700012,240,716.599976,100,?,?,?,?,?,?,?,?,?
1457,'2019/04/11 20:43:54:315',2,122.199997,115.300003,936.799988,240,715.799988,100,?,?,?,?,?,?,?,?,?
1458,'2019/04/11 20:43:54:331',2,121.599998,119.199997,936.900024,240,714.5,100,?,?,?,?,?,?,?,?,?
1459,'2019/04/11 20:43:54:331',2,121,123.099998,937,241.399994,713.599976,100,?,?,?,?,?,?,?,?,?
1460,'2019/04/11 20:43:54:331',2,120.400002,127,936.900024,242.800003,712.700012,100,?,?,?,?,?,?,?,?,?
1461,'2019/04/11 20:43:54:331',2,119.800003,131.100006,936.799988,244.199997,711.799988,100,?,?,?,?,?,?,?,?,?
1462,'2019/04/11 20:43:54:331',2,119.199997,135.199997,936.700012,245.600006,710.900024,100,?,?,?,?,?,?,?,?,?
1463,'2019/04/11 20:43:54:331',2,118.900002,139.300003,936.599976,247,710,100,?,?,?,?,?,?,?,?,?
1464,'2019/04/11 20:43:54:331',2,118.300003,143.399994,936.5,248.399994,709.5,100,?,?,?,?,?,?,?,?,?
1465,'2019/04/11 20:43:54:345',2,117.699997,145.5,936.400024,249.800003,709.400024,100,?,?,?,?,?,?,?,?,?
1466,'2019/04/11 20:43:54:345',2,117.099998,147.600006,936.299988,251.300003,709.299988,100,?,?,?,?,?,?,?,?,?
1467,'2019/04/11 20:43:54:345',2,116.800003,149.699997,936.299988,252.800003,709.200012,100,?,?,?,?,?,?,?,?,?
1468,'2019/04/11 20:43:54:345',2,116.5,152.199997,936.299988,254.300003,709.599976,100,?,?,?,?,?,?,?,?,?
1469,'2019/04/11 20:43:54:345',2,116.199997,154.699997,936.299988,254.399994,710,100,?,?,?,?,?,?,?,?,?
1470,'2019/04/11 20:43:54:345',2,115.900002,157.199997,936.400024,254.5,710.400024,100,?,?,?,?,?,?,?,?,?
1471,'2019/04/11 20:43:54:346',2,115.099998,157.600006,936.5,254.600006,710.799988,100,?,?,?,?,?,?,?,?,?
1472,'2019/04/11 20:43:54:360',2,114.300003,158,936.5,254.699997,711.200012,100,?,?,?,?,?,?,?,?,?
1473,'2019/04/11 20:43:54:360',2,113.5,158.699997,936.5,254.800003,711.599976,100,?,?,?,?,?,?,?,?,?
1474,'2019/04/11 20:43:54:360',2,113,159.399994,936.5,254.899994,712,100,?,?,?,?,?,?,?,?,?
1475,'2019/04/11 20:43:54:361',2,112.5,160.100006,936.5,255,712,100,?,?,?,?,?,?,?,?,?
1476,'2019/04/11 20:43:54:361',2,111.900002,160.800003,936.5,255,712,100,?,?,?,?,?,?,?,?,?
1477,'2019/04/11 20:43:54:376',2,111.300003,161.5,936.400024,255,712.099976,100,?,?,?,?,?,?,?,?,?
1478,'2019/04/11 20:43:54:376',2,110.699997,161.800003,936.299988,255.100006,712.200012,100,?,?,?,?,?,?,?,?,?
1479,'2019/04/11 20:43:54:376',2,110.099998,162.399994,936.200012,255.199997,712.299988,100,?,?,?,?,?,?,?,?,?
1480,'2019/04/11 20:43:54:376',2,109.5,163,936.099976,255.300003,712.400024,100,?,?,?,?,?,?,?,?,?
1481,'2019/04/11 20:43:54:376',2,109.400002,163.600006,936,255.399994,712.5,100,?,?,?,?,?,?,?,?,?
1482,'2019/04/11 20:43:54:376',2,109.099998,164.199997,936,255.5,712.599976,100,?,?,?,?,?,?,?,?,?
1483,'2019/04/11 20:43:54:390',2,108.800003,164.5,936,255.600006,712.599976,100,?,?,?,?,?,?,?,?,?
1484,'2019/04/11 20:43:54:390',2,108.5,164.800003,936,255.600006,712.599976,100,?,?,?,?,?,?,?,?,?
1485,'2019/04/11 20:43:54:390',2,108.199997,165.100006,936.099976,255.600006,712.599976,100,?,?,?,?,?,?,?,?,?
1486,'2019/04/11 20:43:54:390',2,108,165.300003,936.200012,255.600006,712.599976,100,?,?,?,?,?,?,?,?,?
1487,'2019/04/11 20:43:54:390',2,107.800003,165.5,936.299988,255.600006,712.5,100,?,?,?,?,?,?,?,?,?
1488,'2019/04/11 20:43:54:390',2,108.300003,165.699997,936.400024,255.5,712.400024,100,?,?,?,?,?,?,?,?,?
1489,'2019/04/11 20:43:54:405',2,108.800003,165.600006,936.5,255.399994,712.099976,100,?,?,?,?,?,?,?,?,?
1490,'2019/04/11 20:43:54:405',2,109.300003,165.5,936.5,255.300003,711.799988,100,?,?,?,?,?,?,?,?,?
1491,'2019/04/11 20:43:54:405',2,109.800003,164.199997,936.5,255.199997,711.5,100,?,?,?,?,?,?,?,?,?
1492,'2019/04/11 20:43:54:405',2,110.5,162.899994,936.5,255.100006,711.200012,100,?,?,?,?,?,?,?,?,?
1493,'2019/04/11 20:43:54:406',2,111.199997,161.600006,936.5,255,711,100,?,?,?,?,?,?,?,?,?
1494,'2019/04/11 20:43:54:406',2,112.5,160.300003,936.5,255,710.799988,100,?,?,?,?,?,?,?,?,?
1495,'2019/04/11 20:43:54:420',2,113.800003,159,936.400024,255,709.799988,100,?,?,?,?,?,?,?,?,?
1496,'2019/04/11 20:43:54:420',2,115.099998,157.800003,936.400024,255,708.799988,100,?,?,?,?,?,?,?,?,?
1497,'2019/04/11 20:43:54:420',2,116.400002,154.600006,936.400024,255,707.799988,100,?,?,?,?,?,?,?,?,?
1498,'2019/04/11 20:43:54:420',2,117,151.399994,936.400024,255,706.799988,100,?,?,?,?,?,?,?,?,?
1499,'2019/04/11 20:43:54:420',2,117.599998,148.199997,936.400024,255,706,100,?,?,?,?,?,?,?,?,?
1500,'2019/04/11 20:43:54:420',2,117.5,145,936.5,255,705.200012,100,?,?,?,?,?,?,?,?,?
1501,'2019/04/11 20:43:54:437',2,117.400002,143,936.599976,255,703.599976,100,?,?,?,?,?,?,?,?,?
1502,'2019/04/11 20:43:54:437',2,117.300003,140,936.700012,255,702,100,?,?,?,?,?,?,?,?,?
1503,'2019/04/11 20:43:54:437',2,117.199997,137,936.799988,255,700.400024,100,?,?,?,?,?,?,?,?,?
1504,'2019/04/11 20:43:54:437',2,116.5,134,936.900024,255,698.799988,100,?,?,?,?,?,?,?,?,?
1505,'2019/04/11 20:43:54:437',2,114.699997,131,937,255,698,100,?,?,?,?,?,?,?,?,?
1506,'2019/04/11 20:43:54:452',2,112.900002,128,937,255,696.900024,100,?,?,?,?,?,?,?,?,?
1507,'2019/04/11 20:43:54:452',2,111.099998,127,937,254.899994,695.799988,100,?,?,?,?,?,?,?,?,?
1508,'2019/04/11 20:43:54:452',2,109.300003,125.300003,937,254.800003,694.700012,100,?,?,?,?,?,?,?,?,?
1509,'2019/04/11 20:43:54:452',2,107.5,123.599998,937,254.699997,693.599976,100,?,?,?,?,?,?,?,?,?
1510,'2019/04/11 20:43:54:452',2,106.400002,121.900002,937,254.600006,692.5,100,?,?,?,?,?,?,?,?,?
1511,'2019/04/11 20:43:54:452',2,103.699997,120.199997,937,254.5,692.200012,100,?,?,?,?,?,?,?,?,?
1512,'2019/04/11 20:43:54:465',2,101,119.5,937,254.399994,691.700012,100,?,?,?,?,?,?,?,?,?
1513,'2019/04/11 20:43:54:465',2,98.300003,119.800003,937,254.300003,691.200012,100,?,?,?,?,?,?,?,?,?
1514,'2019/04/11 20:43:54:465',2,95.599998,120.099998,937,254.199997,690.700012,100,?,?,?,?,?,?,?,?,?
1515,'2019/04/11 20:43:54:465',2,94,120.400002,937,254.100006,690.200012,100,?,?,?,?,?,?,?,?,?
1516,'2019/04/11 20:43:54:466',2,91,120.699997,937,254,690,100,?,?,?,?,?,?,?,?,?
1517,'2019/04/11 20:43:54:481',2,88,121,937,254,689.599976,100,?,?,?,?,?,?,?,?,?
1518,'2019/04/11 20:43:54:481',2,85,120.699997,937,254,689.200012,100,?,?,?,?,?,?,?,?,?
1519,'2019/04/11 20:43:54:481',2,82,120.400002,937,254,688.799988,100,?,?,?,?,?,?,?,?,?
1520,'2019/04/11 20:43:54:481',2,79,120.099998,937,254,688.400024,100,?,?,?,?,?,?,?,?,?
1521,'2019/04/11 20:43:54:481',2,77.5,119.800003,937,254,688,100,?,?,?,?,?,?,?,?,?
1522,'2019/04/11 20:43:54:495',2,76,119.5,937,254,687.200012,100,?,?,?,?,?,?,?,?,?
1523,'2019/04/11 20:43:54:495',2,74.5,118.199997,937,253.899994,686.400024,100,?,?,?,?,?,?,?,?,?
1524,'2019/04/11 20:43:54:496',2,73,116.900002,936.900024,253.800003,685.599976,100,?,?,?,?,?,?,?,?,?
1525,'2019/04/11 20:43:54:496',2,71.5,116.300003,936.799988,253.699997,684.799988,100,?,?,?,?,?,?,?,?,?
1526,'2019/04/11 20:43:54:496',2,71.400002,115.699997,936.700012,253.600006,684,100,?,?,?,?,?,?,?,?,?
1527,'2019/04/11 20:43:54:496',2,71.300003,115.099998,936.599976,253.5,683.400024,100,?,?,?,?,?,?,?,?,?
1528,'2019/04/11 20:43:54:496',2,72,115.800003,936.5,253.399994,682.799988,100,?,?,?,?,?,?,?,?,?
1529,'2019/04/11 20:43:54:510',2,72.699997,116.5,936.400024,253.5,682.200012,100,?,?,?,?,?,?,?,?,?
1530,'2019/04/11 20:43:54:511',2,73.400002,117.199997,936.400024,253.600006,681.599976,100,?,?,?,?,?,?,?,?,?
1531,'2019/04/11 20:43:54:511',2,74.199997,118.699997,936.400024,253.699997,681,100,?,?,?,?,?,?,?,?,?
1532,'2019/04/11 20:43:54:511',2,75,120.199997,936.400024,253.800003,681,100,?,?,?,?,?,?,?,?,?
1533,'2019/04/11 20:43:54:511',2,75.800003,121.699997,936.400024,254,681,100,?,?,?,?,?,?,?,?,?
1534,'2019/04/11 20:43:54:511',2,78.199997,123.199997,936.5,254.199997,681,100,?,?,?,?,?,?,?,?,?
1535,'2019/04/11 20:43:54:525',2,80.599998,124,936.599976,254.399994,680.799988,100,?,?,?,?,?,?,?,?,?
1536,'2019/04/11 20:43:54:526',2,83,125.199997,936.700012,254.600006,680.599976,100,?,?,?,?,?,?,?,?,?
1537,'2019/04/11 20:43:54:526',2,85.400002,126.400002,936.799988,254.800003,680.400024,100,?,?,?,?,?,?,?,?,?
1538,'2019/04/11 20:43:54:526',2,87,127.599998,936.900024,255,680.200012,100,?,?,?,?,?,?,?,?,?
1539,'2019/04/11 20:43:54:526',2,89.199997,128.800003,937,255,680,100,?,?,?,?,?,?,?,?,?
1540,'2019/04/11 20:43:54:540',2,91.400002,130,937,255,680.400024,100,?,?,?,?,?,?,?,?,?
1541,'2019/04/11 20:43:54:540',2,93.599998,130.399994,937,254.899994,680.799988,100,?,?,?,?,?,?,?,?,?
1542,'2019/04/11 20:43:54:540',2,95.800003,130.800003,936.900024,254.800003,681.200012,100,?,?,?,?,?,?,?,?,?
1543,'2019/04/11 20:43:54:540',2,98,134.800003,936.799988,254.699997,681.599976,100,?,?,?,?,?,?,?,?,?
1544,'2019/04/11 20:43:54:540',2,98.599998,138.800003,936.700012,254.600006,682,100,?,?,?,?,?,?,?,?,?
1545,'2019/04/11 20:43:54:540',2,99.199997,142.800003,936.599976,254.5,682.599976,100,?,?,?,?,?,?,?,?,?
1546,'2019/04/11 20:43:54:540',2,99.699997,146.399994,936.5,254.399994,683.200012,100,?,?,?,?,?,?,?,?,?
1547,'2019/04/11 20:43:54:555',2,100.199997,150,936.400024,254.300003,683.700012,100,?,?,?,?,?,?,?,?,?
1548,'2019/04/11 20:43:54:555',2,100.699997,153.600006,936.299988,254.300003,684.200012,100,?,?,?,?,?,?,?,?,?
1549,'2019/04/11 20:43:54:555',2,100.599998,157.199997,936.299988,254.300003,684.700012,100,?,?,?,?,?,?,?,?,?
1550,'2019/04/11 20:43:54:555',2,100.5,162.399994,936.299988,254.300003,684.599976,100,?,?,?,?,?,?,?,?,?
1551,'2019/04/11 20:43:54:555',2,100.400002,167.600006,936.299988,254.399994,684.5,100,?,?,?,?,?,?,?,?,?
1552,'2019/04/11 20:43:54:555',2,99.900002,172.800003,936.400024,254.5,684.400024,100,?,?,?,?,?,?,?,?,?
1553,'2019/04/11 20:43:54:571',2,99.400002,174.399994,936.5,254.600006,684.400024,100,?,?,?,?,?,?,?,?,?
1554,'2019/04/11 20:43:54:571',2,98.900002,176,936.599976,254.600006,684.400024,100,?,?,?,?,?,?,?,?,?
1555,'2019/04/11 20:43:54:571',2,98.400002,178.699997,936.700012,254.600006,684.400024,100,?,?,?,?,?,?,?,?,?
1556,'2019/04/11 20:43:54:571',2,98,181.399994,936.799988,254.600006,684.400024,100,?,?,?,?,?,?,?,?,?
