@relation dataset

@attribute ID numeric
@attribute Time date 'yyyy/MM/dd HH:mm:ss:SSS'
@attribute 'Training round' numeric
@attribute inputs-1 numeric
@attribute inputs-2 numeric
@attribute inputs-3 numeric
@attribute inputs-4 numeric
@attribute outputs-1 numeric
@attribute outputs-2 numeric
@attribute outputs-3 numeric
@attribute outputs-4 numeric
@attribute outputs-5 numeric
@attribute outputs-6 numeric
@attribute outputs-7 numeric
@attribute outputs-8 numeric
@attribute outputs-9 numeric

@data
20909,'2019/02/25 20:25:46:293',21,105.599998,73.800003,0,0,?,?,0,10,2,16,13,29,962
20910,'2019/02/25 20:25:46:293',21,104.800003,73.599998,0,0,?,?,0,10,2,16,13,29,962
20911,'2019/02/25 20:25:46:308',21,104,73.599998,0,0,?,?,0,10,2,16,13,29,962
20912,'2019/02/25 20:25:46:308',21,102.699997,73.599998,0,0,?,?,0,10,2,16,13,29,962
20913,'2019/02/25 20:25:46:308',21,101.400002,73.5,0,0,?,?,0,10,2,16,13,29,962
20914,'2019/02/25 20:25:46:308',21,100.900002,73.400002,0,0,?,?,0,10,2,16,13,29,962
20915,'2019/02/25 20:25:46:324',21,100.400002,73.099998,0,0,?,?,0,10,2,16,13,29,962
20916,'2019/02/25 20:25:46:324',21,101,72.800003,0,0,?,?,0,10,2,16,13,29,962
20917,'2019/02/25 20:25:46:324',21,101.599998,72.800003,0,0,?,?,0,10,2,16,13,29,962
20918,'2019/02/25 20:25:46:324',21,102.5,72.800003,0,0,?,?,0,10,2,16,13,29,962
20919,'2019/02/25 20:25:46:340',21,103.400002,72.900002,0,0,?,?,0,10,2,16,13,29,962
20920,'2019/02/25 20:25:46:340',21,104.5,73,0,0,?,?,0,10,2,16,13,29,962
20921,'2019/02/25 20:25:46:340',21,105.599998,72.900002,0,0,?,?,0,10,2,16,13,29,962
20922,'2019/02/25 20:25:46:340',21,105.800003,72.800003,0,0,?,?,0,10,2,16,13,29,962
20923,'2019/02/25 20:25:46:353',21,106,72.599998,0,0,?,?,0,10,2,16,13,29,962
20924,'2019/02/25 20:25:46:353',21,105.400002,72.400002,0,0,?,?,0,10,2,16,13,29,962
20925,'2019/02/25 20:25:46:353',21,104.800003,72.400002,0,0,?,?,0,10,2,16,13,29,962
20926,'2019/02/25 20:25:46:353',21,103.900002,72.400002,0,0,?,?,0,10,2,16,13,29,962
20927,'2019/02/25 20:25:46:368',21,103,72.5,0,0,?,?,0,10,2,16,13,29,962
20928,'2019/02/25 20:25:46:368',21,101.800003,72.599998,0,0,?,?,0,10,2,16,13,29,962
20929,'2019/02/25 20:25:46:368',21,100.599998,72.599998,0,0,?,?,0,10,2,16,13,29,962
20930,'2019/02/25 20:25:46:368',21,100.300003,72.599998,0,0,?,?,0,10,2,16,13,29,962
20931,'2019/02/25 20:25:46:384',21,100,72.5,0,0,?,?,0,10,2,16,13,29,962
20932,'2019/02/25 20:25:46:384',21,100.599998,72.400002,0,0,?,?,0,10,2,16,13,29,962
20933,'2019/02/25 20:25:46:384',21,101.199997,72.400002,0,0,?,?,0,10,2,16,13,29,962
20934,'2019/02/25 20:25:46:384',21,102.300003,72.400002,0,0,?,?,0,10,2,16,13,29,962
20935,'2019/02/25 20:25:46:400',21,103.400002,72.400002,0,0,?,?,0,10,2,16,13,29,962
20936,'2019/02/25 20:25:46:400',21,104.800003,72.400002,0,0,?,?,0,10,2,16,13,29,962
20937,'2019/02/25 20:25:46:401',21,105.199997,72.300003,0,0,?,?,0,10,2,16,13,29,962
20938,'2019/02/25 20:25:46:401',21,105.599998,72,0,0,?,?,0,10,2,16,13,29,962
20939,'2019/02/25 20:25:46:401',21,106,71.699997,0,0,?,?,0,10,2,16,13,29,962
20940,'2019/02/25 20:25:46:401',21,105.5,71.400002,0,0,?,?,0,10,2,16,13,29,962
20941,'2019/02/25 20:25:46:401',21,104.900002,71.199997,0,0,?,?,0,10,2,16,13,29,962
20942,'2019/02/25 20:25:46:428',21,104.300003,71.199997,0,0,?,?,0,10,2,16,13,29,962
20943,'2019/02/25 20:25:46:428',21,103.699997,71.199997,0,0,?,?,0,10,2,16,13,29,962
20944,'2019/02/25 20:25:46:428',21,102.599998,71.199997,0,0,?,?,0,10,2,16,13,29,962
20945,'2019/02/25 20:25:46:428',21,102.199997,71.199997,0,0,?,?,0,10,2,16,13,29,962
20946,'2019/02/25 20:25:46:444',21,101.800003,71.199997,0,0,?,?,0,10,2,16,13,29,962
20947,'2019/02/25 20:25:46:444',21,102.400002,71.199997,0,0,?,?,0,10,2,16,13,29,962
20948,'2019/02/25 20:25:46:444',21,103.599998,71.400002,0,0,?,?,0,10,2,16,13,29,962
20949,'2019/02/25 20:25:46:458',21,104.800003,71.699997,0,0,?,?,0,10,2,16,13,29,962
20950,'2019/02/25 20:25:46:458',21,106,72,0,0,?,?,0,10,2,16,13,29,962
20951,'2019/02/25 20:25:46:458',21,107.300003,72.300003,0,0,?,?,0,10,2,16,13,29,962
20952,'2019/02/25 20:25:46:458',21,107.699997,72.400002,0,0,?,?,0,10,2,16,13,29,962
20953,'2019/02/25 20:25:46:473',21,108.099998,72.300003,0,0,?,?,0,10,2,16,13,29,962
20954,'2019/02/25 20:25:46:473',21,108.5,72.199997,0,0,?,?,0,10,2,16,13,29,962
20955,'2019/02/25 20:25:46:473',21,108.199997,72.099998,0,0,?,?,0,10,2,16,13,29,962
20956,'2019/02/25 20:25:46:473',21,107.599998,72,0,0,?,?,0,10,2,16,13,29,962
20957,'2019/02/25 20:25:46:488',21,107,72,0,0,?,?,0,10,2,16,13,29,962
20958,'2019/02/25 20:25:46:488',21,105.800003,72,0,0,?,?,0,10,2,16,13,29,962
20959,'2019/02/25 20:25:46:488',21,104.599998,71.900002,0,0,?,?,0,10,2,16,13,29,962
20960,'2019/02/25 20:25:46:488',21,103.800003,71.800003,0,0,?,?,0,10,2,16,13,29,962
20961,'2019/02/25 20:25:46:503',21,103,71.699997,0,0,?,?,0,10,2,16,13,29,962
20962,'2019/02/25 20:25:46:503',21,103.099998,71.599998,0,0,?,?,0,10,2,16,13,29,962
20963,'2019/02/25 20:25:46:503',21,103.900002,71.699997,0,0,?,?,0,10,2,16,13,29,962
20964,'2019/02/25 20:25:46:520',21,104.699997,72,0,0,?,?,0,10,2,16,13,29,962
20965,'2019/02/25 20:25:46:520',21,105.5,72.300003,0,0,?,?,0,10,2,16,13,29,962
20966,'2019/02/25 20:25:46:520',21,106.599998,72.599998,0,0,?,?,0,10,2,16,13,29,962
20967,'2019/02/25 20:25:46:520',21,106.599998,72.800003,0,0,?,?,0,10,2,16,13,29,962
20968,'2019/02/25 20:25:46:534',21,106.599998,72.699997,0,0,?,?,0,10,2,16,13,29,962
20969,'2019/02/25 20:25:46:534',21,106.599998,72.599998,0,0,?,?,0,10,2,16,13,29,962
20970,'2019/02/25 20:25:46:534',21,106.199997,72.5,0,0,?,?,0,10,2,16,13,29,962
20971,'2019/02/25 20:25:46:548',21,105.800003,72.5,0,0,?,?,0,10,2,16,13,29,962
20972,'2019/02/25 20:25:46:548',21,105.400002,72.5,0,0,?,?,0,10,2,16,13,29,962
20973,'2019/02/25 20:25:46:548',21,104.300003,72.5,0,0,?,?,0,10,2,16,13,29,962
20974,'2019/02/25 20:25:46:564',21,103.199997,72.300003,0,0,?,?,0,10,2,16,13,29,962
20975,'2019/02/25 20:25:46:564',21,102.099998,72.099998,0,0,?,?,0,10,2,16,13,29,962
20976,'2019/02/25 20:25:46:564',21,101.5,71.900002,0,0,?,?,0,10,2,16,13,29,962
20977,'2019/02/25 20:25:46:579',21,102,71.800003,0,0,?,?,0,10,2,16,13,29,962
20978,'2019/02/25 20:25:46:579',21,102.5,72,0,0,?,?,0,10,2,16,13,29,962
20979,'2019/02/25 20:25:46:579',21,103,72.199997,0,0,?,?,0,10,2,16,13,29,962
20980,'2019/02/25 20:25:46:579',21,102.699997,72.400002,0,0,?,?,0,10,2,16,13,29,962
20981,'2019/02/25 20:25:46:593',21,102.400002,72.300003,0,0,?,?,0,10,2,16,13,29,962
20982,'2019/02/25 20:25:46:593',21,102.099998,72.199997,0,0,?,?,0,10,2,16,13,29,962
20983,'2019/02/25 20:25:46:593',21,101.800003,72.099998,0,0,?,?,0,10,2,16,13,29,962
20984,'2019/02/25 20:25:46:593',21,101.300003,72,0,0,?,?,0,10,2,16,13,29,962
20985,'2019/02/25 20:25:46:609',21,100.800003,71.900002,0,0,?,?,0,10,2,16,13,29,962
20986,'2019/02/25 20:25:46:609',21,99.800003,71.800003,0,0,?,?,0,10,2,16,13,29,962
20987,'2019/02/25 20:25:46:609',21,99.300003,71.599998,0,0,?,?,0,10,2,16,13,29,962
20988,'2019/02/25 20:25:46:624',21,98.800003,71.5,0,0,?,?,0,10,2,16,13,29,962
20989,'2019/02/25 20:25:46:624',21,98.300003,71.400002,0,0,?,?,0,10,2,16,13,29,962
20990,'2019/02/25 20:25:46:624',21,98.599998,71.300003,0,0,?,?,0,10,2,16,13,29,962
20991,'2019/02/25 20:25:46:624',21,99.400002,71.400002,0,0,?,?,0,10,2,16,13,29,962
20992,'2019/02/25 20:25:46:639',21,100.199997,71.5,0,0,?,?,0,10,2,16,13,29,962
20993,'2019/02/25 20:25:46:639',21,101,71.599998,0,0,?,?,0,10,2,16,13,29,962
20994,'2019/02/25 20:25:46:639',21,101.300003,71.699997,0,0,?,?,0,10,2,16,13,29,962
20995,'2019/02/25 20:25:46:656',21,101.599998,71.699997,0,0,?,?,0,10,2,16,13,29,962
20996,'2019/02/25 20:25:46:656',21,101.900002,71.699997,0,0,?,?,0,10,2,16,13,29,962
20997,'2019/02/25 20:25:46:656',21,101.699997,71.699997,0,0,?,?,0,10,2,16,13,29,962
20998,'2019/02/25 20:25:46:656',21,101.199997,71.599998,0,0,?,?,0,10,2,16,13,29,962
20999,'2019/02/25 20:25:46:656',21,100.699997,71.599998,0,0,?,?,0,10,2,16,13,29,962
21000,'2019/02/25 20:25:46:656',21,100.199997,71.599998,0,0,?,?,0,10,2,16,13,29,962
21001,'2019/02/25 20:25:46:656',21,99.199997,71.599998,0,0,?,?,0,10,2,16,13,29,962
21002,'2019/02/25 20:25:46:656',21,98.599998,71.599998,0,0,?,?,0,10,2,16,13,29,962
21003,'2019/02/25 20:25:46:683',21,98,71.599998,0,0,?,?,0,10,2,16,13,29,962
21004,'2019/02/25 20:25:46:683',21,98.099998,71.599998,0,0,?,?,0,10,2,16,13,29,962
21005,'2019/02/25 20:25:46:683',21,98.699997,71.699997,0,0,?,?,0,10,2,16,13,29,962
21006,'2019/02/25 20:25:46:698',21,99.300003,72,0,0,?,?,0,10,2,16,13,29,962
21007,'2019/02/25 20:25:46:698',21,99.900002,72.300003,0,0,?,?,0,10,2,16,13,29,962
21008,'2019/02/25 20:25:46:698',21,100.800003,72.599998,0,0,?,?,0,10,2,16,13,29,962
21009,'2019/02/25 20:25:46:698',21,100.900002,72.800003,0,0,?,?,0,10,2,16,13,29,962
21010,'2019/02/25 20:25:46:713',21,101,72.699997,0,0,?,?,0,10,2,16,13,29,962
21011,'2019/02/25 20:25:46:713',21,101.099998,72.599998,0,0,?,?,0,10,2,16,13,29,962
21012,'2019/02/25 20:25:46:713',21,100.800003,72.5,0,0,?,?,0,10,2,16,13,29,962
21013,'2019/02/25 20:25:46:713',21,100.400002,72.400002,0,0,?,?,0,10,2,16,13,29,962
21014,'2019/02/25 20:25:46:729',21,100,72.5,0,0,?,?,0,10,2,16,13,29,962
21015,'2019/02/25 20:25:46:729',21,99.099998,72.599998,0,0,?,?,0,10,2,16,13,29,962
21016,'2019/02/25 20:25:46:729',21,98.5,72.5,0,0,?,?,0,10,2,16,13,29,962
21017,'2019/02/25 20:25:46:743',21,97.900002,72.400002,0,0,?,?,0,10,2,16,13,29,962
21018,'2019/02/25 20:25:46:743',21,97.300003,72.300003,0,0,?,?,0,10,2,16,13,29,962
21019,'2019/02/25 20:25:46:743',21,98,72.199997,0,0,?,?,0,10,2,16,13,29,962
21020,'2019/02/25 20:25:46:760',21,98.699997,72.400002,0,0,?,?,0,10,2,16,13,29,962
21021,'2019/02/25 20:25:46:760',21,99,72.599998,0,0,?,?,0,10,2,16,13,29,962
21022,'2019/02/25 20:25:46:774',21,99.300003,72.699997,0,0,?,?,0,10,2,16,13,29,962
21023,'2019/02/25 20:25:46:789',21,99.699997,72.900002,0,0,?,?,0,10,2,16,13,29,962
21024,'2019/02/25 20:25:46:789',21,100.099998,72.900002,0,0,?,?,0,10,2,16,13,29,962
21025,'2019/02/25 20:25:46:789',21,100.400002,72.900002,0,0,?,?,0,10,2,16,13,29,962
21026,'2019/02/25 20:25:46:803',21,100.400002,72.900002,0,0,?,?,0,10,2,16,13,29,962
21027,'2019/02/25 20:25:46:803',21,100.800003,72.900002,0,0,?,?,0,10,2,16,13,29,962
21028,'2019/02/25 20:25:46:818',21,101.199997,73,0,0,?,?,0,10,2,16,13,29,962
21029,'2019/02/25 20:25:46:818',21,101.099998,73.099998,0,0,?,?,0,10,2,16,13,29,962
21030,'2019/02/25 20:25:46:818',21,101,73.199997,0,0,?,?,0,10,2,16,13,29,962
21031,'2019/02/25 20:25:46:818',21,100.800003,73.300003,0,0,?,?,0,10,2,16,13,29,962
21032,'2019/02/25 20:25:46:833',21,100.599998,73.400002,0,0,?,?,0,10,2,16,13,29,962
21033,'2019/02/25 20:25:46:833',21,100.400002,73.400002,0,0,?,?,0,10,2,16,13,29,962
21034,'2019/02/25 20:25:46:833',21,100.199997,73.400002,0,0,?,?,0,10,2,16,13,29,962
21035,'2019/02/25 20:25:46:833',21,100,73.400002,0,0,?,?,0,10,2,16,13,29,962
21036,'2019/02/25 20:25:46:849',21,99.800003,73.5,0,0,?,?,0,10,2,16,13,29,962
21037,'2019/02/25 20:25:46:849',21,99.300003,73.599998,0,0,?,?,0,10,2,16,13,29,962
21038,'2019/02/25 20:25:46:865',21,98.800003,73.599998,0,0,?,?,0,10,2,16,13,29,962
21039,'2019/02/25 20:25:46:865',21,98.300003,73.599998,0,0,?,?,0,10,2,16,13,29,962
21040,'2019/02/25 20:25:46:865',21,98.300003,73.599998,0,0,?,?,0,10,2,16,13,29,962
21041,'2019/02/25 20:25:46:865',21,98.800003,73.599998,0,0,?,?,0,10,2,16,13,29,962
21042,'2019/02/25 20:25:46:865',21,99.300003,73.699997,0,0,?,?,0,10,2,16,13,29,962
21043,'2019/02/25 20:25:46:865',21,99.300003,73.800003,0,0,?,?,0,10,2,16,13,29,962
21044,'2019/02/25 20:25:46:893',21,99.300003,73.900002,0,0,?,?,0,10,2,16,13,29,962
21045,'2019/02/25 20:25:46:893',21,99.400002,74,0,0,?,?,0,10,2,16,13,29,962
21046,'2019/02/25 20:25:46:893',21,99.199997,74,0,0,?,?,0,10,2,16,13,29,962
21047,'2019/02/25 20:25:46:909',21,98.900002,74,0,0,?,?,0,10,2,16,13,29,962
21048,'2019/02/25 20:25:46:909',21,98.599998,74,0,0,?,?,0,10,2,16,13,29,962
21049,'2019/02/25 20:25:46:909',21,99.599998,74,0,0,?,?,0,10,2,16,13,29,962
21050,'2019/02/25 20:25:46:923',21,100.099998,74,0,0,?,?,0,10,2,16,13,29,962
21051,'2019/02/25 20:25:46:923',21,100.599998,74,0,0,?,?,0,10,2,16,13,29,962
21052,'2019/02/25 20:25:46:923',21,101.800003,74,0,0,?,?,0,10,2,16,13,29,962
21053,'2019/02/25 20:25:46:938',21,103.5,74.099998,0,0,?,?,0,10,2,16,13,29,962
21054,'2019/02/25 20:25:46:938',21,105.199997,74.199997,0,0,?,?,0,10,2,16,13,29,962
21055,'2019/02/25 20:25:46:938',21,106.900002,74.300003,0,0,?,?,0,10,2,16,13,29,962
21056,'2019/02/25 20:25:46:938',21,108,74.400002,0,0,?,?,0,10,2,16,13,29,962
21057,'2019/02/25 20:25:46:953',21,109.099998,74.400002,0,0,?,?,0,10,2,16,13,29,962
21058,'2019/02/25 20:25:46:953',21,110.199997,74.400002,0,0,?,?,0,10,2,16,13,29,962
21059,'2019/02/25 20:25:46:953',21,109.800003,74.400002,0,0,?,?,0,10,2,16,13,29,962
21060,'2019/02/25 20:25:46:969',21,109.400002,74.5,0,0,?,?,0,10,2,16,13,29,962
21061,'2019/02/25 20:25:46:969',21,109,74.599998,0,0,?,?,0,10,2,16,13,29,962
21062,'2019/02/25 20:25:46:969',21,107.900002,74.699997,0,0,?,?,0,10,2,16,13,29,962
21063,'2019/02/25 20:25:46:969',21,107.199997,74.699997,0,0,?,?,0,10,2,16,13,29,962
21064,'2019/02/25 20:25:46:983',21,106.5,74.699997,0,0,?,?,0,10,2,16,13,29,962
21065,'2019/02/25 20:25:46:983',21,105.900002,74.699997,0,0,?,?,0,10,2,16,13,29,962
21066,'2019/02/25 20:25:46:998',21,106.199997,74.800003,0,0,?,?,0,10,2,16,13,29,962
21067,'2019/02/25 20:25:46:998',21,106.5,75,0,0,?,?,0,10,2,16,13,29,962
21068,'2019/02/25 20:25:46:998',21,106.800003,75.199997,0,0,?,?,0,10,2,16,13,29,962
21069,'2019/02/25 20:25:46:998',21,106.5,75.400002,0,0,?,?,0,10,2,16,13,29,962
21070,'2019/02/25 20:25:47:014',21,106.199997,75.300003,0,0,?,?,0,10,2,16,13,29,962
21071,'2019/02/25 20:25:47:014',21,105.900002,75.199997,0,0,?,?,0,10,2,16,13,29,962
21072,'2019/02/25 20:25:47:014',21,105.699997,75.099998,0,0,?,?,0,10,2,16,13,29,962
21073,'2019/02/25 20:25:47:030',21,105.099998,75,0,0,?,?,0,10,2,16,13,29,962
21074,'2019/02/25 20:25:47:030',21,104.5,75,0,0,?,?,0,10,2,16,13,29,962
21075,'2019/02/25 20:25:47:030',21,103.800003,75,0,0,?,?,0,10,2,16,13,29,962
21076,'2019/02/25 20:25:47:030',21,103.400002,74.900002,0,0,?,?,0,10,2,16,13,29,962
21077,'2019/02/25 20:25:47:058',21,103,74.900002,0,0,?,?,0,10,2,16,13,29,962
21078,'2019/02/25 20:25:47:058',21,102.599998,74.900002,0,0,?,?,0,10,2,16,13,29,962
21079,'2019/02/25 20:25:47:058',21,103,74.900002,0,0,?,?,0,10,2,16,13,29,962
21080,'2019/02/25 20:25:47:058',21,102.900002,75.099998,0,0,?,?,0,10,2,16,13,29,962
21081,'2019/02/25 20:25:47:073',21,102.800003,75,0,0,?,?,0,10,2,16,13,29,962
21082,'2019/02/25 20:25:47:073',21,102.599998,74.900002,0,0,?,?,0,10,2,16,13,29,962
21083,'2019/02/25 20:25:47:073',21,102.5,74.800003,0,0,?,?,0,10,2,16,13,29,962
21084,'2019/02/25 20:25:47:089',21,102.400002,74.699997,0,0,?,?,0,10,2,16,13,29,962
21085,'2019/02/25 20:25:47:089',21,102.199997,74.599998,0,0,?,?,0,10,2,16,13,29,962
21086,'2019/02/25 20:25:47:103',21,101.699997,74.5,0,0,?,?,0,10,2,16,13,29,962
21087,'2019/02/25 20:25:47:103',21,101.199997,74.300003,0,0,?,?,0,10,2,16,13,29,962
21088,'2019/02/25 20:25:47:103',21,100.900002,74.099998,0,0,?,?,0,10,2,16,13,29,962
21089,'2019/02/25 20:25:47:118',21,100.599998,74,0,0,?,?,0,10,2,16,13,29,962
21090,'2019/02/25 20:25:47:118',21,100.800003,73.900002,0,0,?,?,0,10,2,16,13,29,962
21091,'2019/02/25 20:25:47:118',21,101,74.099998,0,0,?,?,0,10,2,16,13,29,962
21092,'2019/02/25 20:25:47:118',21,100.800003,74.300003,0,0,?,?,0,10,2,16,13,29,962
21093,'2019/02/25 20:25:47:134',21,100.5,74.300003,0,0,?,?,0,10,2,16,13,29,962
21094,'2019/02/25 20:25:47:134',21,100.199997,74.199997,0,0,?,?,0,10,2,16,13,29,962
21095,'2019/02/25 20:25:47:134',21,100,74.099998,0,0,?,?,0,10,2,16,13,29,962
21096,'2019/02/25 20:25:47:134',21,99.599998,74,0,0,?,?,0,10,2,16,13,29,962
21097,'2019/02/25 20:25:47:149',21,99.199997,73.900002,0,0,?,?,0,10,2,16,13,29,962
21098,'2019/02/25 20:25:47:149',21,98.900002,73.800003,0,0,?,?,0,10,2,16,13,29,962
21099,'2019/02/25 20:25:47:163',21,98.599998,73.699997,0,0,?,?,0,10,2,16,13,29,962
21100,'2019/02/25 20:25:47:163',21,98.300003,73.599998,0,0,?,?,0,10,2,16,13,29,962
21101,'2019/02/25 20:25:47:163',21,98,73.5,0,0,?,?,0,10,2,16,13,29,962
21102,'2019/02/25 20:25:47:163',21,98.900002,73.400002,0,0,?,?,0,10,2,16,13,29,962
21103,'2019/02/25 20:25:47:178',21,99.800003,73.599998,0,0,?,?,0,10,2,16,13,29,962
21104,'2019/02/25 20:25:47:178',21,100.699997,73.800003,0,0,?,?,0,10,2,16,13,29,962
21105,'2019/02/25 20:25:47:178',21,101.599998,74,0,0,?,?,0,10,2,16,13,29,962
21106,'2019/02/25 20:25:47:178',21,101.699997,74.199997,0,0,?,?,0,10,2,16,13,29,962
21107,'2019/02/25 20:25:47:194',21,101.800003,74.099998,0,0,?,?,0,10,2,16,13,29,962
21108,'2019/02/25 20:25:47:194',21,101.599998,74,0,0,?,?,0,10,2,16,13,29,962
21109,'2019/02/25 20:25:47:194',21,101.400002,73.800003,0,0,?,?,0,10,2,16,13,29,962
21110,'2019/02/25 20:25:47:209',21,101.199997,73.599998,0,0,?,?,0,10,2,16,13,29,962
21111,'2019/02/25 20:25:47:209',21,101,73.400002,0,0,?,?,0,10,2,16,13,29,962
21112,'2019/02/25 20:25:47:209',21,101.400002,73.199997,0,0,?,?,0,10,2,16,13,29,962
21113,'2019/02/25 20:25:47:224',21,101.800003,73,0,0,?,?,0,10,2,16,13,29,962
21114,'2019/02/25 20:25:47:224',21,102.199997,72.800003,0,0,?,?,0,10,2,16,13,29,962
21115,'2019/02/25 20:25:47:224',21,102.599998,72.599998,0,0,?,?,0,10,2,16,13,29,962
21116,'2019/02/25 20:25:47:224',21,105.199997,72.400002,0,0,?,?,0,10,2,16,13,29,962
21117,'2019/02/25 20:25:47:239',21,107.800003,72.599998,0,0,?,?,0,10,2,16,13,29,962
21118,'2019/02/25 20:25:47:239',21,110.400002,72.800003,0,0,?,?,0,10,2,16,13,29,962
21119,'2019/02/25 20:25:47:239',21,113,73,0,0,?,?,0,10,2,16,13,29,962
21120,'2019/02/25 20:25:47:239',21,115.099998,73.199997,0,0,?,?,0,10,2,16,13,29,962
21121,'2019/02/25 20:25:47:253',21,117.199997,73.099998,0,0,?,?,0,10,2,16,13,29,962
21122,'2019/02/25 20:25:47:254',21,117.900002,73,0,0,?,?,0,10,2,16,13,29,962
21123,'2019/02/25 20:25:47:254',21,118.599998,72.800003,0,0,?,?,0,10,2,16,13,29,962
21124,'2019/02/25 20:25:47:254',21,119.800003,72.599998,0,0,?,?,0,10,2,16,13,29,962
21125,'2019/02/25 20:25:47:271',21,121,72.5,0,0,?,?,0,10,2,16,13,29,962
21126,'2019/02/25 20:25:47:271',21,121,72.400002,0,0,?,?,0,10,2,16,13,29,962
21127,'2019/02/25 20:25:47:271',21,121,72.199997,0,0,?,?,0,10,2,16,13,29,962
21128,'2019/02/25 20:25:47:271',21,123.099998,72,0,0,?,?,0,10,2,16,13,29,962
21129,'2019/02/25 20:25:47:271',21,125.199997,71.900002,0,0,?,?,0,10,2,16,13,29,962
21130,'2019/02/25 20:25:47:271',21,127.800003,71.800003,0,0,?,?,0,10,2,16,13,29,962
21131,'2019/02/25 20:25:47:271',21,130.399994,72,0,0,?,?,0,10,2,16,13,29,962
21132,'2019/02/25 20:25:47:271',21,134.600006,72.199997,0,0,?,?,0,10,2,16,13,29,962
21133,'2019/02/25 20:25:47:298',21,138.800003,72.400002,0,0,?,?,0,10,2,16,13,29,962
21134,'2019/02/25 20:25:47:298',21,142.5,72.599998,0,0,?,?,0,10,2,16,13,29,962
21135,'2019/02/25 20:25:47:298',21,145.199997,72.699997,0,0,?,?,0,10,2,16,13,29,962
21136,'2019/02/25 20:25:47:314',21,147.899994,72.699997,0,0,?,?,0,10,2,16,13,29,962
21137,'2019/02/25 20:25:47:314',21,150.600006,72.699997,0,0,?,?,0,10,2,16,13,29,962
21138,'2019/02/25 20:25:47:314',21,151.199997,72.699997,0,0,?,?,0,10,2,16,13,29,962
21139,'2019/02/25 20:25:47:314',21,150.800003,72.599998,0,0,?,?,0,10,2,16,13,29,962
21140,'2019/02/25 20:25:47:329',21,150.399994,72.599998,0,0,?,?,0,10,2,16,13,29,962
21141,'2019/02/25 20:25:47:329',21,150,72.599998,0,0,?,?,0,10,2,16,13,29,962
21142,'2019/02/25 20:25:47:329',21,148,72.599998,0,0,?,?,0,10,2,16,13,29,962
21143,'2019/02/25 20:25:47:329',21,145.399994,72.599998,0,0,?,?,0,10,2,16,13,29,962
21144,'2019/02/25 20:25:47:345',21,142.800003,72.699997,0,0,?,?,0,10,2,16,13,29,962
21145,'2019/02/25 20:25:47:345',21,141.199997,72.800003,0,0,?,?,0,10,2,16,13,29,962
21146,'2019/02/25 20:25:47:345',21,139.600006,73,0,0,?,?,0,10,2,16,13,29,962
21147,'2019/02/25 20:25:47:345',21,137.399994,73.199997,0,0,?,?,0,10,2,16,13,29,962
21148,'2019/02/25 20:25:47:345',21,135.199997,73.400002,0,0,?,?,0,10,2,16,13,29,962
21149,'2019/02/25 20:25:47:345',21,134,73.599998,0,0,?,?,0,10,2,16,13,29,962
21150,'2019/02/25 20:25:47:346',21,132.300003,73.699997,0,0,?,?,0,10,2,16,13,29,962
21151,'2019/02/25 20:25:47:374',21,130.600006,73.699997,0,0,?,?,0,10,2,16,13,29,962
21152,'2019/02/25 20:25:47:374',21,128.899994,73.699997,0,0,?,?,0,10,2,16,13,29,962
21153,'2019/02/25 20:25:47:374',21,127.800003,73.699997,0,0,?,?,0,10,2,16,13,29,962
21154,'2019/02/25 20:25:47:374',21,127.5,73.599998,0,0,?,?,0,10,2,16,13,29,962
21155,'2019/02/25 20:25:47:389',21,127.199997,73.599998,0,0,?,?,0,10,2,16,13,29,962
21156,'2019/02/25 20:25:47:389',21,126.900002,73.599998,0,0,?,?,0,10,2,16,13,29,962
21157,'2019/02/25 20:25:47:389',21,127.199997,73.599998,0,0,?,?,0,10,2,16,13,29,962
21158,'2019/02/25 20:25:47:389',21,126.800003,73.599998,0,0,?,?,0,10,2,16,13,29,962
21159,'2019/02/25 20:25:47:404',21,126.400002,73.599998,0,0,?,?,0,10,2,16,13,29,962
21160,'2019/02/25 20:25:47:404',21,126.699997,73.599998,0,0,?,?,0,10,2,16,13,29,962
21161,'2019/02/25 20:25:47:420',21,127,73.900002,0,0,?,?,0,10,2,16,13,29,962
21162,'2019/02/25 20:25:47:420',21,127.300003,74.199997,0,0,?,?,0,10,2,16,13,29,962
21163,'2019/02/25 20:25:47:420',21,127.599998,74.5,0,0,?,?,0,10,2,16,13,29,962
21164,'2019/02/25 20:25:47:420',21,126.400002,74.800003,0,0,?,?,0,10,2,16,13,29,962
21165,'2019/02/25 20:25:47:433',21,125.199997,74.699997,0,0,?,?,0,10,2,16,13,29,962
21166,'2019/02/25 20:25:47:433',21,124,74.599998,0,0,?,?,0,10,2,16,13,29,962
21167,'2019/02/25 20:25:47:433',21,122.800003,74.5,0,0,?,?,0,10,2,16,13,29,962
21168,'2019/02/25 20:25:47:433',21,122,74.400002,0,0,?,?,0,10,2,16,13,29,962
21169,'2019/02/25 20:25:47:450',21,121.199997,74.300003,0,0,?,?,0,10,2,16,13,29,962
21170,'2019/02/25 20:25:47:450',21,120.199997,74.199997,0,0,?,?,0,10,2,16,13,29,962
21171,'2019/02/25 20:25:47:450',21,118.699997,73.900002,0,0,?,?,0,10,2,16,13,29,962
21172,'2019/02/25 20:25:47:450',21,117.199997,73.699997,0,0,?,?,0,10,2,16,13,29,962
