@relation dataset

@attribute ID numeric
@attribute Time date 'yyyy/MM/dd HH:mm:ss:SSS'
@attribute 'Training round' numeric
@attribute inputs-1 numeric
@attribute inputs-2 numeric
@attribute inputs-3 numeric
@attribute inputs-4 numeric
@attribute outputs-1 numeric
@attribute outputs-2 numeric
@attribute outputs-3 numeric
@attribute outputs-4 numeric
@attribute outputs-5 numeric
@attribute outputs-6 numeric
@attribute outputs-7 numeric
@attribute outputs-8 numeric
@attribute outputs-9 numeric

@data
16907,'2019/02/25 20:20:30:065',18,73,242.399994,971.700012,0,1000,?,?,?,?,?,?,?,?
16908,'2019/02/25 20:20:30:065',18,73,242.100006,971.900024,0,1000,?,?,?,?,?,?,?,?
16909,'2019/02/25 20:20:30:065',18,73,241.699997,972.099976,0,1000,?,?,?,?,?,?,?,?
16910,'2019/02/25 20:20:30:065',18,73.199997,241.300003,972.299988,0,1000,?,?,?,?,?,?,?,?
16911,'2019/02/25 20:20:30:065',18,73.400002,240.899994,972.400024,0,1000,?,?,?,?,?,?,?,?
16912,'2019/02/25 20:20:30:065',18,74.199997,240.399994,972.5,0,1000,?,?,?,?,?,?,?,?
16913,'2019/02/25 20:20:30:094',18,75,239.899994,972.599976,0,1000,?,?,?,?,?,?,?,?
16914,'2019/02/25 20:20:30:094',18,76,239.399994,972.700012,0,1000,?,?,?,?,?,?,?,?
16915,'2019/02/25 20:20:30:108',18,77,239.300003,972.799988,0,1000,?,?,?,?,?,?,?,?
16916,'2019/02/25 20:20:30:108',18,77.900002,239.199997,972.900024,0,1000,?,?,?,?,?,?,?,?
16917,'2019/02/25 20:20:30:125',18,78.400002,238.699997,973,0,1000,?,?,?,?,?,?,?,?
16918,'2019/02/25 20:20:30:125',18,78.900002,238.199997,973,0,1000,?,?,?,?,?,?,?,?
16919,'2019/02/25 20:20:30:125',18,79.400002,237.800003,973,0,1000,?,?,?,?,?,?,?,?
16920,'2019/02/25 20:20:30:125',18,80,237.399994,973,0,1000,?,?,?,?,?,?,?,?
16921,'2019/02/25 20:20:30:125',18,80.599998,236.899994,973,0,1000,?,?,?,?,?,?,?,?
16922,'2019/02/25 20:20:30:153',18,80.599998,236.399994,972.900024,0,1000,?,?,?,?,?,?,?,?
16923,'2019/02/25 20:20:30:153',18,80.599998,235.600006,972.799988,0,1000,?,?,?,?,?,?,?,?
16924,'2019/02/25 20:20:30:153',18,80.599998,234.800003,972.700012,0,1000,?,?,?,?,?,?,?,?
16925,'2019/02/25 20:20:30:153',18,80.199997,234,972.599976,0,1000,?,?,?,?,?,?,?,?
16926,'2019/02/25 20:20:30:169',18,79.900002,233.199997,972.599976,0,1000,?,?,?,?,?,?,?,?
16927,'2019/02/25 20:20:30:169',18,79.599998,232.800003,972.599976,0,1000,?,?,?,?,?,?,?,?
16928,'2019/02/25 20:20:30:169',18,79.300003,232.399994,972.599976,0,1000,?,?,?,?,?,?,?,?
16929,'2019/02/25 20:20:30:169',18,78.900002,232,972.599976,0,1000,?,?,?,?,?,?,?,?
16930,'2019/02/25 20:20:30:184',18,78.400002,231.600006,972.5,0,1000,?,?,?,?,?,?,?,?
16931,'2019/02/25 20:20:30:184',18,77.900002,231,972.400024,0,1000,?,?,?,?,?,?,?,?
16932,'2019/02/25 20:20:30:184',18,77.400002,230.399994,972.400024,0,1000,?,?,?,?,?,?,?,?
16933,'2019/02/25 20:20:30:184',18,76.900002,230.100006,972.400024,0,1000,?,?,?,?,?,?,?,?
16934,'2019/02/25 20:20:30:198',18,76.400002,229.800003,972.299988,0,1000,?,?,?,?,?,?,?,?
16935,'2019/02/25 20:20:30:198',18,76.300003,229.5,972.200012,0,1000,?,?,?,?,?,?,?,?
16936,'2019/02/25 20:20:30:198',18,76.199997,229.199997,972,0,1000,?,?,?,?,?,?,?,?
16937,'2019/02/25 20:20:30:198',18,76.699997,228.899994,971.799988,0,1000,?,?,?,?,?,?,?,?
16938,'2019/02/25 20:20:30:213',18,77.199997,228.100006,971.599976,0,1000,?,?,?,?,?,?,?,?
16939,'2019/02/25 20:20:30:213',18,77.800003,227.300003,971.400024,0,1000,?,?,?,?,?,?,?,?
16940,'2019/02/25 20:20:30:213',18,78.099998,226.5,971.299988,0,1000,?,?,?,?,?,?,?,?
16941,'2019/02/25 20:20:30:229',18,78.400002,226,971.099976,0,1000,?,?,?,?,?,?,?,?
16942,'2019/02/25 20:20:30:229',18,78.699997,225.800003,970.900024,0,1000,?,?,?,?,?,?,?,?
16943,'2019/02/25 20:20:30:229',18,79,225.600006,970.700012,0,1000,?,?,?,?,?,?,?,?
16944,'2019/02/25 20:20:30:229',18,79.300003,225.399994,970.599976,0,1000,?,?,?,?,?,?,?,?
16945,'2019/02/25 20:20:30:229',18,79.900002,225.199997,970.5,0,1000,?,?,?,?,?,?,?,?
16946,'2019/02/25 20:20:30:243',18,80.5,224.800003,970.400024,0,1000,?,?,?,?,?,?,?,?
16947,'2019/02/25 20:20:30:243',18,80.5,224.399994,970.299988,0,1000,?,?,?,?,?,?,?,?
16948,'2019/02/25 20:20:30:243',18,80.800003,224.5,970.200012,0,1000,?,?,?,?,?,?,?,?
16949,'2019/02/25 20:20:30:259',18,81.099998,224.399994,970.099976,0,1000,?,?,?,?,?,?,?,?
16950,'2019/02/25 20:20:30:259',18,81.699997,224.300003,970,0,1000,?,?,?,?,?,?,?,?
16951,'2019/02/25 20:20:30:259',18,82.099998,224.199997,970,0,1000,?,?,?,?,?,?,?,?
16952,'2019/02/25 20:20:30:273',18,82.5,223.800003,969.900024,0,1000,?,?,?,?,?,?,?,?
16953,'2019/02/25 20:20:30:273',18,82.900002,223,969.799988,0,1000,?,?,?,?,?,?,?,?
16954,'2019/02/25 20:20:30:273',18,83.300003,222.199997,969.700012,0,1000,?,?,?,?,?,?,?,?
16955,'2019/02/25 20:20:30:273',18,83.099998,221.399994,969.599976,0,1000,?,?,?,?,?,?,?,?
16956,'2019/02/25 20:20:30:289',18,82.900002,221.100006,969.5,0,1000,?,?,?,?,?,?,?,?
16957,'2019/02/25 20:20:30:289',18,82.699997,220.800003,969.400024,0,1000,?,?,?,?,?,?,?,?
16958,'2019/02/25 20:20:30:289',18,82.199997,220.5,969.299988,0,1000,?,?,?,?,?,?,?,?
16959,'2019/02/25 20:20:30:304',18,81.699997,220.399994,969.099976,0,1000,?,?,?,?,?,?,?,?
16960,'2019/02/25 20:20:30:304',18,81.199997,220.100006,968.900024,0,1000,?,?,?,?,?,?,?,?
16961,'2019/02/25 20:20:30:304',18,80.900002,219.800003,968.700012,0,1000,?,?,?,?,?,?,?,?
16962,'2019/02/25 20:20:30:304',18,80.800003,219.5,968.599976,0,1000,?,?,?,?,?,?,?,?
16963,'2019/02/25 20:20:30:319',18,80.699997,219.800003,968.5,0,1000,?,?,?,?,?,?,?,?
16964,'2019/02/25 20:20:30:319',18,80.599998,220.100006,968.400024,0,1000,?,?,?,?,?,?,?,?
16965,'2019/02/25 20:20:30:319',18,80.800003,220.399994,968.299988,0,1000,?,?,?,?,?,?,?,?
16966,'2019/02/25 20:20:30:319',18,81.5,220.399994,968.200012,0,1000,?,?,?,?,?,?,?,?
16967,'2019/02/25 20:20:30:334',18,82.199997,220,968.099976,0,1000,?,?,?,?,?,?,?,?
16968,'2019/02/25 20:20:30:334',18,82.900002,219.600006,968,0,1000,?,?,?,?,?,?,?,?
16969,'2019/02/25 20:20:30:334',18,82.800003,219.199997,968,0,1000,?,?,?,?,?,?,?,?
16970,'2019/02/25 20:20:30:348',18,82.699997,219,968.099976,0,1000,?,?,?,?,?,?,?,?
16971,'2019/02/25 20:20:30:348',18,82.599998,218.899994,968.200012,0,1000,?,?,?,?,?,?,?,?
16972,'2019/02/25 20:20:30:348',18,82.300003,218.800003,968.299988,0,1000,?,?,?,?,?,?,?,?
16973,'2019/02/25 20:20:30:348',18,82,218.5,968.400024,0,1000,?,?,?,?,?,?,?,?
16974,'2019/02/25 20:20:30:348',18,81.800003,218.199997,968.5,0,1000,?,?,?,?,?,?,?,?
16975,'2019/02/25 20:20:30:364',18,81.599998,217.899994,968.700012,0,1000,?,?,?,?,?,?,?,?
16976,'2019/02/25 20:20:30:364',18,80.900002,217.600006,968.900024,0,1000,?,?,?,?,?,?,?,?
16977,'2019/02/25 20:20:30:364',18,80.300003,217.699997,969.099976,0,1000,?,?,?,?,?,?,?,?
16978,'2019/02/25 20:20:30:379',18,79.699997,217.800003,969.200012,0,1000,?,?,?,?,?,?,?,?
16979,'2019/02/25 20:20:30:379',18,79.900002,218.100006,969.299988,0,1000,?,?,?,?,?,?,?,?
16980,'2019/02/25 20:20:30:379',18,80.099998,218.399994,969.299988,0,1000,?,?,?,?,?,?,?,?
16981,'2019/02/25 20:20:30:379',18,80.5,218.600006,969.299988,0,1000,?,?,?,?,?,?,?,?
16982,'2019/02/25 20:20:30:394',18,80.900002,218.800003,969.400024,0,1000,?,?,?,?,?,?,?,?
16983,'2019/02/25 20:20:30:394',18,81.300003,218.600006,969.5,0,1000,?,?,?,?,?,?,?,?
16984,'2019/02/25 20:20:30:394',18,81.599998,218.399994,969.599976,0,1000,?,?,?,?,?,?,?,?
16985,'2019/02/25 20:20:30:394',18,81.400002,218.199997,969.599976,0,1000,?,?,?,?,?,?,?,?
16986,'2019/02/25 20:20:30:410',18,81.199997,218.600006,969.599976,0,1000,?,?,?,?,?,?,?,?
16987,'2019/02/25 20:20:30:410',18,80.900002,219,969.599976,0,1000,?,?,?,?,?,?,?,?
16988,'2019/02/25 20:20:30:410',18,80.800003,219.399994,969.700012,0,1000,?,?,?,?,?,?,?,?
16989,'2019/02/25 20:20:30:410',18,80.699997,219.600006,969.900024,0,1000,?,?,?,?,?,?,?,?
16990,'2019/02/25 20:20:30:410',18,80.599998,219.600006,970.099976,0,1000,?,?,?,?,?,?,?,?
16991,'2019/02/25 20:20:30:410',18,80.300003,219.600006,970.299988,0,1000,?,?,?,?,?,?,?,?
16992,'2019/02/25 20:20:30:410',18,80,219.600006,970.400024,0,1000,?,?,?,?,?,?,?,?
16993,'2019/02/25 20:20:30:410',18,80.300003,220,970.5,0,1000,?,?,?,?,?,?,?,?
16994,'2019/02/25 20:20:30:439',18,80.599998,220.699997,970.599976,0,1000,?,?,?,?,?,?,?,?
16995,'2019/02/25 20:20:30:439',18,81.400002,221.399994,970.700012,0,1000,?,?,?,?,?,?,?,?
16996,'2019/02/25 20:20:30:439',18,82.199997,221.5,970.799988,0,1000,?,?,?,?,?,?,?,?
16997,'2019/02/25 20:20:30:439',18,83.099998,221.600006,970.900024,0,1000,?,?,?,?,?,?,?,?
16998,'2019/02/25 20:20:30:454',18,83.800003,221.300003,971,0,1000,?,?,?,?,?,?,?,?
16999,'2019/02/25 20:20:30:454',18,84.5,221,971,0,1000,?,?,?,?,?,?,?,?
17000,'2019/02/25 20:20:30:454',18,85.199997,220.899994,971,0,1000,?,?,?,?,?,?,?,?
17001,'2019/02/25 20:20:30:454',18,85.099998,220.800003,971,0,1000,?,?,?,?,?,?,?,?
17002,'2019/02/25 20:20:30:469',18,85,221.100006,971,0,1000,?,?,?,?,?,?,?,?
17003,'2019/02/25 20:20:30:469',18,84.300003,221.399994,971,0,1000,?,?,?,?,?,?,?,?
17004,'2019/02/25 20:20:30:469',18,83.599998,221.399994,971,0,1000,?,?,?,?,?,?,?,?
17005,'2019/02/25 20:20:30:469',18,82.699997,221.399994,971,0,1000,?,?,?,?,?,?,?,?
17006,'2019/02/25 20:20:30:483',18,81.800003,220.899994,971,0,1000,?,?,?,?,?,?,?,?
17007,'2019/02/25 20:20:30:483',18,80.800003,220.399994,971,0,1000,?,?,?,?,?,?,?,?
17008,'2019/02/25 20:20:30:483',18,79.800003,220.300003,971,0,1000,?,?,?,?,?,?,?,?
17009,'2019/02/25 20:20:30:483',18,79.099998,220.199997,971,0,1000,?,?,?,?,?,?,?,?
17010,'2019/02/25 20:20:30:498',18,78.400002,220.699997,971,0,1000,?,?,?,?,?,?,?,?
17011,'2019/02/25 20:20:30:498',18,78.5,221.199997,971,0,1000,?,?,?,?,?,?,?,?
17012,'2019/02/25 20:20:30:498',18,78.599998,221.300003,971,0,1000,?,?,?,?,?,?,?,?
17013,'2019/02/25 20:20:30:498',18,79,221.399994,971,0,1000,?,?,?,?,?,?,?,?
17014,'2019/02/25 20:20:30:514',18,79.400002,221.199997,971,0,1000,?,?,?,?,?,?,?,?
17015,'2019/02/25 20:20:30:514',18,80,221,971,0,1000,?,?,?,?,?,?,?,?
17016,'2019/02/25 20:20:30:514',18,80.599998,221.300003,971,0,1000,?,?,?,?,?,?,?,?
17017,'2019/02/25 20:20:30:514',18,81,221.600006,971,0,1000,?,?,?,?,?,?,?,?
17018,'2019/02/25 20:20:30:528',18,81.400002,222.199997,971,0,1000,?,?,?,?,?,?,?,?
17019,'2019/02/25 20:20:30:528',18,81.5,222.800003,971,0,1000,?,?,?,?,?,?,?,?
17020,'2019/02/25 20:20:30:528',18,81.599998,222.800003,971,0,1000,?,?,?,?,?,?,?,?
17021,'2019/02/25 20:20:30:528',18,81.900002,222.800003,971,0,1000,?,?,?,?,?,?,?,?
17022,'2019/02/25 20:20:30:544',18,82.199997,222.699997,971,0,1000,?,?,?,?,?,?,?,?
17023,'2019/02/25 20:20:30:544',18,82.199997,222.600006,971,0,1000,?,?,?,?,?,?,?,?
17024,'2019/02/25 20:20:30:544',18,82.199997,222.800003,971,0,1000,?,?,?,?,?,?,?,?
17025,'2019/02/25 20:20:30:544',18,82.599998,223,971,0,1000,?,?,?,?,?,?,?,?
17026,'2019/02/25 20:20:30:559',18,83,223.300003,971,0,1000,?,?,?,?,?,?,?,?
17027,'2019/02/25 20:20:30:559',18,83.599998,223.600006,971,0,1000,?,?,?,?,?,?,?,?
17028,'2019/02/25 20:20:30:559',18,84.199997,223.600006,971,0,1000,?,?,?,?,?,?,?,?
17029,'2019/02/25 20:20:30:559',18,84.900002,223.600006,971,0,1000,?,?,?,?,?,?,?,?
17030,'2019/02/25 20:20:30:574',18,85.599998,223.300003,971,0,1000,?,?,?,?,?,?,?,?
17031,'2019/02/25 20:20:30:574',18,86.099998,223,971,0,1000,?,?,?,?,?,?,?,?
17032,'2019/02/25 20:20:30:574',18,86.599998,222.800003,971,0,1000,?,?,?,?,?,?,?,?
17033,'2019/02/25 20:20:30:574',18,86.400002,222.600006,971,0,1000,?,?,?,?,?,?,?,?
17034,'2019/02/25 20:20:30:589',18,86.199997,223,971,0,1000,?,?,?,?,?,?,?,?
17035,'2019/02/25 20:20:30:589',18,85.599998,223.399994,971,0,1000,?,?,?,?,?,?,?,?
17036,'2019/02/25 20:20:30:589',18,85,223.699997,971,0,1000,?,?,?,?,?,?,?,?
17037,'2019/02/25 20:20:30:589',18,84.199997,224,971,0,1000,?,?,?,?,?,?,?,?
17038,'2019/02/25 20:20:30:603',18,83.400002,224,971,0,1000,?,?,?,?,?,?,?,?
17039,'2019/02/25 20:20:30:603',18,82.5,224,971,0,1000,?,?,?,?,?,?,?,?
17040,'2019/02/25 20:20:30:603',18,81.599998,224.300003,971,0,1000,?,?,?,?,?,?,?,?
17041,'2019/02/25 20:20:30:603',18,81.199997,224.600006,971,0,1000,?,?,?,?,?,?,?,?
17042,'2019/02/25 20:20:30:618',18,80.800003,225.100006,971,0,1000,?,?,?,?,?,?,?,?
17043,'2019/02/25 20:20:30:618',18,81.099998,225.600006,971,0,1000,?,?,?,?,?,?,?,?
17044,'2019/02/25 20:20:30:618',18,81.400002,225.5,971,0,1000,?,?,?,?,?,?,?,?
17045,'2019/02/25 20:20:30:618',18,82.099998,225.399994,971,0,1000,?,?,?,?,?,?,?,?
17046,'2019/02/25 20:20:30:633',18,82.800003,225.199997,971,0,1000,?,?,?,?,?,?,?,?
17047,'2019/02/25 20:20:30:633',18,83.699997,225,971,0,1000,?,?,?,?,?,?,?,?
17048,'2019/02/25 20:20:30:633',18,83.800003,225.100006,971,0,1000,?,?,?,?,?,?,?,?
17049,'2019/02/25 20:20:30:648',18,83.900002,225.699997,971,0,1000,?,?,?,?,?,?,?,?
17050,'2019/02/25 20:20:30:648',18,84,226.300003,971,0,1000,?,?,?,?,?,?,?,?
17051,'2019/02/25 20:20:30:648',18,83.599998,226.899994,971,0,1000,?,?,?,?,?,?,?,?
17052,'2019/02/25 20:20:30:648',18,83.099998,227.300003,971,0,1000,?,?,?,?,?,?,?,?
17053,'2019/02/25 20:20:30:663',18,82.599998,227.300003,971,0,1000,?,?,?,?,?,?,?,?
17054,'2019/02/25 20:20:30:663',18,82.099998,227.300003,971,0,1000,?,?,?,?,?,?,?,?
17055,'2019/02/25 20:20:30:663',18,81.800003,227.300003,971,0,1000,?,?,?,?,?,?,?,?
17056,'2019/02/25 20:20:30:680',18,81.5,227.699997,971,0,1000,?,?,?,?,?,?,?,?
17057,'2019/02/25 20:20:30:680',18,81.199997,228.100006,971,0,1000,?,?,?,?,?,?,?,?
17058,'2019/02/25 20:20:30:680',18,81.699997,228.5,971,0,1000,?,?,?,?,?,?,?,?
17059,'2019/02/25 20:20:30:681',18,83,228.399994,971,0,1000,?,?,?,?,?,?,?,?
17060,'2019/02/25 20:20:30:693',18,84.300003,228,971,0,1000,?,?,?,?,?,?,?,?
17061,'2019/02/25 20:20:30:693',18,85.599998,227.600006,971,0,1000,?,?,?,?,?,?,?,?
17062,'2019/02/25 20:20:30:693',18,87,227.199997,971,0,1000,?,?,?,?,?,?,?,?
17063,'2019/02/25 20:20:30:693',18,87.599998,227.199997,971,0,1000,?,?,?,?,?,?,?,?
17064,'2019/02/25 20:20:30:709',18,88.199997,227.699997,971,0,1000,?,?,?,?,?,?,?,?
17065,'2019/02/25 20:20:30:709',18,88.199997,228.199997,971,0,1000,?,?,?,?,?,?,?,?
17066,'2019/02/25 20:20:30:709',18,88.099998,228.399994,971,0,1000,?,?,?,?,?,?,?,?
17067,'2019/02/25 20:20:30:723',18,88,228.100006,971,0,1000,?,?,?,?,?,?,?,?
17068,'2019/02/25 20:20:30:723',18,87.900002,227.800003,971,0,1000,?,?,?,?,?,?,?,?
17069,'2019/02/25 20:20:30:723',18,87.199997,227.5,971,0,1000,?,?,?,?,?,?,?,?
17070,'2019/02/25 20:20:30:738',18,86.5,227.899994,971,0,1000,?,?,?,?,?,?,?,?
17071,'2019/02/25 20:20:30:738',18,85.800003,228.300003,971,0,1000,?,?,?,?,?,?,?,?
17072,'2019/02/25 20:20:30:738',18,85.5,228.699997,971,0,1000,?,?,?,?,?,?,?,?
17073,'2019/02/25 20:20:30:756',18,86,229.300003,971,0,1000,?,?,?,?,?,?,?,?
17074,'2019/02/25 20:20:30:756',18,86.5,229.399994,971,0,1000,?,?,?,?,?,?,?,?
17075,'2019/02/25 20:20:30:756',18,87,229.5,971,0,1000,?,?,?,?,?,?,?,?
17076,'2019/02/25 20:20:30:756',18,87.099998,229.600006,971,0,1000,?,?,?,?,?,?,?,?
17077,'2019/02/25 20:20:30:756',18,87.199997,230.699997,971,0,1000,?,?,?,?,?,?,?,?
17078,'2019/02/25 20:20:30:756',18,87.300003,231.800003,971,0,1000,?,?,?,?,?,?,?,?
17079,'2019/02/25 20:20:30:756',18,87.199997,232.899994,971,0,1000,?,?,?,?,?,?,?,?
17080,'2019/02/25 20:20:30:756',18,87.5,233.600006,971,0,1000,?,?,?,?,?,?,?,?
17081,'2019/02/25 20:20:30:783',18,87.800003,234.100006,971,0,1000,?,?,?,?,?,?,?,?
17082,'2019/02/25 20:20:30:783',18,87.699997,234.600006,971,0,1000,?,?,?,?,?,?,?,?
17083,'2019/02/25 20:20:30:783',18,87.599998,234.899994,971,0,1000,?,?,?,?,?,?,?,?
17084,'2019/02/25 20:20:30:783',18,87.800003,235.199997,971,0,1000,?,?,?,?,?,?,?,?
17085,'2019/02/25 20:20:30:798',18,88,235.800003,971,0,1000,?,?,?,?,?,?,?,?
17086,'2019/02/25 20:20:30:798',18,88.699997,236.399994,971,0,1000,?,?,?,?,?,?,?,?
17087,'2019/02/25 20:20:30:798',18,89.400002,236.5,971,0,1000,?,?,?,?,?,?,?,?
17088,'2019/02/25 20:20:30:798',18,90.5,236.600006,971,0,1000,?,?,?,?,?,?,?,?
17089,'2019/02/25 20:20:30:815',18,91.599998,236.600006,971,0,1000,?,?,?,?,?,?,?,?
17090,'2019/02/25 20:20:30:815',18,92.300003,236.600006,971,0,1000,?,?,?,?,?,?,?,?
17091,'2019/02/25 20:20:30:815',18,92.300003,236.800003,971,0,1000,?,?,?,?,?,?,?,?
17092,'2019/02/25 20:20:30:828',18,92.300003,237.5,971,0,1000,?,?,?,?,?,?,?,?
17093,'2019/02/25 20:20:30:828',18,92.300003,238.199997,971,0,1000,?,?,?,?,?,?,?,?
17094,'2019/02/25 20:20:30:828',18,92,238.899994,971,0,1000,?,?,?,?,?,?,?,?
17095,'2019/02/25 20:20:30:828',18,91.400002,239.300003,971,0,1000,?,?,?,?,?,?,?,?
17096,'2019/02/25 20:20:30:843',18,90.800003,239.300003,971,0,1000,?,?,?,?,?,?,?,?
17097,'2019/02/25 20:20:30:843',18,90.199997,239.300003,971,0,1000,?,?,?,?,?,?,?,?
17098,'2019/02/25 20:20:30:843',18,89.800003,239.300003,971,0,1000,?,?,?,?,?,?,?,?
17099,'2019/02/25 20:20:30:859',18,89.400002,239.899994,971,0,1000,?,?,?,?,?,?,?,?
17100,'2019/02/25 20:20:30:859',18,89,240.5,971,0,1000,?,?,?,?,?,?,?,?
17101,'2019/02/25 20:20:30:859',18,89.300003,241.100006,971,0,1000,?,?,?,?,?,?,?,?
17102,'2019/02/25 20:20:30:859',18,90,241.199997,971,0,1000,?,?,?,?,?,?,?,?
17103,'2019/02/25 20:20:30:873',18,90.699997,241.100006,971,0,1000,?,?,?,?,?,?,?,?
17104,'2019/02/25 20:20:30:873',18,91.400002,241,971,0,1000,?,?,?,?,?,?,?,?
17105,'2019/02/25 20:20:30:873',18,92.400002,240.899994,971,0,1000,?,?,?,?,?,?,?,?
17106,'2019/02/25 20:20:30:873',18,93,241.199997,971,0,1000,?,?,?,?,?,?,?,?
17107,'2019/02/25 20:20:30:888',18,93.599998,241.800003,971,0,1000,?,?,?,?,?,?,?,?
17108,'2019/02/25 20:20:30:888',18,93.599998,242.399994,971,0,1000,?,?,?,?,?,?,?,?
17109,'2019/02/25 20:20:30:888',18,93.400002,242.5,971,0,1000,?,?,?,?,?,?,?,?
17110,'2019/02/25 20:20:30:903',18,93.199997,242.5,971,0,1000,?,?,?,?,?,?,?,?
17111,'2019/02/25 20:20:30:903',18,93,242.5,971,0,1000,?,?,?,?,?,?,?,?
17112,'2019/02/25 20:20:30:903',18,92.400002,242.5,971,0,1000,?,?,?,?,?,?,?,?
17113,'2019/02/25 20:20:30:903',18,91.5,242.699997,971,0,1000,?,?,?,?,?,?,?,?
17114,'2019/02/25 20:20:30:919',18,90.599998,243.199997,971,0,1000,?,?,?,?,?,?,?,?
17115,'2019/02/25 20:20:30:919',18,89.699997,243.699997,971,0,1000,?,?,?,?,?,?,?,?
17116,'2019/02/25 20:20:30:919',18,89.199997,244.199997,971,0,1000,?,?,?,?,?,?,?,?
17117,'2019/02/25 20:20:30:919',18,88.800003,244.399994,971,0,1000,?,?,?,?,?,?,?,?
17118,'2019/02/25 20:20:30:936',18,88.400002,244.199997,971,0,1000,?,?,?,?,?,?,?,?
17119,'2019/02/25 20:20:30:936',18,88.199997,244,971,0,1000,?,?,?,?,?,?,?,?
17120,'2019/02/25 20:20:30:936',18,87.699997,243.899994,971,0,1000,?,?,?,?,?,?,?,?
17121,'2019/02/25 20:20:30:936',18,87.199997,244.399994,971,0,1000,?,?,?,?,?,?,?,?
17122,'2019/02/25 20:20:30:936',18,86.699997,244.899994,971,0,1000,?,?,?,?,?,?,?,?
17123,'2019/02/25 20:20:30:936',18,86.5,245.399994,971,0,1000,?,?,?,?,?,?,?,?
17124,'2019/02/25 20:20:30:936',18,85.800003,245.600006,971,0,1000,?,?,?,?,?,?,?,?
17125,'2019/02/25 20:20:30:963',18,85.099998,245.5,971,0,1000,?,?,?,?,?,?,?,?
17126,'2019/02/25 20:20:30:963',18,84.400002,245.399994,971,0,1000,?,?,?,?,?,?,?,?
17127,'2019/02/25 20:20:30:963',18,83.599998,245.300003,971,0,1000,?,?,?,?,?,?,?,?
17128,'2019/02/25 20:20:30:963',18,82.900002,245.600006,971,0,1000,?,?,?,?,?,?,?,?
17129,'2019/02/25 20:20:30:978',18,82.199997,246.300003,971,0,1000,?,?,?,?,?,?,?,?
17130,'2019/02/25 20:20:30:978',18,81.800003,247,971,0,1000,?,?,?,?,?,?,?,?
17131,'2019/02/25 20:20:30:978',18,81.5,247.100006,971,0,1000,?,?,?,?,?,?,?,?
17132,'2019/02/25 20:20:30:993',18,81.199997,247.100006,971,0,1000,?,?,?,?,?,?,?,?
17133,'2019/02/25 20:20:30:993',18,80.5,247.100006,971,0,1000,?,?,?,?,?,?,?,?
17134,'2019/02/25 20:20:31:008',18,80.300003,247.100006,970.900024,0,1000,?,?,?,?,?,?,?,?
17135,'2019/02/25 20:20:31:008',18,80.099998,248,970.799988,0,1000,?,?,?,?,?,?,?,?
17136,'2019/02/25 20:20:31:008',18,79.900002,248.899994,970.700012,0,1000,?,?,?,?,?,?,?,?
17137,'2019/02/25 20:20:31:008',18,79.699997,249.800003,970.599976,0,1000,?,?,?,?,?,?,?,?
17138,'2019/02/25 20:20:31:024',18,79.400002,250.699997,970.599976,0,1000,?,?,?,?,?,?,?,?
17139,'2019/02/25 20:20:31:024',18,79.099998,250.899994,970.599976,0,1000,?,?,?,?,?,?,?,?
17140,'2019/02/25 20:20:31:024',18,78.800003,251.100006,970.599976,0,1000,?,?,?,?,?,?,?,?
17141,'2019/02/25 20:20:31:024',18,78.400002,251.300003,970.599976,0,1000,?,?,?,?,?,?,?,?
17142,'2019/02/25 20:20:31:040',18,78,252.100006,970.599976,0,1000,?,?,?,?,?,?,?,?
17143,'2019/02/25 20:20:31:040',18,78,252.899994,970.599976,0,1000,?,?,?,?,?,?,?,?
17144,'2019/02/25 20:20:31:040',18,78.099998,253.699997,970.700012,0,1000,?,?,?,?,?,?,?,?
17145,'2019/02/25 20:20:31:053',18,78.199997,253.5,970.799988,0,1000,?,?,?,?,?,?,?,?
17146,'2019/02/25 20:20:31:053',18,78.300003,253.300003,970.900024,0,1000,?,?,?,?,?,?,?,?
17147,'2019/02/25 20:20:31:053',18,77.900002,253.100006,971,0,1000,?,?,?,?,?,?,?,?
17148,'2019/02/25 20:20:31:070',18,77.5,253.5,971,0,1000,?,?,?,?,?,?,?,?
17149,'2019/02/25 20:20:31:070',18,77.099998,254.199997,971,0,1000,?,?,?,?,?,?,?,?
17150,'2019/02/25 20:20:31:070',18,76.699997,254.899994,971,0,1000,?,?,?,?,?,?,?,?
17151,'2019/02/25 20:20:31:070',18,76.099998,255.600006,971,0,1000,?,?,?,?,?,?,?,?
17152,'2019/02/25 20:20:31:070',18,75.5,255.800003,970.900024,0,1000,?,?,?,?,?,?,?,?
17153,'2019/02/25 20:20:31:070',18,74.900002,255.899994,970.799988,0,1000,?,?,?,?,?,?,?,?
17154,'2019/02/25 20:20:31:070',18,74.199997,256,970.700012,0,1000,?,?,?,?,?,?,?,?
17155,'2019/02/25 20:20:31:070',18,73.5,256.5,970.599976,0,1000,?,?,?,?,?,?,?,?
17156,'2019/02/25 20:20:31:070',18,73.300003,257,970.5,0,1000,?,?,?,?,?,?,?,?
17157,'2019/02/25 20:20:31:098',18,73.599998,258.200012,970.400024,0,1000,?,?,?,?,?,?,?,?
17158,'2019/02/25 20:20:31:098',18,73.699997,258.799988,970.299988,0,1000,?,?,?,?,?,?,?,?
17159,'2019/02/25 20:20:31:113',18,73.800003,259,970.200012,0,1000,?,?,?,?,?,?,?,?
